Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Justin Nicolino,$4.5K,L,MIA,SP,COL, , ,1.00%,12.920,-1200,4,9.0,-105,4.44,0.09,3,0.341,,0.169,5.13,6,0.375,,0.171,5.15,24,4.77,5.46,0.15,0.364,5.14,0.36,0.24,12.92,2.87
Jeff Samardzija,$7.4K,R,SFG,SP,@ WAS, , ,7.50%,2.764,-900,4,9.5,109,4.59,1.52,6,0.343,,0.207,8.80,3,0.291,,0.141,8.26,56,3.43,4.39,0.17,0.326,8.62,0.38,0.26,20.73,2.8
Jeff Hoffman,$6.6K,R,COL,SP,@ MIA,6,7.00,10.00%,1.785,-500,1,9.0,-105,4.56,-0.09,4,0.300,,0.172,6.43,5,0.390,,0.218,9.53,23,4.32,5.31,0.15,0.350,8.15,0.36,0.29,17.85,2.7
Hyun-Jin Ryu,$9.7K,L,LAD,SP,SDP,2,3.00,37.50%,0.688,1500,-4,8.5,-245,5.32,0.39,2,0.406,,0.243,8.54,7,0.320,,0.196,9.38,18,3.47,5.06,0.23,0.339,9.19,0.36,0.24,25.79,2.66
Sean Manaea,$6.2K,L,OAK,SP,BAL,11,11.33,15.00%,1.089,-1000,6,9.0,-101,4.44,-0.25,1,0.249,,0.117,7.56,8,0.345,,0.181,8.42,45,3.75,4.70,0.16,0.334,8.32,0.35,0.27,16.33,2.63
Trevor Williams,$6.0K,R,PIT,SP,@ TOR, , , , ,-1200,7,9.5,-110,4.69, ,3,0.349,,0.153,6.15,6,0.304,,0.154,7.92,30,4.08,4.77,0.17,0.319,7.33,0.38,0.20,15.44,2.57
Chris Archer,$10.3K,R,TBR,SP,CLE, , , , ,100,3,7.5,-143,4.08,-0.19,6,0.301,,0.156,11.50,3,0.304,,0.155,10.89,56,3.14,4.28,0.18,0.302,11.30,0.34,0.28,25.99,2.52
Michael Fiers,$7.8K,R,HOU,SP,@ TEX,11,11.33,5.00%,3.900,100,-1,10.5,-115,5.38,-0.38,5,0.328,,0.161,7.30,4,0.367,,0.237,8.74,54,3.86,5.56,0.21,0.345,7.94,0.37,0.28,19.5,2.5
Chris Rowley,$4.7K,R,TOR,SP,PIT, , , , ,-800,-1,9.5,100,4.81, ,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.56,2.46
Erasmo Ramirez,$5.6K,R,SEA,SP,LAA, , ,1.00%,13.520,0,-3,9.0,-144,4.9,0.09,4,0.436,,0.309,7.17,5,0.293,,0.140,7.33,90,3.90,5.27,0.20,0.357,7.26,0.42,0.26,13.52,2.41
Ian Kennedy,$6.8K,R,KCR,SP,@ CHW,9,10.33,7.50%,2.155,-200,-2,10.0,-145,5.45,-0.34,5,0.322,,0.195,9.07,4,0.313,,0.173,9.10,54,4.19,5.52,0.17,0.318,9.08,0.28,0.35,16.16,2.38
Brent Suter,$6.3K,L,MIL,SP,CIN,8,8.67,12.50%,1.200,-600,0,9.0,-163,5.07,0.22,2,0.336,,0.148,6.53,7,0.315,,0.119,9.66,23,3.79,4.25,0.17,0.320,8.96,0.34,0.17,15,2.38
Steven Matz,$7.0K,L,NYM,SP,@ PHI, , ,5.00%,3.262,200,-7,8.5,125,3.95,-0.04,2,0.305,,0.100,8.16,7,0.343,,0.181,9.52,32,3.38,4.56,0.20,0.335,9.22,0.40,0.22,16.31,2.33
Carlos Martinez,$11.2K,R,STL,SP,ATL,1,2.33,35.00%,0.725,2000,-3,9.0,-222,5.49,-0.02,5,0.349,,0.172,8.46,4,0.241,,0.082,9.71,52,3.45,4.31,0.17,0.301,9.02,0.45,0.21,25.39,2.27
Jon Lester,$9.6K,L,CHC,SP,@ ARI,4,5.00,15.00%,1.444,300,2,9.5,100,4.81,-0.17,2,0.223,,0.089,10.54,7,0.302,,0.159,8.79,60,3.27,4.20,0.18,0.284,9.18,0.39,0.23,21.66,2.26
Scott Feldman,$5.7K,R,CIN,SP,@ MIL, , ,5.00%,2.548,-900,0,9.0,153,3.93,-0.22,4,0.369,,0.183,7.16,5,0.316,,0.164,7.70,59,3.94,5.11,0.18,0.340,7.46,0.40,0.24,12.74,2.24
Michael Clevinger,$6.9K,R,CLE,SP,@ TBR, , , , ,-800,5,7.5,133,3.42,-0.31,5,0.345,,0.215,10.40,4,0.343,,0.190,10.00,35,4.19,5.24,0.18,0.344,10.22,0.33,0.28,14.6,2.12
J.C. Ramirez,$7.2K,R,LAA,SP,@ SEA,7,8.00,3.00%,5.057,-200,-1,9.0,134,4.1,-0.59,6,0.323,,0.193,8.05,3,0.303,,0.114,7.07,95,3.99,5.39,0.23,0.316,7.72,0.43,0.21,15.17,2.11
Edwin Jackson,$7.3K,R,WAS,SP,SFG, , ,1.00%,15.200,600,-10,9.5,-119,4.91,-0.02,6,0.355,,0.194,7.49,3,0.397,,0.265,6.75,28,4.88,6.38,0.21,0.369,7.24,0.30,0.29,15.2,2.08
Lucas Sims,$5.5K,R,ATL,SP,@ STL,10,11.00,3.00%,3.790,-200,0,9.0,205,3.51,0.02,4,0.365,,0.333,2.70,5,0.400,,0.258,3.68,2,4.93,7.24,0.23,0.384,3.24,0.28,0.33,11.37,2.07
Jhoulys Chacin,$6.5K,R,SDP,SP,@ LAD, , ,2.00%,6.680,-1100,6,8.5,225,3.18,0.11,6,0.330,,0.166,5.85,3,0.300,,0.111,9.37,57,3.97,4.83,0.18,0.320,7.02,0.41,0.20,13.36,2.06
Jordan Zimmermann,$6.7K,R,DET,SP,MIN, , , , ,-300,-1,9.5,111,4.57,-0.24,6,0.346,,0.190,6.27,3,0.363,,0.203,5.99,41,4.58,5.64,0.17,0.352,6.18,0.32,0.29,13.3,1.99
Tyson Ross,$5.3K,R,TEX,SP,HOU, , ,3.00%,3.483,-1300,3,10.5,105,5.12,-0.12,5,0.279,,0.133,8.62,4,0.412,,0.197,8.27,8,4.85,6.10,0.15,0.338,8.46,0.32,0.29,10.45,1.97
