Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Scott Feldman,$5.8K,R,CIN,SP,MIL, , ,1.00%,15.550,-700,0,9.0,-111,4.57,-0.19,4,0.422,,0.225,7.78,5,0.306,,0.159,7.40,42,3.96,4.95,0.16,0.358,7.57,0.40,0.26,15.55,2.68
J.C. Ramirez,$4.0K,R,LAA,SP,@ KCR, , ,0.25%, ,-1500,0,9.0,120,4.24,0.21,5,0.270,,0.117,7.12,4,0.337,,0.170,7.38,73,3.85,5.34,0.27,0.300,7.24,0.44,0.18,10.37,2.59
Jhoulys Chacin,$5.7K,R,SDP,SP,@ ATL, , ,0.25%, ,-600,0,7.5,126,3.48,0.1,4,0.326,,0.150,5.31,5,0.324,,0.116,9.94,36,4.05,4.75,0.16,0.325,7.88,0.40,0.20,14.44,2.53
Trevor Bauer,$6.8K,R,CLE,SP,DET,10,12.71,7.50%,2.265,-800,1,8.5,-153,4.71, ,3,0.314,,0.145,9.60,6,0.327,,0.145,7.15,39,3.83,4.71,0.17,0.323,7.97,0.41,0.23,16.99,2.5
Julio Teheran,$8.5K,R,ATL,SP,SDP,3,5.71,35.00%,0.598,0,-1,7.5,-136,4.02,-0.1,4,0.351,,0.230,6.15,5,0.245,,0.103,9.71,32,3.62,4.30,0.12,0.292,8.13,0.34,0.31,20.93,2.46
Danny Duffy,$8.9K,L,KCR,SP,LAA,4,7.29,17.50%,1.203,-200,2,9.0,-130,4.76,-0.21,1,0.229,,0.067,11.25,8,0.316,,0.180,10.01,42,3.33,4.58,0.16,0.306,10.15,0.29,0.34,21.05,2.37
Stephen Strasburg,$10.8K,R,WAS,SP,PHI,13,16.00, , ,900,1,7.5,-174,4.3,-0.04,4,0.262,,0.133,11.38,5,0.294,,0.134,11.03,26,2.90,3.51,0.13,0.280,11.19,0.32,0.28,25.03,2.32
Felix Hernandez,$8.6K,R,SEA,SP,TEX,18,18.29,2.50%,7.956,-300,0,7.5,-136,4.02,-0.35,5,0.268,,0.109,6.75,4,0.319,,0.167,8.15,26,4.09,5.20,0.18,0.291,7.37,0.42,0.23,19.89,2.31
Clayton Kershaw,$13.5K,L,LAD,SP,ARI,1,1.00,42.50%,0.730,900,0,6.0,-240,3.74,-0.01,1,0.217,,0.103,10.80,8,0.220,,0.094,10.55,28,2.28,2.76,0.12,0.220,10.58,0.39,0.25,31.03,2.3
Michael Wacha,$6.5K,R,STL,SP,@ NYY,8,11.86,0.25%, ,-700,1,7.5,122,3.51,-0.18,4,0.319,,0.166,6.80,5,0.368,,0.187,8.34,28,3.93,4.50,0.13,0.346,7.66,0.40,0.24,14.6,2.25
Aaron Sanchez,$8.2K,R,TOR,SP,BAL,17,18.14,2.50%,7.252,-1100,9,8.0,-134,4.27,-0.03,3,0.282,,0.123,8.61,6,0.263,,0.092,7.16,33,3.72,4.27,0.12,0.269,7.64,0.47,0.22,18.13,2.21
Rick Porcello,$9.4K,R,BOS,SP,TBR,6,9.43,5.00%,4.064,0,1,8.5,-120,4.4,-0.06,5,0.288,,0.125,8.57,4,0.301,,0.163,8.09,36,3.40,4.13,0.13,0.294,8.36,0.35,0.30,20.32,2.16
Dylan Covey,$4.0K,R,CHW,SP,@ MIN, , ,0.01%, ,-2000,2,9.0,149,3.96,-0.2,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,8.62,2.16
Noah Syndergaard,$11.4K,R,NYM,SP,@ MIA,2,2.29,22.50%,1.089,200,1,7.5,-154,4.16,0.37,5,0.309,,0.113,11.88,4,0.244,,0.081,10.97,33,2.52,2.70,0.09,0.280,11.48,0.42,0.21,24.5,2.15
Kendall Graveman,$6.4K,R,OAK,SP,HOU,19,18.57,15.00%,0.909,-1200,4,7.5,111,3.61,0.16,5,0.334,,0.133,6.82,4,0.307,,0.148,5.54,34,4.14,5.06,0.17,0.322,6.25,0.45,0.22,13.63,2.13
Aaron Nola,$7.5K,R,PHI,SP,@ WAS,12,15.29, , ,-300,0,7.5,164,3.2,0.04,5,0.315,,0.156,8.39,4,0.318,,0.113,11.31,21,2.88,3.64,0.16,0.316,9.69,0.47,0.18,15.94,2.13
Chris Archer,$8.4K,R,TBR,SP,@ BOS,15,16.43,17.50%,1.017,-700,6,8.5,110,4.1,0.06,4,0.305,,0.179,11.15,5,0.309,,0.152,10.42,34,3.28,4.44,0.18,0.307,10.74,0.36,0.28,17.79,2.12
Edinson Volquez,$6.4K,R,MIA,SP,NYM,14,16.14,0.25%, ,300,-5,7.5,144,3.34,0.13,6,0.385,,0.173,7.01,3,0.341,,0.147,7.17,36,4.30,5.24,0.17,0.370,7.06,0.41,0.22,13.39,2.09
Daniel Norris,$5.5K,L,DET,SP,@ CLE,16,17.14,5.00%,2.188,-1400,7,8.5,143,3.79, ,0,0.302,,0.141,12.15,9,0.354,,0.195,8.70,15,3.77,4.60,0.15,0.354,8.70,0.35,0.29,10.94,1.99
