Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jordan Zimmermann,$4.2K,R,DET,SP,ARI,14,14.00,2.00%,6.540,-3400,15,10.0,-122,5.2,0.41,4,0.361,,0.214,6.27,5,0.376,,0.215,5.78,31,4.67,5.91,0.18,0.369,6.00,0.33,0.29,13.08,3.11
Amir Garrett,$4.9K,L,CIN,SP,@ SDP, , , , ,-2000,4,9.5,120,4.47,0.39,2,0.376,,0.361,9.35,7,0.385,,0.294,7.67,10,4.57,8.14,0.33,0.383,8.04,0.37,0.31,14.48,2.96
Brian Johnson,$6.5K,L,BOS,SP,@ PHI,10,11.14,4.00%,4.480,-100,-7,10.0,-114,5.11,0.06,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,17.92,2.76
Dylan Bundy,$7.7K,R,BAL,SP,@ CHW,3,5.00,10.00%,2.110,-900,4,9.5,-131,5.04,-0.18,3,0.348,,0.187,6.10,6,0.323,,0.181,9.16,49,4.22,5.43,0.18,0.331,8.14,0.31,0.31,21.1,2.74
Jeremy Hellickson,$5.0K,R,PHI,SP,BOS, , ,1.00%,13.110,-1500,0,10.0,104,4.89,0.44,5,0.318,,0.172,6.06,4,0.312,,0.201,7.30,45,4.12,5.20,0.18,0.315,6.61,0.37,0.25,13.11,2.62
Francis Martes,$4.3K,R,HOU,SP,TEX, , ,3.00%,3.683,-1200,-2,9.5,-143,5.16,-0.03,6,0.173,,0.000,0.00,3,0.656,,0.572,0.00,1,5.78,8.71,0.33,0.334,0.00,0.31,0.23,11.05,2.57
Matt Garza,$5.2K,R,MIL,SP,@ STL, , ,1.00%,13.300,-2300,6,9.0,164,3.84,-0.1,3,0.348,,0.160,5.94,6,0.313,,0.150,8.49,27,4.28,5.06,0.18,0.325,7.64,0.37,0.21,13.3,2.56
Jhoulys Chacin,$7.1K,R,SDP,SP,CIN,12,13.57, , ,100,-8,9.5,-130,5.03,0.61,6,0.341,,0.160,5.24,3,0.302,,0.106,10.03,47,3.97,4.77,0.17,0.328,6.84,0.40,0.21,18.06,2.54
Mike Leake,$6.8K,R,STL,SP,MIL,5,6.57,15.00%,1.139,-1200,3,9.0,-174,5.16,0.1,3,0.309,,0.150,6.51,6,0.308,,0.133,7.21,43,3.61,4.39,0.16,0.308,6.98,0.43,0.21,17.08,2.51
Matt Shoemaker,$6.3K,R,LAA,SP,NYY,9,10.86,7.50%,2.067,-2000,10,8.0,136,3.63,-0.11,4,0.306,,0.164,7.98,5,0.325,,0.169,9.58,39,3.64,4.62,0.15,0.317,8.87,0.32,0.29,15.5,2.46
Matt Harvey,$6.0K,R,NYM,SP,CHC, , ,4.00%,3.645,-2000,8,9.0,110,4.34,-0.1,6,0.363,,0.210,7.83,3,0.323,,0.144,7.33,29,4.28,5.18,0.16,0.350,7.66,0.37,0.25,14.58,2.43
Miguel Gonzalez,$4.8K,R,CHW,SP,BAL, , ,2.00%,5.685,-1600,-1,9.5,121,4.46,-0.32,2,0.359,,0.206,6.96,7,0.319,,0.138,5.94,36,4.51,4.90,0.11,0.328,6.17,0.35,0.30,11.37,2.37
