Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Matt Moore,$5.0K,L,SFG,SP,PHI,10,13.00,45.00%,0.446,-2500,18,8.5,-175,4.88,0.21,1,0.366,,0.175,8.56,8,0.310,,0.164,8.58,58,4.08,5.01,0.15,0.316,8.58,0.31,0.30,20.05,4.01
Luis Perdomo,$5.3K,R,SDP,SP,WAS,11,14.00,2.00%,6.790,-600,3,8.0,107,3.88,1.01,6,0.368,,0.172,5.97,3,0.350,,0.152,8.18,56,3.91,5.36,0.22,0.362,6.71,0.47,0.19,13.58,2.56
Erasmo Ramirez,$5.5K,R,SEA,SP,@ TBR, , ,0.25%, ,-300,-1,9.0,120,4.24,0.22,4,0.422,,0.296,6.98,5,0.292,,0.141,7.11,91,3.95,5.23,0.19,0.350,7.05,0.42,0.26,13.62,2.48
Jordan Zimmermann,$5.2K,R,DET,SP,LAD, , ,0.50%, ,-900,7,10.0,193,4,0.22,5,0.352,,0.198,6.28,4,0.365,,0.206,5.92,42,4.60,5.74,0.17,0.358,6.12,0.32,0.30,12.89,2.48
Corey Kluber,$13.4K,R,CLE,SP,@ KCR,2,1.80,15.00%,2.201,1800,0,8.0,-200,4.75,0.03,5,0.270,,0.111,10.69,4,0.264,,0.149,11.62,56,2.70,3.55,0.16,0.267,11.10,0.37,0.25,33.01,2.46
Sean Manaea,$5.6K,L,OAK,SP,@ HOU,12,14.20,1.00%,13.040,100,-5,9.0,192,3.6,0.13,1,0.252,,0.116,7.56,8,0.350,,0.184,8.42,46,3.77,4.71,0.16,0.339,8.32,0.35,0.27,13.04,2.33
Ian Kennedy,$6.2K,R,KCR,SP,CLE, , ,2.00%,7.155,-500,2,8.0,185,3.25,-0.03,5,0.320,,0.193,9.03,4,0.323,,0.184,9.16,55,4.16,5.55,0.17,0.321,9.09,0.28,0.35,14.31,2.31
Drew Pomeranz,$9.0K,L,BOS,SP,NYY,7,11.80,2.00%,10.110,500,-2,9.5,-125,4.98,0.2,2,0.326,,0.115,10.41,7,0.311,,0.175,10.39,56,3.50,4.47,0.18,0.314,10.39,0.36,0.26,20.22,2.25
Ervin Santana,$8.7K,R,MIN,SP,ARI, , ,2.00%,9.400,100,0,9.5,100,4.69,0.33,5,0.284,,0.125,6.31,4,0.312,,0.171,8.72,54,4.07,4.93,0.16,0.296,7.38,0.35,0.28,18.8,2.16
German Marquez,$6.3K,R,COL,SP,MIL,8,12.60,7.50%,1.804,100,-2,12.5,-173,7.16,0.34,3,0.324,,0.132,8.80,6,0.346,,0.217,8.77,26,3.78,4.50,0.13,0.339,8.78,0.36,0.27,13.53,2.15
Austin Pruitt,$6.4K,R,TBR,SP,SEA,8,12.60,12.50%,1.092,300,-5,9.0,-130,4.76,0.28,4,0.313,,0.127,5.17,5,0.391,,0.197,8.46,23,3.95,4.55,0.13,0.356,7.00,0.36,0.24,13.65,2.13
Jake Arrieta,$10.7K,R,CHC,SP,TOR, , , , ,800,1,9.0,-177,5.19,5.19,4,0.298,,0.154,9.53,5,0.255,,0.119,8.75,58,3.50,4.40,0.16,0.274,9.10,0.42,0.24,22.67,2.12
Jeremy Hellickson,$7.3K,R,BAL,SP,LAA,14,14.40,2.00%,7.710,0,-3,9.5,-122,4.94,-0.42,4,0.317,,0.183,6.77,5,0.313,,0.197,7.10,55,4.09,5.15,0.18,0.315,6.95,0.35,0.27,15.42,2.11
Carlos Martinez,$10.6K,R,STL,SP,@ PIT,4,5.40,10.00%,2.222,1100,1,8.5,-127,4.47,0.33,2,0.348,,0.170,8.42,7,0.243,,0.085,9.74,53,3.43,4.31,0.17,0.266,9.45,0.45,0.21,22.22,2.1
Dallas Keuchel,$10.4K,L,HOU,SP,OAK,6,7.60,10.00%,2.161,1100,1,9.0,-207,5.4,-0.13,1,0.243,,0.095,9.28,8,0.340,,0.183,8.11,41,3.46,4.52,0.19,0.329,8.24,0.47,0.21,21.61,2.08
Trevor Williams,$7.0K,R,PIT,SP,STL,12,14.20,1.00%,14.410,-100,-2,8.5,117,4.03,0.17,3,0.340,,0.149,6.54,6,0.308,,0.146,7.79,31,4.09,4.75,0.17,0.319,7.37,0.37,0.20,14.41,2.06
