Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jesse Chavez,$6.5K,R,LAA,SP,HOU, , ,2.00%,9.120,200,-4,7.5,120,3.53,-0.15,5,0.363,,0.176,8.44,4,0.353,,0.222,8.67,65,3.76,5.28,0.19,0.359,8.54,0.37,0.31,18.24,2.81
Chris Archer,$9.6K,R,TBR,SP,TOR, , ,32.50%,0.821,0,3,7.5,-157,4.18,0.11,4,0.307,,0.181,11.00,5,0.310,,0.158,10.12,38,3.38,4.49,0.17,0.309,10.51,0.35,0.29,26.69,2.78
Michael Fulmer,$8.0K,R,DET,SP,@ OAK, , ,2.50%,8.808,-1400,4,7.5,114,3.58,-0.12,5,0.258,,0.086,7.15,4,0.316,,0.172,8.74,31,3.67,4.51,0.15,0.284,7.86,0.42,0.23,22.02,2.75
Andrew Triggs,$6.7K,R,OAK,SP,DET, , ,12.50%,1.473,-1100,4,7.5,-124,3.92,0.12,4,0.281,,0.129,9.53,5,0.291,,0.116,8.54,29,3.30,3.79,0.12,0.287,8.98,0.42,0.20,18.41,2.75
Miguel Gonzalez,$5.6K,R,CHW,SP,@ BAL, , ,2.50%,5.988,-1600,6,8.5,174,3.55,-0.2,3,0.336,,0.167,6.96,6,0.308,,0.119,6.37,29,4.31,4.42,0.09,0.317,6.57,0.35,0.29,14.97,2.67
Lance Lynn,$7.8K,R,STL,SP,@ ATL, , ,5.00%,4.056,-900,4,8.5,104,4.16,-0.15,3,0.424,,0.229,4.50,6,0.189,,0.073,9.92,5,3.98,5.13,0.17,0.267,8.11,0.35,0.28,20.28,2.6
Jhoulys Chacin,$5.4K,R,SDP,SP,LAD, , ,1.00%,13.710,-1400,7,7.5,163,3.21,-0.43,6,0.336,,0.154,5.27,3,0.313,,0.108,9.84,40,4.03,4.70,0.16,0.328,6.79,0.41,0.20,13.71,2.54
Nicholas Pivetta,$4.7K,R,PHI,SP,WAS, , ,5.00%,2.362,-1300,0,8.0,146,3.55,-0.45,2,0.420,,0.100,9.00,7,0.553,,0.500,13.50,1,3.45,5.18,0.17,0.523,12.50,0.41,0.35,11.81,2.51
Chad Kuhl,$5.7K,R,PIT,SP,MIL, , ,5.00%,2.832,-1000,2,8.5,-129,4.49,0.11,4,0.413,,0.228,6.21,5,0.289,,0.117,7.38,20,4.27,4.55,0.10,0.344,6.86,0.36,0.26,14.16,2.48
Wade Miley,$7.5K,L,BAL,SP,CHW, , ,2.50%,7.336,-700,2,8.5,-185,4.95,0.2,1,0.294,,0.133,8.17,8,0.347,,0.178,8.38,35,3.84,5.09,0.19,0.341,8.36,0.39,0.24,18.34,2.45
Rafael Montero,$4.5K,R,NYM,SP,MIA, , ,2.00%,5.435,-1000,-1,9.0,-107,4.56,0.25,3,0.449,,0.136,5.14,6,0.415,,0.218,11.05,15,5.26,6.55,0.21,0.426,9.08,0.32,0.22,10.87,2.42
