Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Brett Anderson,$4.0K,L,OAK,SP,@ TOR, , ,0.25%, ,-1700,1,9.5,109,4.57,-0.16,2,0.408,,0.000,0.00,7,0.431,,0.294,7.20,1,5.36,0.00,0.33,0.426,5.60,0.00,0.00,10.7,2.68,6,0.500,,0.526,16.90,3,0.766,,1.000,8.40,1,3.91,0.00,0.71,0.589,14.10,0.00,0.00,6,0.290,,0.227,8.70,3,0.497,,0.486,7.00,3,4.50,0.00,0.27,0.359,8.20,0.00,0.00,6,0.386,,0.237,6.60,3,0.401,,0.303,8.30,5,4.76,0.00,0.23,0.391,7.20,0.00,0.00,6,0.344,,0.217,6.40,3,0.360,,0.221,5.90,11,4.81,0.00,0.21,0.349,6.20,0.00,0.00
Matt Moore,$4.0K,L,TEX,SP,@ CHW, , ,2.50%,4.204,-1500,-1,9.5,-115,4.85,4.85,2,0.785,,0.000,0.00,7,0.452,,0.286,15.00,1,4.43,0.00,0.50,0.526,11.70,0.00,0.00,10.51,2.63,2,0.446,,0.000,0.00,7,0.519,,0.310,4.50,2,6.05,0.00,0.40,0.503,3.50,0.00,0.00,2,0.323,,0.000,0.00,7,0.459,,0.290,5.10,3,5.31,0.00,0.33,0.429,4.00,0.00,0.00,2,0.323,,0.000,0.00,7,0.459,,0.290,5.10,3,5.31,0.00,0.33,0.429,4.00,0.00,0.00,2,0.404,,0.104,0.90,7,0.369,,0.200,5.80,15,4.92,0.00,0.22,0.377,4.70,0.00,0.00
Jacob deGrom,$9.8K,R,NYM,SP,ARI, , ,50.00%,0.486,-200,1,7.0,-145,3.8,-0.08,6,0.462,,0.000,0.00,3,0.231,,0.000,18.00,1,7.00,0.00,0.00,0.385,6.00,0.00,0.00,24.29,2.48,3,0.206,,0.000,8.70,6,0.494,,0.352,12.10,1,4.05,0.00,0.27,0.398,11.00,0.00,0.00,3,0.331,,0.205,6.00,6,0.379,,0.200,6.00,4,3.72,0.00,0.26,0.363,6.00,0.00,0.00,3,0.334,,0.265,5.80,6,0.363,,0.171,5.00,7,4.06,0.00,0.26,0.353,5.30,0.00,0.00,3,0.350,,0.215,3.80,6,0.332,,0.207,5.20,23,3.88,0.00,0.28,0.338,4.80,0.00,0.00
Homer Bailey,$4.0K,R,CIN,SP,CHC, , ,0.25%, ,-1500,-1,9.5,156,4.09,0.07,5,0.414,,0.334,3.60,4,0.485,,0.121,1.80,1,4.75,0.00,0.17,0.446,2.80,0.00,0.00,9.48,2.37,2,0.912,,1.000,0.00,7,0.369,,0.162,11.00,2,4.13,0.00,0.33,0.490,8.50,0.00,0.00,2,0.618,,0.533,0.50,7,0.434,,0.236,5.90,5,5.03,0.00,0.25,0.475,4.70,0.00,0.00,2,0.523,,0.320,1.00,7,0.390,,0.183,5.80,9,4.80,0.00,0.15,0.420,4.70,0.00,0.00,2,0.447,,0.262,1.60,7,0.340,,0.187,5.90,40,4.33,0.00,0.18,0.364,4.90,0.00,0.00
Marco Estrada,$5.7K,R,TOR,SP,OAK, , ,5.00%,2.668,-1600,3,9.5,-122,4.93,-0.34,4,0.332,,0.111,4.50,5,0.354,,0.313,3.00,1,4.45,0.00,0.11,0.344,3.70,0.00,0.00,13.34,2.34,6,0.462,,0.000,0.00,3,0.231,,0.000,18.00,1,7.00,0.00,0.00,0.385,6.00,0.00,0.00,6,0.232,,0.027,6.60,3,0.186,,0.000,5.70,4,2.43,0.00,0.00,0.217,6.30,0.00,0.00,6,0.251,,0.112,6.30,3,0.226,,0.012,7.20,7,2.57,0.00,0.14,0.243,6.60,0.00,0.00,6,0.290,,0.135,4.80,3,0.272,,0.136,6.40,38,2.73,0.00,0.23,0.284,5.40,0.00,0.00
Matt Wisler,$5.2K,R,ATL,SP,MIA, , ,7.50%,1.608,-1000,1,9.0,-172,5.11,-0.32,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.06,2.32,3,0.367,,0.334,12.10,6,0.344,,0.222,8.70,1,4.10,0.00,0.50,0.352,9.80,0.00,0.00,3,0.303,,0.207,7.80,6,0.312,,0.077,7.80,3,3.61,0.00,0.25,0.309,7.80,0.00,0.00,3,0.353,,0.252,5.40,6,0.289,,0.059,5.10,6,4.12,0.00,0.23,0.310,5.20,0.00,0.00,3,0.306,,0.140,3.50,6,0.272,,0.100,3.50,31,4.24,0.00,0.16,0.283,3.50,0.00,0.00
Nick Tropeano,$6.8K,R,LAA,SP,TBR, , ,7.50%,2.092,-300,-2,8.0,-145,4.35,-0.18,4,0.304,,0.090,3.00,5,0.241,,0.166,0.00,1,5.91,0.00,0.00,0.269,1.30,0.00,0.00,15.69,2.31,5,0.561,,0.560,5.00,4,0.439,,0.203,1.00,2,4.66,0.00,0.31,0.507,3.20,0.00,0.00,5,0.490,,0.470,2.60,4,0.390,,0.271,1.90,5,4.82,0.00,0.33,0.446,2.30,0.00,0.00,5,0.389,,0.336,2.80,4,0.323,,0.201,3.30,8,4.43,0.00,0.24,0.360,3.00,0.00,0.00,5,0.362,,0.218,3.10,4,0.368,,0.196,3.80,25,4.59,0.00,0.23,0.365,3.40,0.00,0.00
Zack Godley,$8.1K,R,ARI,SP,@ NYM, , ,3.00%,6.220,-400,3,7.0,131,3.2,0.08,5,0.357,,0.445,3.00,4,0.424,,0.412,5.90,1,3.22,0.00,1.50,0.387,4.30,0.00,0.00,18.66,2.3,4,0.267,,0.062,3.00,5,0.340,,0.168,3.00,2,5.33,0.00,0.07,0.308,3.00,0.00,0.00,4,0.352,,0.220,3.30,5,0.407,,0.305,3.30,5,4.70,0.00,0.19,0.383,3.30,0.00,0.00,4,0.328,,0.210,3.50,5,0.384,,0.279,3.50,8,4.51,0.00,0.19,0.359,3.50,0.00,0.00,4,0.295,,0.201,3.80,5,0.366,,0.222,4.60,40,3.88,0.00,0.19,0.334,4.30,0.00,0.00
Michael Wacha,$8.0K,R,STL,SP,PHI, , ,3.00%,5.897,-400,4,8.0,-127,4.2,0.35,5,0.188,,0.000,3.00,4,0.097,,0.000,4.50,1,3.45,0.00,0.00,0.148,3.70,0.00,0.00,17.69,2.21,3,0.352,,0.169,6.00,6,0.065,,-0.002,4.50,1,4.73,0.00,0.11,0.161,5.00,0.00,0.00,3,0.312,,0.139,2.80,6,0.223,,0.070,3.30,3,5.12,0.00,0.07,0.253,3.10,0.00,0.00,3,0.265,,0.090,3.80,6,0.232,,0.093,3.50,6,4.59,0.00,0.08,0.243,3.60,0.00,0.00,3,0.339,,0.208,4.80,6,0.257,,0.120,5.00,35,3.67,0.00,0.19,0.284,4.90,0.00,0.00
Drew Pomeranz,$7.0K,L,BOS,SP,BAL, , ,12.50%,1.228, ,-4,9.5,-161,5.3,-0.46,1,0.000,,0.000,0.00,8,0.389,,0.118,13.50,1,4.68,0.00,0.00,0.000,0.00,0.00,0.00,15.35,2.19,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,2,0.498,,0.333,0.00,7,0.369,,0.000,0.00,1,7.46,0.00,0.33,0.398,0.00,0.00,0.00,2,0.311,,0.179,3.00,7,0.279,,0.167,3.00,2,4.45,0.00,0.25,0.286,3.00,0.00,0.00,2,0.428,,0.281,2.90,7,0.323,,0.200,3.80,20,4.77,0.00,0.16,0.346,3.60,0.00,0.00
Jon Lester,$8.8K,L,CHC,SP,@ CIN, , ,3.00%,6.143,400, ,9.5,-173,5.41,-0.07,3,0.000,,0.000,0.00,6,0.258,,0.050,8.70,1,4.39,0.00,0.00,0.000,0.00,0.00,0.00,18.43,2.09,4,0.304,,0.090,3.00,5,0.241,,0.166,0.00,1,5.91,0.00,0.00,0.269,1.30,0.00,0.00,4,0.221,,0.039,3.10,5,0.277,,0.233,3.70,3,4.26,0.00,0.08,0.252,3.40,0.00,0.00,4,0.306,,0.097,2.80,5,0.281,,0.220,4.10,5,4.20,0.00,0.14,0.292,3.50,0.00,0.00,4,0.306,,0.097,2.80,5,0.281,,0.220,4.10,5,4.20,0.00,0.14,0.292,3.50,0.00,0.00
Derek Holland,$5.0K,L,SFG,SP,COL, , ,2.00%,5.145,-2400,7,8.5,-113,4.32,0.07,3,0.308,,0.250,0.00,6,0.278,,0.120,10.30,1,3.96,0.00,0.00,0.288,6.90,0.00,0.00,10.29,2.06,5,0.341,,0.307,4.00,4,0.431,,0.318,4.00,2,4.28,0.00,0.57,0.381,4.00,0.00,0.00,5,0.344,,0.164,4.60,4,0.381,,0.201,4.30,5,4.06,0.00,0.42,0.360,4.50,0.00,0.00,5,0.300,,0.115,4.90,4,0.338,,0.173,5.20,7,4.09,0.00,0.32,0.317,5.00,0.00,0.00,5,0.283,,0.120,4.80,4,0.292,,0.153,5.40,32,3.55,0.00,0.23,0.287,5.10,0.00,0.00
Ivan Nova,$6.4K,R,PIT,SP,SDP, , ,5.00%,2.522,-1900,9,7.5,-119,3.87,-0.33,7,0.543,,0.182,0.00,2,0.220,,0.231,1.70,1,5.38,0.00,0.17,0.471,0.40,0.00,0.00,12.61,1.97,5,0.242,,0.000,2.40,4,0.278,,0.179,5.70,2,3.56,0.00,0.13,0.258,3.90,0.00,0.00,5,0.258,,0.019,3.50,4,0.246,,0.069,4.10,5,3.83,0.00,0.06,0.253,3.80,0.00,0.00,5,0.244,,0.024,4.00,4,0.331,,0.157,3.60,8,4.29,0.00,0.11,0.283,3.80,0.00,0.00,5,0.298,,0.115,3.70,4,0.317,,0.142,5.00,37,3.82,0.00,0.17,0.306,4.30,0.00,0.00
Blake Snell,$7.9K,L,TBR,SP,@ LAA, , ,3.00%,4.850,-100,1,8.0,131,3.65,-0.32,1,0.000,,0.000,0.00,8,0.524,,0.529,8.70,1,4.88,0.00,1.00,0.000,0.00,0.00,0.00,14.55,1.84,1,0.000,,0.000,1.80,8,0.391,,0.242,9.00,2,3.98,0.00,0.22,0.348,8.20,0.00,0.00,1,0.175,,0.000,1.50,8,0.414,,0.282,8.20,5,3.82,0.00,0.19,0.387,7.40,0.00,0.00,1,0.175,,0.000,1.50,8,0.414,,0.282,8.20,5,3.82,0.00,0.19,0.387,7.40,0.00,0.00,1,0.321,,0.098,2.40,8,0.323,,0.169,7.20,36,3.71,0.00,0.21,0.323,6.70,0.00,0.00
