Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Ariel Jurado,$4.0K,R,TEX,SP,@ HOU, , ,1.00%,11.340,-1700,4,8.0,245,2.9,-1.35,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.34,2.84,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,3,0.398,,0.363,2.10,6,0.370,,0.111,2.10,1,5.63,6.52,0.00,0.379,2.10,0.00,0.00,3,0.398,,0.363,2.10,6,0.370,,0.111,2.10,1,5.63,6.52,0.00,0.379,2.10,0.00,0.00
Lucas Giolito,$4.8K,R,CHW,SP,TOR, , ,10.00%,1.113,-2000,7,10.0,127,4.62,-0.12,4,0.549,,0.667,1.50,5,0.310,,0.126,6.00,1,4.96,6.87,0.17,0.416,4.00,0.00,0.00,11.13,2.32,4,0.349,,0.357,2.20,5,0.259,,0.074,6.00,2,4.35,4.72,0.10,0.299,4.30,0.00,0.00,4,0.307,,0.257,1.90,5,0.352,,0.264,4.50,4,4.97,4.30,0.24,0.332,3.30,0.00,0.00,4,0.385,,0.228,1.80,5,0.321,,0.200,4.10,14,5.16,5.61,0.20,0.349,3.00,0.00,0.00,4,0.359,,0.219,2.30,5,0.314,,0.189,3.70,27,5.00,5.68,0.21,0.334,3.10,0.00,0.00
Jake Odorizzi,$5.4K,R,MIN,SP,@ BOS, , ,7.50%,1.620,-1500,5,10.5,169,4.41,0.49,5,0.215,,0.125,1.50,4,0.073,,0.000,10.50,1,1.41,0.99,0.00,0.152,5.50,0.00,0.00,12.15,2.25,5,0.215,,0.125,1.50,4,0.073,,0.000,10.50,1,1.41,0.99,0.00,0.152,5.50,0.00,0.00,5,0.420,,0.311,3.40,4,0.236,,0.075,7.20,4,2.93,1.94,0.12,0.338,5.10,0.00,0.00,5,0.366,,0.239,3.90,4,0.314,,0.138,6.20,14,3.40,4.04,0.14,0.343,4.90,0.00,0.00,5,0.334,,0.236,3.50,4,0.327,,0.196,5.30,48,3.92,4.91,0.21,0.331,4.30,0.00,0.00
Matt Harvey,$5.3K,R,CIN,SP,PHI, , ,0.00%, ,-700, ,9.5,114,4.52,0.18,6,0.645,,0.636,5.60,3,0.890,,1.167,0.00,1,4.50,1.82,0.80,0.727,3.70,0.00,0.00,11.53,2.18,6,0.645,,0.636,5.60,3,0.890,,1.167,0.00,1,4.50,1.82,0.80,0.727,3.70,0.00,0.00,6,0.342,,0.186,4.50,3,0.344,,0.211,3.10,4,3.61,2.02,0.29,0.343,4.00,0.00,0.00,6,0.338,,0.185,3.30,3,0.307,,0.169,3.40,13,3.99,4.01,0.21,0.328,3.40,0.00,0.00,6,0.398,,0.249,3.00,3,0.322,,0.163,3.60,39,4.57,4.93,0.25,0.373,3.20,0.00,0.00
Gio Gonzalez,$7.6K,L,WAS,SP,@ MIA, , ,35.00%,0.460,600,-2,8.5,-148,4.65,0.33,1,0.261,,0.000,3.50,8,0.358,,0.062,5.20,1,5.76,5.30,0.00,0.347,5.00,0.00,0.00,16.09,2.12,1,0.261,,0.000,3.50,8,0.358,,0.062,5.20,1,5.76,5.30,0.00,0.347,5.00,0.00,0.00,1,0.223,,0.001,2.10,8,0.369,,0.096,5.10,4,5.18,4.02,0.09,0.353,4.80,0.00,0.00,1,0.249,,0.116,1.90,8,0.364,,0.170,5.70,13,4.71,4.27,0.22,0.351,5.20,0.00,0.00,1,0.243,,0.094,2.20,8,0.320,,0.148,6.60,51,4.02,4.28,0.18,0.311,6.10,0.00,0.00
Vincent Velasquez,$7.8K,R,PHI,SP,@ CIN, , ,0.00%, ,-900,3,9.5,-127,4.98,0.32,5,0.120,,0.000,3.40,4,0.198,,0.000,5.60,2,2.90,2.48,0.00,0.155,4.40,0.00,0.00,16.4,2.1,5,0.120,,0.000,3.40,4,0.198,,0.000,5.60,2,2.90,2.48,0.00,0.155,4.40,0.00,0.00,5,0.132,,0.000,3.40,4,0.235,,0.036,4.50,4,3.32,2.68,0.00,0.178,3.90,0.00,0.00,5,0.278,,0.180,4.20,4,0.282,,0.115,6.10,14,3.06,3.74,0.19,0.280,5.10,0.00,0.00,5,0.353,,0.213,4.40,4,0.313,,0.170,5.10,35,3.52,4.28,0.24,0.335,4.70,0.00,0.00
Rick Porcello,$8.4K,R,BOS,SP,MIN, , ,10.00%,1.757,-800, ,10.5,-183,6.09,0.51,6,0.313,,0.000,1.50,3,0.285,,0.111,7.50,1,2.77,3.74,0.00,0.304,3.50,0.00,0.00,17.57,2.09,6,0.313,,0.000,1.50,3,0.285,,0.111,7.50,1,2.77,3.74,0.00,0.304,3.50,0.00,0.00,6,0.387,,0.225,5.60,3,0.402,,0.209,3.90,4,3.63,2.80,0.21,0.392,5.00,0.00,0.00,6,0.361,,0.229,4.30,3,0.342,,0.138,4.20,14,3.83,4.16,0.20,0.355,4.30,0.00,0.00,6,0.348,,0.218,4.20,3,0.327,,0.158,4.30,53,3.57,4.22,0.20,0.341,4.20,0.00,0.00
Heath Fillmyer,$4.6K,R,KCR,SP,@ NYY, , ,0.00%, ,-1000,-2,9.5,276,3.16,-0.19,10,0.224,,0.000,4.30,8,0.088,,0.000,4.30,1,4.81,2.52,0.00,0.327,8.70,0.00,0.00,9.56,2.08,10,0.224,,0.000,4.30,8,0.088,,0.000,4.30,1,4.81,2.52,0.00,0.327,8.70,0.00,0.00,10,0.209,,0.000,3.50,8,0.360,,0.116,2.50,5,5.30,3.25,0.17,0.552,6.10,0.00,0.00,10,0.224,,0.000,2.90,8,0.352,,0.189,2.40,6,5.34,3.88,0.22,0.562,5.30,0.00,0.00,10,0.224,,0.000,2.90,8,0.352,,0.189,2.40,6,5.34,3.88,0.22,0.562,5.30,0.00,0.00
Kevin Gausman,$7.3K,R,BAL,SP,TBR, , ,12.50%,1.199,1100,-6,8.5,103,4.15,-0.29,4,0.412,,0.400,2.10,5,0.179,,0.143,2.10,1,6.34,7.28,0.14,0.283,2.10,0.00,0.00,14.99,2.05,4,0.412,,0.400,2.10,5,0.179,,0.143,2.10,1,6.34,7.28,0.14,0.283,2.10,0.00,0.00,4,0.403,,0.273,1.60,5,0.288,,0.123,2.80,4,4.89,3.73,0.17,0.339,2.30,0.00,0.00,4,0.320,,0.168,3.70,5,0.367,,0.198,3.80,14,3.93,3.75,0.21,0.346,3.80,0.00,0.00,4,0.346,,0.177,3.60,5,0.352,,0.190,4.80,53,3.87,4.24,0.25,0.349,4.30,0.00,0.00
John Axford,$4.0K,R,TOR,SP,@ CHW, , ,0.50%, ,-1500,1,10.0,-139,5.38,0.12,4,0.903,,1.000,0.00,5,0.282,,0.111,12.90,2,5.49,3.83,0.00,0.558,7.10,0.00,0.00,8.1,2.03,4,0.722,,0.750,2.90,5,0.235,,0.091,11.60,3,4.46,2.55,0.00,0.451,7.70,0.00,0.00,4,0.367,,0.286,2.60,5,0.202,,0.039,7.90,10,4.26,2.23,0.00,0.275,5.50,0.00,0.00,4,0.334,,0.250,3.20,5,0.329,,0.149,5.80,30,4.12,3.87,0.43,0.331,4.60,0.00,0.00,4,0.314,,0.145,3.70,5,0.347,,0.143,5.10,66,4.37,4.35,0.25,0.332,4.50,0.00,0.00
