Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Steven Wright,$5.3K,R,BOS,SP,@ BAL, , ,5.00%,2.850,-900, ,8.5,-129,4.47,-0.18,3,0.077,,0.000,3.90,6,0.218,,0.071,3.90,1,3.95,0.00,0.00,0.171,3.90,0.00,0.00,14.25,2.69,3,0.053,,0.000,3.80,6,0.225,,0.074,5.20,3,4.02,0.00,0.00,0.168,4.80,0.00,0.00,3,0.115,,0.000,2.80,6,0.268,,0.120,5.20,7,4.18,0.00,0.13,0.217,4.40,0.00,0.00,3,0.115,,0.000,2.80,6,0.268,,0.120,5.20,7,4.18,0.00,0.13,0.217,4.40,0.00,0.00,3,0.313,,0.207,2.80,6,0.383,,0.260,3.80,12,4.42,0.00,0.31,0.360,3.50,0.00,0.00
Ryan Yarbrough,$5.6K,L,TBR,SP,TOR, , ,7.50%,1.947,-900,1,8.0,-104,3.93,3.93,0,0.498,,0.167,3.50,9,0.359,,0.071,1.80,1,4.78,0.00,0.00,0.359,1.80,0.00,0.00,14.6,2.61,0,0.331,,0.266,5.20,9,0.357,,0.174,5.20,2,3.24,0.00,0.18,0.357,5.20,0.00,0.00,0,0.249,,0.148,2.50,9,0.321,,0.153,6.30,5,3.18,0.00,0.21,0.321,6.30,0.00,0.00,0,0.324,,0.246,2.90,9,0.274,,0.108,5.90,14,3.37,0.00,0.17,0.274,5.90,0.00,0.00,0,0.324,,0.246,2.90,9,0.274,,0.108,5.90,14,3.37,0.00,0.17,0.274,5.90,0.00,0.00
Carlos Carrasco,$10.0K,R,CLE,SP,@ CHW, , ,42.50%,0.582,300,2,9.0,-241,5.57,0.2,4,0.258,,0.066,10.30,5,0.323,,0.000,2.60,1,2.27,0.00,0.00,0.294,6.00,0.00,0.00,24.75,2.48,4,0.359,,0.186,7.10,5,0.381,,0.136,3.50,2,3.19,0.00,0.10,0.371,5.10,0.00,0.00,4,0.330,,0.287,4.70,5,0.349,,0.128,4.70,5,3.39,0.00,0.21,0.341,4.70,0.00,0.00,4,0.280,,0.136,4.90,5,0.307,,0.168,5.00,12,3.02,0.00,0.17,0.295,5.00,0.00,0.00,4,0.300,,0.168,4.90,5,0.278,,0.131,6.00,43,2.83,0.00,0.19,0.288,5.50,0.00,0.00
Jose Quintana,$7.8K,L,CHC,SP,@ MIL, , ,15.00%,1.206,-700,3,8.0,-122,4.14,-0.33,1,0.351,,0.000,3.50,8,0.133,,0.000,13.80,1,1.47,0.00,0.00,0.157,12.70,0.00,0.00,18.09,2.32,1,0.316,,0.067,4.00,8,0.126,,0.000,8.80,2,2.47,0.00,0.00,0.147,8.30,0.00,0.00,1,0.245,,0.100,4.80,8,0.310,,0.204,9.30,4,2.98,0.00,0.20,0.303,8.80,0.00,0.00,1,0.260,,0.113,3.10,8,0.328,,0.187,7.20,11,3.73,0.00,0.19,0.320,6.80,0.00,0.00,1,0.246,,0.106,2.60,8,0.316,,0.174,8.20,42,3.32,0.00,0.20,0.308,7.60,0.00,0.00
Patrick Corbin,$9.9K,L,ARI,SP,PIT, , ,20.00%,1.042,600,2,7.5,-152,4.13,-0.33,2,0.436,,0.250,0.00,7,0.149,,0.050,10.30,1,3.01,0.00,0.00,0.213,8.00,0.00,0.00,20.85,2.11,2,0.391,,0.333,2.20,7,0.264,,0.108,10.40,2,2.08,0.00,0.25,0.292,8.60,0.00,0.00,2,0.456,,0.334,2.40,7,0.227,,0.094,8.90,5,2.47,0.00,0.20,0.278,7.50,0.00,0.00,2,0.295,,0.149,2.40,7,0.236,,0.130,10.10,12,2.34,0.00,0.22,0.249,8.40,0.00,0.00,2,0.283,,0.161,2.60,7,0.316,,0.175,7.20,44,3.41,0.00,0.23,0.309,6.20,0.00,0.00
Wade LeBlanc,$6.3K,L,SEA,SP,LAA, , ,5.00%,2.616,-300,1,8.0,103,3.9,-0.03,1,0.746,,0.250,2.20,8,0.440,,0.307,4.50,1,6.00,0.00,0.17,0.474,4.20,0.00,0.00,13.08,2.08,1,0.503,,0.333,3.00,8,0.352,,0.208,4.00,2,5.13,0.00,0.22,0.369,3.90,0.00,0.00,1,0.385,,0.200,2.70,8,0.264,,0.125,6.30,4,4.21,0.00,0.12,0.277,5.90,0.00,0.00,1,0.360,,0.196,1.70,8,0.281,,0.127,6.40,11,3.93,0.00,0.13,0.290,5.90,0.00,0.00,1,0.355,,0.201,2.00,8,0.280,,0.153,6.00,60,3.88,0.00,0.17,0.288,5.60,0.00,0.00
Wei-Yin Chen,$5.1K,L,MIA,SP,SFG, , ,2.50%,4.140,-900, ,7.5,151,3.25,-0.03,2,0.000,,0.000,0.00,7,0.413,,0.225,4.40,1,5.66,0.00,0.00,0.321,3.40,0.00,0.00,10.35,2.03,7,0.452,,0.273,3.00,2,0.163,,0.000,3.00,1,5.23,0.00,0.20,0.388,3.00,0.00,0.00,7,0.418,,0.245,2.10,2,0.365,,0.207,2.80,3,5.68,0.00,0.19,0.406,2.20,0.00,0.00,7,0.396,,0.219,2.40,2,0.316,,0.142,2.90,11,5.70,0.00,0.14,0.378,2.50,0.00,0.00,7,0.350,,0.210,2.70,2,0.301,,0.163,3.30,18,4.98,0.00,0.20,0.339,2.80,0.00,0.00
Madison Bumgarner,$10.1K,L,SFG,SP,@ MIA, , ,27.50%,0.720,1300,-2,7.5,-171,4.25,0.03,2,0.219,,0.000,3.00,7,0.360,,0.150,1.50,1,5.95,0.00,0.00,0.329,1.80,0.00,0.00,19.79,1.96,2,0.175,,0.000,1.70,7,0.450,,0.277,8.50,2,4.61,0.00,0.50,0.389,7.00,0.00,0.00,2,0.226,,0.048,2.90,7,0.293,,0.137,5.40,5,3.87,0.00,0.10,0.278,4.90,0.00,0.00,2,0.292,,0.236,2.90,7,0.382,,0.272,4.00,8,4.71,0.00,0.21,0.362,3.80,0.00,0.00,2,0.252,,0.145,2.20,7,0.335,,0.224,4.70,17,4.25,0.00,0.18,0.317,4.20,0.00,0.00
Sam Gaviglio,$7.3K,R,TOR,SP,@ TBR, , ,2.50%,5.548,1000,-4,8.0,-110,4.07,4.07,3,0.097,,0.000,1.30,6,0.220,,0.063,3.90,1,5.43,0.00,0.00,0.179,3.00,0.00,0.00,13.87,1.9,2,0.219,,0.000,3.00,7,0.360,,0.150,1.50,1,5.95,0.00,0.00,0.329,1.80,0.00,0.00,2,0.219,,0.000,3.00,7,0.360,,0.150,1.50,1,5.95,0.00,0.00,0.329,1.80,0.00,0.00,2,0.219,,0.000,3.00,7,0.360,,0.150,1.50,1,5.95,0.00,0.00,0.329,1.80,0.00,0.00,2,0.222,,0.061,1.30,7,0.312,,0.211,6.70,18,3.24,0.00,0.23,0.292,5.50,0.00,0.00
Andrew Heaney,$8.6K,L,LAA,SP,@ SEA, , ,17.50%,0.911,700, ,8.0,-117,4.1,0.03,3,0.066,,0.000,2.00,6,0.083,,0.000,2.00,1,4.47,0.00,0.00,0.077,2.00,0.00,0.00,15.95,1.85,3,0.267,,0.047,2.10,6,0.263,,0.245,3.50,2,4.61,0.00,0.40,0.264,3.00,0.00,0.00,3,0.264,,0.125,1.90,6,0.284,,0.227,5.60,4,3.90,0.00,0.33,0.277,4.40,0.00,0.00,3,0.271,,0.106,2.50,6,0.252,,0.194,6.80,5,3.52,0.00,0.25,0.258,5.40,0.00,0.00,3,0.330,,0.208,2.60,6,0.326,,0.221,4.20,20,4.37,0.00,0.33,0.327,3.70,0.00,0.00
