Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Felix Pena,$5.5K,R,LAA,SP,CHW,4,5.6,10.00%,1.629,-1600,3,8.5,-172,4.84,-0.17,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,16.29,2.96,4,0.467,,0.500,6.80,5,0.277,,0.166,4.50,1,4.05,2.91,1.00,0.361,5.50,0.00,0.00,4,0.261,,0.208,5.10,5,0.268,,0.035,6.30,3,3.24,1.76,0.50,0.265,5.80,0.00,0.00,4,0.326,,0.152,3.70,5,0.293,,0.134,8.10,6,3.06,2.54,0.43,0.308,6.10,0.00,0.00,4,0.360,,0.200,4.80,5,0.341,,0.226,7.00,29,3.45,4.13,0.31,0.349,6.00,0.00,0.00
Homer Bailey,$4.1K,R,CIN,SP,STL, , ,0.50%, ,-1600, ,10.5,111,5.02,0.15,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.41,2.78,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,3,0.440,,0.299,4.00,6,0.506,,0.279,1.30,6,5.34,6.28,0.35,0.484,2.20,0.00,0.00,3,0.376,,0.206,3.00,6,0.401,,0.209,3.50,29,4.90,5.54,0.24,0.393,3.30,0.00,0.00
Roenis Elias,$4.0K,L,SEA,SP,SFG, , ,1.00%,10.850,-1500,-1,8.5,-124,4.42,0.1,3,1.065,,0.500,0.00,6,0.000,,0.000,0.00,1,6.78,3.16,0.00,0.355,0.00,0.00,0.00,10.85,2.71,3,0.762,,0.200,0.00,6,0.089,,0.077,5.40,4,4.34,2.56,0.00,0.313,3.60,0.00,0.00,3,0.428,,0.214,1.00,6,0.186,,0.111,3.00,6,5.28,3.59,0.00,0.267,2.30,0.00,0.00,3,0.367,,0.148,2.20,6,0.227,,0.093,3.10,11,4.86,4.83,0.00,0.274,2.80,0.00,0.00,3,0.376,,0.148,2.20,6,0.222,,0.091,3.60,12,4.85,4.85,0.00,0.273,3.10,0.00,0.00
Mike Minor,$5.0K,L,TEX,SP,OAK, , ,1.00%,13.140,-1500,1,10.5,-104,5.33,-0.06,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.14,2.63,1,0.000,,0.000,4.10,8,0.535,,0.454,0.00,1,7.02,5.78,0.50,0.476,0.50,0.00,0.00,1,0.266,,0.210,2.70,8,0.320,,0.226,3.50,4,4.29,3.44,0.22,0.314,3.50,0.00,0.00,1,0.298,,0.221,1.30,8,0.348,,0.225,5.70,13,4.02,4.47,0.22,0.342,5.20,0.00,0.00,1,0.231,,0.113,2.90,8,0.330,,0.205,6.30,79,3.38,4.22,0.16,0.319,5.90,0.00,0.00
Wei-Yin Chen,$5.0K,L,MIA,SP,ATL, , ,0.00%, ,-1100,-1,7.5,111,3.58,-0.21,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.14,2.63,3,0.000,,0.000,0.00,6,0.237,,0.046,12.00,1,1.59,0.99,0.00,0.000,0.00,0.00,0.00,3,0.196,,0.001,2.90,6,0.278,,0.118,5.70,4,3.15,2.36,0.08,0.251,4.80,0.00,0.00,3,0.263,,0.115,2.50,6,0.373,,0.206,5.00,14,4.32,5.00,0.19,0.336,4.20,0.00,0.00,3,0.267,,0.122,2.10,6,0.347,,0.193,5.10,24,4.25,5.05,0.17,0.320,4.10,0.00,0.00
Burch Smith,$4.0K,R,KCR,SP,DET,11,13.4,1.00%,10.280,-1600, ,9.0,-106,4.43,-0.32,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,10.28,2.57,5,0.541,,0.294,8.80,4,0.220,,0.000,1.80,2,3.49,2.03,0.50,0.398,5.70,0.00,0.00,5,0.445,,0.186,6.50,4,0.098,,0.000,2.40,5,3.05,2.06,0.20,0.291,4.70,0.00,0.00,5,0.478,,0.275,4.20,4,0.363,,0.225,5.80,18,3.83,4.44,0.41,0.427,4.90,0.00,0.00,5,0.406,,0.233,3.60,4,0.363,,0.212,6.60,26,3.93,4.67,0.36,0.387,4.90,0.00,0.00
Zack Wheeler,$7.7K,R,NYM,SP,SDP,1,1,35.00%,0.531,-1300,3,7.5,-132,3.97,-0.09,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,18.59,2.41,4,0.375,,0.210,3.80,5,0.204,,0.000,5.00,1,3.74,2.12,0.25,0.280,4.40,0.00,0.00,4,0.373,,0.098,4.40,5,0.178,,0.067,5.10,4,3.58,2.58,0.12,0.265,4.80,0.00,0.00,4,0.351,,0.150,4.20,5,0.269,,0.075,4.80,14,3.70,3.95,0.16,0.305,4.60,0.00,0.00,4,0.356,,0.175,4.40,5,0.315,,0.116,4.40,35,3.95,4.28,0.21,0.333,4.40,0.00,0.00
Eric Lauer,$4.0K,L,SDP,SP,@ NYM,2,2.8,22.50%,0.424,-3400,13,7.5,117,3.53,0.09,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,9.53,2.38,2,0.525,,0.357,0.90,7,0.163,,0.000,8.80,2,3.24,2.19,0.14,0.243,7.10,0.00,0.00,2,0.499,,0.261,0.90,7,0.287,,0.098,6.20,4,4.02,3.23,0.10,0.334,5.10,0.00,0.00,2,0.408,,0.193,0.80,7,0.349,,0.160,6.80,14,4.24,4.47,0.18,0.362,5.40,0.00,0.00,2,0.389,,0.171,0.90,7,0.364,,0.167,7.00,16,4.23,4.54,0.17,0.370,5.70,0.00,0.00
Julio Teheran,$7.4K,R,ATL,SP,@ MIA, , ,0.00%, ,-400, ,7.5,-126,3.92,-0.29,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,17.46,2.36,5,0.328,,0.227,3.70,4,0.138,,0.000,4.40,2,4.23,2.85,0.11,0.244,4.00,0.00,0.00,5,0.351,,0.162,3.10,4,0.177,,0.146,6.60,4,3.71,2.58,0.18,0.274,4.60,0.00,0.00,5,0.343,,0.187,3.40,4,0.247,,0.210,5.00,13,4.04,4.30,0.23,0.300,4.10,0.00,0.00,5,0.345,,0.203,3.70,4,0.308,,0.183,4.20,50,4.20,4.86,0.22,0.329,3.90,0.00,0.00
Austin Gomber,$4.2K,L,STL,SP,@ CIN,9,12.6,1.00%,9.660,-1300,-3,10.5,-125,5.48,0.35,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,9.66,2.3,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,2,0.585,,0.333,0.00,7,0.098,,0.000,8.40,4,4.13,5.13,0.00,0.206,6.60,0.00,0.00,2,0.456,,0.250,2.20,7,0.185,,0.000,6.00,15,4.87,5.34,0.09,0.245,5.20,0.00,0.00,2,0.456,,0.250,2.20,7,0.185,,0.000,6.00,15,4.87,5.34,0.09,0.245,5.20,0.00,0.00
