Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Elieser Hernandez,$4.0K,R,MIA,SP,@ NYM, , ,1.00%,12.140,-1900,2,8.5,118,4,-0.01,7,0.223,,0.273,1.80,2,0.219,,0.000,1.80,1,4.44,0.00,0.17,0.222,1.80,0.00,0.00,12.14,3.04,7,0.307,,0.136,2.20,2,0.239,,0.000,1.10,3,4.64,0.00,0.11,0.292,2.00,0.00,0.00,7,0.307,,0.136,2.20,2,0.239,,0.000,1.10,3,4.64,0.00,0.11,0.292,2.00,0.00,0.00,7,0.307,,0.136,2.20,2,0.239,,0.000,1.10,3,4.64,0.00,0.11,0.292,2.00,0.00,0.00,7,0.307,,0.136,2.20,2,0.239,,0.000,1.10,3,4.64,0.00,0.11,0.292,2.00,0.00,0.00
German Marquez,$5.4K,R,COL,SP,@ LAD, , ,5.00%,2.968,-1200,1,7.0,161,2.98,-0.19,5,0.515,,0.272,1.80,4,0.097,,0.000,7.20,1,3.52,0.00,0.50,0.329,4.20,0.00,0.00,14.84,2.75,5,0.596,,0.250,1.00,4,0.370,,0.148,6.80,2,4.69,0.00,0.50,0.496,3.60,0.00,0.00,5,0.428,,0.184,3.80,4,0.325,,0.113,5.50,4,3.81,0.00,0.30,0.382,4.60,0.00,0.00,5,0.327,,0.118,3.80,4,0.368,,0.202,5.30,9,3.95,0.00,0.21,0.345,4.50,0.00,0.00,5,0.324,,0.133,3.80,4,0.354,,0.244,5.00,37,3.73,0.00,0.21,0.337,4.30,0.00,0.00
Jason Vargas,$4.2K,L,NYM,SP,MIA, , ,2.50%,4.212,-1300,-1,8.5,-132,4.5,0.01,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,10.53,2.51,1,0.328,,0.000,0.00,8,0.470,,0.250,2.20,1,6.57,0.00,0.00,0.454,2.00,0.00,0.00,1,0.492,,0.389,1.60,8,0.547,,0.334,5.50,3,5.24,0.00,0.31,0.541,5.10,0.00,0.00,1,0.492,,0.389,1.60,8,0.547,,0.334,5.50,3,5.24,0.00,0.31,0.541,5.10,0.00,0.00,1,0.374,,0.200,1.10,8,0.332,,0.188,6.10,33,4.23,0.00,0.22,0.337,5.50,0.00,0.00
Nicholas Pivetta,$7.2K,R,PHI,SP,ATL, , ,7.50%,2.412,-400, ,8.5,-110,4.32,-0.37,5,0.137,,0.111,6.40,4,0.178,,0.215,7.70,1,0.28,0.00,0.33,0.155,7.00,0.00,0.00,18.09,2.51,5,0.117,,0.056,6.00,4,0.226,,0.166,7.50,2,0.59,0.00,0.17,0.165,6.70,0.00,0.00,5,0.429,,0.375,5.00,4,0.236,,0.105,7.50,4,2.54,0.00,0.36,0.343,6.10,0.00,0.00,5,0.338,,0.163,4.00,4,0.239,,0.110,6.60,9,2.75,0.00,0.20,0.294,5.10,0.00,0.00,5,0.313,,0.130,4.90,4,0.365,,0.245,5.30,34,3.47,0.00,0.27,0.336,5.10,0.00,0.00
Walker Buehler,$8.5K,R,LAD,SP,COL, , ,45.00%,0.470,-1000,3,7.0,-180,4.02,-0.31,4,0.707,,0.750,1.80,5,0.255,,0.000,10.80,1,3.14,0.00,0.25,0.456,6.80,0.00,0.00,21.17,2.49,4,0.473,,0.235,2.50,5,0.170,,0.000,9.80,2,2.26,0.00,0.13,0.305,6.50,0.00,0.00,4,0.311,,0.103,4.10,5,0.206,,0.000,9.80,4,3.02,0.00,0.08,0.253,7.30,0.00,0.00,4,0.311,,0.103,4.10,5,0.206,,0.000,9.80,4,3.02,0.00,0.08,0.253,7.30,0.00,0.00,4,0.288,,0.072,5.40,5,0.287,,0.088,9.30,10,3.32,0.00,0.18,0.287,7.60,0.00,0.00
Jose Berrios,$7.6K,R,MIN,SP,DET, , ,30.00%,0.626,-800,2,8.5,-210,5.08,-0.24,3,0.120,,0.000,2.50,6,0.122,,0.000,10.10,1,1.78,0.00,0.00,0.121,7.60,0.00,0.00,18.78,2.47,3,0.178,,0.100,2.20,6,0.318,,0.200,6.60,2,3.04,0.00,0.22,0.271,5.20,0.00,0.00,3,0.348,,0.268,2.90,6,0.362,,0.246,4.60,5,4.20,0.00,0.32,0.357,4.00,0.00,0.00,3,0.280,,0.159,3.60,6,0.257,,0.152,5.00,9,3.18,0.00,0.22,0.265,4.50,0.00,0.00,3,0.322,,0.160,3.80,6,0.269,,0.134,5.20,34,3.43,0.00,0.17,0.287,4.70,0.00,0.00
Chase Anderson,$5.7K,R,MIL,SP,ARI, , ,5.00%,2.784,-400,-2,8.0,120,3.74,-0.2,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.92,2.44,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,4,0.312,,0.169,2.60,5,0.364,,0.307,2.10,3,5.44,0.00,0.27,0.341,2.30,0.00,0.00,4,0.274,,0.152,3.50,5,0.365,,0.287,2.60,8,4.53,0.00,0.26,0.325,3.00,0.00,0.00,4,0.268,,0.124,4.00,5,0.308,,0.191,4.30,32,3.65,0.00,0.18,0.290,4.20,0.00,0.00
Robbie Erlin,$4.0K,L,SDP,SP,@ WAS, , ,2.50%,3.832,-1500, ,8.0,162,3.39,-0.01,3,0.000,,0.000,4.50,6,0.292,,0.000,0.00,2,4.14,0.00,0.00,0.195,1.50,0.00,0.00,9.58,2.4,3,0.000,,0.000,2.20,6,0.175,,0.000,4.50,3,3.04,0.00,0.00,0.117,3.80,0.00,0.00,3,0.103,,0.000,4.30,6,0.300,,0.125,5.10,8,2.61,0.00,0.00,0.234,4.90,0.00,0.00,3,0.236,,0.028,3.50,6,0.254,,0.117,5.90,13,3.35,0.00,0.06,0.248,5.10,0.00,0.00,3,0.236,,0.028,3.50,6,0.254,,0.117,5.90,13,3.35,0.00,0.06,0.248,5.10,0.00,0.00
Hector Santiago,$5.1K,L,CHW,SP,BAL, , ,0.50%, ,-600,-2,9.0,-107,4.43,-0.4,1,0.392,,0.000,0.00,8,0.223,,0.084,3.60,1,6.69,0.00,0.00,0.242,3.20,0.00,0.00,11.88,2.33,1,0.306,,0.000,1.50,8,0.319,,0.218,6.00,2,5.02,0.00,0.13,0.318,5.50,0.00,0.00,1,0.435,,0.125,1.10,8,0.316,,0.207,6.00,5,5.57,0.00,0.20,0.329,5.50,0.00,0.00,1,0.412,,0.130,2.80,8,0.323,,0.204,6.70,10,4.89,0.00,0.16,0.333,6.20,0.00,0.00,1,0.520,,0.313,1.40,8,0.289,,0.151,6.00,25,4.83,0.00,0.21,0.315,5.50,0.00,0.00
Masahiro Tanaka,$8.4K,R,NYY,SP,@ TEX, , ,25.00%,0.734,300,-1,9.5,-211,5.68,0.18,6,0.146,,0.000,0.00,3,0.342,,0.384,3.60,0,4.57,0.00,0.25,0.211,1.20,0.00,0.00,18.34,2.18,6,0.510,,0.400,0.90,3,0.301,,0.231,3.60,1,4.86,0.00,0.33,0.440,1.80,0.00,0.00,6,0.280,,0.167,3.20,3,0.263,,0.141,4.50,4,3.61,0.00,0.19,0.274,3.60,0.00,0.00,6,0.269,,0.130,2.70,3,0.321,,0.227,5.70,8,3.30,0.00,0.24,0.286,3.70,0.00,0.00,6,0.288,,0.169,4.70,3,0.321,,0.209,6.00,37,3.09,0.00,0.28,0.299,5.10,0.00,0.00
Michael Foltynewicz,$8.5K,R,ATL,SP,@ PHI, , ,12.50%,1.463,200,-2,8.5,-103,4.18,-0.13,4,0.173,,0.000,7.20,5,0.317,,0.077,10.80,1,2.84,0.00,0.00,0.253,9.20,0.00,0.00,18.29,2.15,4,0.173,,0.000,3.60,5,0.262,,0.036,9.00,2,3.27,0.00,0.00,0.222,6.60,0.00,0.00,4,0.266,,0.145,5.70,5,0.302,,0.076,5.40,5,3.51,0.00,0.14,0.286,5.50,0.00,0.00,4,0.282,,0.147,6.50,5,0.298,,0.108,5.90,8,3.26,0.00,0.14,0.291,6.20,0.00,0.00,4,0.354,,0.179,4.30,5,0.307,,0.142,5.00,37,3.77,0.00,0.17,0.328,4.70,0.00,0.00
Andrew Cashner,$5.1K,R,BAL,SP,@ CHW, , ,0.50%, ,-1300,1,9.0,-105,4.57,-0.1,4,0.391,,0.266,8.70,5,0.146,,0.000,1.70,1,3.82,0.00,0.50,0.255,4.80,0.00,0.00,10.64,2.09,4,0.342,,0.267,6.40,5,0.283,,0.111,0.80,2,4.24,0.00,0.40,0.309,3.30,0.00,0.00,4,0.360,,0.267,5.60,5,0.383,,0.227,2.80,4,4.42,0.00,0.33,0.373,4.00,0.00,0.00,4,0.376,,0.284,6.40,5,0.323,,0.188,3.40,8,4.04,0.00,0.26,0.347,4.70,0.00,0.00,4,0.327,,0.163,3.20,5,0.303,,0.127,2.70,35,4.89,0.00,0.17,0.314,2.90,0.00,0.00
Blaine Hardy,$4.0K,L,DET,SP,@ MIN, , ,0.25%, ,-1500, ,8.5,185,3.42,-0.26,3,0.000,,0.000,90.00,6,0.000,,0.000,0.00,1,-3.19,0.00,0.00,0.000,0.00,0.00,0.00,8.33,2.08,3,0.429,,0.300,2.90,6,0.267,,0.015,7.10,4,3.93,0.00,0.14,0.321,5.70,0.00,0.00,3,0.368,,0.250,2.50,6,0.336,,0.164,6.20,5,4.34,0.00,0.20,0.347,4.90,0.00,0.00,3,0.368,,0.250,2.50,6,0.336,,0.164,6.20,5,4.34,0.00,0.20,0.347,4.90,0.00,0.00,3,0.329,,0.266,2.50,6,0.386,,0.167,7.30,38,4.16,0.00,0.20,0.367,5.70,0.00,0.00
Ian Kennedy,$6.1K,R,KCR,SP,@ STL, , ,2.50%,5.004,-900,1,8.5,180,3.45,0.02,2,0.364,,0.200,4.50,7,0.435,,0.334,4.50,1,4.14,0.00,0.17,0.419,4.50,0.00,0.00,12.51,2.05,2,0.326,,0.166,5.40,7,0.605,,0.625,3.60,2,4.39,0.00,0.33,0.543,4.00,0.00,0.00,2,0.388,,0.204,4.10,7,0.407,,0.300,4.50,5,3.91,0.00,0.23,0.403,4.40,0.00,0.00,2,0.322,,0.173,4.60,7,0.373,,0.231,4.00,9,3.70,0.00,0.20,0.362,4.10,0.00,0.00,2,0.336,,0.235,3.80,7,0.339,,0.220,4.50,38,3.95,0.00,0.22,0.338,4.30,0.00,0.00
Gio Gonzalez,$9.8K,L,WAS,SP,SDP, , ,20.00%,0.988,1000, ,8.0,-182,4.61,0.01,2,0.000,,0.000,0.00,7,0.448,,0.294,9.00,0,4.89,0.00,0.25,0.348,7.00,0.00,0.00,19.76,2.02,2,0.063,,0.000,2.50,7,0.419,,0.219,8.20,1,4.05,0.00,0.17,0.340,6.90,0.00,0.00,2,0.090,,0.039,3.50,7,0.343,,0.140,6.10,4,3.94,0.00,0.06,0.287,5.50,0.00,0.00,2,0.199,,0.061,2.90,7,0.327,,0.135,7.00,8,3.74,0.00,0.07,0.299,6.10,0.00,0.00,2,0.227,,0.085,2.30,7,0.302,,0.146,7.10,39,3.70,0.00,0.17,0.285,6.00,0.00,0.00
Zack Greinke,$11.8K,R,ARI,SP,@ MIL, , ,32.50%,0.672,2600,-1,8.0,-135,4.26,0.2,3,0.395,,0.285,3.00,6,0.141,,0.067,4.50,1,3.79,0.00,0.00,0.226,4.00,0.00,0.00,21.84,1.85,3,0.289,,0.125,2.10,6,0.148,,0.097,5.50,2,2.97,0.00,0.00,0.195,4.40,0.00,0.00,3,0.302,,0.127,4.50,6,0.235,,0.156,6.00,5,2.53,0.00,0.12,0.257,5.50,0.00,0.00,3,0.309,,0.190,3.90,6,0.254,,0.154,5.90,9,2.58,0.00,0.20,0.272,5.20,0.00,0.00,3,0.292,,0.143,4.70,6,0.273,,0.177,5.40,40,2.88,0.00,0.22,0.279,5.20,0.00,0.00
Miles Mikolas,$11.0K,R,STL,SP,KCR, , ,7.50%,2.485,2200,-1,8.5,-205,5.05,-0.02,3,0.496,,0.000,0.00,6,0.174,,0.000,4.30,1,5.61,0.00,0.00,0.281,2.90,0.00,0.00,18.64,1.69,3,0.364,,0.107,1.70,6,0.196,,0.000,3.50,2,5.01,0.00,0.17,0.252,2.90,0.00,0.00,3,0.305,,0.119,3.00,6,0.225,,0.027,3.30,4,4.26,0.00,0.18,0.252,3.20,0.00,0.00,3,0.310,,0.152,3.50,6,0.226,,0.092,4.10,7,3.92,0.00,0.21,0.254,3.90,0.00,0.00,3,0.310,,0.152,3.50,6,0.226,,0.092,4.10,7,3.92,0.00,0.21,0.254,3.90,0.00,0.00
Bartolo Colon,$7.0K,R,TEX,SP,NYY, , ,0.50%, ,200,-1,9.5,184,3.82,-0.18,4,0.176,,0.083,3.80,5,0.117,,0.000,0.00,1,4.45,0.00,0.00,0.143,1.70,0.00,0.00,7.29,1.04,4,0.237,,0.126,3.00,5,0.247,,0.161,2.20,2,4.32,0.00,0.10,0.243,2.50,0.00,0.00,4,0.253,,0.231,2.10,5,0.309,,0.311,2.40,4,4.26,0.00,0.27,0.284,2.20,0.00,0.00,4,0.247,,0.130,2.30,5,0.271,,0.234,3.90,8,3.91,0.00,0.20,0.260,3.20,0.00,0.00,4,0.355,,0.221,2.70,5,0.351,,0.229,3.50,35,4.38,0.00,0.21,0.353,3.10,0.00,0.00
