Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Tyler Mahle,$5.9K,R,CIN,SP,PIT, , ,2.50%,6.272,-1100,4,8.5,104,4.35,-0.09,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,15.68,2.66,4,0.505,,0.300,4.30,5,0.440,,0.000,0.00,1,7.45,4.66,0.17,0.469,1.90,0.00,0.00,4,0.399,,0.246,6.30,5,0.236,,0.028,4.40,4,3.72,3.32,0.17,0.308,5.20,0.00,0.00,4,0.400,,0.259,4.60,5,0.240,,0.064,3.80,14,4.07,4.35,0.20,0.311,4.20,0.00,0.00,4,0.401,,0.271,4.30,5,0.269,,0.080,4.30,23,3.99,4.45,0.20,0.328,4.30,0.00,0.00
Wade LeBlanc,$6.2K,L,SEA,SP,CHW,4,7.25,12.50%,1.235, ,-4,8.5,-186,4.94,-0.12,3,0.797,,0.800,2.20,6,0.310,,0.186,4.40,1,4.34,3.91,0.25,0.472,3.70,0.00,0.00,15.44,2.49,3,0.691,,0.833,0.90,6,0.270,,0.186,4.50,2,4.23,2.86,0.36,0.410,3.30,0.00,0.00,3,0.491,,0.355,1.40,6,0.302,,0.188,3.40,5,4.49,3.60,0.22,0.365,2.70,0.00,0.00,3,0.356,,0.215,1.50,6,0.280,,0.162,5.10,15,3.82,4.05,0.18,0.305,3.90,0.00,0.00,3,0.361,,0.216,1.80,6,0.285,,0.165,5.50,68,3.84,4.13,0.19,0.310,4.30,0.00,0.00
Jake Arrieta,$8.5K,R,PHI,SP,SDP,8,10.25,5.00%,4.074,500,-2,8.0,-161,4.47,0.03,5,0.584,,0.250,1.30,4,0.092,,0.001,2.60,1,5.77,3.61,0.00,0.365,1.90,0.00,0.00,20.37,2.4,5,0.263,,0.056,3.20,4,0.224,,0.104,3.90,2,3.96,2.43,0.17,0.246,3.50,0.00,0.00,5,0.393,,0.219,1.90,4,0.234,,0.090,4.90,4,4.42,3.13,0.25,0.322,3.20,0.00,0.00,5,0.351,,0.136,2.40,4,0.293,,0.139,4.00,14,4.59,4.07,0.20,0.325,3.10,0.00,0.00,5,0.345,,0.194,4.10,4,0.271,,0.130,4.70,47,3.85,3.96,0.20,0.312,4.30,0.00,0.00
Robbie Ray,$8.8K,L,ARI,SP,COL,2,1.75,17.50%,1.189,1200,-7,7.5,-139,4.03,-0.58,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,20.81,2.36,3,0.072,,0.000,3.90,6,0.479,,0.404,10.80,2,2.84,2.54,0.38,0.343,8.50,0.00,0.00,3,0.109,,0.059,3.60,6,0.425,,0.316,8.90,4,2.60,2.56,0.29,0.320,7.10,0.00,0.00,3,0.150,,0.056,3.40,6,0.424,,0.337,9.30,5,2.53,2.50,0.33,0.333,7.30,0.00,0.00,3,0.258,,0.146,3.30,6,0.310,,0.178,10.30,36,2.54,3.41,0.26,0.293,8.00,0.00,0.00
Dan Straily,$5.8K,R,MIA,SP,@ TBR, , ,2.00%,6.765,-600,1,7.5,145,3.31,0.02,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.53,2.33,5,0.336,,0.060,2.20,4,0.148,,0.031,3.80,2,4.48,3.08,0.00,0.252,2.90,0.00,0.00,5,0.276,,0.157,4.30,4,0.207,,0.042,3.20,4,3.67,3.18,0.12,0.245,3.80,0.00,0.00,5,0.354,,0.194,4.30,4,0.283,,0.188,3.40,14,4.24,4.51,0.27,0.322,3.90,0.00,0.00,5,0.331,,0.191,4.40,4,0.327,,0.219,4.00,46,3.75,4.67,0.23,0.329,4.20,0.00,0.00
David Price,$8.0K,L,BOS,SP,@ DET,5,8,10.00%,1.842,-400,7,9.0,-199,5.31,0.03,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,18.42,2.3,1,0.545,,0.500,2.60,8,0.333,,0.237,12.10,2,1.53,1.22,0.50,0.357,11.10,0.00,0.00,1,0.464,,0.334,1.90,8,0.412,,0.365,10.60,4,2.31,2.02,0.53,0.418,9.60,0.00,0.00,1,0.389,,0.295,1.70,8,0.332,,0.211,8.20,14,3.16,3.72,0.28,0.338,7.50,0.00,0.00,1,0.277,,0.105,1.50,8,0.312,,0.179,8.30,32,3.35,4.00,0.18,0.308,7.50,0.00,0.00
Danny Duffy,$6.1K,L,KCR,SP,MIN,1,1.25,25.00%,0.545,-1400,9,8.5,120,3.97,-0.31,3,0.000,,0.000,0.00,6,0.207,,0.000,10.30,1,3.26,2.16,0.00,0.138,6.90,0.00,0.00,13.63,2.23,3,0.264,,0.000,1.40,6,0.218,,0.000,10.40,2,2.83,1.70,0.00,0.233,7.40,0.00,0.00,3,0.297,,0.048,1.20,6,0.265,,0.077,8.70,5,3.46,3.05,0.13,0.276,6.20,0.00,0.00,3,0.267,,0.088,1.40,6,0.345,,0.191,6.70,15,4.13,4.92,0.20,0.319,4.90,0.00,0.00,3,0.233,,0.080,1.60,6,0.337,,0.172,6.80,43,3.84,4.54,0.16,0.302,5.10,0.00,0.00
Domingo German,$8.1K,R,NYY,SP,NYM,14,13,17.50%,1.025,1100,-9,9.0,-163,5.05,0.44,4,0.432,,0.271,6.80,5,0.312,,0.250,6.80,1,3.34,3.16,0.00,0.365,6.80,0.00,0.00,17.94,2.21,4,0.443,,0.344,3.60,5,0.175,,0.056,6.30,2,3.63,2.77,0.13,0.294,5.10,0.00,0.00,4,0.512,,0.439,3.00,5,0.291,,0.179,7.00,5,3.53,3.00,0.23,0.389,5.20,0.00,0.00,4,0.335,,0.257,4.20,5,0.317,,0.191,6.30,14,2.97,3.53,0.21,0.325,5.40,0.00,0.00,4,0.335,,0.235,4.40,5,0.308,,0.167,6.80,24,3.04,3.57,0.22,0.320,5.70,0.00,0.00
Dallas Keuchel,$8.3K,L,HOU,SP,@ LAA, , ,2.50%,7.192,-700,6,8.5,-112,4.32,0.13,1,0.000,,0.000,0.00,8,0.248,,0.000,6.00,1,4.12,2.37,0.00,0.000,0.00,0.00,0.00,17.98,2.17,1,0.000,,0.000,0.00,8,0.268,,0.028,4.20,2,5.45,3.16,0.00,0.238,3.70,0.00,0.00,1,0.277,,0.059,0.90,8,0.271,,0.062,5.50,5,4.70,3.28,0.00,0.272,5.00,0.00,0.00,1,0.336,,0.126,1.50,8,0.295,,0.137,5.20,15,4.42,3.44,0.18,0.300,4.70,0.00,0.00,1,0.255,,0.103,2.30,8,0.296,,0.133,6.00,43,4.37,3.29,0.25,0.291,5.60,0.00,0.00
Noah Syndergaard,$9.3K,R,NYM,SP,@ NYY,6,8.5,15.00%,1.335,-500,1,9.0,149,3.95,0.06,5,0.361,,0.067,5.40,4,0.616,,0.500,0.00,1,4.98,3.16,0.00,0.474,3.00,0.00,0.00,20.03,2.15,5,0.361,,0.067,5.40,4,0.616,,0.500,0.00,1,4.98,3.16,0.00,0.474,3.00,0.00,0.00,5,0.361,,0.067,5.40,4,0.616,,0.500,0.00,1,4.98,3.16,0.00,0.474,3.00,0.00,0.00,5,0.366,,0.092,5.10,4,0.289,,0.117,3.30,6,3.73,3.62,0.09,0.332,4.30,0.00,0.00,5,0.282,,0.095,5.90,4,0.283,,0.103,4.50,18,2.85,2.80,0.09,0.282,5.30,0.00,0.00
