Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
James Paxton,$8.8K,L,SEA,SP,MIN,2,2.83,27.50%,0.906,-500,1,8.5,-192,5,0.26,2,0.285,,0.088,6.84,7,0.300,,0.128,9.99,27,3.20,3.12,0.08,0.297,9.29,0.34,0.25,24.91,2.83
Aaron Nola,$6.0K,R,PHI,SP,@ ATL,8,10.67,7.50%,2.251,-1500,3,8.5,-108,4.3,0.25,4,0.308,,0.143,8.39,5,0.317,,0.118,10.75,26,3.00,3.90,0.17,0.313,9.70,0.48,0.19,16.88,2.81
Ivan Nova,$6.1K,R,PIT,SP,@ BAL, , ,1.00%,16.890,-2000,6,9.0,118,4.26,-0.03,2,0.346,,0.203,5.17,7,0.304,,0.158,7.77,42,3.63,4.52,0.16,0.313,7.19,0.45,0.23,16.89,2.77
Chris Archer,$10.6K,R,TBR,SP,CHW,1,1.33,35.00%,0.820,-100,2,7.5,-175,4.31,0.12,4,0.306,,0.174,11.48,5,0.298,,0.148,10.59,44,3.22,4.25,0.17,0.302,10.99,0.35,0.28,28.7,2.71
Jake Arrieta,$9.0K,R,CHC,SP,MIA,5,5.00,17.50%,1.379,-1300,3,7.5,-185,4.37,4.37,4,0.295,,0.153,9.40,5,0.261,,0.123,9.45,45,3.38,4.34,0.17,0.276,9.43,0.43,0.24,24.14,2.68
Matt Cain,$5.2K,R,SFG,SP,@ MIL, , ,0.50%, ,-2100,9,9.0,117,4.27,0.03,2,0.349,,0.172,8.05,7,0.363,,0.202,7.01,32,4.56,5.61,0.17,0.360,7.24,0.33,0.26,13.51,2.6
Daniel Norris,$6.7K,L,DET,SP,LAA,11,13.50,4.00%,4.355,-300,-4,9.0,-134,4.8,-0.16,1,0.311,,0.165,11.15,8,0.379,,0.183,8.87,24,3.92,4.67,0.14,0.371,9.12,0.34,0.28,17.42,2.6
Jeff Locke,$5.4K,L,MIA,SP,@ CHC, , ,1.00%,13.720,-1200,-1,7.5,174,3.13,3.13,3,0.327,,0.137,5.50,6,0.367,,0.215,5.89,30,4.68,5.47,0.16,0.354,5.76,0.38,0.24,13.72,2.54
Dinelson Lamet,$6.8K,R,SDP,SP,@ ARI,6,8.50,10.00%,1.712,-900,0,8.5,142,3.8,0.18,6,0.476,,0.471,15.75,3,0.215,,0.143,18.00,2,2.26,4.40,0.22,0.389,16.50,0.27,0.41,17.12,2.52
Jesse Hahn,$5.6K,R,OAK,SP,TOR, , ,0.50%, ,-1600,4,8.0,110,3.86,0.17,4,0.390,,0.190,5.22,5,0.284,,0.054,6.49,18,4.47,4.95,0.13,0.331,5.93,0.43,0.21,13.75,2.46
Jaime Garcia,$7.3K,L,ATL,SP,PHI,12,13.83,3.00%,5.967,-900,2,8.5,-102,4.2,-0.25,1,0.291,,0.134,8.54,8,0.332,,0.179,7.72,41,3.82,5.27,0.22,0.327,7.81,0.48,0.21,17.9,2.45
Drew Pomeranz,$7.6K,L,BOS,SP,@ NYY, , ,7.50%,2.464,-800,1,8.5,117,4.03,-0.36,2,0.321,,0.117,10.25,7,0.311,,0.187,11.18,43,3.33,4.46,0.19,0.313,10.97,0.36,0.27,18.48,2.43
Chase Anderson,$7.9K,R,MIL,SP,SFG,12,13.83,5.00%,3.842,-900,1,9.0,-127,4.73,-0.03,4,0.321,,0.193,7.59,5,0.376,,0.230,8.28,42,4.22,5.35,0.16,0.352,7.97,0.32,0.31,19.21,2.43
Masahiro Tanaka,$7.5K,R,NYY,SP,BOS, , ,5.00%,3.592,-1100,3,8.5,-127,4.47,-0.14,4,0.310,,0.199,8.00,5,0.319,,0.163,8.22,42,3.55,4.61,0.18,0.315,8.12,0.39,0.24,17.96,2.39
Adam Wainwright,$8.1K,R,STL,SP,@ CIN, , ,2.00%,9.635,-800,2,9.5,-134,5.07,0.51,4,0.336,,0.153,7.89,5,0.325,,0.142,7.82,45,3.95,4.49,0.14,0.330,7.85,0.36,0.23,19.27,2.38
David Paulino,$6.2K,R,HOU,SP,@ KCR,10,12.17,3.00%,4.880,-500,-6,9.5,-129,5.02,0.02,3,0.365,,0.067,8.10,6,0.407,,0.272,10.13,4,3.71,4.60,0.14,0.393,9.45,0.42,0.23,14.64,2.36
Dillon Gee,$4.6K,R,TEX,SP,NYM, , ,0.25%, ,-900,1,9.5,122,4.45,0.24,6,0.401,,0.212,7.97,3,0.328,,0.192,7.17,34,4.26,5.88,0.22,0.377,7.70,0.35,0.27,10.35,2.25
Marco Estrada,$9.2K,R,TOR,SP,@ OAK,12,13.83,7.50%,2.708,300,-2,8.0,-120,4.14,-0.17,3,0.262,,0.150,8.80,6,0.307,,0.182,9.46,44,3.76,4.63,0.15,0.292,9.24,0.30,0.32,20.31,2.21
Hector Santiago,$5.5K,L,MIN,SP,@ SEA, , ,0.50%, ,-900,-3,8.5,180,3.5,0.24,4,0.402,,0.218,7.44,5,0.334,,0.209,7.32,45,4.86,6.16,0.18,0.364,7.37,0.30,0.33,12.06,2.19
Jesse Chavez,$6.6K,R,LAA,SP,@ DET, , ,0.50%, ,-200,-6,9.0,124,4.2,0.16,3,0.363,,0.209,7.47,6,0.347,,0.234,8.18,71,3.83,5.65,0.21,0.352,7.94,0.37,0.30,14.06,2.13
Jacob deGrom,$10.9K,R,NYM,SP,@ TEX,7,10.33,10.00%,2.289,700,-1,9.5,-132,5.05,0.26,5,0.304,,0.116,10.13,4,0.324,,0.163,11.04,34,3.18,4.16,0.18,0.313,10.53,0.39,0.24,22.89,2.1
