Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Adam Conley,$5.9K,L,MIA,SP,PHI,11,11.67,7.50%,2.265,-1300,6,9.0,-129,4.75,-0.09,2,0.346,,0.114,6.31,7,0.328,,0.193,8.97,32,4.53,5.08,0.12,0.332,8.38,0.28,0.29,16.99,2.88
Luis Cessa,$5.0K,R,NYY,SP,@ MIN, , ,1.00%,14.060,-1700,10,10.5,-128,5.54,0.06,7,0.280,,0.156,7.76,2,0.347,,0.206,6.45,23,4.19,6.02,0.23,0.295,7.47,0.37,0.28,14.06,2.81
John Lackey,$6.2K,R,CHC,SP,@ ATL, , ,1.00%,16.220,-1700,8,9.5,-131,5.04,0.11,6,0.341,,0.174,7.81,3,0.292,,0.182,9.40,48,3.67,5.16,0.21,0.325,8.34,0.34,0.27,16.22,2.62
Clayton Kershaw,$14.0K,L,LAD,SP,@ CHW,1,1.00,40.00%,0.904,1300,0,9.0,-323,6.02,0.47,0,0.248,,0.134,10.39,9,0.234,,0.103,10.89,45,2.31,3.02,0.15,0.234,10.89,0.39,0.24,36.18,2.58
Dylan Bundy,$6.3K,R,BAL,SP,TEX,9,11.50,1.00%,15.960,-1100,5,10.5,-120,5.44, ,4,0.365,,0.213,6.07,5,0.330,,0.189,9.73,54,4.26,5.65,0.18,0.346,8.10,0.30,0.32,15.96,2.53
Chris Smith,$4.3K,R,OAK,SP,TBR, , ,2.00%,5.235,-1200,1,9.0,-105,4.44,-0.16,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,10.47,2.43
Brian Johnson,$5.7K,L,BOS,SP,TOR, , ,0.50%, ,-900,3,10.0,125,4.65,-0.16,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.8,2.42
Jesse Chavez,$5.2K,R,LAA,SP,WAS, , ,0.50%, ,-1600,9,9.5,-140,5.13,0.28,6,0.352,,0.189,7.16,3,0.359,,0.240,8.19,78,3.99,5.65,0.20,0.354,7.50,0.34,0.30,12.06,2.32
Robbie Ray,$11.2K,L,ARI,SP,@ CIN,2,3.17,15.00%,1.732,800,0,9.5,-148,5.21,-0.07,2,0.293,,0.123,13.12,7,0.335,,0.183,12.07,48,3.17,4.41,0.21,0.326,12.30,0.36,0.26,25.98,2.32
Ivan Nova,$7.6K,R,PIT,SP,MIL,5,6.17,12.50%,1.394,-600,2,9.5,-150,5.23,0.35,2,0.354,,0.214,5.14,7,0.300,,0.159,7.61,49,3.71,4.82,0.18,0.312,7.06,0.44,0.23,17.43,2.29
