Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Junior Guerra,$5.4K,R,MIL,SP,@ PIT, , ,1.00%,12.240,-1100,1,9.5,140,4.27,0.15,2,0.286,,0.130,7.87,7,0.314,,0.169,7.99,30,4.46,5.45,0.17,0.308,7.96,0.35,0.27,12.24,2.27
Miguel Gonzalez,$4.5K,R,CHW,SP,LAD, , ,5.00%,1.918,-2100,12,9.0,286,2.98,0.03,5,0.355,,0.202,7.05,4,0.328,,0.145,5.83,37,4.53,4.94,0.11,0.343,6.51,0.35,0.30,9.59,2.13
Vincent Velasquez,$7.5K,R,PHI,SP,@ MIA,7,9.67,7.50%,2.121,500,-6,9.0,119,4.25,0.09,6,0.344,,0.195,10.88,3,0.339,,0.200,10.78,33,3.42,5.02,0.22,0.342,10.85,0.31,0.29,15.91,2.12
Blake Snell,$6.6K,L,TBR,SP,@ OAK,3,3.67,25.00%,0.548,200,-11,9.0,-105,4.56,0.16,1,0.296,,0.038,11.48,8,0.370,,0.154,9.19,30,4.52,4.70,0.10,0.362,9.44,0.30,0.28,13.71,2.08
J.A. Happ,$7.8K,L,TOR,SP,@ BOS,9,11.50,4.00%,4.020,200,-2,10.0,-135,5.35,0.66,3,0.284,,0.123,7.05,6,0.313,,0.171,8.50,46,3.77,4.70,0.16,0.303,8.02,0.37,0.27,16.08,2.06
Brad Peacock,$10.3K,R,HOU,SP,SEA,5,6.17,15.00%,1.415,1100,0,10.0,-174,5.74,0.21,4,0.301,,0.111,11.57,5,0.271,,0.121,11.49,30,3.84,4.09,0.10,0.284,11.53,0.29,0.33,21.23,2.06
Tyson Blach,$6.1K,L,SFG,SP,CLE, , ,1.00%,12.400,-1200,6,8.0,128,3.7,-0.32,2,0.233,,0.059,4.50,7,0.345,,0.174,4.94,25,4.56,4.58,0.11,0.320,4.84,0.39,0.22,12.4,2.03
Travis Wood,$4.9K,L,KCR,SP,DET, , ,0.50%, ,-600,-2,10.5,100,5.19,-0.14,1,0.228,,0.120,6.99,8,0.386,,0.204,7.25,76,4.71,5.11,0.13,0.368,7.22,0.28,0.28,9.77,1.99
Matt Boyd,$5.6K,L,DET,SP,@ KCR, , ,0.50%, ,-900,0,10.5,-110,5.31,0.14,3,0.280,,0.138,4.91,6,0.365,,0.192,8.13,32,4.35,5.37,0.17,0.337,7.06,0.32,0.27,11.01,1.97
Dinelson Lamet,$7.0K,R,SDP,SP,@ COL,13,13.00,5.00%,2.670,400,-7,11.0,114,5.25,0.1,5,0.456,,0.421,13.20,4,0.234,,0.162,13.72,8,3.13,5.58,0.23,0.357,13.43,0.25,0.41,13.35,1.91
Salvatore Romano,$5.8K,R,CIN,SP,ARI, , ,0.25%, ,-200,-5,9.5,138,4.29,-0.43,5,0.483,,0.334,15.43,4,0.405,,0.235,6.23,2,4.81,7.62,0.25,0.448,11.34,0.29,0.33,10.97,1.89
Michael Clevinger,$9.1K,R,CLE,SP,@ SFG,4,5.33,27.50%,0.619,600,1,8.0,-138,4.3,-0.18,5,0.325,,0.188,11.10,4,0.333,,0.192,9.77,31,4.15,5.12,0.18,0.329,10.51,0.34,0.28,17.02,1.87
Rafael Montero,$6.0K,R,NYM,SP,STL,8,10.67,5.00%,2.192,0,-7,9.5,-103,4.69,0.06,4,0.395,,0.110,9.00,5,0.365,,0.165,11.02,26,4.47,5.04,0.14,0.378,10.12,0.33,0.23,10.96,1.83
Michael Wacha,$9.5K,R,STL,SP,@ NYM, , ,7.50%,2.295,1400,-2,9.5,-107,4.81,-0.06,5,0.336,,0.154,7.99,4,0.349,,0.154,8.95,43,3.79,4.41,0.14,0.342,8.42,0.39,0.23,17.21,1.81
Edwin Jackson,$5.3K,R,WAS,SP,@ LAA, , ,1.00%,9.550,-400,-4,9.5,130,4.37,-0.28,3,0.377,,0.179,6.91,6,0.407,,0.267,6.55,24,5.16,6.44,0.18,0.397,6.67,0.30,0.30,9.55,1.8
Tyson Ross,$6.4K,R,TEX,SP,@ BAL, , ,10.00%,1.149,-900,3,10.5,110,5.06, ,2,0.250,,0.085,7.30,7,0.371,,0.193,7.62,6,4.74,5.52,0.12,0.344,7.55,0.34,0.28,11.49,1.8
Antonio Senzatela,$7.2K,R,COL,SP,SDP,12,12.50,0.50%, ,1300,-17,11.0,-124,5.75,-0.6,3,0.331,,0.224,7.27,6,0.317,,0.179,8.08,17,4.09,5.74,0.23,0.322,7.81,0.42,0.24,12.67,1.76
Sean Newcomb,$6.8K,L,ATL,SP,CHC, , ,2.00%,5.980,-400,-1,9.5,121,4.46,-0.11,2,0.375,,0.158,9.35,7,0.293,,0.135,8.68,6,3.77,3.96,0.09,0.311,8.83,0.41,0.23,11.96,1.76
Sam Gaviglio,$5.1K,R,SEA,SP,@ HOU, , ,0.25%, ,-1500,8,10.0,164,4.26,0.29,4,0.321,,0.243,6.48,5,0.367,,0.244,6.21,11,4.32,6.70,0.30,0.347,6.33,0.43,0.25,8.81,1.73
Bartolo Colon,$4.7K,R,MIN,SP,NYY, , ,0.25%, ,-1000,1,10.5,118,4.96,-0.06,3,0.384,,0.246,6.32,6,0.334,,0.139,6.24,47,4.25,5.03,0.16,0.351,6.27,0.35,0.26,6.67,1.42
