Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Jaime Garcia,$6.1K,L,TOR,SP,@ TBR, , ,7.50%,2.157,-100,1,8.0,-102,3.93,0.06,2,0.000,,0.000,4.50,7,0.239,,0.063,4.50,1,3.30,0.00,0.00,0.186,4.50,0.00,0.00,16.18,2.65,2,0.000,,0.000,3.80,7,0.388,,0.150,5.00,2,4.17,0.00,0.00,0.302,4.70,0.00,0.00,2,0.176,,0.154,2.10,7,0.346,,0.132,5.70,4,3.78,0.00,0.07,0.308,4.90,0.00,0.00,2,0.358,,0.314,2.40,7,0.362,,0.191,6.80,10,3.81,0.00,0.20,0.361,5.90,0.00,0.00,2,0.304,,0.186,2.40,7,0.336,,0.178,5.80,37,4.17,0.00,0.20,0.329,5.00,0.00,0.00
Chase Anderson,$4.7K,R,MIL,SP,CHC, , ,2.00%,6.060,-1200,3,9.0,-101,4.58,-0.26,3,0.256,,0.000,4.40,6,0.351,,0.167,4.40,1,4.20,0.00,0.00,0.319,4.40,0.00,0.00,12.12,2.58,3,0.233,,0.000,2.90,6,0.340,,0.134,1.90,2,4.99,0.00,0.00,0.304,2.30,0.00,0.00,3,0.349,,0.196,4.40,6,0.286,,0.066,1.90,4,4.95,0.00,0.23,0.307,2.80,0.00,0.00,3,0.302,,0.168,3.70,6,0.344,,0.227,2.40,12,4.67,0.00,0.25,0.330,2.90,0.00,0.00,3,0.279,,0.133,4.10,6,0.306,,0.182,4.10,36,3.78,0.00,0.18,0.297,4.10,0.00,0.00
Sal Romano,$4.5K,R,CIN,SP,@ KCR, , ,1.00%,10.970,-1100,1,9.5,-107,4.67,0.01,4,0.334,,0.200,5.40,5,0.428,,0.454,5.40,1,2.81,0.00,0.33,0.386,5.40,0.00,0.00,10.97,2.44,4,0.285,,0.083,4.50,5,0.516,,0.631,3.60,2,3.25,0.00,0.30,0.413,4.00,0.00,0.00,4,0.466,,0.209,3.10,5,0.346,,0.409,5.80,4,4.07,0.00,0.39,0.399,4.60,0.00,0.00,4,0.393,,0.216,3.00,5,0.318,,0.238,3.80,13,4.59,0.00,0.23,0.351,3.40,0.00,0.00,4,0.361,,0.190,3.60,5,0.329,,0.205,3.90,28,4.42,0.00,0.21,0.343,3.80,0.00,0.00
Mike Leake,$6.7K,R,SEA,SP,LAA, , ,10.00%,1.536,-1300,11,8.5,-113,4.32,0.26,2,0.175,,0.000,0.00,7,0.385,,0.300,3.40,1,4.94,0.00,0.17,0.338,2.60,0.00,0.00,15.36,2.29,2,0.138,,0.000,2.40,7,0.397,,0.333,4.20,2,3.39,0.00,0.30,0.339,3.80,0.00,0.00,2,0.241,,0.097,1.60,7,0.326,,0.215,3.10,5,4.50,0.00,0.20,0.307,2.80,0.00,0.00,2,0.304,,0.143,2.10,7,0.354,,0.242,3.50,13,4.37,0.00,0.20,0.343,3.20,0.00,0.00,2,0.324,,0.152,2.40,7,0.315,,0.170,3.70,44,4.34,0.00,0.20,0.317,3.40,0.00,0.00
Caleb Ferguson,$6.1K,L,LAD,SP,TEX, , ,12.50%,1.111,600,-8,8.5,-171,4.82,0.23,4,0.746,,0.000,0.00,5,0.378,,0.200,22.50,1,5.29,0.00,0.00,0.542,12.50,0.00,0.00,13.89,2.28,4,0.746,,0.000,0.00,5,0.378,,0.200,22.50,1,5.29,0.00,0.00,0.542,12.50,0.00,0.00,4,0.746,,0.000,0.00,5,0.378,,0.200,22.50,1,5.29,0.00,0.00,0.542,12.50,0.00,0.00,4,0.746,,0.000,0.00,5,0.378,,0.200,22.50,1,5.29,0.00,0.00,0.542,12.50,0.00,0.00,4,0.746,,0.000,0.00,5,0.378,,0.200,22.50,1,5.29,0.00,0.00,0.542,12.50,0.00,0.00
Zack Wheeler,$7.1K,R,NYM,SP,@ ATL, , ,1.00%,15.900,-100,3,8.5,132,3.85,0.06,5,0.200,,0.000,5.10,4,0.176,,0.000,1.30,1,3.61,0.00,0.00,0.189,3.40,0.00,0.00,15.9,2.24,5,0.225,,0.001,3.50,4,0.243,,0.000,2.80,2,4.13,0.00,0.00,0.233,3.20,0.00,0.00,5,0.310,,0.119,3.70,4,0.296,,0.096,5.90,5,3.21,0.00,0.18,0.304,4.70,0.00,0.00,5,0.312,,0.139,4.00,4,0.300,,0.102,4.90,11,3.61,0.00,0.20,0.307,4.40,0.00,0.00,5,0.340,,0.188,4.30,4,0.326,,0.127,4.50,28,3.88,0.00,0.24,0.334,4.40,0.00,0.00
Matthew Strahm,$4.4K,L,SDP,SP,@ STL, , ,1.00%,9.820,-1100, ,8.5,168,3.56,0.22,1,0.990,,1.500,0.00,8,0.146,,0.000,8.60,1,2.79,0.00,0.50,0.240,7.60,0.00,0.00,9.82,2.23,1,0.396,,0.600,0.00,8,0.073,,0.000,5.30,3,3.56,0.00,0.33,0.109,4.70,0.00,0.00,1,0.456,,0.400,0.00,8,0.201,,0.039,5.30,7,5.17,0.00,0.13,0.229,4.70,0.00,0.00,1,0.491,,0.500,0.00,8,0.203,,0.055,5.80,9,5.42,0.00,0.20,0.235,5.10,0.00,0.00,1,0.387,,0.227,2.50,8,0.301,,0.166,7.00,33,4.37,0.00,0.22,0.311,6.50,0.00,0.00
Ian Kennedy,$5.6K,R,KCR,SP,CIN, , ,5.00%,2.466,-500,3,9.5,-107,4.83,-0.01,6,0.385,,0.250,3.60,3,0.368,,0.111,5.40,1,4.68,0.00,0.00,0.379,4.20,0.00,0.00,12.33,2.2,6,0.711,,1.000,3.40,3,0.362,,0.072,5.60,2,4.75,0.00,0.30,0.595,4.10,0.00,0.00,6,0.489,,0.442,3.40,3,0.362,,0.150,5.20,5,4.16,0.00,0.21,0.447,4.00,0.00,0.00,6,0.377,,0.257,4.10,3,0.364,,0.189,4.40,13,3.84,0.00,0.21,0.373,4.20,0.00,0.00,6,0.351,,0.255,3.70,3,0.340,,0.208,4.60,42,3.97,0.00,0.22,0.347,4.00,0.00,0.00
Jon Gray,$8.0K,R,COL,SP,@ PHI, , ,40.00%,0.421,500,-1,7.0,126,3.23,-0.1,5,0.360,,0.188,9.00,4,0.408,,0.000,0.00,1,4.59,0.00,0.00,0.381,5.00,0.00,0.00,16.83,2.1,5,0.357,,0.137,5.60,4,0.447,,0.133,4.40,2,4.58,0.00,0.00,0.397,5.10,0.00,0.00,5,0.390,,0.143,7.30,4,0.406,,0.187,3.60,4,4.06,0.00,0.08,0.397,5.70,0.00,0.00,5,0.352,,0.212,5.90,4,0.323,,0.105,5.20,12,3.32,0.00,0.19,0.339,5.60,0.00,0.00,5,0.323,,0.152,5.20,4,0.323,,0.143,5.20,31,3.33,0.00,0.20,0.323,5.20,0.00,0.00
Tanner Roark,$7.0K,R,WAS,SP,@ NYY, , ,1.00%,14.710,-900,8,9.0,127,4.14,-0.1,5,0.460,,0.142,1.50,4,0.240,,0.236,4.50,1,4.18,0.00,0.20,0.362,2.80,0.00,0.00,14.71,2.1,5,0.383,,0.167,2.20,4,0.363,,0.374,2.90,3,4.98,0.00,0.22,0.374,2.50,0.00,0.00,5,0.313,,0.154,5.60,4,0.311,,0.209,3.70,4,4.22,0.00,0.12,0.312,4.80,0.00,0.00,5,0.313,,0.185,4.70,4,0.245,,0.121,3.50,12,3.88,0.00,0.18,0.283,4.20,0.00,0.00,5,0.342,,0.191,4.10,4,0.260,,0.117,4.40,42,3.86,0.00,0.19,0.306,4.20,0.00,0.00
