Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Madison Bumgarner,$9.7K,L,SFG,SP,PIT,3,4.57,17.50%,1.469,-500,2,7.5,-117,3.86,0.16,0,0.218,,0.110,10.51,9,0.291,,0.167,10.22,42,3.08,3.98,0.15,0.291,10.22,0.35,0.28,25.71,2.65
Wade Miley,$5.1K,L,BAL,SP,@ TBR,13,14.43,1.00%,12.860,-1200,0,8.5,106,4.14, ,2,0.299,,0.123,7.90,7,0.372,,0.190,7.86,50,4.14,5.53,0.21,0.356,7.87,0.38,0.23,12.86,2.52
Seth Lugo,$7.7K,R,NYM,SP,@ SDP,11,12.71,4.00%,4.825,-100,-1,9.5,-121,4.93,0.63,3,0.299,,0.125,5.93,6,0.307,,0.152,7.41,25,4.32,4.84,0.12,0.304,6.92,0.37,0.27,19.3,2.51
John Lackey,$6.7K,R,CHC,SP,CHW, , , , ,-1000,3,9.0,-200,5.35,5.35,4,0.341,,0.180,7.66,5,0.292,,0.180,9.30,49,3.71,5.19,0.21,0.314,8.57,0.34,0.26,16.78,2.5
Jordan Montgomery,$5.9K,L,NYY,SP,CIN,4,7.00,22.50%,0.637,-1400,5,9.0,-166,5.1,-0.21,2,0.268,,0.208,6.08,7,0.320,,0.151,9.00,18,3.89,4.90,0.15,0.308,8.35,0.32,0.33,14.34,2.43
Lance Lynn,$7.5K,R,STL,SP,COL,9,11.86,5.00%,3.620,-300,1,8.5,-116,4.36,-0.19,3,0.386,,0.245,6.87,6,0.256,,0.161,9.46,20,3.89,5.64,0.22,0.299,8.60,0.34,0.30,18.1,2.41
Felix Hernandez,$8.3K,R,SEA,SP,BOS,12,13.57,1.00%,19.420,-300,4,8.5,-103,4.2,0.01,4,0.298,,0.142,7.01,5,0.316,,0.172,8.68,35,3.99,5.33,0.19,0.308,7.94,0.41,0.25,19.42,2.34
Jacob Faria,$8.5K,R,TBR,SP,BAL,2,4.00,22.50%,0.871,100,0,8.5,-116,4.36,-0.5,1,0.303,,0.000,7.00,8,0.286,,0.150,9.64,8,3.76,4.20,0.12,0.288,9.35,0.34,0.24,19.6,2.31
Taijuan Walker,$6.8K,R,ARI,SP,ATL, , ,2.00%,7.765,-400,-1,10.5,-146,5.74,0.59,5,0.307,,0.227,9.32,4,0.328,,0.163,7.61,39,3.85,5.19,0.18,0.316,8.56,0.36,0.28,15.53,2.28
Kenta Maeda,$7.6K,R,LAD,SP,MIN,5,7.29,17.50%,0.979,-700,4,8.5,-186,4.96,0.28,7,0.315,,0.152,8.29,2,0.286,,0.142,10.70,52,3.39,4.42,0.18,0.309,8.83,0.37,0.24,17.14,2.26
