Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Tyson Blach,$5.8K,L,SFG,SP,LAD, , ,0.50%, ,0,-2,7.5,134,3.42,0.11,2,0.200,,0.053,3.78,7,0.298,,0.149,4.18,15,4.90,4.69,0.09,0.276,4.09,0.41,0.21,15.72,2.71
J.C. Ramirez,$6.6K,R,LAA,SP,CHW,5,6.17,32.50%,0.534,-600,4,7.5,-175,4.31,-0.2,4,0.284,,0.140,7.99,5,0.319,,0.145,8.35,79,3.78,5.05,0.22,0.303,8.19,0.42,0.21,17.36,2.63
Andrew Triggs,$8.1K,R,OAK,SP,@ SEA,9,10.83,2.00%,10.065,-100,0,8.5,100,4.2,0.11,3,0.272,,0.131,9.46,6,0.287,,0.112,8.29,31,3.35,3.73,0.12,0.282,8.68,0.41,0.18,20.13,2.49
Lance Lynn,$7.5K,R,STL,SP,BOS, , ,2.00%,9.180,-1000,6,8.0,-107,4.05,-0.25,4,0.482,,0.306,5.91,5,0.199,,0.067,9.67,7,4.08,5.52,0.19,0.325,8.00,0.33,0.29,18.36,2.45
Clayton Richard,$5.9K,L,SDP,SP,MIL,7,8.67,7.50%,1.909,-900,6,7.5,-126,3.94,0.14,1,0.269,,0.009,8.22,8,0.382,,0.148,5.37,34,4.19,5.13,0.16,0.369,5.69,0.51,0.16,14.32,2.43
Danny Salazar,$9.2K,R,CLE,SP,TBR,11,11.83, , ,-300,2,9.0,-156,5.01,0.53,4,0.347,,0.216,11.96,5,0.323,,0.128,11.48,32,3.46,4.41,0.17,0.334,11.69,0.37,0.26,22,2.39
Yu Darvish,$11.3K,R,TEX,SP,PHI,2,3.67,25.00%,1.028,700,1,8.5,-171,4.85,-0.06,5,0.277,,0.133,12.20,4,0.297,,0.176,10.59,26,3.10,4.43,0.19,0.286,11.48,0.32,0.30,25.71,2.28
Derek Holland,$7.3K,L,CHW,SP,@ LAA, , ,0.50%, ,-500,4,7.5,165,3.19,-0.3,1,0.253,,0.039,8.28,8,0.355,,0.212,6.60,29,4.66,5.51,0.16,0.344,6.79,0.32,0.27,16.46,2.25
John Lackey,$9.4K,R,CHC,SP,CIN,11,11.83,5.00%,4.176,600,-1,11.5,-186,6.71,6.71,4,0.324,,0.157,8.11,5,0.284,,0.166,9.90,38,3.44,4.58,0.18,0.302,9.10,0.35,0.26,20.88,2.22
Marco Estrada,$10.6K,R,TOR,SP,ATL, , , , ,1600,-1,8.5,-133,4.53,-0.22,5,0.257,,0.144,8.81,4,0.300,,0.176,8.97,40,3.86,4.63,0.15,0.276,8.88,0.30,0.32,22.95,2.17
Stephen Strasburg,$11.4K,R,WAS,SP,@ PIT,1,3.00,35.00%,0.699,1000,-1,8.5,-150,4.68,0.19,3,0.267,,0.131,10.72,6,0.303,,0.142,11.15,31,2.95,3.56,0.13,0.291,11.01,0.34,0.27,24.46,2.15
Zack Greinke,$11.0K,R,ARI,SP,NYM,8,10.33,12.50%,1.890,700,0,9.0,-160,5.04,-0.06,7,0.313,,0.194,8.80,2,0.312,,0.157,8.29,34,3.49,4.57,0.19,0.313,8.69,0.39,0.25,23.62,2.15
Dallas Keuchel,$11.8K,L,HOU,SP,@ MIA,2,3.67,25.00%,1.016,900,0,7.5,-160,4.2,-0.29,3,0.244,,0.092,8.40,6,0.335,,0.187,8.41,34,3.42,4.49,0.19,0.305,8.41,0.47,0.21,25.4,2.15
Matt Boyd,$6.8K,L,DET,SP,BAL, , ,2.00%,7.285,-300,2,9.5,-113,4.84,0.28,1,0.260,,0.120,5.40,8,0.335,,0.186,8.47,28,4.24,5.27,0.18,0.327,8.13,0.32,0.27,14.57,2.14
Jerad Eickhoff,$7.1K,R,PHI,SP,@ TEX,13,12.83,4.00%,3.708,100,-1,8.5,161,3.65,0.06,4,0.371,,0.240,7.74,5,0.275,,0.149,8.49,39,3.83,4.95,0.17,0.318,8.16,0.33,0.29,14.83,2.09
Rich Hill,$8.7K,L,LAD,SP,@ SFG,10,11.17,12.50%,1.431,0,1,7.5,-144,4.08,-0.11,4,0.247,,0.039,7.90,5,0.263,,0.093,12.98,23,2.96,3.31,0.10,0.256,10.72,0.38,0.23,17.89,2.06
