Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Joseph Biagini,$4.7K,R,TOR,SP,NYY, , , , ,-1800,2,9.0,-139,4.85,0.16,4,0.315,,0.112,10.59,5,0.277,,0.098,6.79,82,3.43,3.60,0.09,0.294,8.48,0.44,0.19,14.15,3.01
Sam Gaviglio,$4.9K,R,SEA,SP,TBR, , , , ,-1100,-1,9.0,-110,4.44,0.19,4,0.311,,0.263,1.93,5,0.380,,0.256,4.82,4,4.81,6.80,0.22,0.349,3.54,0.40,0.29,13.02,2.66
Edinson Volquez,$6.5K,R,MIA,SP,ARI, , ,7.50%,2.273,-400,0,8.5,-136,4.56,0.25,4,0.391,,0.175,7.42,5,0.335,,0.145,7.18,44,4.41,5.31,0.16,0.360,7.29,0.41,0.22,17.05,2.62
Jordan Zimmermann,$5.0K,R,DET,SP,CHW, , ,1.00%,13.040,-2500,12,10.0,-132,5.32,0.32,4,0.348,,0.206,5.94,5,0.384,,0.227,5.88,29,4.67,5.98,0.18,0.368,5.91,0.33,0.30,13.04,2.61
Daniel Mengden,$4.5K,R,OAK,SP,WAS, , ,2.00%,5.660,-1500,2,9.0,-101,4.44,0.1,5,0.346,,0.187,9.67,4,0.380,,0.203,8.84,15,4.24,5.53,0.17,0.361,9.30,0.32,0.29,11.32,2.52
Dylan Bundy,$7.5K,R,BAL,SP,BOS,9,12.20, , ,-800,3,8.5,114,4.06,-0.32,4,0.356,,0.191,6.29,5,0.319,,0.171,8.93,47,4.24,5.37,0.17,0.335,7.76,0.31,0.31,18.67,2.49
R.A. Dickey,$4.6K,R,ATL,SP,@ CIN, , ,0.50%, ,-2300,10,10.0,141,4.48,0.2,3,0.373,,0.226,5.51,6,0.358,,0.204,6.79,41,4.67,6.06,0.21,0.363,6.36,0.40,0.25,11.26,2.45
Jason Hammel,$6.6K,R,KCR,SP,CLE, , ,3.00%,5.327,200,-9,8.5,167,3.6,-0.03,6,0.359,,0.203,8.36,3,0.320,,0.166,7.75,39,4.18,5.34,0.17,0.346,8.16,0.32,0.29,15.98,2.42
Tyler Chatwood,$7.2K,R,COL,SP,@ SDP,4,4.60,27.50%,0.624,-400,1,8.0,-108,4.05,-0.08,3,0.330,,0.145,7.86,6,0.321,,0.150,6.75,37,4.25,5.29,0.20,0.324,7.12,0.45,0.18,17.15,2.38
Jon Lester,$10.6K,L,CHC,SP,STL,5,6.20,22.50%,1.107,300,4,8.5,-152,4.7,4.7,0,0.236,,0.098,9.67,9,0.290,,0.142,8.82,47,3.31,4.07,0.16,0.290,8.82,0.39,0.23,24.91,2.35
Matt Garza,$5.8K,R,MIL,SP,LAD, , ,1.00%,13.520,-1900,10,9.0,146,3.99,0.15,6,0.345,,0.163,6.00,3,0.316,,0.152,8.53,26,4.22,5.06,0.18,0.335,6.84,0.37,0.22,13.52,2.33
Randall Delgado,$5.6K,R,ARI,SP,@ MIA, , ,2.00%,6.490,-1000,0,8.5,126,3.94,-0.25,5,0.367,,0.188,7.55,4,0.305,,0.143,9.10,92,4.02,4.70,0.15,0.339,8.24,0.35,0.26,12.98,2.32
Tyler Glasnow,$6.3K,R,PIT,SP,@ NYM, , , , ,-300,-4,9.0,126,4.18,0.18,6,0.423,,0.260,11.12,3,0.368,,0.219,9.00,18,4.34,5.49,0.18,0.405,10.41,0.35,0.25,14.59,2.32
David Price,$8.5K,L,BOS,SP,@ BAL,13,12.80, , ,-1100,4,8.5,-124,4.44,-0.18,1,0.327,,0.179,7.67,8,0.321,,0.172,10.14,37,3.35,4.39,0.16,0.322,9.87,0.35,0.30,19.63,2.31
Jhoulys Chacin,$5.7K,R,SDP,SP,COL,6,6.60,10.00%,1.302,-1200,4,8.0,-102,3.95,0.08,4,0.345,,0.170,5.04,5,0.306,,0.097,10.06,45,4.00,4.77,0.17,0.323,7.83,0.41,0.20,13.02,2.28
Rich Hill,$8.8K,L,LAD,SP,@ MIL,7,7.80,20.00%,0.998,900,-4,9.0,-156,5.01,0.35,1,0.279,,0.061,7.80,8,0.267,,0.084,12.82,26,3.13,3.49,0.10,0.268,12.26,0.37,0.23,19.96,2.27
Alex Cobb,$7.7K,R,TBR,SP,@ SEA, , , , ,-700,3,9.0,100,4.56,0.31,4,0.377,,0.144,5.76,5,0.309,,0.150,6.98,17,4.24,5.37,0.20,0.339,6.44,0.39,0.22,17.08,2.22
Carlos Carrasco,$11.7K,R,CLE,SP,@ KCR,1,1.40,45.00%,0.555,1500,0,8.5,-177,4.9,0.03,4,0.369,,0.269,9.80,5,0.277,,0.150,9.64,35,3.16,4.39,0.18,0.318,9.71,0.38,0.27,24.98,2.14
Lance McCullers,$10.8K,R,HOU,SP,@ TEX,2,3.00, , ,1300,-1,9.5,-165,5.37,0.29,5,0.353,,0.126,12.22,4,0.302,,0.139,10.73,26,3.08,3.77,0.15,0.330,11.56,0.43,0.21,22.84,2.11
Joseph Ross,$8.2K,R,WAS,SP,@ OAK,11,12.60,7.50%,2.283,800,-6,9.0,-109,4.56,-0.1,4,0.397,,0.188,8.66,5,0.297,,0.135,8.41,25,3.68,4.65,0.18,0.341,8.52,0.36,0.22,17.12,2.09
Jordan Montgomery,$6.9K,L,NYY,SP,@ TOR, , , , ,200,-6,9.0,129,4.15,-0.16,0,0.275,,0.226,7.27,9,0.297,,0.090,9.50,9,3.97,4.40,0.11,0.297,9.50,0.31,0.32,14.25,2.07
Matt Shoemaker,$9.6K,R,LAA,SP,MIN,8,9.60, , ,900,-1,8.0,102,3.93,0.13,5,0.300,,0.157,8.16,4,0.326,,0.170,9.55,37,3.61,4.57,0.15,0.312,8.78,0.32,0.30,19.77,2.06
Miguel Gonzalez,$6.8K,R,CHW,SP,@ DET, , ,0.50%, ,-300,-1,10.0,122,4.68,-0.32,4,0.343,,0.184,7.11,5,0.313,,0.129,6.10,34,4.42,4.66,0.10,0.326,6.55,0.35,0.30,13.95,2.05
Johnny Cueto,$12.1K,R,SFG,SP,@ PHI,3,4.20,35.00%,0.710,2200,-2,8.5,-144,4.63,-0.03,5,0.301,,0.143,8.74,4,0.280,,0.120,8.27,44,3.24,3.86,0.14,0.292,8.53,0.43,0.22,24.84,2.05
