Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Robbie Ray,$9.6K,L,ARI,SP,@ PIT,1,3.71,22.50%,1.016,200,2,8.0,106,3.89,0.09,0,0.292,,0.111,12.72,9,0.343,,0.187,11.66,41,3.24,4.42,0.20,0.343,11.66,0.36,0.26,22.87,2.38
Justin Nicolino,$4.9K,L,MIA,SP,PHI, , ,0.50%, ,-1600,3,9.0,-116,4.62,0.18,1,0.307,,0.114,4.81,8,0.377,,0.172,5.08,20,4.85,5.31,0.13,0.369,5.05,0.36,0.24,11.49,2.34
Nick Martinez,$5.3K,R,TEX,SP,TBR, , ,0.50%, ,-1200,2,10.0,100,5.06,0.21,4,0.367,,0.167,4.03,5,0.346,,0.174,5.18,18,5.23,6.53,0.19,0.355,4.67,0.35,0.27,12.23,2.31
Michael Fiers,$5.7K,R,HOU,SP,@ MIN, , ,0.50%, ,-1100,1,9.0,-101,4.44,0.14,7,0.336,,0.166,6.62,2,0.394,,0.276,8.09,41,4.00,5.91,0.22,0.349,6.95,0.36,0.29,12.71,2.23
J.A. Happ,$8.2K,L,TOR,SP,CIN, , ,2.00%,9.065,-100,-2,10.0,-193,5.89,0.57,2,0.289,,0.118,7.01,7,0.304,,0.161,8.44,38,3.75,4.58,0.15,0.301,8.12,0.37,0.26,18.13,2.21
Kenta Maeda,$8.9K,R,LAD,SP,@ STL, , ,5.00%,3.902,0,0,8.0,-120,4.14,-0.16,2,0.316,,0.144,8.09,7,0.287,,0.150,10.79,43,3.36,4.43,0.18,0.293,10.19,0.37,0.25,19.51,2.19
Justin Verlander,$10.7K,R,DET,SP,@ KCR,8,11.14,5.00%,4.594,1400,-1,9.0,-133,4.79,0.05,4,0.261,,0.163,10.94,5,0.297,,0.153,8.85,45,3.45,4.44,0.15,0.281,9.78,0.27,0.34,22.97,2.15
Jeff Samardzija,$8.6K,R,SFG,SP,WAS,4,6.29,12.50%,1.453,-300,2,7.5,-117,3.86,-0.21,4,0.344,,0.212,8.31,5,0.278,,0.128,8.55,43,3.50,4.42,0.17,0.307,8.44,0.38,0.26,18.16,2.11
Ariel Miranda,$5.5K,L,SEA,SP,@ COL, , ,1.00%,11.550,-1300,2,11.0,127,5.09,-0.06,3,0.322,,0.129,8.14,6,0.300,,0.209,7.70,22,4.29,5.73,0.21,0.307,7.85,0.25,0.33,11.55,2.1
Luis Severino,$10.2K,R,NYY,SP,@ BAL,5,6.57,17.50%,1.226,1000,-1,8.5,-153,4.71,0.04,2,0.305,,0.148,9.33,7,0.339,,0.191,10.16,31,3.52,4.72,0.20,0.331,9.98,0.35,0.25,21.45,2.1
Trevor Bauer,$8.2K,R,CLE,SP,OAK, , , , ,400,-6,8.5,-167,4.82,0.06,3,0.331,,0.176,9.62,6,0.332,,0.157,8.35,47,3.76,4.88,0.19,0.332,8.77,0.39,0.24,17.03,2.08
Vincent Velasquez,$8.1K,R,PHI,SP,@ MIA,12,12.86,5.00%,3.352,700,-6,9.0,106,4.38,-0.18,6,0.343,,0.193,11.00,3,0.336,,0.193,10.76,32,3.41,4.97,0.22,0.341,10.92,0.31,0.29,16.76,2.07
Matt Andriese,$7.6K,R,TBR,SP,@ TEX,13,14.57,5.00%,3.032,-100,-2,10.0,-110,4.94,-0.21,4,0.274,,0.127,7.29,5,0.343,,0.171,8.64,39,3.77,4.75,0.15,0.312,8.04,0.36,0.30,15.16,1.99
Gio Gonzalez,$8.2K,L,WAS,SP,@ SFG,10,11.57,7.50%,2.121,-500,2,7.5,107,3.64,-0.29,1,0.281,,0.079,7.79,8,0.334,,0.166,10.18,42,3.81,4.86,0.17,0.328,9.91,0.37,0.25,15.91,1.94
Jose Quintana,$8.7K,L,CHW,SP,BOS,11,12.57,5.00%,3.380,300,-3,7.5,160,3.23,0.02,1,0.283,,0.133,8.22,8,0.315,,0.174,8.90,42,3.72,4.33,0.14,0.311,8.82,0.34,0.28,16.9,1.94
Chris Tillman,$6.7K,R,BAL,SP,NYY, , ,1.00%,11.980,-1300,4,8.5,143,3.79,-0.54,4,0.336,,0.160,9.10,5,0.322,,0.171,6.91,35,4.35,4.98,0.14,0.328,7.88,0.35,0.27,11.98,1.79
Zach Davies,$7.1K,R,MIL,SP,@ NYM, , ,0.50%, ,-500,-1,9.0,115,4.29,-0.11,7,0.368,,0.213,6.93,2,0.336,,0.157,8.07,38,3.88,4.99,0.19,0.361,7.18,0.38,0.23,12.5,1.76
Tyler Anderson,$8.0K,L,COL,SP,SEA,14,14.71,3.00%,4.450,1000,-7,11.0,-137,5.91,0.06,4,0.290,,0.126,9.15,5,0.358,,0.209,8.50,29,3.51,4.78,0.20,0.328,8.79,0.41,0.23,13.35,1.67
Sonny Gray,$8.6K,R,OAK,SP,@ CLE, , , , ,300,-4,8.5,157,3.68,-0.06,6,0.333,,0.156,6.61,3,0.365,,0.218,7.90,26,3.81,5.18,0.24,0.344,7.04,0.46,0.19,14,1.63
Bartolo Colon,$6.0K,R,ATL,SP,@ LAA, , ,0.25%, ,-300,-4,8.5,110,4.1,0.11,6,0.377,,0.248,6.39,3,0.323,,0.128,6.30,44,4.21,4.97,0.15,0.359,6.36,0.36,0.26,9.09,1.52
