Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Trevor Williams,$7.8K,R,PIT,SP,SDP, , ,12.50%,1.251,400, ,8.0,-142,4.32,0.13,3,0.117,,0.000,3.90,6,0.322,,0.084,2.60,1,3.34,0.00,0.00,0.254,3.00,0.00,0.00,15.64,2.01,1,0.219,,0.000,1.80,8,0.177,,0.097,10.80,1,3.42,0.00,0.09,0.182,9.80,0.00,0.00,4,0.296,,0.044,3.00,5,0.233,,0.087,6.00,4,3.23,0.00,0.10,0.261,4.70,0.00,0.00,4,0.262,,0.025,2.90,5,0.221,,0.109,6.30,8,3.59,0.00,0.11,0.239,4.80,0.00,0.00,4,0.301,,0.124,3.90,5,0.260,,0.122,5.80,35,3.31,0.00,0.17,0.278,4.90,0.00,0.00
Ty Blach,$5.5K,L,SFG,SP,COL, , ,0.00%, ,-400,1,8.0,101,4.07,0.02,3,0.413,,0.000,0.00,6,0.369,,0.245,2.20,1,6.71,0.00,0.50,0.384,1.50,0.00,0.00,10.93,1.99,3,0.275,,0.166,0.90,6,0.379,,0.274,4.40,2,5.01,0.00,0.33,0.344,3.20,0.00,0.00,1,0.146,,0.000,1.80,8,0.262,,0.127,8.90,4,2.92,0.00,0.10,0.249,8.10,0.00,0.00,1,0.283,,0.125,1.20,8,0.265,,0.108,7.70,7,3.58,0.00,0.10,0.267,7.00,0.00,0.00,1,0.338,,0.187,1.90,8,0.275,,0.152,6.30,56,3.78,0.00,0.17,0.282,5.80,0.00,0.00
Jack Flaherty,$7.3K,R,STL,SP,PHI, , ,15.00%,0.935,1500,-9,8.0,108,3.86,0.19,3,0.234,,0.000,3.50,6,0.224,,0.000,1.70,1,4.49,0.00,0.00,0.227,2.30,0.00,0.00,14.02,1.92,3,0.255,,0.120,2.20,6,0.389,,0.227,3.80,2,4.04,0.00,0.17,0.344,3.20,0.00,0.00,3,0.435,,0.334,2.00,6,0.285,,0.222,5.90,4,3.97,0.00,0.44,0.335,4.60,0.00,0.00,3,0.361,,0.219,2.20,6,0.315,,0.201,8.40,8,3.62,0.00,0.26,0.330,6.30,0.00,0.00,3,0.341,,0.266,2.60,6,0.338,,0.207,7.30,24,3.58,0.00,0.27,0.339,5.70,0.00,0.00
Lance McCullers,$11.3K,R,HOU,SP,CLE, , ,0.00%, ,2100,-1,7.5,-148,4.1,0.04,7,0.219,,0.000,3.00,2,0.223,,0.001,6.00,1,3.41,0.00,0.00,0.220,3.70,0.00,0.00,21.17,1.87,3,0.464,,0.142,1.10,6,0.383,,0.203,3.30,2,5.54,0.00,0.33,0.410,2.60,0.00,0.00,3,0.224,,0.060,2.20,6,0.341,,0.260,4.00,5,4.45,0.00,0.17,0.302,3.40,0.00,0.00,3,0.276,,0.086,1.60,6,0.279,,0.179,4.30,9,4.61,0.00,0.14,0.278,3.40,0.00,0.00,3,0.309,,0.107,2.80,6,0.290,,0.160,4.00,40,4.34,0.00,0.16,0.296,3.60,0.00,0.00
Carlos Carrasco,$11.5K,R,CLE,SP,@ HOU, , ,0.00%, ,2000, ,7.5,134,3.4,-0.04,4,0.396,,0.633,0.00,5,0.252,,0.091,5.80,1,4.19,0.00,0.25,0.316,3.20,0.00,0.00,21.1,1.83,3,0.234,,0.000,3.50,6,0.224,,0.000,1.70,1,4.49,0.00,0.00,0.227,2.30,0.00,0.00,3,0.346,,0.111,1.00,6,0.294,,0.135,3.40,5,5.29,0.00,0.19,0.311,2.60,0.00,0.00,3,0.294,,0.069,1.40,6,0.325,,0.116,3.10,10,5.46,0.00,0.13,0.315,2.50,0.00,0.00,3,0.265,,0.051,1.00,6,0.344,,0.178,3.20,43,5.18,0.00,0.16,0.318,2.50,0.00,0.00
Shohei Ohtani,$11.8K,R,LAA,SP,TBR, , ,0.00%, ,2700,-4,7.5,-199,4.43,-0.34,4,0.175,,0.000,7.40,5,0.157,,0.000,8.80,1,1.49,0.00,0.00,0.165,8.20,0.00,0.00,20.5,1.74,7,0.299,,0.091,4.10,2,0.286,,0.039,3.30,2,4.96,0.00,0.00,0.296,3.90,0.00,0.00,3,0.298,,0.000,2.60,6,0.295,,0.215,1.80,2,5.54,0.00,0.13,0.296,2.10,0.00,0.00,3,0.272,,0.000,4.10,6,0.333,,0.160,4.10,3,3.87,0.00,0.10,0.313,4.10,0.00,0.00,3,0.361,,0.187,3.70,6,0.290,,0.092,5.80,8,4.01,0.00,0.19,0.314,5.10,0.00,0.00
Daniel Mengden,$6.5K,R,OAK,SP,@ TOR, , ,2.00%,5.640,-400,5,9.5,-108,4.83,0.01,5,0.591,,0.556,1.50,4,0.206,,0.000,3.00,1,4.30,0.00,0.25,0.420,2.20,0.00,0.00,11.28,1.74,4,0.220,,0.186,4.10,5,0.225,,0.077,6.50,2,2.25,0.00,0.11,0.223,5.50,0.00,0.00,7,0.260,,0.079,3.50,2,0.263,,0.025,3.50,5,4.43,0.00,0.00,0.261,3.50,0.00,0.00,7,0.287,,0.131,5.40,2,0.289,,0.084,4.70,9,3.73,0.00,0.17,0.287,5.30,0.00,0.00,7,0.262,,0.087,5.40,2,0.315,,0.134,5.80,30,3.74,0.00,0.18,0.274,5.50,0.00,0.00
Alex Wood,$10.0K,L,LAD,SP,@ WAS, , ,10.00%,1.743,1400, ,7.5,122,3.49,0.1,2,0.439,,0.000,1.50,7,0.292,,0.000,6.00,1,3.62,0.00,0.00,0.325,5.00,0.00,0.00,17.43,1.74,4,0.238,,0.000,4.50,5,0.261,,0.143,8.20,2,2.26,0.00,0.11,0.251,6.50,0.00,0.00,4,0.268,,0.100,5.00,5,0.325,,0.196,7.80,4,2.60,0.00,0.17,0.300,6.60,0.00,0.00,4,0.261,,0.087,4.50,5,0.270,,0.179,5.30,8,2.94,0.00,0.16,0.266,4.90,0.00,0.00,4,0.298,,0.161,4.80,5,0.267,,0.130,6.10,39,2.79,0.00,0.19,0.281,5.50,0.00,0.00
Stephen Strasburg,$13.9K,R,WAS,SP,LAD, , ,22.50%,1.070,3900, ,7.5,-137,4.01,-0.1,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,24.07,1.73,5,0.406,,0.444,1.50,4,0.285,,0.147,3.70,2,3.99,0.00,0.21,0.352,2.50,0.00,0.00,4,0.320,,0.100,4.20,5,0.295,,0.118,8.40,3,2.89,0.00,0.18,0.306,6.50,0.00,0.00,4,0.257,,0.059,4.20,5,0.271,,0.153,7.80,6,2.59,0.00,0.25,0.265,6.20,0.00,0.00,4,0.257,,0.059,4.20,5,0.271,,0.153,7.80,6,2.59,0.00,0.25,0.265,6.20,0.00,0.00
Reynaldo Lopez,$7.5K,R,CHW,SP,TEX, , ,2.50%,5.096,2000,-13,8.5,-110,4.32,-0.02,5,0.794,,0.750,0.00,4,0.585,,0.600,0.00,1,7.57,0.00,0.20,0.701,0.00,0.00,0.00,12.74,1.7,2,0.329,,0.000,2.50,7,0.329,,0.086,4.90,2,4.09,0.00,0.14,0.329,4.40,0.00,0.00,5,0.264,,0.188,2.50,4,0.341,,0.200,3.90,5,3.71,0.00,0.18,0.298,3.10,0.00,0.00,5,0.235,,0.145,2.20,4,0.353,,0.209,4.40,9,3.74,0.00,0.18,0.287,3.20,0.00,0.00,5,0.268,,0.162,3.50,4,0.310,,0.174,4.00,14,3.84,0.00,0.17,0.287,3.70,0.00,0.00
Eduardo Rodriguez,$9.4K,L,BOS,SP,BAL, , ,15.00%,1.000,1700,-2,10.5,-233,6.45,0.53,0,0.361,,0.000,0.00,9,0.354,,0.210,7.20,1,3.42,0.00,0.13,0.354,7.20,0.00,0.00,15,1.6,4,0.210,,0.036,6.80,5,0.285,,0.126,2.70,2,2.80,0.00,0.00,0.252,4.50,0.00,0.00,2,0.369,,0.000,1.30,7,0.279,,0.117,6.80,5,3.63,0.00,0.10,0.299,5.50,0.00,0.00,2,0.312,,0.075,1.80,7,0.244,,0.113,6.60,9,3.38,0.00,0.08,0.259,5.50,0.00,0.00,2,0.265,,0.092,2.40,7,0.265,,0.146,7.00,35,3.33,0.00,0.19,0.265,6.00,0.00,0.00
Eric Skoglund,$5.3K,L,KCR,SP,NYY, , ,1.00%,8.440,-400, ,9.0,150,3.92,-0.13,1,0.000,,0.000,1.20,8,0.274,,0.080,3.80,1,4.58,0.00,0.00,0.244,3.50,0.00,0.00,8.44,1.59,5,0.487,,0.429,1.00,4,0.305,,0.353,5.00,2,5.14,0.00,0.38,0.406,2.80,0.00,0.00,4,0.209,,0.058,5.50,5,0.345,,0.214,5.50,4,2.42,0.00,0.15,0.285,5.50,0.00,0.00,4,0.280,,0.147,5.40,5,0.264,,0.168,6.50,8,2.66,0.00,0.23,0.271,6.00,0.00,0.00,4,0.253,,0.121,5.70,5,0.250,,0.116,6.40,35,2.62,0.00,0.15,0.251,6.10,0.00,0.00
Sergio Romo,$4.0K,R,TBR,SP,@ LAA, , ,0.00%, ,-1500,2,7.5,177,3.07,-0.16,0,0.000,,0.000,0.00,9,0.097,,0.000,11.70,3,2.24,0.00,0.00,0.097,11.70,0.00,0.00,5.01,1.25,0,0.103,,0.000,0.90,9,0.293,,0.134,9.90,2,2.61,0.00,0.09,0.293,9.90,0.00,0.00,5,0.391,,0.298,1.00,4,0.321,,0.154,2.40,5,5.91,0.00,0.19,0.360,1.60,0.00,0.00,5,0.386,,0.272,2.20,4,0.252,,0.137,4.00,8,4.94,0.00,0.18,0.326,3.00,0.00,0.00,5,0.360,,0.247,2.30,4,0.271,,0.128,4.00,15,4.82,0.00,0.18,0.320,3.10,0.00,0.00
