Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Madison Bumgarner,$8.3K,L,SFG,SP,@ KCR, , , , ,-300,3,8.0,-121,4.15,0.15,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,24.87,3
Michael Wacha,$6.3K,R,STL,SP,PIT, , , , ,-400,5,8.0,-127,4.21,0.11,3,0.329,,0.131,8.31,6,0.337,,0.149,9.63,33,0.00,0.00,0.00,0.334,9.19,0.00,0.00,18.78,2.98
Robert Gsellman,$5.5K,R,NYM,SP,PHI, , , , , ,2,7.5,-128,3.95,0.04,4,0.334,,0.182,7.33,5,0.346,,0.162,7.32,34,0.00,0.00,0.00,0.341,7.32,0.00,0.00,16.01,2.91
Jesse Hahn,$5.1K,R,OAK,SP,TEX, , , , ,-900,7,8.5,-114,4.34,0.01,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,14.64,2.87
Julio Teheran,$6.4K,R,ATL,SP,WAS, , , , , ,-3,8.0,100,3.95,-0.1,5,0.369,,0.240,7.17,4,0.338,,0.178,8.53,34,0.00,0.00,0.00,0.355,7.77,0.00,0.00,18.04,2.82
Amir Garrett,$5.5K,L,CIN,SP,BAL, , , , , ,2,9.0,-111,4.43,-0.26,1,0.377,,0.239,12.96,8,0.363,,0.263,8.34,22,0.00,0.00,0.00,0.365,8.85,0.00,0.00,15.09,2.74
Felix Hernandez,$7.9K,R,SEA,SP,MIA, , , , ,1200,-4,8.0,-142,4.34,0.22,4,0.343,,0.196,7.46,5,0.328,,0.209,8.74,20,0.00,0.00,0.00,0.335,8.17,0.00,0.00,21.24,2.69
Clayton Kershaw,$12.8K,L,LAD,SP,COL, , , , ,1500, ,6.5,-240,4.05,0.22,4,0.311,,0.204,9.00,5,0.269,,0.149,10.76,36,0.00,0.00,0.00,0.288,9.98,0.00,0.00,33.95,2.65
Jason Vargas,$6.8K,L,SFG,SP,@ KCR, , , , ,1200,-7,7.5,-128,3.95,0.04,2,0.359,,0.172,5.63,7,0.326,,0.177,8.28,32,0.00,0.00,0.00,0.333,7.69,0.00,0.00,17.02,2.5
Vincent Velasquez,$7.1K,R,PHI,SP,@ NYM, , , , ,-100,1,7.5,118,3.55,-0.04,6,0.376,,0.190,9.71,3,0.347,,0.218,8.66,18,0.00,0.00,0.00,0.366,9.36,0.00,0.00,17.6,2.48
