Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Dylan Covey,$4.6K,R,CHW,SP,@ KCR, , ,0.50%, ,-1300,0,8.5,171,3.57,-0.12,4,0.264,,0.154,5.40,5,0.528,,0.305,3.86,3,6.12,8.06,0.20,0.411,4.54,0.34,0.30,10.25,2.23
Dylan Bundy,$7.0K,R,BAL,SP,@ BOS, , ,4.00%,3.825,-1000,3,8.0,131,3.67,-0.28,5,0.342,,0.173,5.92,4,0.327,,0.173,9.61,41,4.03,5.25,0.19,0.335,7.56,0.32,0.28,15.3,2.19
Jake Odorizzi,$7.7K,R,TBR,SP,@ MIA, , ,2.00%,8.005,400,-7,8.0,134,3.64,-0.36,4,0.257,,0.145,10.00,5,0.345,,0.210,6.94,36,4.00,5.13,0.17,0.306,8.30,0.29,0.32,16.01,2.08
Gerrit Cole,$8.1K,R,PIT,SP,@ CIN, , ,5.00%,3.354,-900,5,8.5,-108,4.3,0.2,6,0.341,,0.145,10.45,3,0.294,,0.095,6.39,26,3.75,4.18,0.12,0.325,9.10,0.40,0.21,16.77,2.07
Daniel Norris,$6.7K,L,DET,SP,CLE, , ,0.50%, ,-300,-4,8.5,127,3.94,-0.25,1,0.315,,0.146,11.52,8,0.365,,0.188,8.75,18,3.92,4.59,0.14,0.359,9.06,0.35,0.28,13.9,2.07
Trevor Bauer,$7.8K,R,CLE,SP,@ DET, , ,3.00%,5.367,-100,-3,8.5,-137,4.56,-0.25,4,0.322,,0.162,9.63,5,0.331,,0.153,7.71,42,3.80,4.78,0.18,0.327,8.56,0.40,0.23,16.1,2.06
Lance McCullers,$10.7K,R,HOU,SP,TEX, , ,30.00%,0.723,1700,0,8.5,-215,5.15,0.09,4,0.393,,0.164,13.23,5,0.318,,0.141,11.50,20,3.16,3.85,0.15,0.351,12.27,0.42,0.22,21.7,2.03
Zach Davies,$6.9K,R,MIL,SP,@ STL, , ,0.25%, ,-500,-2,8.0,143,3.57,-0.27,3,0.359,,0.206,7.17,6,0.330,,0.147,8.27,33,3.77,4.62,0.17,0.340,7.90,0.38,0.23,13.21,1.91
Johnny Cueto,$11.5K,R,SFG,SP,@ LAD, , ,7.50%,2.801,2300,0,6.0,212,2.3,-0.02,7,0.288,,0.126,8.41,2,0.284,,0.124,7.95,38,3.30,3.86,0.14,0.287,8.31,0.43,0.22,21.01,1.83
Rick Porcello,$9.5K,R,BOS,SP,BAL, , ,5.00%,3.454,600,-1,8.0,-141,4.33,-0.22,3,0.298,,0.144,8.39,6,0.302,,0.163,8.41,39,3.44,4.30,0.14,0.301,8.40,0.35,0.30,17.27,1.82
Vincent Velasquez,$8.7K,R,PHI,SP,@ CHC, , ,0.25%, ,1100,-10,10.5,154,4.58,4.58,6,0.341,,0.206,11.24,3,0.329,,0.182,10.90,27,3.42,4.96,0.22,0.337,11.13,0.31,0.29,14.24,1.64
Andrew Cashner,$6.2K,R,TEX,SP,@ HOU, , ,0.25%, ,-600,-1,8.5,199,3.35,-0.09,4,0.347,,0.197,7.97,5,0.370,,0.199,7.53,28,4.73,5.71,0.16,0.360,7.73,0.33,0.28,10.08,1.63
