Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Tyler Chatwood,$5.9K,R,COL,SP,@ MIL,8,10.71,2.50%,6.580,-1700,8,9.0,-121,4.67,0.1,4,0.312,,0.122,8.16,5,0.313,,0.129,6.40,27,4.36,5.08,0.16,0.313,7.18,0.42,0.20,16.45,2.79
Garrett Richards,$7.1K,R,LAA,SP,@ OAK,13,14.57,17.50%,1.090,-1500,8,8.0,-111,4.06,0.24,4,0.222,,0.041,6.92,5,0.377,,0.188,10.34,6,4.05,4.05,0.08,0.308,8.82,0.32,0.26,19.07,2.69
J.A. Happ,$7.0K,L,TOR,SP,@ BAL, , ,5.00%,3.672,-1400,7,8.5,103,4.17,-0.4,1,0.281,,0.092,6.91,8,0.301,,0.156,8.04,35,3.89,4.59,0.14,0.299,7.91,0.37,0.26,18.36,2.62
Tanner Roark,$8.2K,R,WAS,SP,MIA,14,14.71,7.50%,2.679,-400,1,8.5,-156,4.73,0.27,4,0.289,,0.090,7.09,5,0.293,,0.109,8.36,35,3.97,4.57,0.13,0.291,7.80,0.41,0.22,20.09,2.45
Wily Peralta,$5.1K,R,MIL,SP,COL, , ,2.50%,4.908,-1300,1,9.0,111,4.33,-0.1,4,0.383,,0.210,5.98,5,0.362,,0.173,8.34,23,4.13,5.51,0.22,0.371,7.29,0.41,0.20,12.27,2.41
Brandon Finnegan,$6.5K,L,CIN,SP,PHI, , ,2.00%,7.780,-700,2,8.5,-105,4.2,-0.24,1,0.299,,0.108,7.28,8,0.334,,0.213,8.30,31,4.55,5.95,0.21,0.330,8.19,0.34,0.27,15.56,2.39
James Paxton,$6.9K,L,SEA,SP,@ HOU,7,8.57,17.50%,0.926,-800,2,8.0,103,3.92,-0.03,1,0.316,,0.106,6.50,8,0.328,,0.149,9.73,20,3.32,3.45,0.10,0.327,9.37,0.33,0.24,16.2,2.35
Charlie Morton,$6.1K,R,HOU,SP,SEA,11,13.71,15.00%,0.923,-300,-2,8.0,-113,4.08,0.03,4,0.290,,0.161,13.50,5,0.302,,0.000,7.71,4,3.18,3.74,0.13,0.297,10.28,0.52,0.18,13.84,2.27
Alex Cobb,$7.6K,R,TBR,SP,NYY, , ,1.00%,17.120,-400,0,7.5,113,3.59, ,4,0.450,,0.206,6.14,5,0.334,,0.156,7.82,6,4.41,6.60,0.33,0.386,7.07,0.40,0.20,17.12,2.25
Danny Salazar,$8.1K,R,CLE,SP,@ TEX,6,8.14,5.00%,3.584,-1000,3,8.5,-117,4.37,0.17,4,0.322,,0.211,11.90,5,0.326,,0.125,10.51,25,3.56,4.43,0.16,0.324,11.13,0.39,0.27,17.92,2.21
Jacob deGrom,$10.6K,R,NYM,SP,ATL,2,2.43,27.50%,0.848,800,1,7.0,-206,4.19,0.09,3,0.301,,0.108,9.22,6,0.322,,0.158,9.77,23,3.40,4.13,0.16,0.315,9.59,0.37,0.23,23.32,2.2
Chris Sale,$11.2K,L,BOS,SP,PIT,1,2.14,17.50%,1.403,-200,0,7.5,-161,4.21,-0.44,2,0.259,,0.149,11.01,7,0.295,,0.157,9.32,32,3.09,4.11,0.15,0.287,9.70,0.33,0.29,24.55,2.19
Jerad Eickhoff,$7.4K,R,PHI,SP,@ CIN,10,12.57,1.00%,16.180,-500,1,8.5,-105,4.3,-0.26,5,0.364,,0.238,7.39,4,0.281,,0.166,8.87,32,3.75,4.99,0.18,0.327,8.05,0.34,0.29,16.18,2.19
Cole Hamels,$8.7K,L,TEX,SP,CLE,9,10.86,7.50%,2.504,-600,0,8.5,107,4.13,-0.17,0,0.276,,0.106,8.01,9,0.335,,0.166,10.40,33,3.70,4.78,0.19,0.335,10.40,0.40,0.23,18.78,2.16
Michael Pineda,$8.4K,R,NYY,SP,@ TBR,5,7.71,12.50%,1.422,200,-3,7.5,-123,3.91, ,5,0.364,,0.238,12.10,4,0.338,,0.206,10.43,34,3.05,4.71,0.21,0.352,11.36,0.38,0.30,17.77,2.12
Matt Moore,$7.2K,L,SFG,SP,@ ARI, , ,7.50%,2.029,-600,1,9.5,-111,4.82,0.01,1,0.289,,0.113,8.80,8,0.301,,0.145,8.46,34,4.00,4.80,0.15,0.300,8.50,0.32,0.29,15.22,2.11
Ian Kennedy,$8.6K,R,KCR,SP,@ MIN, , , , ,800,-7,8.5,-111,4.31,-0.03,6,0.315,,0.190,9.41,3,0.324,,0.172,9.64,33,4.04,5.39,0.17,0.318,9.49,0.28,0.36,18.15,2.11
Jameson Taillon,$6.4K,R,PIT,SP,@ BOS, , ,1.00%,13.420,-700,0,7.5,151,3.29,-0.06,5,0.320,,0.121,7.13,4,0.296,,0.171,8.76,18,3.32,4.40,0.18,0.309,7.85,0.46,0.23,13.42,2.1
Jharel Cotton,$7.8K,R,OAK,SP,LAA,4,6.14,12.50%,1.302,1100,-14,8.0,101,3.94,0.26,2,0.247,,0.108,5.40,7,0.266,,0.183,7.04,5,3.79,4.43,0.21,0.262,6.68,0.27,0.22,16.28,2.09
Dan Straily,$6.6K,R,MIA,SP,@ WAS, , ,1.00%,13.700,-600,1,8.5,146,3.77,0.23,4,0.303,,0.135,7.03,5,0.333,,0.222,8.25,34,4.41,5.61,0.18,0.320,7.71,0.26,0.32,13.7,2.08
Dylan Bundy,$6.8K,R,BAL,SP,TOR,12,14.14,2.50%,5.600,-200,-5,8.5,-113,4.33,-0.1,2,0.353,,0.199,6.53,7,0.345,,0.188,9.80,36,4.05,5.66,0.21,0.347,9.07,0.33,0.29,14,2.06
Rich Hill,$10.8K,L,LAD,SP,SDP,3,3.14,32.50%,0.685,1200,-1,7.5,-246,4.7,0.29,2,0.250,,0.041,7.71,7,0.248,,0.077,13.14,21,2.83,3.04,0.08,0.248,11.93,0.39,0.23,22.27,2.06
Hector Santiago,$5.7K,L,MIN,SP,KCR, , , , ,-1500,6,8.5,101,4.19,0.03,3,0.335,,0.160,7.61,6,0.358,,0.244,7.67,33,4.83,6.03,0.18,0.350,7.65,0.30,0.34,11.68,2.05
Trevor Cahill,$4.4K,R,SDP,RP,@ LAD, , ,0.25%, ,-900,-25,7.5,226,2.8,0.21,6,0.293,,0.103,5.89,3,0.268,,0.097,10.75,47,3.92,5.06,0.21,0.285,7.51,0.45,0.19,8.41,1.91
Taijuan Walker,$7.5K,R,ARI,SP,SFG,14,14.71,0.50%, ,0,-5,9.5,101,4.68,-0.01,5,0.294,,0.245,9.55,4,0.356,,0.191,8.04,24,3.84,5.77,0.25,0.322,8.88,0.32,0.27,14.2,1.89
Bartolo Colon,$6.7K,R,ATL,SP,@ NYM, , ,1.00%,11.710,-800,2,7.0,191,2.81,-0.09,6,0.376,,0.247,6.38,3,0.295,,0.102,6.32,34,4.13,4.77,0.15,0.349,6.36,0.36,0.26,11.71,1.75
