Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Dinelson Lamet,$8.5K,R,SDP,SP,PHI,1,3.00,30.00%,0.742,200,-1,8.0,-165,4.52,0.21,4,0.384,,0.316,11.10,5,0.233,,0.117,12.62,13,3.33,4.84,0.18,0.300,11.94,0.29,0.34,22.25,2.62
Dan Straily,$6.5K,R,MIA,SP,SFG,3,5.17,10.00%,1.666,-800,4,7.5,-106,3.7,0.11,6,0.287,,0.157,7.47,3,0.332,,0.217,8.09,58,4.16,5.24,0.16,0.302,7.68,0.28,0.32,16.66,2.56
Jason Hammel,$6.6K,R,KCR,SP,@ OAK,12,12.17,10.00%,1.686,-500,1,9.0,-122,4.68,0.09,5,0.346,,0.186,8.05,4,0.310,,0.150,7.54,52,4.08,5.04,0.15,0.330,7.82,0.32,0.29,16.86,2.55
Alex Wood,$9.6K,L,LAD,SP,CHW,2,3.50,40.00%,0.610,0,4,8.5,-390,5.95,0.53,0,0.290,,0.107,8.35,9,0.282,,0.098,10.31,34,3.04,3.51,0.13,0.282,10.31,0.44,0.18,24.38,2.54
Ivan Nova,$6.4K,R,PIT,SP,@ MIL, , ,1.00%,15.370,-1100,7,9.0,118,4.26,-0.1,5,0.368,,0.223,5.53,4,0.312,,0.169,7.81,54,3.70,4.93,0.19,0.343,6.54,0.42,0.23,15.37,2.4
Tyler Skaggs,$6.2K,L,LAA,SP,@ WAS, , ,1.00%,14.840,-400,0,8.5,-102,4.2,0.19,3,0.323,,0.083,8.66,6,0.354,,0.169,10.10,17,3.80,4.41,0.14,0.344,9.62,0.39,0.24,14.84,2.39
Anthony Banda,$5.2K,L,ARI,SP,HOU, , , , ,-700,2,9.5,-102,4.69,0.03,1,0.304,,0.200,6.75,8,0.345,,0.138,12.86,3,3.59,3.94,0.06,0.340,12.18,0.38,0.38,12.22,2.35
Marco Estrada,$7.4K,R,TOR,SP,TBR,9,8.00,12.50%,1.379,-200,2,9.5,-119,4.91,0.11,4,0.277,,0.164,8.95,5,0.326,,0.190,9.13,56,4.05,4.86,0.15,0.304,9.05,0.28,0.33,17.24,2.33
Kyle Hendricks,$7.7K,R,CHC,SP,CIN,8,7.67,5.00%,3.428,0,2,8.0,-157,4.46,4.46,5,0.283,,0.131,7.71,4,0.260,,0.111,7.87,48,3.48,4.15,0.15,0.273,7.78,0.43,0.21,17.14,2.23
Rick Porcello,$7.8K,R,BOS,SP,STL, , ,3.00%,5.583,-600,4,9.5,-150,5.23,-0.1,3,0.312,,0.173,8.53,6,0.323,,0.181,8.18,58,3.51,4.54,0.15,0.319,8.30,0.33,0.31,16.75,2.15
