Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Andrew Cashner,$4.2K,R,BAL,SP,@ WAS, , ,2.50%,4.872,-1700,1,9.0,172,3.73,0.17,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.18,2.9,6,0.174,,0.000,3.00,3,0.591,,0.375,3.00,1,4.77,0.00,0.40,0.313,3.00,0.00,0.00,6,0.335,,0.162,3.70,3,0.536,,0.273,2.60,3,4.63,0.00,0.13,0.402,3.40,0.00,0.00,6,0.368,,0.250,5.50,3,0.404,,0.219,3.20,12,4.21,0.00,0.22,0.380,4.70,0.00,0.00,6,0.331,,0.164,3.20,3,0.331,,0.143,2.70,39,4.87,0.00,0.17,0.331,3.10,0.00,0.00
Jake Arrieta,$6.8K,R,PHI,SP,STL, , ,0.00%, ,-1100,3,8.5,-109,4.32,-0.04,4,0.591,,0.750,0.00,5,0.403,,0.076,2.90,1,6.43,0.00,0.33,0.487,1.60,0.00,0.00,17.99,2.65,4,0.393,,0.250,2.20,5,0.417,,0.223,3.30,2,5.72,0.00,0.33,0.406,2.80,0.00,0.00,4,0.349,,0.089,2.60,5,0.328,,0.146,4.30,5,4.50,0.00,0.21,0.337,3.50,0.00,0.00,4,0.300,,0.085,3.10,5,0.288,,0.120,3.80,12,4.67,0.00,0.13,0.293,3.50,0.00,0.00,4,0.344,,0.196,4.50,5,0.273,,0.127,4.80,41,3.80,0.00,0.20,0.305,4.70,0.00,0.00
Joey Lucchesi,$8.1K,L,SDP,SP,OAK, , ,0.00%, ,100,-1,8.0,-128,4.2,0.08,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,20.45,2.52,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,1,0.252,,0.027,2.70,8,0.329,,0.218,8.00,8,3.40,0.00,0.27,0.320,7.40,0.00,0.00,1,0.252,,0.027,2.70,8,0.329,,0.218,8.00,8,3.40,0.00,0.27,0.320,7.40,0.00,0.00
Lance Lynn,$5.1K,R,MIN,SP,BOS, , ,5.00%,2.486,-2500,12,8.5,140,3.79,-0.31,5,0.204,,0.000,2.90,4,0.348,,0.357,8.70,1,2.49,0.00,0.25,0.268,5.50,0.00,0.00,12.43,2.44,5,0.236,,0.000,2.20,4,0.252,,0.156,8.80,2,2.59,0.00,0.14,0.243,5.20,0.00,0.00,5,0.301,,0.073,3.00,4,0.226,,0.104,6.30,4,3.75,0.00,0.06,0.268,4.50,0.00,0.00,5,0.356,,0.164,3.10,4,0.327,,0.140,7.80,11,4.14,0.00,0.17,0.343,5.20,0.00,0.00,5,0.353,,0.207,3.00,4,0.284,,0.132,5.50,43,4.15,0.00,0.20,0.322,4.10,0.00,0.00
Austin Bibens-Dirkx,$4.0K,R,TEX,SP,@ KCR, , ,12.50%,0.763,-2200,5,9.0,-106,4.43,-0.22,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,9.54,2.39,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,5,0.345,,0.100,3.50,4,0.401,,0.172,6.10,2,3.43,0.00,0.17,0.370,4.70,0.00,0.00,5,0.345,,0.100,3.50,4,0.401,,0.172,6.10,2,3.43,0.00,0.17,0.370,4.70,0.00,0.00,5,0.339,,0.187,1.70,4,0.359,,0.210,4.20,25,4.59,0.00,0.22,0.348,2.80,0.00,0.00
Tyler Mahle,$6.7K,R,CIN,SP,DET, , ,0.00%, ,100,-3,9.0,-131,4.75,0.28,3,0.098,,0.000,0.00,6,0.246,,0.072,1.50,1,6.53,0.00,0.00,0.197,1.00,0.00,0.00,15.98,2.39,3,0.377,,0.118,2.40,6,0.206,,0.087,3.20,2,4.68,0.00,0.00,0.263,3.00,0.00,0.00,3,0.351,,0.135,3.40,6,0.270,,0.050,3.40,4,4.68,0.00,0.00,0.297,3.40,0.00,0.00,3,0.391,,0.269,4.40,6,0.282,,0.121,3.90,14,3.86,0.00,0.24,0.318,4.10,0.00,0.00,3,0.392,,0.252,3.80,6,0.280,,0.094,4.10,18,4.11,0.00,0.19,0.317,4.00,0.00,0.00
David Price,$8.8K,L,BOS,SP,@ MIN, , ,22.50%,0.870,200,-2,8.5,-156,4.71,-0.19,3,0.309,,0.000,3.90,6,0.146,,-0.012,5.10,0,1.96,0.00,0.00,0.200,4.70,0.00,0.00,19.57,2.22,5,0.299,,0.280,6.80,4,0.230,,0.182,5.60,1,3.19,0.00,0.33,0.268,6.20,0.00,0.00,5,0.237,,0.129,5.00,4,0.240,,0.106,6.60,4,2.46,0.00,0.19,0.238,5.70,0.00,0.00,5,0.245,,0.149,5.20,4,0.245,,0.131,5.40,13,2.72,0.00,0.26,0.245,5.30,0.00,0.00,5,0.258,,0.143,5.40,4,0.241,,0.136,6.60,41,2.22,0.00,0.26,0.250,5.90,0.00,0.00
Michael Fulmer,$7.4K,R,DET,SP,@ CIN, , ,0.00%, , ,-2,9.0,116,4.25,0.22,6,0.176,,0.050,5.10,3,0.355,,0.167,0.00,1,4.25,0.00,0.00,0.236,3.40,0.00,0.00,16.1,2.18,3,0.264,,0.000,2.80,6,0.231,,0.022,6.20,1,2.96,0.00,0.00,0.242,5.10,0.00,0.00,3,0.241,,0.000,1.80,6,0.261,,0.095,8.10,4,3.09,0.00,0.05,0.254,6.00,0.00,0.00,3,0.246,,0.091,1.40,6,0.299,,0.141,8.70,12,3.58,0.00,0.13,0.281,6.20,0.00,0.00,3,0.235,,0.044,1.60,6,0.297,,0.149,8.70,25,3.46,0.00,0.13,0.276,6.30,0.00,0.00
Chad Bettis,$5.5K,R,COL,SP,NYM, , ,2.50%,4.768,-200,-3,11.0,-108,5.59,-0.27,5,0.420,,0.545,8.70,4,0.382,,0.000,1.70,1,4.72,0.00,1.00,0.403,5.60,0.00,0.00,11.92,2.17,6,0.185,,0.050,5.80,3,0.273,,0.091,1.30,2,3.19,0.00,0.00,0.214,4.30,0.00,0.00,6,0.234,,0.118,5.10,3,0.414,,0.184,1.30,5,4.54,0.00,0.15,0.294,3.80,0.00,0.00,6,0.305,,0.187,4.90,3,0.311,,0.089,3.90,12,4.14,0.00,0.17,0.307,4.60,0.00,0.00,6,0.298,,0.136,3.70,3,0.282,,0.105,3.40,37,4.23,0.00,0.15,0.293,3.60,0.00,0.00
Gio Gonzalez,$8.8K,L,WAS,SP,BAL, , ,22.50%,0.837,-400,2,9.0,-194,5.27,-0.17,0,0.000,,0.000,0.00,9,0.461,,0.349,12.00,1,5.01,0.00,0.25,0.461,12.00,0.00,0.00,18.83,2.14,5,0.327,,0.273,9.80,4,0.724,,0.667,2.00,2,3.80,0.00,0.83,0.503,6.30,0.00,0.00,5,0.333,,0.308,4.80,4,0.496,,0.320,4.00,4,3.77,0.00,0.50,0.405,4.50,0.00,0.00,5,0.293,,0.202,3.60,4,0.364,,0.193,3.50,13,4.46,0.00,0.29,0.325,3.60,0.00,0.00,5,0.310,,0.219,3.80,4,0.365,,0.192,3.30,21,4.43,0.00,0.26,0.334,3.60,0.00,0.00
