Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Wily Peralta,$6.8K,R,MIL,SP,CIN, , , , ,-1300,8,9.5,-121,4.93,0.19,4,0.377,,0.202,6.04,5,0.359,,0.181,8.11,27,4.24,5.47,0.21,0.367,7.19,0.40,0.21,14.97,2.2
Cole Hamels,$9.3K,L,TEX,SP,MIN, , ,10.00%,2.012,-200,1,9.0,-136,4.82,-0.11,1,0.262,,0.096,7.71,8,0.332,,0.166,9.75,37,3.80,4.91,0.19,0.324,9.52,0.41,0.23,20.12,2.16
Alex Cobb,$6.4K,R,TBR,SP,@ BAL, , ,2.50%,5.480,-900,1,8.0,129,3.69,0.01,4,0.397,,0.193,6.59,5,0.320,,0.142,7.43,10,4.18,6.22,0.29,0.354,7.06,0.40,0.22,13.7,2.14
Vincent Velasquez,$8.9K,R,PHI,SP,MIA, , ,17.50%,1.055,1100,-7,8.0,-106,3.95,-0.1,4,0.347,,0.206,11.53,5,0.323,,0.176,11.25,26,3.36,4.91,0.22,0.334,11.37,0.31,0.29,18.46,2.07
Sean Manaea,$7.6K,L,OAK,SP,@ LAA, , ,2.50%,6.280,-300,0,8.0,123,3.74,0.03,1,0.237,,0.128,8.82,8,0.342,,0.175,8.29,29,3.69,4.71,0.17,0.330,8.35,0.36,0.25,15.7,2.07
Rick Porcello,$9.3K,R,BOS,SP,NYY, , ,5.00%,3.786,0,0,7.5,-110,3.8,0.05,4,0.300,,0.148,8.41,5,0.303,,0.162,8.21,38,3.44,4.28,0.14,0.302,8.30,0.35,0.30,18.93,2.04
Tyler Chatwood,$5.4K,R,COL,SP,WAS, , ,0.25%, ,-800,1,11.0,-111,5.58,-0.28,4,0.310,,0.138,7.99,5,0.323,,0.143,6.15,31,4.28,5.21,0.19,0.317,6.97,0.43,0.19,11,2.04
Jon Lester,$11.6K,L,CHC,SP,@ PIT, , ,17.50%,1.331,1100,0,8.0,-145,4.36,-0.15,1,0.230,,0.094,9.30,8,0.280,,0.130,8.66,40,3.31,3.98,0.16,0.274,8.73,0.38,0.22,23.29,2.01
Johnny Cueto,$11.1K,R,SFG,SP,LAD, , ,10.00%,2.201,1500,-1,6.5,-101,3.21,-0.2,7,0.290,,0.123,8.45,2,0.281,,0.124,7.92,37,3.29,3.83,0.13,0.288,8.33,0.43,0.22,22.01,1.98
Robert Gsellman,$6.7K,R,NYM,SP,ATL, , ,10.00%,1.315,-900,3,7.0,-142,3.8,0.55,3,0.276,,0.062,11.57,6,0.336,,0.131,7.41,13,3.26,3.61,0.11,0.316,8.80,0.42,0.19,13.15,1.96
Jose Quintana,$10.5K,L,CHW,SP,KCR, , , , ,2000,-5,8.0,-128,4.17,-0.11,3,0.292,,0.125,7.88,6,0.320,,0.193,8.68,36,3.79,4.49,0.14,0.311,8.41,0.33,0.28,20.1,1.91
Trevor Bauer,$8.2K,R,CLE,SP,HOU, , , , ,400,-5,8.5,-125,4.45,0.27,5,0.322,,0.155,9.78,4,0.328,,0.147,7.46,41,3.84,4.73,0.17,0.325,8.75,0.40,0.23,15.5,1.89
Lance McCullers,$10.3K,R,HOU,SP,@ CLE, , , , ,600,2,8.5,115,4.05,-0.27,7,0.386,,0.166,13.08,2,0.325,,0.143,11.53,19,3.11,3.86,0.16,0.372,12.74,0.43,0.22,19.47,1.89
Julio Teheran,$8.6K,R,ATL,SP,@ NYM, , ,2.50%,6.128,200,-1,7.0,132,3.2,-0.05,6,0.365,,0.245,6.28,3,0.246,,0.098,9.73,34,3.69,4.44,0.13,0.325,7.43,0.34,0.31,15.32,1.78
Tanner Roark,$6.0K,R,WAS,SP,@ COL, , ,0.01%, ,-100,-3,11.0,101,5.42,-0.22,4,0.302,,0.107,7.00,5,0.286,,0.101,8.02,39,3.95,4.53,0.13,0.293,7.57,0.41,0.22,10.44,1.74
Nate Karns,$8.0K,R,KCR,SP,@ CHW, , , , ,1600,-12,8.0,108,3.83,0.11,2,0.295,,0.153,11.92,7,0.379,,0.206,8.41,26,4.01,5.20,0.17,0.360,9.19,0.35,0.29,13.53,1.69
Alex Wood,$7.4K,L,LAD,SP,@ SFG, , ,10.00%,1.223,0,-3,6.5,-109,3.29,-0.3,2,0.308,,0.098,9.00,7,0.312,,0.116,9.67,18,3.44,3.96,0.14,0.311,9.52,0.40,0.19,12.23,1.65
Zachary Godley,$0.0,R,ARI,SP,SDP, , ,1.00%,13.250,0,0,10.0,-124,5.23,0.13,3,0.425,,0.310,7.66,6,0.350,,0.185,6.23,27,3.85,5.67,0.25,0.375,6.71,0.47,0.22,13.25,0
