Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Matt Cain,$5.1K,R,SFG,SP,ARI,17,22.25,2.00%,7.170,-1500,10,8.5,-111,4.31,0.22,2,0.357,,0.188,8.72,7,0.386,,0.253,7.53,22,4.50,6.23,0.23,0.380,7.79,0.32,0.27,14.34,2.81
Mike Leake,$5.6K,R,STL,SP,@ WAS,19,23.00, , ,-700,2,7.5,172,3.14,0.05,5,0.297,,0.139,7.44,4,0.319,,0.122,6.46,32,3.66,4.37,0.15,0.307,7.00,0.42,0.21,13.95,2.49
Derek Holland,$4.5K,L,CHW,SP,@ CLE, , , , ,-2100,12,8.0,230,2.96,-0.11,1,0.248,,0.036,7.53,8,0.357,,0.200,6.18,23,4.66,5.37,0.16,0.345,6.33,0.33,0.25,10.98,2.44
Steven Wright,$7.6K,R,BOS,SP,BAL,13,18.62,15.00%,1.211,-1200,7,9.5,-133,5.06,-0.04,2,0.312,,0.162,7.08,7,0.307,,0.118,8.64,25,4.12,4.51,0.10,0.308,8.29,0.37,0.28,18.16,2.39
Danny Salazar,$8.7K,R,CLE,SP,CHW,3,4.12, , ,-700,3,8.0,-251,5.04,0.11,4,0.332,,0.217,12.07,5,0.323,,0.121,10.83,26,3.54,4.46,0.17,0.327,11.38,0.39,0.26,20.73,2.38
Ivan Nova,$8.0K,R,PIT,SP,CIN,6,10.75,5.00%,3.774,600,-1,8.0,-155,4.44, ,5,0.392,,0.247,6.29,4,0.308,,0.168,8.23,32,3.50,4.74,0.18,0.355,7.15,0.46,0.24,18.87,2.36
Jesse Chavez,$7.5K,R,LAA,SP,TEX,9,15.12,5.00%,3.474,1500,-14,8.5,-135,4.55,0.07,5,0.384,,0.187,9.33,4,0.319,,0.191,8.93,60,3.57,4.97,0.18,0.355,9.15,0.35,0.30,17.37,2.32
Michael Fiers,$8.2K,R,HOU,SP,@ SEA,16,21.12,10.00%,1.875,900,-3,8.5,-115,4.35,-0.01,5,0.325,,0.136,6.59,4,0.366,,0.232,7.71,33,3.97,5.24,0.18,0.343,7.09,0.37,0.29,18.75,2.29
Marcus Stroman,$9.3K,R,TOR,SP,MIL,2,4.00,42.50%,0.488,700,-2,9.0,-220,5.48,0.21,4,0.307,,0.142,7.56,5,0.319,,0.153,7.81,34,3.42,4.48,0.18,0.314,7.70,0.50,0.19,20.72,2.23
Andrew Triggs,$5.3K,R,OAK,SP,@ KCR,12,18.50,2.00%,5.795,-1300,9,8.5,100,4.2,0.02,5,0.344,,0.185,12.05,4,0.284,,0.121,7.49,25,3.40,3.96,0.13,0.317,10.02,0.42,0.21,11.59,2.19
Blake Snell,$7.3K,L,TBR,SP,@ NYY,7,11.50, , ,-500,7,8.5,107,4.13,-0.07,1,0.301,,0.028,11.78,8,0.353,,0.129,10.02,21,4.34,4.24,0.08,0.347,10.22,0.27,0.27,15.76,2.16
Jason Hammel,$7.7K,R,KCR,SP,OAK,14,19.50,7.50%,2.175,-100,3,8.5,-110,4.3,-0.02,4,0.362,,0.215,8.43,5,0.292,,0.158,7.85,30,4.02,5.27,0.18,0.323,8.11,0.35,0.29,16.31,2.12
Max Scherzer,$12.6K,R,WAS,SP,STL,1,2.38, , ,1700,0,7.5,-182,4.36,-0.05,5,0.341,,0.212,9.78,4,0.214,,0.135,12.78,37,2.74,3.95,0.19,0.285,11.11,0.29,0.30,26.55,2.11
Michael Fulmer,$9.5K,R,DET,SP,MIN,8,13.38, , ,0,1,8.5,-137,4.56,-0.03,7,0.257,,0.088,7.14,2,0.300,,0.157,8.88,27,3.68,4.40,0.14,0.267,7.53,0.43,0.23,19.85,2.09
Tom Koehler,$6.9K,R,MIA,SP,ATL,11,18.12,1.00%,14.430,0,3,8.0,-107,4.05,-0.38,5,0.349,,0.195,8.45,4,0.337,,0.158,6.89,33,4.58,5.43,0.16,0.344,7.76,0.32,0.26,14.43,2.09
Kyle Gibson,$6.0K,R,MIN,SP,@ DET,23,23.25, , ,-300,-1,8.5,127,3.94,0.03,3,0.358,,0.156,7.29,6,0.343,,0.166,6.96,26,4.46,5.58,0.19,0.348,7.07,0.38,0.23,12.46,2.08
Amir Garrett,$5.8K,L,CIN,SP,@ PIT,21,23.12,2.00%,5.925,-300,-3,8.0,145,3.56, ,1,0.178,,0.000,6.75,8,0.121,,0.000,7.36,1,4.59,3.45,0.00,0.127,7.29,0.27,0.33,11.85,2.04
John Lackey,$9.9K,R,CHC,SP,LAD,5,6.38,37.50%,0.529,900,-2,7.0,-128,3.69,3.69,6,0.318,,0.125,8.21,3,0.267,,0.156,9.61,32,3.50,4.43,0.16,0.301,8.68,0.35,0.26,19.84,2
Zack Wheeler,$8.3K,R,NYM,SP,@ PHI,10,16.12,17.50%,0.946,2100,-18,8.0,103,3.92,0.02,4,0.562,,0.500,13.50,5,0.222,,0.000,4.50,1,3.27,5.80,0.25,0.373,8.50,0.50,0.29,16.55,1.99
Jordan Montgomery,$5.8K,L,NYY,SP,TBR,15,20.25, , ,-800,6,8.5,-117,4.37,0.07,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,10.98,1.89
Jaime Garcia,$7.1K,L,ATL,SP,@ MIA,23,23.25,5.00%,2.658,-200,6,8.0,-103,3.95,-0.12,3,0.300,,0.146,8.39,6,0.345,,0.189,8.10,32,3.70,5.37,0.24,0.330,8.20,0.48,0.21,13.29,1.87
A.J. Griffin,$7.2K,R,TEX,SP,@ LAA,21,23.12,1.00%,13.050,-100,5,8.5,125,3.95,-0.07,3,0.412,,0.366,9.08,6,0.317,,0.172,8.74,23,4.31,6.84,0.26,0.349,8.85,0.26,0.34,13.05,1.81
Vincent Velasquez,$9.2K,R,PHI,SP,NYM,4,5.62,32.50%,0.508,1000,-2,8.0,-113,4.08,-0.02,6,0.340,,0.187,11.82,3,0.324,,0.180,11.49,24,3.23,4.75,0.21,0.335,11.71,0.30,0.30,16.5,1.79
Brandon McCarthy,$7.8K,R,LAD,SP,@ CHC,18,22.88,2.50%,5.404,1300,-11,7.0,118,3.31,3.31,5,0.313,,0.065,11.81,4,0.281,,0.129,9.76,12,4.23,4.61,0.12,0.299,10.90,0.34,0.27,13.51,1.73
Chase Anderson,$6.8K,R,MIL,SP,@ TOR, , ,1.00%,11.460,400,-3,9.0,203,3.52,-0.21,1,0.322,,0.218,6.96,8,0.395,,0.250,7.96,32,4.36,5.86,0.19,0.387,7.85,0.33,0.32,11.46,1.69
Shelby Miller,$7.4K,R,ARI,SP,@ SFG,19,23.00,5.00%,2.374,300,0,8.5,101,4.19,0.28,6,0.442,,0.246,6.91,3,0.332,,0.143,7.58,21,4.72,5.60,0.16,0.405,7.13,0.32,0.25,11.87,1.6
Kyle Freeland,$4.7K,L,COL,SP,SDP, , , , ,-900,-1,12.0,-156,6.68,0.2,1,0.222,,0.000,18.00,8,0.283,,0.133,9.00,1,3.15,2.80,0.00,0.276,10.00,0.50,0.25,7.38,1.57
Yovani Gallardo,$6.7K,R,SEA,SP,HOU, , ,5.00%,2.086,800,-8,8.5,105,4.15,0.01,4,0.365,,0.155,8.33,5,0.358,,0.187,5.62,24,4.95,5.81,0.15,0.361,6.82,0.36,0.28,10.43,1.56
Ubaldo Jimenez,$6.1K,R,BAL,SP,@ BOS, , ,1.00%,9.200,-600,5,9.5,123,4.44,0.04,4,0.393,,0.241,11.29,5,0.328,,0.128,7.38,31,4.31,5.34,0.18,0.357,9.12,0.43,0.23,9.2,1.51
Zach Lee,$4.0K,R,SDP,RP,@ COL, , , , ,-1500,-29,12.0,146,5.32,-0.2,5,0.690,,0.000,0.00,4,0.515,,0.400,9.00,1,4.03,7.13,0.33,0.612,4.00,0.27,0.27,3.5,0.88
