Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Trevor Cahill,$5.6K,R,SDP,SP,MIA, , ,1.00%,16.800,-800,2,8.0,-102,3.95,0.31,4,0.289,,0.103,7.99,5,0.277,,0.103,10.93,49,3.76,4.89,0.22,0.282,9.62,0.45,0.18,16.8,3
Dylan Bundy,$6.9K,R,BAL,SP,BOS, , ,2.00%,9.490,-500,0,8.5,-106,4.2,-0.1,5,0.354,,0.190,6.12,4,0.326,,0.163,10.07,39,3.92,5.20,0.19,0.342,7.88,0.34,0.29,18.98,2.75
Adam Conley,$7.0K,L,MIA,SP,@ SDP, , ,10.00%,1.824,-1300,10,8.0,-108,4.05,0.19,2,0.342,,0.115,5.69,7,0.310,,0.182,9.23,28,4.42,4.96,0.12,0.317,8.44,0.29,0.29,18.24,2.61
Tim Adleman,$4.5K,R,CIN,SP,CHC, , ,0.50%, ,-1100,0,8.5,160,3.66,0.01,4,0.373,,0.282,8.72,5,0.327,,0.207,5.50,14,4.43,6.01,0.18,0.347,6.93,0.29,0.35,11.7,2.6
Sean Manaea,$7.8K,L,OAK,SP,SEA, , ,5.00%,3.770,400,-8,8.0,-118,4.13,0.14,3,0.239,,0.135,9.10,6,0.342,,0.176,8.11,28,3.69,4.77,0.17,0.308,8.44,0.36,0.26,18.85,2.42
Drew Pomeranz,$6.7K,L,BOS,SP,@ BAL, , ,25.00%,0.647,-1000,7,8.5,-104,4.3,0.1,1,0.309,,0.109,9.46,8,0.309,,0.190,11.41,35,3.36,4.47,0.18,0.309,11.19,0.37,0.29,16.17,2.41
Nate Karns,$5.9K,R,KCR,SP,@ TEX, , ,1.00%,13.850,-300,-1,8.5,136,3.85,-0.17,5,0.278,,0.116,11.31,4,0.374,,0.189,8.61,25,4.01,4.78,0.14,0.321,10.11,0.35,0.28,13.85,2.35
Jon Lester,$10.6K,L,CHC,SP,@ CIN, , ,20.00%,1.232,0,1,8.5,-170,4.84,-0.01,2,0.236,,0.097,9.47,7,0.273,,0.123,8.69,39,3.31,3.95,0.15,0.265,8.86,0.38,0.23,24.64,2.32
Alex Cobb,$7.1K,R,TBR,SP,HOU, , ,2.50%,6.484,-300,-2,8.5,103,4.17,0.11,4,0.415,,0.223,6.17,5,0.317,,0.142,6.46,9,4.35,6.48,0.31,0.361,6.33,0.41,0.21,16.21,2.28
Wily Peralta,$5.7K,R,MIL,SP,STL, , ,1.00%,12.740,-2000,13,8.5,102,4.18,-0.01,3,0.372,,0.195,6.08,6,0.352,,0.175,8.39,26,4.15,5.41,0.22,0.359,7.62,0.41,0.20,12.74,2.24
