Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Cole Hamels,$7.8K,L,TEX,SP,LAA, , ,7.50%,2.967,-1100,5,10.0,-134,5.34,0.08,1,0.266,,0.090,7.28,8,0.331,,0.165,9.65,40,3.88,4.97,0.19,0.324,9.39,0.41,0.22,22.25,2.85
Jordan Montgomery,$6.5K,L,NYY,SP,MIL,7,7.50,17.50%,1.046,-1400,5,10.5,-224,6.43,0.23,1,0.282,,0.256,5.73,8,0.297,,0.130,9.28,15,3.76,4.72,0.14,0.295,8.89,0.33,0.33,18.31,2.82
Sean Manaea,$6.4K,L,OAK,SP,@ SEA,4,6.83,10.00%,1.774,-2200,11,8.0,148,3.53,-0.05,3,0.220,,0.100,8.12,6,0.345,,0.175,8.76,39,3.63,4.58,0.17,0.303,8.55,0.36,0.25,17.74,2.77
Matt Moore,$5.5K,L,SFG,SP,MIA, , ,5.00%,2.844,-1900,7,8.5,-106,4.2,0.26,4,0.357,,0.182,8.50,5,0.309,,0.156,8.42,51,4.18,4.98,0.14,0.330,8.46,0.30,0.31,14.22,2.59
Jason Hammel,$5.3K,R,KCR,SP,@ LAD, , ,2.00%,6.870,-2200,12,8.5,182,3.48,0.02,5,0.369,,0.205,8.56,4,0.311,,0.160,7.45,45,4.13,5.23,0.16,0.343,8.07,0.31,0.29,13.74,2.59
Max Scherzer,$13.2K,R,WAS,SP,ATL,1,2.33,30.00%,1.121,800,0,8.0,-270,5.13, ,4,0.324,,0.195,9.92,5,0.200,,0.124,13.43,53,2.55,3.75,0.18,0.255,11.87,0.30,0.30,33.63,2.55
Kenta Maeda,$7.4K,R,LAD,SP,KCR,8,8.33,20.00%,0.935,-800,3,8.5,-195,5.02,-0.02,4,0.312,,0.149,8.24,5,0.289,,0.147,10.83,50,3.37,4.42,0.18,0.299,9.68,0.37,0.24,18.7,2.53
James Paxton,$8.5K,L,SEA,SP,OAK,1,2.33,27.50%,0.780,-700,1,8.0,-158,4.47,0.05,2,0.276,,0.085,6.67,7,0.320,,0.146,10.09,33,3.36,3.50,0.10,0.310,9.33,0.33,0.24,21.45,2.52
Aaron Sanchez,$6.1K,R,TOR,SP,HOU, , ,3.00%,5.020,-1900,9,9.5,-113,4.84,0.33,4,0.286,,0.130,8.82,5,0.275,,0.107,6.85,37,3.80,4.45,0.14,0.280,7.73,0.46,0.23,15.06,2.47
Jake Odorizzi,$6.2K,R,TBR,SP,BOS, , ,5.00%,3.030,-1300,5,8.5,122,3.98,-0.27,4,0.279,,0.169,9.27,5,0.344,,0.215,7.52,48,4.06,5.38,0.18,0.315,8.30,0.28,0.32,15.15,2.44
Felix Jorge,$4.7K,R,MIN,SP,BAL, , ,1.00%,11.200,-1300,2,10.0,107,4.85,-0.3,2,0.646,,0.500,0.00,7,0.357,,0.214,5.40,1,4.95,6.57,0.17,0.421,4.20,0.44,0.33,11.2,2.38
Charlie Morton,$7.1K,R,HOU,SP,@ TOR, , ,5.00%,3.268,-500,2,9.5,103,4.66,-0.33,4,0.291,,0.134,14.12,5,0.352,,0.177,9.00,14,3.30,4.43,0.17,0.325,11.28,0.43,0.23,16.34,2.3
Jordan Zimmermann,$5.4K,R,DET,SP,@ CLE, , ,0.50%, ,-1600,1,9.5,216,3.62,-0.03,7,0.338,,0.191,6.35,2,0.379,,0.220,6.23,35,4.56,5.82,0.18,0.347,6.32,0.33,0.30,12.24,2.27
Dan Straily,$8.0K,R,MIA,SP,@ SFG,11,10.50,7.50%,2.381,-300,0,8.5,-104,4.3,0.24,5,0.276,,0.137,7.65,4,0.333,,0.222,8.33,51,4.13,5.29,0.17,0.301,7.95,0.29,0.33,17.86,2.23
R.A. Dickey,$5.8K,R,ATL,SP,@ WAS, , ,0.50%, ,-1600,4,8.0,245,2.87, ,5,0.362,,0.214,5.77,4,0.350,,0.197,6.98,47,4.55,5.84,0.20,0.357,6.31,0.39,0.25,12.83,2.21
Junior Guerra,$5.2K,R,MIL,SP,@ NYY, , ,0.50%, ,-1400,1,10.5,207,4.07,-0.23,5,0.283,,0.132,7.92,4,0.320,,0.172,7.97,29,4.43,5.38,0.17,0.299,7.94,0.36,0.27,11.49,2.21
Zack Greinke,$11.2K,R,ARI,SP,CIN,9,9.17,5.00%,4.876,1500,0,9.0,-193,5.3,0.05,4,0.300,,0.183,9.27,5,0.310,,0.162,8.85,43,3.30,4.44,0.19,0.306,9.04,0.40,0.25,24.38,2.18
German Marquez,$5.7K,R,COL,SP,CHW, , ,3.00%,4.127,-300,-5,11.0,-168,6.25,-0.71,5,0.363,,0.168,9.00,4,0.342,,0.212,7.40,19,4.08,4.68,0.11,0.354,8.29,0.34,0.28,12.38,2.17
Nicholas Pivetta,$8.4K,R,PHI,SP,SDP, , , , ,1100,-13,9.0,-121,4.67,-0.04,4,0.351,,0.085,10.26,5,0.402,,0.311,10.30,10,4.29,5.83,0.20,0.379,10.28,0.33,0.32,18.16,2.16
Carlos Carrasco,$11.0K,R,CLE,SP,DET,6,7.17,15.00%,1.579,1500,0,9.5,-235,5.88,0.53,2,0.369,,0.269,10.19,7,0.287,,0.151,9.97,41,3.16,4.37,0.18,0.305,10.02,0.37,0.28,23.69,2.15
Carlos Martinez,$10.7K,R,STL,SP,NYM,10,10.00,7.50%,3.028,1300,0,7.5,-112,3.81,-0.54,5,0.340,,0.162,8.30,4,0.239,,0.080,9.76,46,3.43,4.17,0.15,0.295,8.95,0.45,0.21,22.71,2.12
Drew Pomeranz,$8.7K,L,BOS,SP,@ TBR,4,6.83,10.00%,1.826,100,-2,8.5,-132,4.52,-0.23,4,0.320,,0.126,10.59,5,0.313,,0.174,10.70,49,3.38,4.43,0.18,0.316,10.65,0.36,0.27,18.26,2.1
Ricky Nolasco,$6.7K,R,LAA,SP,@ TEX, , ,1.00%,13.820,-700,-1,10.0,124,4.66,0.42,4,0.311,,0.185,6.33,5,0.347,,0.208,8.33,49,3.99,5.28,0.17,0.331,7.44,0.36,0.31,13.82,2.06
Tim Adleman,$5.6K,R,CIN,SP,@ ARI, , ,0.50%, ,-1600,2,9.0,181,3.7,-0.05,3,0.364,,0.258,6.65,6,0.345,,0.210,8.56,28,4.32,6.27,0.21,0.351,7.92,0.31,0.34,11.22,2
Jacob deGrom,$11.8K,R,NYM,SP,@ STL,3,4.83,10.00%,2.344,800,0,7.5,102,3.69,-0.46,2,0.307,,0.129,9.83,7,0.306,,0.148,10.82,39,3.19,4.15,0.19,0.306,10.60,0.39,0.23,23.44,1.99
Clayton Richard,$7.9K,L,SDP,SP,@ PHI, , , , ,800,-12,9.0,111,4.33,0.04,1,0.297,,0.029,8.37,8,0.392,,0.173,5.65,43,4.04,5.05,0.18,0.381,5.95,0.48,0.16,15.18,1.92
Kevin Gausman,$7.3K,R,BAL,SP,@ MIN,12,12.17,5.00%,2.624,-200,0,10.0,-117,5.15,-0.2,5,0.320,,0.151,8.19,4,0.370,,0.177,8.92,48,3.84,5.10,0.21,0.342,8.51,0.35,0.24,13.12,1.8
Derek Holland,$4.9K,L,CHW,SP,@ COL, , ,0.25%, ,-800,-1,11.0,158,4.75,-0.79,4,0.267,,0.036,8.65,5,0.379,,0.229,7.05,38,4.53,5.79,0.19,0.329,7.76,0.32,0.27,8.53,1.74
Eddie Butler,$7.5K,R,CHC,SP,PIT, , , , ,800,-13,9.0,-155,5,5,4,0.332,,0.149,6.69,5,0.379,,0.206,6.37,27,4.67,5.70,0.18,0.358,6.51,0.36,0.24,12.79,1.71
Trevor Williams,$8.1K,R,PIT,SP,@ CHC, , , , ,1000,-14,9.0,145,4,4,6,0.327,,0.149,6.46,3,0.330,,0.174,7.80,24,4.09,5.01,0.20,0.328,6.91,0.36,0.21,13.73,1.7
