Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Luis Castillo,$6.8K,R,CIN,SP,@ SDP, , ,0.00%, ,-1100,9,7.5,-114,3.82,0.18,4,0.440,,0.334,3.60,5,0.000,,0.000,7.20,1,3.70,0.00,0.33,0.196,5.60,0.00,0.00,19.77,2.91,4,0.370,,0.181,3.30,5,0.253,,0.133,9.00,2,4.32,0.00,0.18,0.305,6.50,0.00,0.00,4,0.281,,0.144,5.70,5,0.290,,0.227,6.50,4,3.21,0.00,0.28,0.286,6.10,0.00,0.00,4,0.378,,0.276,4.30,5,0.300,,0.143,5.40,11,3.81,0.00,0.29,0.335,4.90,0.00,0.00,4,0.316,,0.225,4.10,5,0.290,,0.137,5.80,26,3.62,0.00,0.28,0.302,5.00,0.00,0.00
Doug Fister,$4.2K,R,TEX,SP,@ LAA, , ,0.00%, ,-2100,4,8.5,159,3.64,-0.03,2,0.219,,0.000,0.00,7,0.274,,0.000,3.00,1,6.34,0.00,0.00,0.262,2.30,0.00,0.00,11.48,2.73,2,0.435,,0.350,0.00,7,0.374,,0.134,3.60,2,5.66,0.00,0.33,0.388,2.80,0.00,0.00,2,0.363,,0.249,2.80,7,0.355,,0.170,2.50,5,4.88,0.00,0.33,0.357,2.50,0.00,0.00,2,0.302,,0.171,3.20,7,0.383,,0.174,3.80,9,4.68,0.00,0.26,0.365,3.60,0.00,0.00,2,0.339,,0.174,3.90,7,0.313,,0.142,4.40,26,4.28,0.00,0.22,0.319,4.30,0.00,0.00
Dereck Rodriguez,$4.0K,R,SFG,SP,PHI, , ,0.00%, ,-1500, ,8.0,-110,4.06,0.29,4,0.246,,0.200,5.80,5,0.504,,0.285,5.80,1,3.38,0.00,0.00,0.389,5.80,0.00,0.00,10.76,2.69,4,0.246,,0.200,5.80,5,0.504,,0.285,5.80,1,3.38,0.00,0.00,0.389,5.80,0.00,0.00,4,0.246,,0.200,5.80,5,0.504,,0.285,5.80,1,3.38,0.00,0.00,0.389,5.80,0.00,0.00,4,0.246,,0.200,5.80,5,0.504,,0.285,5.80,1,3.38,0.00,0.00,0.389,5.80,0.00,0.00,4,0.246,,0.200,5.80,5,0.504,,0.285,5.80,1,3.38,0.00,0.00,0.389,5.80,0.00,0.00
Matt Koch,$5.1K,R,ARI,SP,MIA, , ,0.00%, ,-1900,9,9.0,-126,4.71,-0.06,2,0.289,,0.000,0.00,7,0.773,,0.200,0.00,1,6.51,0.00,0.00,0.665,0.00,0.00,0.00,13.63,2.67,2,0.239,,0.045,3.60,7,0.517,,0.106,0.90,2,5.44,0.00,0.00,0.455,1.50,0.00,0.00,2,0.273,,0.157,3.10,7,0.508,,0.373,1.80,4,5.27,0.00,0.21,0.456,2.10,0.00,0.00,2,0.264,,0.175,3.70,7,0.429,,0.279,2.10,8,4.69,0.00,0.21,0.392,2.40,0.00,0.00,2,0.277,,0.184,3.70,7,0.433,,0.276,2.10,9,4.76,0.00,0.21,0.398,2.40,0.00,0.00
Michael Fulmer,$6.1K,R,DET,SP,TOR,4,4.5,12.50%,1.254,-1400,8,9.0,-113,4.57,-0.13,4,0.887,,1.000,0.00,5,0.503,,0.363,2.90,1,8.14,0.00,0.33,0.674,1.60,0.00,0.00,15.67,2.57,4,0.334,,0.177,4.30,5,0.486,,0.353,2.20,2,5.86,0.00,0.17,0.418,3.10,0.00,0.00,4,0.339,,0.218,5.50,5,0.340,,0.204,6.00,4,4.26,0.00,0.21,0.340,5.80,0.00,0.00,4,0.345,,0.225,4.70,5,0.303,,0.096,5.10,9,4.17,0.00,0.18,0.322,4.90,0.00,0.00,4,0.307,,0.139,3.50,5,0.277,,0.107,3.60,34,4.24,0.00,0.15,0.290,3.60,0.00,0.00
Tyson Ross,$8.2K,R,SDP,SP,CIN, , ,0.00%, ,500,-3,7.5,101,3.68,-0.18,5,0.299,,0.100,3.50,4,0.333,,0.182,3.50,1,4.44,0.00,0.00,0.314,3.50,0.00,0.00,19.4,2.37,5,0.345,,0.182,5.60,4,0.214,,0.083,4.80,2,2.55,0.00,0.14,0.287,5.20,0.00,0.00,5,0.346,,0.176,3.10,4,0.245,,0.131,5.20,5,3.75,0.00,0.15,0.301,4.00,0.00,0.00,5,0.339,,0.130,3.90,4,0.217,,0.100,5.40,11,3.44,0.00,0.12,0.285,4.60,0.00,0.00,5,0.336,,0.142,3.80,4,0.302,,0.139,4.70,22,4.31,0.00,0.16,0.321,4.20,0.00,0.00
Charlie Morton,$10.4K,R,HOU,SP,BOS, , ,0.00%, ,700,2,7.5,-170,4.25,-0.21,6,0.487,,0.333,9.00,3,0.319,,0.286,6.00,1,1.49,0.00,0.50,0.431,8.00,0.00,0.00,23.76,2.28,6,0.358,,0.173,7.50,3,0.318,,0.222,3.80,2,2.98,0.00,0.29,0.345,6.20,0.00,0.00,6,0.303,,0.179,8.70,3,0.265,,0.195,2.90,5,2.57,0.00,0.29,0.290,6.80,0.00,0.00,6,0.236,,0.098,7.50,3,0.295,,0.190,3.90,11,2.85,0.00,0.31,0.256,6.30,0.00,0.00,6,0.239,,0.105,6.60,3,0.330,,0.188,4.40,33,3.29,0.00,0.22,0.269,5.90,0.00,0.00
Brent Suter,$7.7K,L,MIL,SP,@ CHW,2,3.5,20.00%,0.859,800,-1,9.5,-167,5.35,0.18,1,0.952,,1.000,0.00,8,0.220,,0.177,10.80,1,1.71,0.00,0.33,0.301,9.60,0.00,0.00,17.17,2.23,1,0.467,,0.375,0.90,8,0.284,,0.273,9.70,2,2.51,0.00,0.33,0.304,8.70,0.00,0.00,1,0.302,,0.200,1.10,8,0.364,,0.329,8.10,5,3.15,0.00,0.38,0.357,7.30,0.00,0.00,1,0.288,,0.158,1.10,8,0.347,,0.236,7.30,11,3.59,0.00,0.28,0.340,6.60,0.00,0.00,1,0.257,,0.118,1.50,8,0.332,,0.178,6.50,32,3.82,0.00,0.25,0.324,5.90,0.00,0.00
Jake Arrieta,$9.1K,R,PHI,SP,@ SFG, , ,0.00%, ,600,1,8.0,-102,3.94,-0.29,3,0.174,,0.000,1.30,6,0.282,,0.000,5.10,1,4.45,0.00,0.00,0.246,3.90,0.00,0.00,19.33,2.12,3,0.303,,0.041,4.10,6,0.234,,0.038,4.10,2,3.83,0.00,0.00,0.257,4.10,0.00,0.00,3,0.320,,0.093,4.00,6,0.207,,0.032,4.00,4,4.50,0.00,0.07,0.245,4.00,0.00,0.00,3,0.274,,0.073,3.60,6,0.251,,0.084,3.60,9,4.56,0.00,0.07,0.259,3.60,0.00,0.00,3,0.339,,0.200,4.80,6,0.259,,0.120,4.90,37,3.70,0.00,0.19,0.286,4.80,0.00,0.00
Jon Lester,$10.4K,L,CHC,SP,@ NYM,1,1,45.00%,0.484,2000,-5,7.5,-156,4.15,-0.22,6,0.803,,1.000,3.00,3,0.339,,0.227,6.00,1,2.77,0.00,0.33,0.648,4.00,0.00,0.00,21.77,2.09,6,0.566,,0.445,1.40,3,0.276,,0.125,5.50,2,3.43,0.00,0.17,0.469,2.80,0.00,0.00,6,0.436,,0.222,1.20,3,0.278,,0.149,7.10,5,3.45,0.00,0.15,0.383,3.20,0.00,0.00,6,0.292,,0.117,1.60,3,0.303,,0.163,6.10,11,3.89,0.00,0.15,0.296,3.10,0.00,0.00,6,0.234,,0.097,2.80,3,0.325,,0.174,6.50,41,3.68,0.00,0.20,0.264,4.00,0.00,0.00
