Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Ryan Merritt,$4.9K,L,CLE,SP,KCR, , ,3.00%,4.543,-600,-1,9.5,-127,5,0.02,2,0.328,,0.084,3.38,7,0.150,,0.023,5.25,7,3.44,2.60,0.00,0.190,4.83,0.45,0.21,13.63,2.78
Julio Teheran,$6.6K,R,ATL,SP,COL,9,13.00,5.00%,3.488,-300,3,9.0,-116,4.62,0.18,3,0.365,,0.251,6.42,6,0.284,,0.134,9.42,55,3.92,5.09,0.16,0.311,8.42,0.34,0.31,17.44,2.64
Michael Wacha,$7.4K,R,STL,SP,TBR,4,4.50,35.00%,0.553,0,1,8.5,-165,4.8,-0.2,4,0.329,,0.155,7.85,5,0.349,,0.163,8.82,50,3.77,4.49,0.15,0.340,8.39,0.40,0.23,19.35,2.61
Adam Conley,$7.9K,L,MIA,SP,SDP,7,11.83,12.50%,1.607,-200,2,9.5,-157,5.3,0.36,3,0.331,,0.124,6.29,6,0.333,,0.184,8.73,39,4.43,5.03,0.13,0.332,7.92,0.28,0.27,20.09,2.54
A.J. Cole,$6.5K,R,WAS,SP,NYM,5,7.17,2.00%,8.200,-300,2,7.5,128,3.46,-0.28,3,0.361,,0.261,8.61,6,0.313,,0.180,8.59,12,4.46,5.78,0.20,0.329,8.60,0.24,0.31,16.4,2.52
Ariel Miranda,$5.4K,L,SEA,SP,@ NYY, , ,1.00%,13.530,-1300,10,9.5,155,4.13,-0.18,2,0.333,,0.179,7.25,7,0.310,,0.234,7.77,37,4.44,6.11,0.23,0.315,7.65,0.24,0.33,13.53,2.51
Collin McHugh,$7.8K,R,HOU,SP,@ LAA,10,14.83,4.00%,4.678,-100,2,8.5,102,4.32,-0.28,3,0.348,,0.158,9.12,6,0.345,,0.200,8.76,40,3.72,4.70,0.15,0.346,8.88,0.37,0.31,18.71,2.4
Jeremy Hellickson,$5.7K,R,BAL,SP,@ BOS, , ,0.25%, ,-900,5,9.5,161,4.08,-0.37,4,0.323,,0.192,6.77,5,0.317,,0.207,7.03,56,4.11,5.33,0.19,0.320,6.91,0.35,0.27,12.91,2.26
Jose Quintana,$11.6K,L,CHC,SP,@ PHI,6,9.33,7.50%,3.469,2700,0,8.5,-205,5.08,-0.09,1,0.279,,0.114,8.80,8,0.320,,0.186,9.48,57,3.57,4.40,0.16,0.315,9.40,0.34,0.27,26.02,2.24
J.A. Happ,$8.1K,L,TOR,SP,MIN,13,15.33,15.00%,1.198,200,0,9.0,-191,5.29,-0.09,3,0.278,,0.119,6.71,6,0.313,,0.164,8.68,53,3.78,4.62,0.16,0.301,8.02,0.37,0.26,17.97,2.22
Chad Bettis,$7.7K,R,COL,SP,@ ATL, , ,3.00%,5.667,600,-2,9.0,106,4.38,-0.18,4,0.317,,0.144,6.60,5,0.370,,0.201,6.88,33,3.97,4.83,0.16,0.346,6.76,0.44,0.22,17,2.21
Ivan Nova,$7.3K,R,PIT,SP,@ CIN, , ,2.00%,8.050,0,1,9.5,-121,4.93,0.24,5,0.367,,0.216,5.46,4,0.312,,0.170,7.89,56,3.70,4.90,0.19,0.343,6.54,0.42,0.23,16.1,2.21
Kenta Maeda,$10.3K,R,LAD,SP,MIL,8,12.00,10.00%,2.241,1600,0,8.0,-175,4.6,-0.03,4,0.314,,0.156,7.99,5,0.277,,0.142,11.17,57,3.34,4.37,0.18,0.293,9.76,0.36,0.24,22.41,2.18
CC Sabathia,$7.2K,L,NYY,SP,SEA,15,15.50,2.00%,7.695,700,-11,9.5,-165,5.37,0.18,2,0.300,,0.107,9.24,7,0.318,,0.147,7.34,49,4.05,5.01,0.19,0.314,7.76,0.41,0.21,15.39,2.14
Jason Vargas,$6.8K,L,KCR,SP,@ CLE,12,15.17,2.00%,7.285,100,-2,9.5,117,4.5,-0.02,1,0.355,,0.181,5.53,8,0.314,,0.157,8.52,27,4.13,4.82,0.15,0.319,8.19,0.31,0.27,14.57,2.14
Zack Greinke,$12.6K,R,ARI,SP,SFG,1,1.17,17.50%,1.519,3000,-2,9.5,-245,5.95,0.39,6,0.303,,0.174,9.40,3,0.311,,0.167,9.13,51,3.28,4.36,0.19,0.306,9.31,0.41,0.25,26.59,2.11
Travis Wood,$6.4K,L,SDP,SP,@ MIA, , ,0.25%, ,500,-7,9.5,147,4.2,0.14,3,0.237,,0.121,7.33,6,0.381,,0.219,6.75,83,4.64,5.20,0.14,0.333,6.94,0.28,0.29,13.5,2.11
Tyson Blach,$5.1K,L,SFG,SP,@ ARI, , ,1.00%,10.700,-1500,7,9.5,225,3.55,0.11,2,0.259,,0.052,4.23,7,0.343,,0.190,5.32,32,4.58,4.66,0.12,0.324,5.08,0.38,0.21,10.7,2.1
Parker Bridwell,$6.3K,R,LAA,SP,HOU, , ,1.00%,12.720,-600,7,8.5,-112,4.18,-0.22,4,0.387,,0.240,4.88,5,0.269,,0.125,6.65,15,4.40,5.56,0.19,0.321,5.86,0.33,0.26,12.72,2.02
Kendall Graveman,$6.1K,R,OAK,SP,TEX,15,15.50,3.00%,4.033,-600,5,9.5,-137,5.1,0.25,4,0.341,,0.158,6.36,5,0.321,,0.140,5.62,44,4.22,5.01,0.15,0.330,5.95,0.44,0.22,12.1,1.98
Jake Odorizzi,$6.7K,R,TBR,SP,@ STL, , ,2.00%,6.610,100,-5,8.5,155,3.7,-0.3,3,0.287,,0.175,9.16,6,0.354,,0.231,7.48,54,4.25,5.61,0.19,0.332,8.04,0.26,0.33,13.22,1.97
Nick Martinez,$4.6K,R,TEX,SP,@ OAK, , , , ,-1100,2,9.5,127,4.4,-0.25,5,0.414,,0.248,4.01,4,0.343,,0.205,4.50,27,5.29,7.07,0.23,0.382,4.23,0.33,0.27,8.99,1.95
Rick Porcello,$8.6K,R,BOS,SP,BAL,10,14.83,7.50%,2.192,300,0,9.5,-171,5.42,-0.13,2,0.312,,0.175,8.50,7,0.318,,0.174,8.13,60,3.53,4.54,0.15,0.317,8.21,0.33,0.31,16.44,1.91
Justin Verlander,$11.9K,R,DET,SP,@ CHW,3,3.33,20.00%,1.115,2000,0,8.5,-171,4.85,0.1,3,0.259,,0.152,10.85,6,0.295,,0.149,8.86,61,3.46,4.42,0.16,0.283,9.52,0.28,0.31,22.3,1.87
Robert Stephenson,$5.8K,R,CIN,SP,PIT, , ,0.25%, ,200,-4,9.5,111,4.57,-0.24,3,0.364,,0.246,7.31,6,0.377,,0.223,8.93,26,4.85,7.00,0.22,0.373,8.39,0.33,0.33,10.74,1.85
Jacob deGrom,$11.7K,R,NYM,SP,@ WAS,2,3.17,40.00%,0.520,1500,2,7.5,-138,4.04,-0.22,6,0.311,,0.122,9.83,3,0.306,,0.167,10.75,48,3.11,4.18,0.19,0.309,10.14,0.38,0.24,20.8,1.78
Miguel Gonzalez,$6.5K,R,CHW,SP,DET,13,15.33,0.25%, ,-100,-3,8.5,161,3.65,-0.1,3,0.354,,0.201,6.75,6,0.324,,0.137,5.99,44,4.60,4.95,0.11,0.334,6.24,0.35,0.30,11.6,1.78
Jerad Eickhoff,$5.9K,R,PHI,SP,CHC, , ,1.00%,10.280,-800,7,8.5,190,3.42,-0.41,7,0.373,,0.226,7.77,2,0.288,,0.148,8.77,54,3.91,4.91,0.17,0.354,7.99,0.32,0.28,10.28,1.74
