Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
R.A. Dickey,$5.4K,R,ATL,SP,MIA, , ,3.00%,5.353,-1800,2,9.5,-125,4.98,0.29,4,0.360,,0.212,6.19,5,0.349,,0.189,7.24,52,4.48,5.70,0.19,0.354,6.77,0.39,0.25,16.06,2.97
Adam Conley,$5.2K,L,MIA,SP,@ ATL, , ,2.00%,7.520,-2600,11,9.5,115,4.52,-0.29,3,0.343,,0.118,6.20,6,0.327,,0.186,8.87,35,4.46,5.00,0.13,0.332,7.98,0.28,0.28,15.04,2.89
Travis Wood,$4.5K,L,SDP,SP,@ PIT, , ,0.25%, ,-1600,5,9.0,167,3.81,0.19,0,0.228,,0.117,7.04,9,0.385,,0.213,7.14,79,4.55,5.04,0.13,0.385,7.14,0.29,0.28,12.87,2.86
Asher Wojciechowski,$4.8K,R,CIN,SP,STL, , , , ,-800,0,9.5,-118,4.6,0.11,3,0.345,,0.340,10.29,6,0.372,,0.258,11.05,12,3.70,5.38,0.22,0.363,10.80,0.22,0.34,13.37,2.79
Ivan Nova,$7.8K,R,PIT,SP,SDP,9,8.50,15.00%,1.439,-400,2,9.0,-177,5.19,0.31,4,0.365,,0.219,5.36,5,0.307,,0.166,7.84,52,3.68,4.85,0.18,0.333,6.74,0.43,0.23,21.59,2.77
Brandon Woodruff,$4.8K,R,MIL,SP,@ TBR,10,10.17,5.00%,2.630,-700,-2,9.0,142,4.03,-0.47,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.15,2.74
Jason Hammel,$6.0K,R,KCR,SP,SEA, , ,3.00%,5.457,-1300,1,8.5,149,3.74,-0.13,5,0.349,,0.190,8.04,4,0.316,,0.153,7.52,50,4.10,5.14,0.16,0.334,7.81,0.32,0.29,16.37,2.73
Jacob Faria,$8.5K,R,TBR,SP,MIL,4,4.83,15.00%,1.533,400,-2,9.0,-152,4.97,0.47,2,0.283,,0.000,7.36,7,0.305,,0.166,9.80,10,3.86,4.49,0.15,0.300,9.26,0.32,0.24,23,2.71
Cesar Valdez,$4.2K,R,TOR,SP,@ HOU, , ,0.25%, ,-1300,2,9.0,151,3.95,-0.05,5,0.292,,0.100,6.30,4,0.467,,0.391,7.71,10,4.48,6.33,0.20,0.370,6.93,0.27,0.32,10.99,2.62
Eduardo Rodriguez,$6.9K,L,BOS,SP,CHW,3,4.50,35.00%,0.508,-1100,4,9.5,-205,5.68, ,1,0.354,,0.141,10.59,8,0.318,,0.216,9.46,34,3.95,5.03,0.16,0.322,9.59,0.27,0.34,17.78,2.58
Troy Scribner,$4.6K,R,LAA,SP,OAK, , ,0.50%, ,-1000,2,9.0,-127,4.73,0.04,5,0.558,,0.750,9.00,4,0.355,,0.000,0.00,1,5.34,7.07,0.25,0.468,5.00,0.17,0.33,11.7,2.54
Martin Perez,$5.0K,L,TEX,SP,@ MIN, , ,0.50%, ,-900,0,10.5,-105,5.19,-0.14,2,0.278,,0.093,8.55,7,0.361,,0.155,4.61,53,4.81,5.23,0.13,0.343,5.49,0.38,0.23,12.55,2.51
Yu Darvish,$11.0K,R,LAD,SP,@ NYM,2,3.00,32.50%,0.789,1700,0,7.5,-124,3.92,-0.02,5,0.314,,0.182,12.10,4,0.290,,0.167,10.11,40,3.12,4.48,0.20,0.303,11.22,0.32,0.29,25.63,2.33
Bartolo Colon,$4.0K,R,MIN,SP,TEX, , ,0.25%, ,-1500,3,10.5,-105,5.31,0.14,5,0.386,,0.252,6.00,4,0.334,,0.137,6.22,50,4.29,5.08,0.16,0.363,6.10,0.35,0.26,9.01,2.25
Kyle Freeland,$5.8K,L,COL,SP,PHI, , ,0.25%, ,-600,-1,11.5,-150,6.33,0.05,2,0.305,,0.122,10.21,7,0.343,,0.161,4.90,21,4.41,5.48,0.19,0.335,6.08,0.44,0.20,12.92,2.23
Kyle Hendricks,$7.6K,R,CHC,SP,WAS, , , , ,100,-4,9.5,-164,5.36,5.36,6,0.280,,0.122,7.69,3,0.258,,0.115,7.97,46,3.45,4.09,0.15,0.273,7.78,0.43,0.21,16.73,2.2
Trevor Bauer,$6.3K,R,CLE,SP,NYY, , ,2.00%,6.860,-1500,5,9.0,-120,4.66,-0.57,3,0.336,,0.157,9.19,6,0.328,,0.150,8.74,58,3.75,4.69,0.17,0.331,8.89,0.39,0.24,13.72,2.18
Jharel Cotton,$7.0K,R,OAK,SP,@ LAA, , ,1.00%,15.120,0,-8,9.0,117,4.27,-0.04,3,0.324,,0.167,7.06,6,0.338,,0.217,8.55,20,4.30,5.58,0.22,0.333,8.05,0.28,0.27,15.12,2.16
Kevin Gausman,$8.1K,R,BAL,SP,DET,8,7.33,7.50%,2.327,-700,3,9.0,-158,5.03,0.32,2,0.336,,0.162,8.67,7,0.360,,0.174,9.27,53,3.73,5.05,0.21,0.355,9.14,0.36,0.24,17.45,2.15
Madison Bumgarner,$11.3K,L,SFG,SP,ARI,6,6.00,15.00%,1.607,1000,1,8.0,-138,4.3,0.3,3,0.229,,0.105,10.58,6,0.287,,0.161,10.05,44,3.08,3.91,0.15,0.268,10.23,0.34,0.28,24.11,2.13
Anthony Banda,$6.9K,L,ARI,SP,@ SFG, , ,1.00%,14.620,1400,-13,8.0,128,3.7,-0.3,5,0.516,,0.556,4.50,4,0.378,,0.300,11.57,1,4.06,4.36,0.10,0.455,7.64,0.22,0.56,14.62,2.12
Mike Leake,$7.0K,R,STL,SP,@ CIN, , , , ,-400,-5,9.5,108,4.9,-0.11,5,0.318,,0.150,5.90,4,0.315,,0.139,7.29,52,3.73,4.56,0.16,0.317,6.52,0.43,0.20,14.55,2.08
Vincent Velasquez,$5.1K,R,PHI,SP,@ COL, , ,0.25%, ,-1100,1,11.5,140,5.17,-0.05,4,0.349,,0.188,10.78,5,0.339,,0.205,10.44,36,3.48,5.12,0.22,0.343,10.59,0.32,0.29,10.57,2.07
