Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Felix Hernandez,$5.9K,R,SEA,SP,HOU, , ,3.00%,5.560,-2600,13,9.5,-109,4.81, ,4,0.279,,0.112,6.92,5,0.335,,0.174,8.01,29,4.07,5.28,0.19,0.310,7.53,0.42,0.24,16.68,2.83
Jose Urena,$5.2K,R,MIA,SP,CHC, , ,0.50%, ,-1800,3,9.5,-102,4.69,0.35,4,0.330,,0.162,4.79,5,0.343,,0.198,8.00,41,4.63,5.65,0.15,0.337,6.57,0.37,0.27,14.37,2.76
Luis Perdomo,$5.6K,R,SDP,SP,DET,5,6.00,7.50%,2.055,-1600,0,8.0,110,3.86,0.31,2,0.377,,0.184,6.09,7,0.354,,0.158,8.07,47,3.80,5.46,0.24,0.359,7.63,0.48,0.19,15.41,2.75
Michael Fulmer,$8.3K,R,DET,SP,@ SDP,4,4.33,22.50%,0.986,-1800,3,8.0,-120,4.14,0.19,4,0.256,,0.082,7.56,5,0.300,,0.136,7.74,39,3.72,4.19,0.12,0.280,7.66,0.42,0.23,22.18,2.67
John Lackey,$6.5K,R,CHC,SP,@ MIA, , ,7.50%,2.264,-2000,9,9.5,-108,4.81,0.15,4,0.337,,0.170,7.96,5,0.289,,0.178,9.69,45,3.60,5.04,0.21,0.310,8.92,0.34,0.26,16.98,2.61
Alex Wood,$9.6K,L,LAD,SP,COL,1,2.00,32.50%,0.742,100,-1,8.0,-230,4.93,0.24,3,0.294,,0.082,9.27,6,0.279,,0.090,10.27,26,2.86,3.35,0.12,0.284,9.94,0.46,0.17,24.11,2.51
Adam Wainwright,$6.3K,R,STL,SP,PIT,11,13.50,3.00%,5.120,-1500,3,9.0,-111,4.57,-0.03,3,0.340,,0.158,7.79,6,0.339,,0.161,7.84,48,3.99,4.70,0.15,0.339,7.82,0.36,0.23,15.36,2.44
Masahiro Tanaka,$6.9K,R,NYY,SP,TEX,13,13.67,5.00%,3.326,-1400,1,10.0,-125,5.24,0.12,4,0.324,,0.221,8.24,5,0.321,,0.172,8.27,45,3.52,4.80,0.20,0.322,8.26,0.38,0.25,16.63,2.41
Adalberto Mejia,$4.7K,L,MIN,SP,@ CLE, , ,0.25%, ,-1100,0,9.5,155,4.13,-0.09,2,0.434,,0.276,9.95,7,0.375,,0.248,7.58,10,4.56,6.60,0.25,0.388,8.11,0.37,0.26,11.27,2.4
Tyson Blach,$5.7K,L,SFG,SP,NYM, , ,1.00%,13.650,-2400,7,8.5,-121,4.41,0.36,3,0.209,,0.048,4.66,6,0.336,,0.178,4.67,22,4.49,4.57,0.11,0.294,4.67,0.40,0.23,13.65,2.39
Stephen Strasburg,$11.7K,R,WAS,SP,CIN,3,3.17,20.00%,1.366,800,1,9.0,-242,5.62,-0.02,4,0.281,,0.153,11.88,5,0.287,,0.137,10.83,38,2.86,3.60,0.14,0.284,11.30,0.34,0.27,27.32,2.34
Alex Meyer,$6.6K,R,LAA,SP,@ BOS,11,13.50,2.00%,7.645,-1800,6,10.0,151,4.39,-0.18,4,0.395,,0.225,10.98,5,0.290,,0.112,11.38,16,4.29,4.67,0.11,0.337,11.20,0.32,0.29,15.29,2.32
J.A. Happ,$8.0K,L,TOR,SP,@ KCR,6,6.50,5.00%,3.694,-300,-5,9.5,-140,5.13,0.15,4,0.304,,0.135,6.75,5,0.303,,0.162,8.89,42,3.71,4.62,0.16,0.303,7.94,0.37,0.27,18.47,2.31
Mark Leiter Jr.,$4.2K,R,PHI,SP,@ ARI, , ,1.00%,9.680,-1300,1,10.5,167,4.45,-0.3,5,0.243,,0.035,7.04,4,0.334,,0.229,4.50,11,5.60,6.12,0.15,0.283,5.91,0.49,0.23,9.68,2.3
Jharel Cotton,$6.1K,R,OAK,SP,@ CHW, , ,3.00%,4.623,-1300,-1,10.0,-113,5.1,-0.06,2,0.319,,0.162,6.99,7,0.340,,0.222,8.29,17,4.25,5.55,0.22,0.335,8.00,0.28,0.27,13.87,2.27
Jameson Taillon,$7.5K,R,PIT,SP,@ STL,14,13.83,5.00%,3.376,-300,-6,9.0,101,4.43,0.03,1,0.310,,0.094,6.75,8,0.323,,0.182,9.17,26,3.44,4.42,0.18,0.322,8.90,0.45,0.21,16.88,2.25
Jakob Junis,$5.5K,R,KCR,SP,TOR, , ,1.00%,12.320,-700,-2,9.5,130,4.37,-0.15,4,0.418,,0.311,5.69,5,0.440,,0.229,9.00,6,4.73,7.45,0.26,0.430,7.53,0.29,0.30,12.32,2.24
Ubaldo Jimenez,$5.4K,R,BAL,SP,@ TBR, , ,0.25%, ,-1200,0,8.5,194,3.39,-0.26,4,0.424,,0.320,11.22,5,0.319,,0.124,7.20,44,4.37,5.66,0.21,0.366,8.99,0.42,0.23,12.09,2.24
Mike Pelfrey,$5.3K,R,CHW,SP,OAK, , ,0.50%, ,-900,0,10.0,103,4.9,-0.44,6,0.414,,0.199,5.69,3,0.342,,0.120,4.84,36,4.70,5.67,0.19,0.390,5.41,0.44,0.19,11.8,2.23
