Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Erasmo Ramirez,$4.3K,R,TBR,SP,NYY,11,12.17,4.00%,4.032,-1700,1,8.0,117,3.79, ,3,0.428,,0.306,5.56,6,0.290,,0.137,7.36,76,3.99,5.25,0.20,0.336,6.76,0.44,0.24,16.13,3.75
Trevor Williams,$5.0K,R,PIT,SP,PHI, , ,0.25%, ,-1200,-1,9.0,-128,4.74,0.44,4,0.350,,0.208,7.11,5,0.434,,0.268,8.80,15,4.49,7.19,0.36,0.397,8.05,0.32,0.23,16.46,3.29
Eddie Butler,$5.6K,R,CHC,SP,MIL, , , , ,-1900,7,8.0,-155,4.44,4.44,4,0.357,,0.190,7.20,5,0.405,,0.236,7.17,18,4.40,6.00,0.22,0.384,7.18,0.35,0.25,16.2,2.89
Justin Nicolino,$4.6K,L,MIA,SP,@ LAD, , ,0.25%, ,-2000,3,8.0,207,3.1,-0.02,3,0.307,,0.112,4.37,6,0.361,,0.147,5.11,19,4.85,5.05,0.11,0.343,4.86,0.36,0.24,13.23,2.88
Ariel Miranda,$6.7K,L,SEA,SP,CHW, , ,0.25%, ,-700,1,7.5,-125,3.93,-0.12,0,0.348,,0.141,7.71,9,0.303,,0.210,7.63,20,4.34,5.81,0.20,0.303,7.63,0.26,0.33,17.3,2.58
Gio Gonzalez,$8.6K,L,WAS,SP,@ ATL,9,10.50,10.00%,2.159,-300,3,9.5,-166,5.38,0.73,3,0.285,,0.081,7.36,6,0.326,,0.156,10.18,40,3.78,4.80,0.17,0.312,9.24,0.38,0.25,21.59,2.51
Luis Severino,$8.8K,R,NYY,SP,@ TBR,3,4.67,17.50%,1.250,-400,2,8.0,-127,4.21, ,4,0.313,,0.155,9.08,5,0.352,,0.208,10.31,29,3.55,4.97,0.22,0.335,9.76,0.35,0.24,21.88,2.49
Hector Santiago,$6.6K,L,MIN,SP,KCR,13,13.00,1.00%,16.450,-600,0,8.0,-112,4.07,-0.09,2,0.373,,0.200,7.53,7,0.334,,0.203,7.47,41,4.82,5.94,0.17,0.343,7.48,0.30,0.33,16.45,2.49
Alex Wood,$9.4K,L,LAD,SP,MIA,6,6.33,30.00%,0.776,500,0,8.0,-225,4.9,0.02,5,0.308,,0.089,10.22,4,0.282,,0.092,10.47,22,2.95,3.35,0.12,0.296,10.33,0.43,0.18,23.27,2.48
Daniel Norris,$7.0K,L,DET,SP,TEX,12,12.33,5.00%,3.444,300,-7,9.0,-152,4.97,0.16,4,0.322,,0.165,11.88,5,0.370,,0.168,8.84,21,3.98,4.55,0.13,0.349,10.19,0.34,0.28,17.22,2.46
