Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Andrew Triggs,$4.1K,R,OAK,SP,LAA,11,13.12, , ,-1800,3,8.0,-112,4.07,0.02,3,0.360,,0.200,13.24,6,0.288,,0.136,8.10,24,3.18,3.85,0.14,0.312,9.81,0.42,0.22,16.21,3.95
Brandon McCarthy,$7.2K,R,LAD,SP,SDP,6,8.62, , ,900,-9,8.5,-201,5.06,0.19,5,0.327,,0.072,12.56,4,0.279,,0.110,9.72,11,4.30,4.53,0.10,0.306,11.30,0.34,0.27,20,2.78
William Davis,$4.8K,R,CIN,SP,PHI, , , , ,-200,-1,9.0,-122,4.68,0.38,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.74,2.45
Matt Boyd,$6.2K,L,DET,SP,@ CHW,16,16.25, , ,500,-5,9.0,-121,4.67,-0.32,0,0.276,,0.156,5.50,9,0.323,,0.176,8.12,21,4.15,5.40,0.20,0.323,8.12,0.29,0.28,15.13,2.44
Blake Snell,$7.1K,L,TBR,SP,TOR,13,15.62,25.00%,0.659,-600,5,8.0,127,3.7,-0.14,0,0.301,,0.028,11.78,9,0.365,,0.139,10.31,20,4.22,4.06,0.07,0.365,10.31,0.28,0.26,16.47,2.32
Joseph Musgrove,$7.0K,R,HOU,SP,SEA,9,11.62,40.00%,0.394,-400,3,9.0,-157,5.02,0.23,4,0.406,,0.257,7.31,5,0.308,,0.199,8.49,11,3.71,4.88,0.15,0.352,7.97,0.38,0.34,15.76,2.25
Matt Harvey,$8.1K,R,NYM,SP,ATL,1,2.62,60.00%,0.302,-200,2,7.0,-148,3.84,-0.29,4,0.385,,0.206,8.41,5,0.322,,0.125,7.56,17,3.98,4.17,0.11,0.350,7.94,0.35,0.25,18.14,2.24
Ariel Miranda,$5.4K,L,SEA,SP,@ HOU, , ,10.00%,1.194,-1200,6,9.0,147,3.98,0.27,2,0.377,,0.166,8.38,7,0.298,,0.223,6.64,12,4.67,6.02,0.20,0.316,7.03,0.22,0.35,11.94,2.21
Lance Lynn,$6.4K,R,STL,SP,CHC,12,13.75, , ,-600,2,7.5,117,3.55,-0.25,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.72,2.14
Tyler Skaggs,$7.5K,L,LAA,SP,@ OAK,8,9.38, , ,200,-2,8.0,102,3.93,-0.02,0,0.387,,0.128,9.00,9,0.373,,0.191,10.94,10,3.84,4.69,0.14,0.373,10.94,0.41,0.28,15.92,2.12
Clay Buchholz,$6.5K,R,PHI,SP,@ CIN, , , , ,100,-3,9.0,112,4.32,0.12,3,0.359,,0.156,6.40,6,0.309,,0.197,6.17,38,4.78,5.73,0.16,0.326,6.25,0.35,0.29,12.95,1.99
Gio Gonzalez,$8.4K,L,WAS,SP,MIA,4,5.38, , ,0,1,9.0,-166,5.1,0.36,3,0.283,,0.091,7.62,6,0.328,,0.145,10.57,32,3.60,4.51,0.16,0.313,9.59,0.38,0.25,16.52,1.97
Chase Anderson,$6.1K,R,MIL,SP,COL, , , , ,-200,0,9.5,-105,4.81,0.16,3,0.328,,0.221,6.93,6,0.397,,0.250,8.10,31,4.34,5.87,0.19,0.374,7.71,0.33,0.32,11.9,1.95
Tom Koehler,$6.3K,R,MIA,SP,@ WAS, , , , ,-400,2,9.0,156,3.9,0.14,5,0.351,,0.191,8.32,4,0.338,,0.159,6.95,32,4.61,5.43,0.16,0.345,7.71,0.32,0.26,11.97,1.9
Marcus Stroman,$8.7K,R,TOR,SP,@ TBR,2,3.00,30.00%,0.551,1200,-5,8.0,-137,4.3,0.14,5,0.310,,0.148,7.54,4,0.318,,0.154,7.78,33,3.42,4.52,0.19,0.314,7.65,0.50,0.19,16.54,1.9
John Lackey,$9.2K,R,CHC,SP,@ STL,3,3.25, , ,500,0,7.5,-127,3.95,-0.25,4,0.317,,0.129,8.14,5,0.269,,0.158,9.57,31,3.51,4.50,0.16,0.290,8.93,0.35,0.26,17.35,1.89
Kyle Gibson,$5.9K,R,MIN,SP,KCR, , , , ,-300,-1,8.0,-110,4.05,-0.36,5,0.361,,0.148,7.12,4,0.336,,0.156,6.96,25,4.47,5.48,0.19,0.350,7.05,0.38,0.22,10.95,1.86
Jason Hammel,$7.7K,R,KCR,SP,@ MIN,5,8.12, , ,-200,2,8.0,100,3.95,-0.14,6,0.364,,0.220,8.82,3,0.294,,0.163,7.92,29,3.94,5.28,0.18,0.341,8.52,0.36,0.29,14.08,1.83
Antonio Senzatela,$5.1K,R,COL,SP,@ MIL,13,15.62, , ,-500,-1,9.5,-105,4.69,0.34,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,9.2,1.8
Jered Weaver,$5.6K,R,SDP,SP,@ LAD, , , , ,-900,4,8.5,186,3.44,0.31,5,0.392,,0.232,5.71,4,0.372,,0.233,5.71,31,5.17,6.44,0.18,0.383,5.71,0.25,0.33,9.9,1.77
Jaime Garcia,$7.2K,L,ATL,SP,@ NYM,15,16.00,7.50%,1.684,0,-2,7.0,138,3.16,-0.21,2,0.302,,0.152,8.73,7,0.341,,0.181,8.25,31,3.59,5.31,0.25,0.332,8.36,0.48,0.21,12.63,1.75
Robbie Ray,$8.3K,L,ARI,SP,SFG,7,8.88,17.50%,0.799,700,-2,9.0,-106,4.56,-0.13,2,0.308,,0.134,12.38,7,0.358,,0.192,11.96,31,3.16,4.42,0.21,0.347,12.05,0.37,0.25,13.99,1.69
James Shields,$6.9K,R,CHW,SP,DET, , , , ,-200,1,9.0,111,4.33,-0.18,2,0.409,,0.229,7.18,7,0.399,,0.276,7.73,32,4.79,6.95,0.22,0.401,7.61,0.33,0.32,11.49,1.67
Jeff Samardzija,$9.2K,R,SFG,SP,@ ARI,10,12.38,10.00%,1.230,600,-1,9.0,-104,4.44,-0.37,5,0.324,,0.180,7.23,4,0.290,,0.138,7.92,33,3.80,4.54,0.15,0.309,7.54,0.38,0.26,12.3,1.34
