Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Eddie Butler,$5.7K,R,CHC,SP,SFG,14,13.60, , ,-1900,6,7.5,-112,3.81,3.81,4,0.362,,0.186,7.36,5,0.404,,0.225,7.09,19,4.50,6.04,0.22,0.385,7.21,0.35,0.24,15.15,2.66
Robbie Ray,$8.6K,L,ARI,SP,@ MIL,1,5.00,47.50%,0.476,-600,4,8.5,103,4.33,-0.23,1,0.296,,0.112,12.61,8,0.348,,0.192,11.76,40,3.28,4.51,0.20,0.342,11.85,0.37,0.26,22.62,2.63
Dinelson Lamet,$5.3K,R,SDP,SP,@ NYM,8,10.40,12.50%,1.110,-700,0,8.5,138,3.84,0.85,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.88,2.62
Rafael Montero,$5.2K,R,NYM,SP,SDP,11,12.40,7.50%,1.801,-300,0,8.5,-148,4.66,0.15,2,0.464,,0.182,5.19,7,0.390,,0.198,10.72,20,5.13,6.54,0.20,0.406,9.49,0.31,0.25,13.51,2.6
Matt Andriese,$7.5K,R,TBR,SP,LAA,8,10.40, , ,-100,1,9.0,-149,4.95,0.46,4,0.277,,0.128,7.64,5,0.343,,0.173,8.59,38,3.74,4.80,0.16,0.314,8.17,0.35,0.30,18.93,2.52
Drew Pomeranz,$7.6K,L,BOS,SP,TEX,2,5.40,37.50%,0.495,100,-2,9.0,-205,5.38,0.14,3,0.321,,0.121,10.06,6,0.314,,0.190,11.07,41,3.45,4.61,0.19,0.316,10.73,0.36,0.28,18.57,2.44
Ivan Nova,$7.7K,R,PIT,SP,@ ATL,13,13.20, , ,-1000,4,9.0,-112,4.58,0.02,5,0.356,,0.221,5.37,4,0.303,,0.158,8.08,40,3.54,4.58,0.17,0.332,6.57,0.45,0.23,17.94,2.33
Michael Fiers,$6.5K,R,HOU,SP,DET, , ,7.50%,1.948,-600,0,9.5,-119,4.91,0.31,2,0.336,,0.168,6.56,7,0.385,,0.272,8.18,40,3.97,5.87,0.22,0.374,7.82,0.37,0.30,14.61,2.25
Kenta Maeda,$8.8K,R,LAD,SP,STL,6,7.60,40.00%,0.490,-200,1,7.5,-148,4.11,0.1,3,0.319,,0.146,8.08,6,0.282,,0.150,10.80,42,3.34,4.46,0.19,0.294,9.89,0.38,0.25,19.6,2.23
Tyler Anderson,$8.7K,L,COL,SP,@ PHI,4,6.20, , ,500,-3,8.5,-118,4.38,0.08,2,0.301,,0.131,8.44,7,0.358,,0.209,8.66,28,3.53,4.79,0.20,0.345,8.61,0.41,0.23,18.83,2.16
Michael Wacha,$8.2K,R,STL,SP,@ LAD,10,10.60,15.00%,1.175,-500,2,7.5,138,3.39,-0.1,5,0.327,,0.153,7.13,4,0.346,,0.171,8.41,34,3.86,4.47,0.14,0.335,7.70,0.39,0.25,17.62,2.15
Gio Gonzalez,$9.1K,L,WAS,SP,SEA, , , , ,500,-4,9.5,-129,5.02,-0.15,3,0.280,,0.077,7.51,6,0.336,,0.169,10.08,41,3.82,4.90,0.17,0.317,9.22,0.38,0.25,19.17,2.11
Vincent Velasquez,$7.9K,R,PHI,SP,COL,7,9.40, , ,500,-5,8.5,108,4.12,-0.08,4,0.343,,0.196,10.54,5,0.331,,0.191,10.95,31,3.42,4.99,0.22,0.336,10.77,0.32,0.28,16.21,2.05
Justin Verlander,$9.9K,R,DET,SP,@ HOU,12,12.60,22.50%,0.888,500,0,9.5,109,4.59,0.19,4,0.256,,0.159,11.03,5,0.293,,0.151,8.84,44,3.40,4.31,0.15,0.277,9.81,0.27,0.33,19.97,2.02
Ariel Miranda,$6.7K,L,SEA,SP,@ WAS, , , , ,-600,0,9.5,119,4.48,0.15,3,0.348,,0.141,7.71,6,0.295,,0.205,7.92,21,4.23,5.69,0.21,0.313,7.85,0.25,0.33,13.35,1.99
Nick Martinez,$5.7K,R,TEX,SP,@ BOS, , ,4.00%,2.695,-900,-1,9.0,190,3.62,-0.14,3,0.358,,0.180,4.22,6,0.348,,0.170,4.74,17,5.27,6.56,0.18,0.351,4.57,0.36,0.27,10.78,1.89
Zach Davies,$7.2K,R,MIL,SP,ARI, , ,5.00%,2.706,-500,3,8.5,-113,4.17,-0.27,5,0.366,,0.209,7.09,4,0.334,,0.154,8.14,37,3.85,4.88,0.19,0.352,7.56,0.37,0.23,13.53,1.88
Jeff Samardzija,$9.8K,R,SFG,SP,@ CHC,4,6.20, , ,1000,-2,7.5,102,3.69,3.69,6,0.345,,0.208,8.23,3,0.278,,0.123,8.57,42,3.52,4.33,0.16,0.323,8.34,0.38,0.25,17.98,1.83
Bartolo Colon,$6.8K,R,ATL,SP,PIT, , , , ,100,-3,9.0,102,4.42,-0.02,2,0.374,,0.241,6.45,7,0.314,,0.125,6.39,43,4.16,4.90,0.15,0.327,6.40,0.36,0.27,11.84,1.74
Daniel Wright,$4.9K,R,LAA,SP,@ TBR, , , , ,-600,1,9.0,139,4.05,0.04,5,0.381,,0.151,5.63,4,0.399,,0.203,5.40,12,4.91,6.10,0.14,0.389,5.53,0.33,0.31,8.36,1.71
