Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Sonny Gray,$8.8K,R,NYY,SP,@ CLE,7,7.83,10.00%,1.718,-300,4,8.0,174,3.34,-0.65,5,0.311,,0.140,7.89,4,0.345,,0.196,8.23,37,3.62,4.69,0.21,0.326,8.04,0.46,0.18,17.18,1.95
Matt Boyd,$5.0K,L,DET,SP,@ BAL,9,11.67,1.00%,9.770,-1600,5,10.0,120,4.71,-0.3,1,0.296,,0.129,6.23,8,0.356,,0.186,7.82,35,4.31,5.26,0.17,0.349,7.64,0.32,0.27,9.77,1.95
Michael Wacha,$9.7K,R,STL,SP,@ MIL, , , , ,1300,-1,9.0,-129,4.75,0.31,2,0.323,,0.154,7.96,7,0.346,,0.158,8.93,46,3.71,4.33,0.14,0.341,8.71,0.40,0.24,18.58,1.92
Kendall Graveman,$7.0K,R,OAK,SP,@ SFG, , ,3.00%,4.453,200,-4,8.5,123,3.97,-0.06,7,0.338,,0.155,6.69,2,0.314,,0.141,5.42,40,4.21,5.11,0.16,0.333,6.41,0.44,0.22,13.36,1.91
Matt Garza,$6.6K,R,MIL,SP,STL, , , , ,100,-5,9.0,119,4.25,0.19,3,0.347,,0.152,5.97,6,0.309,,0.147,7.97,34,4.38,4.98,0.16,0.322,7.30,0.37,0.22,12.57,1.9
Blake Snell,$5.3K,L,TBR,SP,@ HOU,10,11.83,4.00%,2.505,300,-6,9.5,117,4.5,0.26,2,0.280,,0.036,11.17,7,0.369,,0.163,8.97,33,4.49,4.80,0.12,0.349,9.46,0.30,0.28,10.02,1.89
Rick Porcello,$9.7K,R,BOS,SP,CHW,5,5.67,15.00%,1.197,1600,-3,9.5,-300,6.2,0.03,5,0.309,,0.165,8.52,4,0.323,,0.181,8.09,56,3.51,4.50,0.15,0.315,8.33,0.34,0.31,17.96,1.85
Zack Greinke,$12.2K,R,ARI,SP,@ CHC, , , , ,2000,-1,8.5,131,3.9,3.9,6,0.297,,0.176,9.23,3,0.305,,0.163,9.00,47,3.28,4.36,0.19,0.300,9.15,0.41,0.25,21.96,1.8
Yovani Gallardo,$5.8K,R,SEA,SP,@ KCR, , ,0.25%, ,0,-5,9.5,122,4.45,-0.07,5,0.349,,0.169,7.62,4,0.362,,0.191,6.13,43,4.82,5.67,0.17,0.355,6.96,0.34,0.26,10.21,1.76
Adalberto Mejia,$6.7K,L,MIN,SP,TEX,11,12.00,3.00%,3.900,700,-9,9.5,-126,4.99,-0.52,3,0.393,,0.203,9.00,6,0.352,,0.191,7.23,17,4.45,5.41,0.17,0.366,7.82,0.36,0.25,11.7,1.75
Salvatore Romano,$6.4K,R,CIN,SP,@ PIT, , ,1.00%,10.730,800,-10,9.0,150,3.96,-0.02,3,0.346,,0.189,11.57,6,0.406,,0.269,8.44,5,4.91,5.90,0.16,0.386,9.48,0.32,0.31,10.73,1.68
Jerad Eickhoff,$9.2K,R,PHI,SP,@ LAA, , ,5.00%,2.672,2100,-5,9.0,155,3.91,0.02,4,0.372,,0.230,7.62,5,0.287,,0.153,8.91,50,3.87,4.93,0.17,0.325,8.34,0.33,0.27,13.36,1.45
German Marquez,$0.0,R,COL,SP,NYM, , , , ,-7000,11,11.5,-171,6.56,-0.38,5,0.344,,0.147,9.16,4,0.336,,0.206,8.74,23,3.66,4.37,0.13,0.340,8.97,0.36,0.27,14.17,0
Rafael Montero,$0.0,R,NYM,SP,@ COL, , , , ,-5500,0,11.5,161,4.94,-0.62,3,0.359,,0.098,8.37,6,0.386,,0.225,10.80,29,4.47,5.43,0.18,0.377,9.99,0.32,0.24,7.77,0
