Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jaime Garcia,$5.4K,L,ATL,SP,@ LAD, , , , ,-1800,7,8.0,242,2.89,0.25,3,0.301,,0.147,9.32,6,0.336,,0.184,7.83,48,3.74,5.13,0.21,0.324,8.33,0.47,0.21,15.78,2.92
Jeff Samardzija,$9.1K,R,SFG,SP,SDP,5,5.29,27.50%,0.890,300,-2,7.0,-165,3.96,-0.2,5,0.341,,0.209,8.86,4,0.296,,0.146,8.43,52,3.37,4.41,0.18,0.321,8.67,0.38,0.25,24.47,2.69
Aaron Nola,$8.4K,R,PHI,SP,MIL,4,3.86,27.50%,0.820,-700,2,9.0,-140,4.86,0.27,4,0.307,,0.137,8.58,5,0.291,,0.117,10.71,34,3.08,3.85,0.16,0.298,9.76,0.44,0.21,22.55,2.68
Trevor Bauer,$6.2K,R,CLE,SP,TOR,10,11.43,15.00%,1.096,-1400,3,9.5,-139,5.12,0.04,4,0.331,,0.156,9.23,5,0.334,,0.153,8.69,56,3.75,4.76,0.18,0.333,8.93,0.39,0.23,16.44,2.65
Steven Matz,$7.1K,L,NYM,SP,OAK,8,8.71,5.00%,3.688,-600,0,9.5,-153,5.26,0.18,1,0.304,,0.110,8.31,8,0.323,,0.165,9.38,28,3.39,4.53,0.20,0.321,9.26,0.40,0.23,18.44,2.6
Paul Blackburn,$5.3K,R,OAK,SP,@ NYM, , ,1.00%,13.390,-1600,5,9.5,143,4.24,0.32,6,0.270,,0.000,2.70,3,0.329,,0.250,4.50,3,4.76,5.52,0.17,0.290,3.30,0.48,0.19,13.39,2.53
Yu Darvish,$10.6K,R,TEX,SP,@ TBR,7,7.57,10.00%,2.534,900,0,8.5,-127,4.47,0.66,5,0.288,,0.140,11.71,4,0.293,,0.169,10.24,38,3.16,4.34,0.18,0.290,11.06,0.32,0.29,25.34,2.39
Zachary Godley,$7.0K,R,ARI,SP,WAS,9,9.71,7.50%,2.165,-1400,5,8.5,137,3.85,-0.06,5,0.349,,0.220,8.69,4,0.302,,0.142,8.05,39,3.44,4.81,0.21,0.328,8.41,0.49,0.21,16.24,2.32
Jake Arrieta,$7.8K,R,CHC,SP,STL, , , , ,-1400,7,8.0,-134,4.27,4.27,3,0.291,,0.149,9.34,6,0.266,,0.123,8.82,53,3.51,4.44,0.17,0.274,8.99,0.42,0.23,17.85,2.29
Jose Urena,$5.0K,R,MIA,SP,@ CIN, , ,0.50%, ,-1700,5,10.5,120,4.94,0.06,5,0.362,,0.194,4.94,4,0.323,,0.178,8.11,46,4.61,5.71,0.16,0.345,6.35,0.35,0.27,11.38,2.28
