Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
George Farmer,$5.8K,R,DET,SP,TBR,13,14.00,10.00%,1.811,-600,-4,10.0,-104,5.06,0.25,4,0.404,,0.233,12.60,5,0.312,,0.100,10.53,17,4.02,5.12,0.20,0.353,11.45,0.37,0.25,18.11,3.12
Luis Cessa,$4.7K,R,NYY,SP,@ OAK, , , , ,-1500,3,10.5,-121,5.05,0.36,4,0.289,,0.168,7.44,5,0.323,,0.206,5.80,18,4.18,6.39,0.25,0.308,6.53,0.40,0.30,14.4,3.06
John Lackey,$6.8K,R,CHC,SP,@ PIT, , ,7.50%,2.572,-1300,6,9.0,106,4.38,-0.06,3,0.338,,0.172,7.88,6,0.291,,0.176,9.84,44,3.58,5.02,0.21,0.307,9.19,0.34,0.27,19.29,2.84
Joseph Musgrove,$6.5K,R,HOU,SP,BOS, , , , ,-900,0,9.0,-124,4.7,0.01,3,0.362,,0.203,7.47,6,0.342,,0.209,7.66,22,3.99,5.13,0.15,0.349,7.60,0.35,0.32,18.41,2.83
Jose Urena,$5.5K,R,MIA,SP,@ ATL, , ,3.00%,5.190,-1800,5,9.5,-104,4.69, ,4,0.340,,0.169,4.71,5,0.343,,0.205,8.05,40,4.65,5.67,0.16,0.342,6.57,0.37,0.27,15.57,2.83
Trevor Bauer,$6.2K,R,CLE,SP,@ MIN,9,12.20,22.50%,0.780,-300,-4,10.5,-150,5.78,0.19,6,0.334,,0.171,9.44,3,0.333,,0.154,8.75,51,3.75,4.81,0.19,0.334,9.21,0.39,0.23,17.55,2.83
Joseph Ross,$6.9K,R,WAS,SP,@ NYM, , ,5.00%,3.882,-1100,3,8.5,118,4.02,0.16,5,0.394,,0.187,8.69,4,0.300,,0.142,8.89,28,3.61,4.65,0.19,0.352,8.78,0.36,0.23,19.41,2.81
Jharel Cotton,$5.2K,R,OAK,SP,NYY,14,14.40, , ,-1600,3,10.5,111,5.45,0.64,4,0.297,,0.136,7.00,5,0.347,,0.222,8.23,16,4.27,5.44,0.21,0.325,7.68,0.28,0.26,14.12,2.72
Kenta Maeda,$7.2K,R,LAD,SP,@ CIN, , ,7.50%,2.588,-1500,7,11.0,-167,6.24,0.25,6,0.325,,0.158,8.19,3,0.284,,0.142,10.87,46,3.37,4.48,0.18,0.311,9.08,0.37,0.25,19.41,2.7
Bronson Arroyo,$4.2K,R,CIN,SP,LAD, , ,0.50%, ,-1400,0,11.0,157,4.76,0.25,3,0.411,,0.435,5.49,6,0.405,,0.255,5.40,13,5.07,7.74,0.23,0.407,5.43,0.26,0.40,10.67,2.54
J.C. Ramirez,$6.6K,R,LAA,SP,KCR, , , , ,-1000,1,8.5,-109,4.3, ,5,0.299,,0.177,7.69,4,0.309,,0.124,7.73,85,3.80,5.30,0.24,0.303,7.71,0.43,0.22,16.79,2.54
Jimmy Nelson,$7.9K,R,MIL,SP,SDP,1,1.60,37.50%,0.533,-1400,3,8.5,-148,4.66,-0.34,4,0.337,,0.168,8.46,5,0.349,,0.142,7.93,46,4.11,5.26,0.17,0.344,8.17,0.42,0.24,20,2.53
Luis Perdomo,$5.9K,R,SDP,SP,@ MIL,8,11.00,7.50%,1.979,-1000,-1,8.5,138,3.84,-0.16,3,0.377,,0.185,6.22,6,0.349,,0.150,7.98,46,3.79,5.38,0.23,0.358,7.39,0.47,0.18,14.84,2.52
