Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Junior Guerra,$6.2K,R,MIL,SP,SDP,8,9.50,12.50%,1.530,-1900,11,10.0,-148,5.49,0.2,3,0.253,,0.113,7.98,6,0.300,,0.139,7.68,25,4.24,4.72,0.13,0.284,7.78,0.38,0.26,19.13,3.09
Daniel Norris,$6.8K,L,DET,SP,TBR,13,12.83,7.50%,2.464,-500,-3,10.0,-125,5.24,0.07,3,0.330,,0.181,11.37,6,0.376,,0.185,9.16,26,3.92,4.72,0.14,0.361,9.90,0.33,0.29,18.48,2.72
James Paxton,$8.8K,L,SEA,SP,@ TEX,5,5.67,17.50%,1.359,100,0,10.0,-110,5.06,-0.29,2,0.281,,0.083,6.75,7,0.312,,0.141,9.92,29,3.31,3.34,0.09,0.305,9.22,0.34,0.24,23.78,2.7
Joseph Biagini,$6.9K,R,TOR,SP,CHW,4,5.50,25.00%,0.737,-800,0,9.0,-183,5.23,0.57,4,0.317,,0.113,9.95,5,0.265,,0.095,7.03,84,3.44,3.52,0.08,0.288,8.33,0.44,0.19,18.42,2.67
Aaron Nola,$6.3K,R,PHI,SP,ARI,11,11.67,10.00%,1.643,-1200,5,8.5,-121,4.41,-0.43,5,0.304,,0.137,8.49,4,0.305,,0.112,10.51,28,3.07,3.88,0.16,0.304,9.39,0.46,0.20,16.43,2.61
Sean Manaea,$7.3K,L,OAK,SP,NYY,12,12.67,5.00%,3.634,-1100,3,8.0,110,3.86,0.4,1,0.214,,0.109,8.24,8,0.338,,0.175,8.65,35,3.62,4.56,0.17,0.324,8.60,0.35,0.26,18.17,2.49
Sean Newcomb,$6.5K,L,ATL,SP,MIA,7,8.67,5.00%,3.238,-1000,3,9.0,-107,4.56, ,4,0.230,,0.000,27.00,5,0.157,,0.000,10.39,1,2.70,2.15,0.00,0.189,17.77,0.33,0.11,16.19,2.49
Trevor Williams,$5.4K,R,PIT,SP,CHC, , ,0.50%, ,-600,-1,9.5,103,4.66,0.03,5,0.366,,0.188,6.96,4,0.361,,0.210,6.83,20,4.40,5.98,0.26,0.364,6.90,0.34,0.21,13.38,2.48
Jesse Chavez,$6.1K,R,LAA,SP,KCR, , ,0.25%, ,-500,-1,9.0,-108,4.56,0.18,4,0.373,,0.223,7.62,5,0.354,,0.239,7.96,73,3.92,5.82,0.21,0.362,7.81,0.36,0.31,14.86,2.44
Steven Matz,$7.0K,L,NYM,SP,WAS, , ,7.50%,2.264,-1900,8,7.5,132,3.43,0.06,2,0.295,,0.108,8.13,7,0.311,,0.136,10.02,22,3.17,4.05,0.17,0.307,9.60,0.42,0.21,16.98,2.43
Drew Pomeranz,$6.7K,L,BOS,SP,@ HOU, , ,2.00%,8.075,-1300,5,9.0,116,4.28,-0.25,2,0.322,,0.114,10.40,7,0.318,,0.189,11.09,45,3.37,4.53,0.19,0.319,10.94,0.36,0.27,16.15,2.41
Patrick Corbin,$7.4K,L,ARI,SP,@ PHI, , ,3.00%,5.853,-600,-1,8.5,111,4.09,-0.57,1,0.312,,0.186,11.33,8,0.383,,0.203,6.72,47,4.11,5.65,0.23,0.375,7.23,0.39,0.23,17.56,2.37
Carlos Carrasco,$9.4K,R,CLE,SP,@ MIN,9,10.83,12.50%,1.739,-300,0,10.0,-150,5.51,-0.05,6,0.365,,0.262,9.68,3,0.282,,0.149,9.56,37,3.22,4.36,0.17,0.337,9.64,0.37,0.28,21.74,2.31
Tim Adleman,$5.2K,R,CIN,SP,LAD, , ,0.50%, ,-1600,6,9.5,148,4.19,0.09,6,0.369,,0.269,7.23,3,0.323,,0.193,7.40,24,4.36,5.94,0.18,0.354,7.29,0.30,0.34,11.95,2.3
Max Scherzer,$12.9K,R,WAS,SP,@ NYM,1,2.17,35.00%,0.849,500,0,7.5,-142,4.07,-0.06,5,0.337,,0.209,9.78,4,0.205,,0.131,13.39,49,2.60,3.85,0.19,0.278,11.38,0.29,0.30,29.7,2.3
Tyson Ross,$5.5K,R,TEX,SP,SEA, , ,1.00%,12.610,-600,-1,10.0,100,4.94,0.29,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.61,2.29
Eddie Butler,$6.0K,R,CHC,SP,@ PIT, , ,0.50%, ,-1100,3,9.5,-113,4.84,-0.03,3,0.360,,0.176,7.16,6,0.382,,0.232,6.84,23,4.49,5.76,0.19,0.375,6.95,0.36,0.25,13.6,2.27
Kevin Gausman,$5.6K,R,BAL,SP,STL, , ,1.00%,12.630,-700,0,9.0,121,4.23,0.13,2,0.315,,0.159,7.96,7,0.384,,0.186,8.64,44,3.90,5.24,0.22,0.369,8.49,0.36,0.24,12.63,2.26
Alex Wood,$9.1K,L,LAD,SP,@ CIN,3,5.33,17.50%,1.176,500,-2,9.5,-158,5.31,-0.09,2,0.300,,0.087,9.77,7,0.279,,0.081,10.51,25,2.85,3.26,0.12,0.284,10.35,0.45,0.16,20.58,2.26
Michael Fiers,$6.6K,R,HOU,SP,BOS, , ,0.50%, ,-500,-3,9.0,-126,4.72,-0.25,3,0.333,,0.159,6.69,6,0.382,,0.259,8.18,44,3.92,5.66,0.21,0.366,7.68,0.37,0.28,14.46,2.19
Ian Kennedy,$6.4K,R,KCR,SP,@ LAA, , ,1.00%,14.040,-1000,2,9.0,-102,4.44,0.32,4,0.316,,0.179,9.16,5,0.324,,0.189,9.42,44,4.21,5.58,0.17,0.320,9.30,0.28,0.36,14.04,2.19
Carlos Martinez,$11.3K,R,STL,SP,@ BAL,6,7.17,10.00%,2.446,1500,0,9.0,-131,4.77,0.37,2,0.325,,0.144,8.10,7,0.240,,0.076,9.68,42,3.40,4.05,0.14,0.259,9.33,0.46,0.20,24.46,2.16
Luis Severino,$11.5K,R,NYY,SP,@ OAK,2,2.50,20.00%,1.220,1600,0,8.0,-120,4.14,0.1,5,0.298,,0.152,9.36,4,0.318,,0.159,10.30,34,3.36,4.55,0.20,0.307,9.78,0.37,0.24,24.39,2.12
Nik Turley,$4.2K,L,MIN,SP,CLE, , ,1.00%,8.910,-1500,1,10.0,140,4.49,0.05,2,0.000,,0.000,0.00,7,0.451,,0.263,9.00,1,3.26,1.80,0.00,0.351,7.00,0.25,0.25,8.91,2.12
Dan Straily,$7.6K,R,MIA,SP,@ ATL, , ,2.00%,8.020,-700,-1,9.0,-103,4.44, ,6,0.277,,0.125,7.46,3,0.337,,0.227,8.47,47,4.24,5.35,0.16,0.297,7.80,0.28,0.33,16.04,2.11
Erasmo Ramirez,$5.7K,R,TBR,SP,@ DET, , ,1.00%,11.970,-600,-1,10.0,115,4.76,0.43,2,0.408,,0.259,6.68,7,0.307,,0.145,7.33,81,3.93,5.12,0.18,0.329,7.19,0.43,0.25,11.97,2.1
Jose Quintana,$7.9K,L,CHW,SP,@ TOR, , ,1.00%,15.570,0,-6,9.0,173,3.77,-0.07,0,0.285,,0.133,8.22,9,0.327,,0.182,9.00,45,3.72,4.40,0.14,0.327,9.00,0.35,0.27,15.57,1.97
Miguel Diaz,$4.3K,R,SDP,SP,@ MIL, , ,0.25%, ,-1200,-1,10.0,138,4.51,0.3,3,0.507,,0.333,8.10,6,0.286,,0.156,7.47,22,5.36,7.13,0.21,0.360,7.68,0.37,0.29,8.33,1.94
Jeff Samardzija,$7.5K,R,SFG,SP,@ COL,10,11.50,1.00%,14.290,300,-10,11.5,107,5.58,0.41,5,0.340,,0.205,8.62,4,0.284,,0.133,8.57,46,3.42,4.33,0.17,0.315,8.60,0.38,0.26,14.29,1.91
Antonio Senzatela,$7.2K,R,COL,SP,SFG, , ,0.25%, ,700,-12,11.5,-117,5.92,0.59,4,0.323,,0.219,7.25,5,0.303,,0.148,7.76,12,4.14,5.32,0.18,0.312,7.53,0.40,0.25,12.14,1.69
