Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Marco Estrada,$5.3K,R,TOR,SP,@ OAK, , ,5.00%,2.778,-2300,6,8.5,116,4.02,0.23,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.89,2.62,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,3,0.682,,1.000,54.50,6,0.000,,0.000,0.00,1,2.41,4.33,1.00,0.227,18.20,0.00,0.00,3,0.311,,0.190,3.10,6,0.332,,0.219,4.20,10,3.91,5.28,0.12,0.325,3.80,0.00,0.00,3,0.305,,0.203,3.60,6,0.370,,0.223,4.50,49,3.97,5.31,0.18,0.348,4.20,0.00,0.00
Carlos Martinez,$7.9K,R,STL,SP,COL, , ,12.50%,1.538,200,1,7.5,-127,3.93,-0.59,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,19.22,2.43,5,0.437,,0.313,1.80,4,0.176,,0.000,1.80,1,5.46,2.96,0.33,0.321,1.80,0.00,0.00,5,0.378,,0.255,2.00,4,0.240,,0.025,4.30,4,4.40,4.40,0.14,0.317,3.00,0.00,0.00,5,0.362,,0.141,2.80,4,0.325,,0.110,5.00,10,4.68,5.42,0.12,0.346,3.80,0.00,0.00,5,0.333,,0.151,4.10,4,0.278,,0.128,5.20,48,3.81,4.11,0.21,0.309,4.60,0.00,0.00
Robbie Ray,$8.0K,L,ARI,SP,TEX, , ,45.00%,0.427,-300,1,8.5,-191,4.96,-0.14,4,0.076,,0.000,3.90,5,0.304,,0.143,3.90,1,3.51,2.89,0.00,0.203,3.90,0.00,0.00,19.23,2.4,4,0.176,,0.000,2.20,5,0.417,,0.300,3.60,2,4.19,3.17,0.40,0.310,3.00,0.00,0.00,4,0.155,,0.033,2.70,5,0.481,,0.369,7.30,5,3.31,4.40,0.39,0.336,5.30,0.00,0.00,4,0.143,,0.030,3.00,5,0.428,,0.305,6.80,6,3.27,4.32,0.32,0.301,5.10,0.00,0.00,4,0.255,,0.131,3.20,5,0.322,,0.181,9.70,38,2.76,3.77,0.26,0.292,6.80,0.00,0.00
David Price,$8.6K,L,BOS,SP,PHI, , ,10.00%,2.006,-700,2,9.0,-146,4.89,-0.01,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,20.06,2.33,1,0.239,,0.000,1.40,8,0.191,,0.000,5.70,1,3.52,2.53,0.00,0.196,5.20,0.00,0.00,1,0.462,,0.375,2.00,8,0.283,,0.153,9.20,3,2.11,3.40,0.25,0.303,8.40,0.00,0.00,1,0.361,,0.237,1.60,8,0.306,,0.191,7.90,13,2.95,3.82,0.24,0.312,7.20,0.00,0.00,1,0.276,,0.104,1.50,8,0.310,,0.173,8.00,33,3.38,4.14,0.18,0.306,7.30,0.00,0.00
Eric Lauer,$4.2K,L,SDP,SP,SFG, , ,12.50%,0.774,-2700,3,8.0,-106,3.94,-0.01,3,0.602,,0.600,4.50,6,0.398,,0.230,6.80,1,4.20,5.58,0.33,0.466,6.00,0.00,0.00,9.68,2.3,3,0.602,,0.600,4.50,6,0.398,,0.230,6.80,1,4.20,5.58,0.33,0.466,6.00,0.00,0.00,3,0.537,,0.348,1.40,6,0.278,,0.091,6.90,4,4.03,4.62,0.14,0.364,5.00,0.00,0.00,3,0.434,,0.246,0.90,6,0.360,,0.175,6.70,14,4.28,4.99,0.20,0.385,4.70,0.00,0.00,3,0.404,,0.200,1.10,6,0.366,,0.170,6.80,17,4.23,4.89,0.18,0.379,4.90,0.00,0.00
Julio Teheran,$7.3K,R,ATL,SP,MIA, , ,12.50%,1.325,-300,3,9.0,-164,5.05,0.27,4,0.313,,0.000,4.20,5,0.601,,0.636,2.10,1,5.23,5.49,0.67,0.473,3.00,0.00,0.00,16.56,2.27,4,0.313,,0.000,4.20,5,0.601,,0.636,2.10,1,5.23,5.49,0.67,0.473,3.00,0.00,0.00,4,0.355,,0.154,3.60,5,0.317,,0.289,6.00,4,3.92,4.27,0.31,0.334,5.00,0.00,0.00,4,0.358,,0.190,3.20,5,0.286,,0.253,4.90,13,4.17,4.76,0.27,0.318,4.20,0.00,0.00,4,0.345,,0.201,3.60,5,0.315,,0.191,4.10,51,4.20,4.95,0.22,0.328,3.90,0.00,0.00
Wei-Yin Chen,$4.8K,L,MIA,SP,@ ATL, , ,2.50%,4.188,-1400,-1,9.0,148,3.95,0.23,3,0.195,,0.000,1.50,6,0.416,,0.333,4.50,1,5.15,4.59,0.50,0.342,3.50,0.00,0.00,10.47,2.18,3,0.195,,0.000,1.50,6,0.416,,0.333,4.50,1,5.15,4.59,0.50,0.342,3.50,0.00,0.00,3,0.339,,0.000,1.10,6,0.330,,0.204,7.20,3,3.87,4.49,0.29,0.333,5.10,0.00,0.00,3,0.258,,0.091,2.20,6,0.360,,0.189,5.10,14,4.21,5.11,0.19,0.326,4.20,0.00,0.00,3,0.261,,0.111,2.00,6,0.349,,0.198,5.00,25,4.28,5.28,0.18,0.320,4.00,0.00,0.00
Martin Perez,$4.0K,L,TEX,SP,@ ARI, , ,1.00%,8.620,-1600, ,8.5,170,3.54,0.14,2,0.417,,0.334,0.00,7,0.335,,0.050,6.00,1,5.09,4.51,0.00,0.353,4.70,0.00,0.00,8.62,2.16,2,0.464,,0.445,0.80,7,0.426,,0.136,5.60,2,4.88,4.01,0.29,0.434,4.50,0.00,0.00,2,0.348,,0.333,1.00,7,0.371,,0.106,4.90,3,4.90,4.64,0.22,0.366,4.00,0.00,0.00,2,0.348,,0.333,1.00,7,0.371,,0.106,4.90,3,4.90,4.64,0.22,0.366,4.00,0.00,0.00,2,0.308,,0.111,1.60,7,0.385,,0.178,4.10,39,4.92,4.96,0.22,0.368,3.60,0.00,0.00
Edwin Jackson,$6.3K,R,OAK,SP,TOR, , ,5.00%,2.598,-100,-2,8.5,-129,4.48,-0.23,3,0.334,,0.000,6.20,6,0.678,,0.625,2.10,1,4.67,3.52,0.50,0.563,3.50,0.00,0.00,12.99,2.06,3,0.338,,0.261,5.90,6,0.420,,0.334,2.50,2,3.59,2.46,0.38,0.393,3.70,0.00,0.00,3,0.331,,0.173,4.00,6,0.314,,0.188,1.60,4,4.99,5.16,0.25,0.320,2.40,0.00,0.00,3,0.300,,0.192,4.40,6,0.282,,0.157,2.60,6,3.99,4.58,0.22,0.288,3.20,0.00,0.00,3,0.329,,0.188,4.50,6,0.385,,0.293,2.90,21,4.25,5.30,0.26,0.366,3.50,0.00,0.00
James Paxton,$9.6K,L,SEA,SP,HOU, , ,15.00%,1.287,700,-2,7.0,-100,3.43,-0.02,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,19.3,2.01,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,1,0.264,,0.000,4.70,8,0.441,,0.392,7.00,2,2.15,3.65,0.38,0.421,6.80,0.00,0.00,1,0.258,,0.070,2.80,8,0.270,,0.172,7.80,13,2.41,2.88,0.22,0.269,7.30,0.00,0.00,1,0.290,,0.096,2.10,8,0.273,,0.135,9.40,42,2.58,3.22,0.16,0.275,8.60,0.00,0.00
Kenta Maeda,$10.1K,R,LAD,SP,MIL, , ,12.50%,1.608,1000,-2,7.5,-147,4.08,-0.13,4,0.238,,0.188,3.90,5,0.380,,0.363,5.10,1,2.35,3.45,0.50,0.317,4.60,0.00,0.00,20.1,1.99,4,0.238,,0.188,3.90,5,0.380,,0.363,5.10,1,2.35,3.45,0.50,0.317,4.60,0.00,0.00,4,0.195,,0.121,5.30,5,0.300,,0.171,7.20,4,1.70,2.70,0.22,0.253,6.40,0.00,0.00,4,0.300,,0.134,3.60,5,0.243,,0.127,7.10,12,2.81,3.60,0.14,0.268,5.50,0.00,0.00,4,0.328,,0.175,3.90,5,0.268,,0.156,6.60,47,2.94,3.70,0.21,0.295,5.40,0.00,0.00
Aaron Nola,$9.0K,R,PHI,SP,@ BOS, , ,10.00%,1.787,-900,2,9.0,129,4.11,0.01,5,0.609,,0.400,3.60,4,0.000,,0.000,5.40,1,3.76,5.93,0.14,0.338,4.40,0.00,0.00,17.87,1.99,5,0.609,,0.400,3.60,4,0.000,,0.000,5.40,1,3.76,5.93,0.14,0.338,4.40,0.00,0.00,5,0.283,,0.121,5.80,4,0.193,,0.036,4.70,4,2.74,3.32,0.08,0.243,5.30,0.00,0.00,5,0.263,,0.095,5.50,4,0.244,,0.094,4.80,14,3.01,3.25,0.12,0.255,5.20,0.00,0.00,5,0.294,,0.123,4.20,4,0.256,,0.112,5.40,48,3.26,3.43,0.15,0.277,4.70,0.00,0.00
