Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Chris Stratton,$4.7K,R,SFG,SP,@ CHC, , ,5.00%,2.616,-1500,6,9.5,210,3.62,3.62,6,0.431,,0.090,0.00,3,0.335,,0.000,1.80,1,6.28,0.00,0.00,0.399,0.60,0.00,0.00,13.08,2.78,6,0.517,,0.334,0.00,3,0.323,,0.000,1.80,2,6.26,0.00,0.25,0.452,0.60,0.00,0.00,6,0.504,,0.362,3.10,3,0.381,,0.189,4.00,4,5.24,0.00,0.35,0.463,3.40,0.00,0.00,6,0.352,,0.208,3.20,3,0.312,,0.145,3.90,9,4.59,0.00,0.15,0.339,3.40,0.00,0.00,6,0.354,,0.168,3.50,3,0.299,,0.135,4.50,21,4.47,0.00,0.15,0.336,3.80,0.00,0.00
Chase Anderson,$5.7K,R,MIL,SP,NYM, , ,0.00%, ,-800,3,9.0,-146,4.9,-0.06,7,0.427,,0.300,3.00,2,0.118,,0.000,1.50,1,5.64,0.00,0.25,0.358,2.70,0.00,0.00,15.49,2.72,7,0.427,,0.300,3.00,2,0.118,,0.000,1.50,1,5.64,0.00,0.25,0.358,2.70,0.00,0.00,7,0.370,,0.200,3.30,2,0.319,,0.308,2.20,3,5.51,0.00,0.29,0.359,3.10,0.00,0.00,7,0.292,,0.168,3.40,2,0.336,,0.256,2.50,9,4.66,0.00,0.26,0.302,3.20,0.00,0.00,7,0.273,,0.130,4.00,2,0.302,,0.186,4.20,33,3.70,0.00,0.18,0.279,4.00,0.00,0.00
Jason Vargas,$4.2K,L,NYM,SP,@ MIL, , ,0.00%, ,-1700,4,9.0,132,4.1,0.06,2,0.000,,0.000,3.60,7,0.153,,0.000,9.00,1,1.33,0.00,0.00,0.119,7.80,0.00,0.00,11.37,2.71,2,0.000,,0.000,3.60,7,0.153,,0.000,9.00,1,1.33,0.00,0.00,0.119,7.80,0.00,0.00,2,0.453,,0.350,2.20,7,0.444,,0.246,6.60,4,4.34,0.00,0.28,0.446,5.60,0.00,0.00,2,0.453,,0.350,2.20,7,0.444,,0.246,6.60,4,4.34,0.00,0.28,0.446,5.60,0.00,0.00,2,0.370,,0.198,1.20,7,0.328,,0.183,6.20,34,4.16,0.00,0.22,0.337,5.10,0.00,0.00
Jose Quintana,$8.1K,L,CHC,SP,SFG, , ,37.50%,0.562,-200,-1,9.5,-240,5.88,5.88,2,0.067,,0.000,5.10,7,0.231,,0.000,3.90,1,3.82,0.00,0.00,0.195,4.10,0.00,0.00,21.07,2.6,2,0.151,,0.000,6.40,7,0.465,,0.416,10.30,1,3.95,0.00,0.23,0.395,9.40,0.00,0.00,2,0.152,,0.000,3.00,7,0.338,,0.205,7.90,4,3.89,0.00,0.21,0.297,6.80,0.00,0.00,2,0.223,,0.070,2.70,7,0.361,,0.219,6.70,8,4.18,0.00,0.20,0.330,5.80,0.00,0.00,2,0.237,,0.096,2.50,7,0.322,,0.180,8.20,39,3.39,0.00,0.21,0.303,6.90,0.00,0.00
Jack Flaherty,$6.3K,R,STL,SP,@ PIT, , ,0.00%, ,-1200,9,8.5,-106,4.31,-0.02,4,0.069,,0.000,6.20,5,0.168,,0.176,10.00,1,-0.81,0.00,0.17,0.124,8.30,0.00,0.00,15.5,2.46,4,0.168,,0.000,5.10,5,0.184,,0.131,6.50,2,1.50,0.00,0.11,0.177,5.90,0.00,0.00,4,0.236,,0.001,4.10,5,0.228,,0.194,5.20,3,3.02,0.00,0.14,0.232,4.70,0.00,0.00,4,0.228,,0.000,4.80,5,0.269,,0.167,6.00,4,2.47,0.00,0.13,0.251,5.50,0.00,0.00,4,0.330,,0.167,4.20,5,0.267,,0.109,6.50,9,3.30,0.00,0.19,0.295,5.50,0.00,0.00
Alex Wood,$8.4K,L,LAD,SP,SDP, , ,40.00%,0.515,-300,-1,7.0,-223,4.25,0.14,2,0.000,,0.000,4.50,7,0.260,,0.188,1.50,1,4.10,0.00,0.17,0.202,2.20,0.00,0.00,20.6,2.45,2,0.195,,0.000,3.00,7,0.278,,0.083,3.80,2,3.44,0.00,0.10,0.260,3.60,0.00,0.00,2,0.292,,0.000,2.20,7,0.268,,0.083,5.80,5,3.54,0.00,0.09,0.273,5.00,0.00,0.00,2,0.277,,0.067,2.10,7,0.245,,0.119,6.10,10,3.35,0.00,0.10,0.252,5.20,0.00,0.00,2,0.259,,0.089,2.50,7,0.265,,0.147,6.80,36,3.32,0.00,0.19,0.264,5.90,0.00,0.00
Wei-Yin Chen,$4.6K,L,MIA,SP,WAS, , ,0.00%, ,-1100,1,8.0,136,3.61,-0.18,2,0.329,,0.000,3.50,7,0.175,,0.000,5.30,1,3.24,0.00,0.00,0.209,4.90,0.00,0.00,10.95,2.38,2,0.263,,0.000,2.90,7,0.231,,0.000,4.90,2,4.27,0.00,0.00,0.238,4.50,0.00,0.00,4,0.293,,0.160,7.20,5,0.248,,0.096,4.00,3,3.39,0.00,0.12,0.268,5.40,0.00,0.00,4,0.312,,0.203,5.50,5,0.214,,0.075,3.70,8,3.55,0.00,0.19,0.258,4.50,0.00,0.00,4,0.344,,0.196,4.20,5,0.254,,0.106,4.50,38,3.78,0.00,0.20,0.294,4.40,0.00,0.00
Clay Buchholz,$4.9K,R,ARI,SP,@ OAK, , ,0.00%, ,-700,-2,8.5,144,3.76,0.18,5,0.000,,0.000,3.60,4,0.651,,0.800,0.00,1,5.35,0.00,0.17,0.289,2.00,0.00,0.00,11.18,2.28,5,0.000,,0.000,3.60,4,0.651,,0.800,0.00,1,5.35,0.00,0.17,0.289,2.00,0.00,0.00,2,0.340,,0.304,3.00,7,0.411,,0.301,3.00,5,5.49,0.00,0.20,0.395,3.00,0.00,0.00,2,0.340,,0.304,3.00,7,0.411,,0.301,3.00,5,5.49,0.00,0.20,0.395,3.00,0.00,0.00,2,0.263,,0.155,2.00,7,0.336,,0.224,4.50,14,4.40,0.00,0.17,0.320,3.90,0.00,0.00
Andrew Cashner,$5.1K,R,BAL,SP,@ TBR, , ,0.00%, ,-1300,5,8.5,128,3.91,-0.01,3,0.336,,0.182,3.60,6,0.499,,0.181,3.60,1,4.55,0.00,0.00,0.445,3.60,0.00,0.00,11.32,2.22,3,0.369,,0.231,6.20,6,0.387,,0.118,2.60,2,4.13,0.00,0.25,0.381,3.80,0.00,0.00,5,0.000,,0.000,3.60,4,0.651,,0.800,0.00,1,5.35,0.00,0.17,0.289,2.00,0.00,0.00,5,0.000,,0.000,3.60,4,0.651,,0.800,0.00,1,5.35,0.00,0.17,0.289,2.00,0.00,0.00,5,0.320,,0.069,3.00,4,0.490,,0.452,4.50,3,5.14,0.00,0.17,0.396,3.60,0.00,0.00
Jaime Garcia,$5.5K,L,TOR,SP,@ PHI, , ,0.00%, ,-100,-6,8.5,165,3.58,-0.01,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.08,2.2,1,0.352,,0.334,2.80,8,0.424,,0.091,5.60,1,5.56,0.00,0.00,0.416,5.30,0.00,0.00,3,0.355,,0.250,5.20,6,0.408,,0.219,3.00,5,4.44,0.00,0.29,0.390,3.70,0.00,0.00,3,0.372,,0.275,6.10,6,0.342,,0.188,3.40,9,4.08,0.00,0.24,0.352,4.30,0.00,0.00,3,0.328,,0.163,3.20,6,0.308,,0.129,2.80,36,4.88,0.00,0.17,0.315,2.90,0.00,0.00
