Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Justin Verlander,$7.6K,R,DET,SP,TBR,4,5.80,37.50%,0.582,-1700,5,9.5,-148,5.21,0.08,5,0.255,,0.156,10.74,4,0.303,,0.153,8.73,48,3.51,4.45,0.15,0.276,9.85,0.27,0.33,21.81,2.87
Michael Wacha,$6.3K,R,STL,SP,MIL,3,5.20,25.00%,0.642,-1100,2,9.5,-135,5.08,0.21,3,0.334,,0.166,7.62,6,0.353,,0.166,8.54,38,3.93,4.61,0.14,0.347,8.23,0.39,0.24,16.06,2.55
David Holmberg,$4.6K,L,CHW,SP,BAL, , , , ,-1100,1,11.0,104,5.38,0.19,0,0.137,,0.050,4.50,9,0.305,,0.213,6.23,10,4.77,4.99,0.11,0.305,6.23,0.42,0.27,11.61,2.52
Jose Berrios,$8.8K,R,MIN,SP,SEA,9,10.40, , ,-700,2,10.5,-122,5.46,0.64,4,0.340,,0.135,9.35,5,0.393,,0.230,8.43,19,4.80,6.43,0.19,0.369,8.84,0.31,0.31,20.75,2.36
Robert Gsellman,$6.2K,R,NYM,SP,WAS,10,10.80,5.00%,2.906,-1400,6,9.0,118,4.26,-0.08,5,0.279,,0.073,9.59,4,0.356,,0.146,6.41,23,3.77,4.27,0.13,0.313,8.18,0.41,0.20,14.53,2.34
Nicholas Pivetta,$4.5K,R,PHI,SP,BOS, , ,3.00%,3.497,-1000,0,8.0,220,3.02,-0.3,6,0.369,,0.077,10.00,3,0.436,,0.329,8.62,6,4.58,6.10,0.19,0.391,9.54,0.34,0.30,10.49,2.33
Gio Gonzalez,$9.0K,L,WAS,SP,@ NYM,5,6.80,17.50%,1.178,300,-1,9.0,-128,4.74,0.58,2,0.270,,0.073,8.21,7,0.331,,0.157,10.08,45,3.76,4.69,0.16,0.317,9.66,0.38,0.25,20.62,2.29
Ricky Nolasco,$6.7K,R,LAA,SP,KCR,7,9.40,12.50%,1.219,-600,-1,8.5,-112,4.32,-0.16,4,0.317,,0.183,6.20,5,0.344,,0.210,8.40,45,3.96,5.27,0.17,0.332,7.42,0.36,0.31,15.24,2.27
Chris Sale,$14.1K,L,BOS,SP,@ PHI,1,1.20,40.00%,0.787,2600,0,8.0,-240,4.98,-0.2,1,0.262,,0.152,10.88,8,0.278,,0.144,10.54,45,2.79,3.64,0.14,0.276,10.58,0.33,0.29,31.5,2.23
Chris Tillman,$6.5K,R,BAL,SP,@ CHW, , , , ,-500,-1,11.0,-114,5.62,0.31,2,0.357,,0.192,8.90,7,0.339,,0.191,6.83,38,4.50,5.48,0.17,0.343,7.29,0.35,0.27,14,2.15
Jordan Montgomery,$8.6K,L,NYY,SP,@ OAK,2,2.60,35.00%,0.526,1100,-7,8.5,-107,4.3,-0.08,1,0.271,,0.212,6.75,8,0.286,,0.093,9.45,11,3.87,4.26,0.11,0.284,9.15,0.31,0.32,18.41,2.14
Sonny Gray,$7.7K,R,OAK,SP,NYY, , ,10.00%,1.611,-500,1,8.5,-103,4.2,0.08,4,0.324,,0.153,7.20,5,0.367,,0.214,8.20,29,3.74,5.00,0.23,0.348,7.76,0.46,0.18,16.11,2.09
Matt Moore,$5.1K,L,SFG,SP,@ COL, , ,0.50%, ,-1000,0,11.0,151,4.82,-0.16,2,0.347,,0.185,8.06,7,0.307,,0.153,8.28,47,4.18,5.01,0.14,0.316,8.23,0.31,0.31,10.55,2.07
Jeff Hoffman,$7.5K,R,COL,SP,SFG,6,7.80,4.00%,3.792,900,-7,11.0,-161,6.18,0.16,5,0.301,,0.177,7.59,4,0.353,,0.250,10.87,13,3.85,5.21,0.17,0.324,9.05,0.33,0.34,15.17,2.02
Ariel Miranda,$7.4K,L,SEA,SP,@ MIN, , , , ,-1300,6,10.5,112,5.04,0.36,1,0.301,,0.118,7.71,8,0.286,,0.189,7.44,25,4.46,5.58,0.19,0.288,7.47,0.25,0.32,14.3,1.93
Zach Davies,$7.3K,R,MIL,SP,@ STL, , ,2.00%,6.645,-600,4,9.5,125,4.42,0.29,2,0.367,,0.211,6.94,7,0.323,,0.148,8.00,41,3.89,4.95,0.19,0.333,7.76,0.39,0.23,13.29,1.82
Matthew Strahm,$4.7K,L,KCR,SP,@ LAA, , ,2.00%,4.155,-900,-1,8.5,102,4.18,0.16,1,0.279,,0.080,12.51,8,0.237,,0.118,12.79,35,3.73,4.45,0.15,0.242,12.76,0.40,0.27,8.31,1.77
Josh Tomlin,$7.2K,R,CLE,SP,LAD,8,10.20, , ,-400,2,9.5,-101,4.69,0.14,3,0.299,,0.207,6.20,6,0.364,,0.208,6.65,44,3.83,5.20,0.20,0.342,6.50,0.39,0.27,12.24,1.7
Rich Hill,$9.6K,L,LAD,SP,@ CLE, , , , ,1700,-5,9.5,-109,4.81,-0.14,1,0.271,,0.058,7.67,8,0.275,,0.090,12.91,28,3.24,3.61,0.11,0.275,12.33,0.36,0.23,15.67,1.63
Alex Cobb,$8.2K,R,TBR,SP,@ DET,10,10.80,5.00%,2.642,500,-3,9.5,138,4.29,-0.08,3,0.348,,0.120,6.10,6,0.344,,0.171,7.05,19,4.31,5.44,0.19,0.345,6.73,0.36,0.24,13.21,1.61
