Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Eduardo Rodriguez,$6.0K,L,BOS,SP,@ BAL, , ,7.50%,2.216,-1300,12,8.0,-102,3.95,-0.46,1,0.334,,0.101,10.97,8,0.335,,0.235,9.12,23,4.11,5.24,0.17,0.335,9.33,0.28,0.34,16.62,2.77
Ivan Nova,$8.0K,R,PIT,SP,NYY, , ,10.00%,2.032,700,-6,7.5,-109,3.8,-0.03,5,0.376,,0.245,5.74,4,0.307,,0.161,7.96,34,3.53,4.70,0.18,0.345,6.73,0.46,0.23,20.32,2.54
Zach Eflin,$5.6K,R,PHI,SP,ATL, , ,0.25%, ,100,-2,8.0,-105,3.95,-0.19,4,0.405,,0.324,2.92,5,0.313,,0.171,5.73,12,5.16,6.09,0.16,0.354,4.48,0.30,0.32,13.73,2.45
Zack Wheeler,$8.0K,R,NYM,SP,WAS, , ,7.50%,2.615,700,-6,7.0,140,3.15,-0.06,4,0.520,,0.421,11.25,5,0.138,,0.039,8.22,3,3.25,4.36,0.20,0.308,9.57,0.37,0.23,19.61,2.45
Mike Leake,$7.0K,R,STL,SP,@ MIL, , ,15.00%,1.125,-900,8,8.5,-110,4.3,-0.02,3,0.292,,0.135,7.26,6,0.316,,0.119,6.55,34,3.61,4.25,0.14,0.308,6.79,0.43,0.21,16.87,2.41
Jordan Montgomery,$7.3K,L,NYY,SP,@ PIT, , ,10.00%,1.719,700,-8,7.5,-101,3.7,0.03,1,0.144,,0.000,20.25,8,0.353,,0.133,9.00,2,3.72,5.77,0.20,0.330,10.25,0.37,0.33,17.19,2.35
Luis Perdomo,$5.4K,R,SDP,SP,MIA, , ,1.00%,12.650,-100,-1,8.5,108,4.12,-0.08,3,0.362,,0.194,6.13,6,0.363,,0.153,7.22,36,3.87,5.57,0.24,0.363,6.86,0.48,0.19,12.65,2.34
Marcus Stroman,$9.6K,R,TOR,SP,@ LAA, , ,10.00%,2.091,1100,-1,8.0,-121,4.15,-0.15,3,0.304,,0.139,7.54,6,0.320,,0.149,7.63,36,3.44,4.45,0.18,0.315,7.60,0.50,0.19,20.91,2.18
Jesse Chavez,$7.0K,R,LAA,SP,TOR, , ,0.50%, ,1100,-10,8.0,111,3.85,-0.35,5,0.362,,0.175,8.74,4,0.344,,0.212,8.88,63,3.63,5.18,0.21,0.354,8.80,0.36,0.28,14.98,2.14
Andrew Triggs,$6.8K,R,OAK,SP,SEA, , ,1.00%,14.200,-800,9,8.5,-123,4.43,0.19,4,0.293,,0.147,10.36,5,0.285,,0.117,7.68,27,3.37,3.76,0.11,0.289,8.87,0.43,0.20,14.2,2.09
Shelby Miller,$6.0K,R,ARI,SP,LAD, , ,2.00%,6.250,-1600,16,9.0,145,4,-0.19,6,0.433,,0.230,6.90,3,0.316,,0.132,7.86,23,4.61,5.31,0.15,0.394,7.22,0.34,0.25,12.5,2.08
Brandon McCarthy,$7.4K,R,LAD,SP,@ ARI, , ,5.00%,3.054,300,-6,9.0,-155,5,0.19,4,0.304,,0.051,12.15,5,0.285,,0.112,10.13,14,4.13,4.37,0.11,0.293,11.03,0.36,0.25,15.27,2.06
Kevin Gausman,$7.4K,R,BAL,SP,BOS, , ,1.00%,15.180,300,-6,8.0,-108,4.05,-0.54,5,0.309,,0.162,8.62,4,0.359,,0.174,8.88,34,3.65,4.84,0.21,0.331,8.74,0.36,0.24,15.18,2.05
Jason Hammel,$6.2K,R,KCR,SP,@ TEX, , ,1.00%,12.470,-1400,13,8.0,193,3.2,-0.44,5,0.358,,0.205,8.31,4,0.296,,0.152,7.73,32,4.06,5.15,0.17,0.330,8.05,0.34,0.28,12.47,2.01
Yu Darvish,$10.8K,R,TEX,SP,KCR, , ,27.50%,0.786,600,1,8.0,-208,4.8,-0.06,4,0.269,,0.124,12.14,5,0.300,,0.182,11.06,22,3.06,4.29,0.18,0.286,11.54,0.32,0.30,21.61,2
Danny Salazar,$11.3K,R,CLE,SP,@ CHW, , ,35.00%,0.641,1200,-1,8.0,-182,4.65,-0.28,4,0.324,,0.198,12.20,5,0.315,,0.115,11.20,28,3.46,4.26,0.16,0.319,11.64,0.38,0.26,22.45,1.99
Tom Koehler,$7.3K,R,MIA,SP,@ SDP, , ,1.00%,14.410,700,-8,8.5,-118,4.38,0.08,3,0.370,,0.223,8.24,6,0.332,,0.158,6.86,35,4.60,5.64,0.18,0.345,7.32,0.32,0.26,14.41,1.97
Michael Fulmer,$9.9K,R,DET,SP,@ MIN, , ,7.50%,2.509,900,-1,8.5,-102,4.2,-0.1,7,0.255,,0.079,7.17,2,0.310,,0.168,8.85,29,3.66,4.44,0.15,0.267,7.54,0.42,0.24,18.82,1.9
Matt Andriese,$6.8K,R,TBR,SP,HOU, , ,1.00%,12.820,-400,2,8.5,106,4.14,-0.16,4,0.316,,0.165,7.25,5,0.322,,0.150,8.67,32,3.68,4.58,0.15,0.319,8.04,0.36,0.31,12.82,1.89
Kyle Freeland,$4.7K,L,COL,SP,SFG, , ,0.25%, ,-1600,6,11.5,-102,5.68,0.25,3,0.528,,0.250,16.88,6,0.323,,0.111,5.79,3,4.60,5.34,0.13,0.391,9.49,0.43,0.17,8.82,1.88
John Lackey,$9.8K,R,CHC,SP,@ CIN, , ,7.50%,2.443,600,1,9.0,-178,5.19,0.09,5,0.323,,0.145,8.40,4,0.275,,0.162,9.53,34,3.50,4.60,0.17,0.302,8.90,0.36,0.27,18.32,1.87
Yovani Gallardo,$6.6K,R,SEA,SP,@ OAK, , ,0.50%, ,800,-8,8.5,113,4.07,0.31,6,0.384,,0.168,7.78,3,0.350,,0.172,5.53,26,4.98,5.77,0.15,0.373,7.03,0.36,0.27,12.18,1.85
Kyle Gibson,$6.2K,R,MIN,SP,DET, , ,2.00%,5.650,300,-4,8.5,-108,4.3,0.1,5,0.366,,0.165,7.09,4,0.341,,0.162,6.81,28,4.51,5.69,0.19,0.355,6.97,0.38,0.23,11.3,1.82
Joseph Musgrove,$7.6K,R,HOU,SP,@ TBR, , ,5.00%,2.718,600,-9,8.5,-116,4.36,0.16,4,0.356,,0.196,6.96,5,0.349,,0.225,7.75,14,3.92,5.20,0.16,0.352,7.40,0.39,0.32,13.59,1.79
Jimmy Nelson,$7.2K,R,MIL,SP,STL, , ,1.00%,12.760,-300,3,8.5,100,4.2,0.02,4,0.348,,0.188,6.79,5,0.343,,0.143,8.27,36,4.37,5.71,0.18,0.345,7.61,0.43,0.24,12.76,1.77
Max Scherzer,$13.9K,R,WAS,SP,@ NYM, , ,40.00%,0.601,2400,0,7.0,-150,3.85,0.06,6,0.337,,0.202,9.74,3,0.210,,0.131,12.85,39,2.75,3.88,0.18,0.295,10.78,0.28,0.29,24.03,1.73
Michael Foltynewicz,$7.8K,R,ATL,SP,@ PHI, , ,0.50%, ,900,-11,8.0,-105,4.05,-0.31,6,0.371,,0.232,8.29,3,0.335,,0.158,8.01,25,4.02,5.01,0.16,0.359,8.20,0.30,0.29,13.28,1.7
Bronson Arroyo,$4.6K,R,CIN,SP,CHC, , ,0.25%, ,-1400,5,9.0,168,3.81,-0.09,6,0.282,,0.222,3.60,3,0.505,,0.421,6.23,3,5.10,7.93,0.23,0.356,4.48,0.31,0.41,7.07,1.54
Derek Holland,$6.1K,L,CHW,SP,CLE, , ,0.25%, ,-200,1,8.0,172,3.35,-0.22,0,0.251,,0.034,7.89,9,0.366,,0.210,6.49,25,4.70,5.44,0.16,0.366,6.49,0.32,0.26,8.6,1.41
Jeff Samardzija,$6.4K,R,SFG,SP,@ COL, , ,0.25%, ,-2200,15,11.5,-108,5.82,0.25,5,0.338,,0.198,7.76,4,0.289,,0.136,8.16,36,3.71,4.59,0.16,0.316,7.94,0.38,0.26,8.76,1.37
