Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Sean Manaea,$6.8K,L,OAK,SP,HOU,10,12.33,7.50%,2.351,-1500,6,9.0,-102,4.44,0.05,2,0.216,,0.106,8.10,7,0.342,,0.182,8.78,36,3.61,4.63,0.17,0.314,8.63,0.35,0.26,17.63,2.59
Junior Guerra,$6.0K,R,MIL,SP,PIT,13,14.00,7.50%,2.047,-1700,8,9.5,-126,4.99,0.04,3,0.253,,0.110,7.95,6,0.304,,0.153,7.55,26,4.34,4.92,0.14,0.287,7.68,0.37,0.26,15.35,2.56
James Paxton,$7.7K,L,SEA,SP,DET,6,7.83,30.00%,0.649,-1000,4,8.5,-142,4.61,0.11,0,0.286,,0.089,6.51,9,0.318,,0.144,10.00,30,3.37,3.43,0.09,0.318,10.00,0.33,0.25,19.48,2.53
Michael Wacha,$7.2K,R,STL,SP,@ PHI,11,12.83,7.50%,2.324,-300,-2,9.5,-127,5,-0.03,3,0.337,,0.166,7.60,6,0.356,,0.168,8.69,39,3.94,4.66,0.15,0.350,8.33,0.39,0.24,17.43,2.42
Drew Pomeranz,$8.5K,L,BOS,SP,@ KCR,3,5.33, , ,500,-4,9.5,-133,5.06,0.03,2,0.324,,0.125,10.31,7,0.317,,0.184,10.97,46,3.40,4.57,0.19,0.319,10.82,0.36,0.27,20.5,2.41
Joseph Biagini,$5.5K,R,TOR,SP,@ TEX, , ,3.00%,4.343,-1900,7,10.5,110,5.06,-0.52,4,0.315,,0.113,9.86,5,0.276,,0.108,6.96,85,3.50,3.55,0.07,0.293,8.25,0.44,0.20,13.03,2.37
Tim Adleman,$5.6K,R,CIN,SP,@ TBR, , , , ,-1300,1,9.0,108,4.36,0.19,3,0.370,,0.272,6.64,6,0.328,,0.193,7.52,25,4.40,6.00,0.19,0.342,7.23,0.31,0.34,13.19,2.36
Eddie Butler,$6.1K,R,CHC,SP,SDP,9,12.00, , ,-1200,1,9.5,-187,5.55,5.55,3,0.350,,0.167,6.75,6,0.374,,0.222,6.46,24,4.65,5.88,0.19,0.366,6.56,0.35,0.26,14.35,2.35
Nicholas Pivetta,$5.8K,R,PHI,SP,STL, , ,2.00%,6.770,-1300,2,9.5,117,4.5,0.03,3,0.341,,0.061,11.57,6,0.399,,0.290,8.84,7,4.17,5.29,0.17,0.380,9.75,0.35,0.28,13.54,2.33
Tyler Pill,$5.5K,R,NYM,SP,@ LAD, , ,4.00%,3.190,0,-5,9.0,199,3.55,-0.04,6,0.676,,0.417,16.20,3,0.320,,0.000,6.14,3,4.41,3.99,0.00,0.557,12.85,0.31,0.13,12.76,2.32
Justin Verlander,$8.0K,R,DET,SP,@ SEA,13,14.00,15.00%,1.213,-1200,4,8.5,132,3.89,-0.11,4,0.261,,0.154,10.67,5,0.300,,0.151,8.72,49,3.54,4.45,0.15,0.283,9.59,0.28,0.32,18.19,2.27
Jordan Montgomery,$7.9K,L,NYY,SP,LAA,5,7.67,20.00%,0.894,-300,1,10.5,-196,6.21,0.23,1,0.304,,0.277,6.30,8,0.285,,0.094,9.29,12,3.85,4.51,0.13,0.287,8.96,0.32,0.32,17.88,2.26
Max Scherzer,$14.1K,R,WAS,SP,@ MIA,1,1.33, , ,1800,0,7.5,-144,4.08,-0.58,5,0.335,,0.204,9.91,4,0.203,,0.128,13.37,50,2.60,3.87,0.19,0.276,11.45,0.29,0.30,31.54,2.24
Sean Newcomb,$6.5K,L,ATL,SP,SFG, , ,5.00%,2.888,-1000,1,8.5,121,3.99,-0.27,3,0.435,,0.307,9.00,6,0.181,,0.000,8.22,2,3.77,4.45,0.17,0.266,8.48,0.51,0.16,14.44,2.22
Tyson Ross,$6.3K,R,TEX,SP,TOR, , ,1.00%,13.760,-700,-3,10.5,-120,5.44,0.02,4,0.338,,0.120,7.50,5,0.287,,0.056,9.64,2,3.70,3.61,0.00,0.310,8.69,0.39,0.15,13.76,2.18
Jose Berrios,$11.4K,R,MIN,SP,CHW,2,3.67,37.50%,0.650,1700,-1,9.5,-177,5.47,-0.35,4,0.336,,0.129,8.38,5,0.371,,0.212,8.74,20,4.70,6.12,0.18,0.355,8.58,0.32,0.31,24.37,2.14
Jeff Samardzija,$9.4K,R,SFG,SP,@ ATL,7,10.83,10.00%,1.999,600,-1,8.5,-131,4.51,-0.23,6,0.339,,0.204,8.55,3,0.296,,0.145,8.54,47,3.45,4.40,0.17,0.325,8.55,0.37,0.26,19.99,2.13
Dan Straily,$7.5K,R,MIA,SP,WAS, , , , ,-600,2,7.5,134,3.42,-0.42,5,0.276,,0.124,7.56,4,0.334,,0.223,8.50,48,4.16,5.26,0.16,0.302,7.98,0.29,0.33,15.98,2.13
Kevin Gausman,$5.1K,R,BAL,SP,CLE, , ,2.00%,5.415,-1300,4,9.5,165,4.04,-0.16,6,0.316,,0.157,8.04,3,0.385,,0.188,8.79,45,3.90,5.24,0.22,0.339,8.29,0.36,0.24,10.83,2.12
Miguel Diaz,$4.4K,R,SDP,SP,@ CHC, , , , ,-1100,1,9.5,176,3.95,3.95,4,0.487,,0.359,7.56,5,0.332,,0.212,8.83,23,5.02,7.41,0.26,0.401,8.27,0.35,0.29,9.28,2.11
