Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Jake Odorizzi,$6.3K,R,MIN,SP,BAL,4,5,20.00%,0.819,-700,5,9.5,-138,5.09,0.02,1,0.522,,0.400,7.20,8,0.172,,0.000,9.00,1,2.83,4.09,0.17,0.211,8.80,0.00,0.00,16.37,2.6,1,0.388,,0.294,5.70,8,0.192,,0.004,8.20,2,2.36,3.76,0.11,0.214,7.90,0.00,0.00,1,0.386,,0.233,4.50,8,0.306,,0.070,7.30,5,3.74,4.92,0.06,0.315,7.00,0.00,0.00,1,0.380,,0.294,4.90,8,0.340,,0.185,6.50,14,3.45,4.95,0.21,0.344,6.40,0.00,0.00,1,0.330,,0.236,3.90,8,0.328,,0.204,5.70,43,3.89,5.05,0.22,0.328,5.50,0.00,0.00
Alex Cobb,$4.5K,R,BAL,SP,@ MIN, , ,4.00%,2.845,-1500,6,9.5,124,4.41,0.48,7,0.216,,0.143,5.80,2,0.301,,0.127,1.40,1,4.23,5.86,0.00,0.235,4.80,0.00,0.00,11.38,2.53,7,0.263,,0.132,4.30,2,0.431,,0.255,0.90,2,5.17,6.73,0.08,0.300,3.60,0.00,0.00,7,0.347,,0.221,3.90,2,0.377,,0.225,3.60,5,4.27,5.07,0.18,0.354,3.80,0.00,0.00,7,0.388,,0.242,3.90,2,0.355,,0.209,3.20,13,4.45,4.77,0.20,0.381,3.80,0.00,0.00,7,0.330,,0.181,3.40,2,0.334,,0.179,3.30,43,4.30,4.42,0.21,0.331,3.40,0.00,0.00
Dallas Keuchel,$9.3K,L,HOU,SP,CHW,1,1,35.00%,0.643,-300,2,8.5,-306,5.6,-0.05,0,0.308,,0.091,2.60,9,0.142,,0.067,6.40,1,3.43,2.86,0.00,0.142,6.40,0.00,0.00,22.49,2.42,0,0.308,,0.091,1.50,9,0.264,,0.081,6.00,2,4.71,3.81,0.00,0.264,6.00,0.00,0.00,0,0.366,,0.029,1.60,9,0.292,,0.081,6.10,5,4.40,3.56,0.00,0.292,6.10,0.00,0.00,0,0.313,,0.122,1.70,9,0.301,,0.166,5.40,15,4.18,3.59,0.21,0.301,5.40,0.00,0.00,0,0.256,,0.103,2.50,9,0.297,,0.139,6.20,40,4.32,3.33,0.26,0.297,6.20,0.00,0.00
Austin Bibens-Dirkx,$4.6K,R,TEX,SP,@ DET, , ,2.00%,5.480,-1700,7,9.0,-102,4.42, ,4,0.768,,0.875,1.50,5,0.344,,0.059,4.50,1,4.75,6.38,2.00,0.532,3.20,0.00,0.00,10.96,2.38,4,0.481,,0.412,4.10,5,0.311,,0.042,4.10,2,4.41,5.54,0.50,0.387,4.10,0.00,0.00,4,0.377,,0.267,2.60,5,0.296,,0.059,2.60,3,5.07,5.92,0.20,0.332,2.60,0.00,0.00,4,0.364,,0.200,3.00,5,0.342,,0.111,3.90,5,4.26,5.11,0.19,0.352,3.50,0.00,0.00,4,0.345,,0.201,1.90,5,0.348,,0.185,3.90,28,4.67,5.30,0.22,0.347,3.00,0.00,0.00
Antonio Senzatela,$6.3K,R,COL,SP,@ SEA, , ,0.00%, ,100,-1,8.5,116,4.02,0.01,3,0.188,,0.000,2.60,6,0.000,,0.000,2.60,1,3.56,3.54,0.00,0.063,2.60,0.00,0.00,14.58,2.31,3,0.188,,0.000,2.60,6,0.000,,0.000,2.60,1,3.56,3.54,0.00,0.063,2.60,0.00,0.00,3,0.188,,0.000,2.60,6,0.000,,0.000,2.60,1,3.56,3.54,0.00,0.063,2.60,0.00,0.00,3,0.325,,0.000,2.30,6,0.213,,0.105,4.70,6,4.32,3.84,0.00,0.250,3.90,0.00,0.00,3,0.320,,0.181,3.30,6,0.324,,0.165,3.90,44,4.35,4.24,0.22,0.323,3.70,0.00,0.00
Tanner Roark,$7.2K,R,WAS,SP,MIA,9,9,4.00%,3.958, ,2,9.5,-171,5.39,0.22,3,0.256,,0.000,2.60,6,0.530,,0.412,2.60,1,4.84,5.42,0.40,0.439,2.60,0.00,0.00,15.83,2.2,3,0.252,,0.000,4.20,6,0.514,,0.360,2.10,2,4.51,5.27,0.22,0.427,2.80,0.00,0.00,3,0.366,,0.160,4.70,6,0.452,,0.294,3.00,5,4.35,5.56,0.22,0.423,3.50,0.00,0.00,3,0.322,,0.153,4.60,6,0.341,,0.202,3.20,14,4.16,4.75,0.18,0.335,3.70,0.00,0.00,3,0.348,,0.189,4.10,6,0.283,,0.136,4.30,47,3.89,4.34,0.20,0.305,4.20,0.00,0.00
Nathan Eovaldi,$7.3K,R,TBR,SP,@ NYM,4,5,10.00%,1.605,500,-2,8.0,-129,4.2,0.45,5,0.076,,0.000,3.00,4,0.504,,0.235,4.50,1,4.53,2.88,0.50,0.266,3.70,0.00,0.00,16.05,2.2,5,0.192,,0.062,5.20,4,0.330,,0.154,5.20,2,2.92,2.86,0.33,0.253,5.20,0.00,0.00,5,0.252,,0.113,2.70,4,0.377,,0.357,5.40,5,3.05,3.69,0.42,0.308,3.90,0.00,0.00,5,0.262,,0.161,2.60,4,0.303,,0.272,5.00,7,3.25,3.78,0.38,0.280,3.70,0.00,0.00,5,0.262,,0.161,2.60,4,0.303,,0.272,5.00,7,3.25,3.78,0.38,0.280,3.70,0.00,0.00
Rick Porcello,$9.2K,R,BOS,SP,@ KCR,2,4.5,10.00%,1.993,-300,2,9.5,-232,5.82,-0.06,5,0.521,,0.230,4.50,4,0.186,,0.273,3.00,1,4.14,3.98,0.40,0.372,3.80,0.00,0.00,19.93,2.17,5,0.515,,0.210,4.00,4,0.317,,0.300,4.00,2,4.08,4.46,0.33,0.427,4.00,0.00,0.00,5,0.302,,0.103,4.80,4,0.306,,0.213,3.90,5,3.56,4.27,0.21,0.304,4.40,0.00,0.00,5,0.351,,0.228,4.20,4,0.279,,0.089,4.50,15,3.58,4.07,0.21,0.319,4.40,0.00,0.00,5,0.349,,0.217,4.20,4,0.317,,0.157,4.40,50,3.55,4.27,0.21,0.335,4.30,0.00,0.00
Sean Newcomb,$8.7K,L,ATL,SP,@ MIL,7,7.5,10.00%,1.863,1000,-3,8.5,106,4.12,0.04,2,0.000,,0.000,4.10,7,0.700,,0.857,4.10,1,7.71,9.96,0.67,0.544,4.10,0.00,0.00,18.63,2.14,2,0.235,,0.091,3.30,7,0.495,,0.452,5.50,2,4.93,6.20,0.38,0.437,5.00,0.00,0.00,2,0.397,,0.392,2.40,7,0.325,,0.195,5.80,5,3.80,4.51,0.32,0.341,5.10,0.00,0.00,2,0.321,,0.279,1.50,7,0.268,,0.093,6.40,14,4.11,4.55,0.13,0.280,5.30,0.00,0.00,2,0.327,,0.189,2.40,7,0.308,,0.133,7.10,35,3.92,4.45,0.15,0.312,6.00,0.00,0.00
Luis Castillo,$7.1K,R,CIN,SP,@ CHC,12,11.75,10.00%,1.503, ,3,8.5,136,3.83,3.83,5,0.282,,0.167,4.30,4,0.188,,0.000,4.30,1,3.05,2.69,0.00,0.240,4.30,0.00,0.00,15.03,2.12,5,0.285,,0.083,6.20,4,0.264,,0.000,2.60,2,3.53,3.18,0.00,0.276,4.60,0.00,0.00,5,0.383,,0.250,4.00,4,0.244,,0.073,3.50,4,3.92,4.08,0.25,0.321,3.80,0.00,0.00,5,0.356,,0.207,4.30,4,0.310,,0.167,5.60,14,3.67,4.06,0.31,0.336,4.90,0.00,0.00,5,0.324,,0.215,4.10,4,0.294,,0.149,5.60,32,3.60,3.77,0.29,0.311,4.80,0.00,0.00
