Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Brandon McCarthy,$6.4K,R,LAD,SP,NYM,2,3.29,12.50%,1.559,-1500,4,9.0,-215,5.45,0.46,4,0.283,,0.087,9.23,5,0.276,,0.104,9.69,22,3.91,4.14,0.11,0.279,9.49,0.39,0.21,19.49,3.05
Amir Garrett,$5.4K,L,CIN,SP,@ TBR,9,13.29,4.00%,4.100,-1800,4,9.0,132,4.12,-0.02,2,0.344,,0.310,11.32,7,0.387,,0.298,7.79,11,4.37,7.72,0.31,0.377,8.57,0.37,0.31,16.4,3.04
Matt Moore,$5.3K,L,SFG,SP,@ ATL,16,16.43,5.00%,2.992,-2100,8,9.5,100,4.69,0.31,3,0.356,,0.189,8.16,6,0.310,,0.153,8.45,48,4.16,4.96,0.14,0.325,8.35,0.30,0.31,14.96,2.82
Francis Martes,$5.8K,R,HOU,SP,@ OAK,5,9.00,15.00%,1.073,-700,-6,9.0,-104,4.44,-0.14,4,0.142,,0.000,12.46,5,0.501,,0.384,3.00,2,4.20,5.30,0.14,0.341,7.20,0.29,0.29,16.09,2.77
Francisco Liriano,$6.7K,L,TOR,SP,@ TEX,7,11.86,7.50%,2.348,-700,-4,11.0,-128,5.8,0.03,2,0.294,,0.135,10.48,7,0.361,,0.198,9.66,43,4.05,5.34,0.20,0.346,9.84,0.39,0.24,17.61,2.63
Mike Montgomery,$5.5K,L,CHC,SP,SDP,4,7.14,17.50%,0.810,-1800,4,9.0,-188,5.27,5.27,2,0.261,,0.086,8.31,7,0.319,,0.118,9.16,73,3.67,4.33,0.13,0.306,8.97,0.47,0.17,14.17,2.58
Mike Leake,$7.7K,R,STL,SP,@ PHI,6,11.57,15.00%,1.280,-300,-2,9.5,-147,5.2,0.31,4,0.319,,0.160,6.52,5,0.306,,0.129,7.13,44,3.63,4.43,0.16,0.312,6.86,0.43,0.21,19.2,2.49
Robert Gsellman,$5.7K,R,NYM,SP,@ LAD, , ,1.00%,14.180,-1400,-2,9.0,199,3.55,0.04,4,0.308,,0.109,9.16,5,0.361,,0.156,6.60,24,3.84,4.48,0.14,0.337,7.74,0.41,0.20,14.18,2.49
Alex Cobb,$7.1K,R,TBR,SP,CIN,10,14.29,3.00%,5.867,-800,-1,9.0,-142,4.88,0.02,5,0.345,,0.122,6.61,4,0.345,,0.170,6.55,20,4.34,5.38,0.18,0.345,6.58,0.37,0.23,17.6,2.48
Parker Bridwell,$4.6K,R,LAA,SP,@ NYY, , ,0.25%, ,-900,0,10.5,260,3.65,-0.03,4,0.362,,0.158,4.15,5,0.468,,0.375,7.20,4,4.17,8.02,0.33,0.421,5.84,0.35,0.28,11.41,2.48
Chris Sale,$13.2K,L,BOS,SP,@ KCR,1,1.14,40.00%,0.799,1500,0,8.5,-188,4.98,0.33,3,0.257,,0.148,10.76,6,0.277,,0.144,10.56,46,2.77,3.59,0.13,0.270,10.63,0.33,0.29,31.97,2.42
Matthew Strahm,$5.0K,L,KCR,SP,BOS, , ,5.00%,2.348,-1000,-2,8.5,177,3.52,0.17,1,0.300,,0.077,12.51,8,0.223,,0.102,11.29,36,3.77,4.32,0.12,0.232,11.43,0.39,0.30,11.74,2.35
Jeremy Hellickson,$5.2K,R,PHI,SP,STL, , ,0.50%, ,-1400,1,9.5,137,4.3,0.19,2,0.314,,0.169,5.90,7,0.319,,0.206,7.28,46,4.19,5.25,0.18,0.318,6.97,0.36,0.25,12.24,2.35
Jordan Zimmermann,$5.9K,R,DET,SP,@ SEA, , ,1.00%,13.820,-1900,6,9.0,113,4.31,0.12,4,0.353,,0.204,6.05,5,0.370,,0.209,6.02,32,4.59,5.75,0.18,0.362,6.03,0.34,0.28,13.82,2.34
Ariel Miranda,$6.1K,L,SEA,SP,DET,14,16.14,2.00%,7.030,-2400,11,9.0,-123,4.69,-0.12,0,0.307,,0.127,7.62,9,0.302,,0.206,7.46,26,4.50,5.85,0.20,0.302,7.46,0.26,0.32,14.06,2.3
Derek Holland,$5.6K,L,CHW,SP,@ MIN, , ,0.50%, ,-1600,2,9.5,158,4.1,-0.11,3,0.259,,0.041,8.31,6,0.381,,0.230,6.87,35,4.61,5.79,0.18,0.340,7.35,0.32,0.27,12.74,2.28
Ervin Santana,$10.4K,R,MIN,SP,CHW,8,12.57,5.00%,4.722,1400,1,9.5,-168,5.4,0.11,2,0.272,,0.104,6.03,7,0.299,,0.160,8.28,44,4.13,4.81,0.14,0.293,7.78,0.36,0.27,23.61,2.27
Julio Teheran,$7.9K,R,ATL,SP,SFG,13,14.86,5.00%,3.560,-600,1,9.5,-110,4.81,0.19,5,0.383,,0.271,6.12,4,0.262,,0.117,9.32,44,3.93,4.96,0.15,0.329,7.54,0.34,0.31,17.8,2.25
Chris Tillman,$5.1K,R,BAL,SP,CLE, , ,0.50%, ,-1800,3,11.0,127,5.09,0.17,6,0.357,,0.192,8.90,3,0.342,,0.191,7.05,39,4.47,5.45,0.17,0.352,8.28,0.35,0.27,11.17,2.19
Zach Davies,$6.5K,R,MIL,SP,PIT, , ,1.00%,14.150,-1200,0,9.5,-119,4.91,-0.04,2,0.370,,0.215,6.91,7,0.321,,0.143,7.80,42,3.90,4.97,0.19,0.332,7.60,0.39,0.22,14.15,2.18
Nick Martinez,$4.8K,R,TEX,SP,TOR, , ,0.50%, ,-1300,0,11.0,118,5.2,-0.03,3,0.392,,0.213,3.96,6,0.347,,0.205,4.68,21,5.15,6.81,0.22,0.362,4.44,0.35,0.27,10.17,2.12
Josh Tomlin,$6.3K,R,CLE,SP,@ BAL, , ,3.00%,4.453,-1200,0,11.0,-137,5.91,0.33,2,0.307,,0.216,6.32,7,0.364,,0.211,6.80,45,3.81,5.25,0.20,0.351,6.69,0.39,0.28,13.36,2.12
Sonny Gray,$6.9K,R,OAK,SP,HOU,14,16.14,4.00%,3.645,-1300,4,9.0,-106,4.56,0.14,3,0.325,,0.153,7.19,6,0.367,,0.206,8.38,30,3.75,4.95,0.22,0.353,7.98,0.45,0.18,14.58,2.11
Jhoulys Chacin,$7.0K,R,SDP,SP,@ CHC, , ,3.00%,4.790,-200,-9,9.0,177,3.73,3.73,5,0.340,,0.165,5.16,4,0.303,,0.113,9.90,48,3.97,4.84,0.18,0.324,7.27,0.41,0.21,14.37,2.05
Gio Gonzalez,$9.6K,L,WAS,SP,@ MIA,17,16.57,10.00%,1.972,800,0,9.0,-120,4.66,0.04,4,0.268,,0.075,8.24,5,0.331,,0.161,9.94,46,3.76,4.68,0.16,0.303,9.18,0.37,0.25,19.72,2.05
Zack Greinke,$8.6K,R,ARI,SP,@ COL,10,14.29,10.00%,1.742,400,-2,11.0,111,5.29,-0.14,3,0.308,,0.188,9.12,6,0.310,,0.164,8.81,40,3.35,4.52,0.20,0.309,8.91,0.40,0.25,17.42,2.03
Edinson Volquez,$7.2K,R,MIA,SP,WAS, , ,2.00%,7.290,-500,-5,9.0,110,4.34,-0.04,6,0.374,,0.165,7.16,3,0.323,,0.143,7.71,47,4.33,5.19,0.16,0.357,7.34,0.42,0.23,14.58,2.03
Michael Pineda,$10.6K,R,NYY,SP,LAA,3,4.86,20.00%,1.063,1700,-1,10.5,-290,6.85,1.03,4,0.341,,0.208,11.11,5,0.330,,0.201,10.08,47,3.06,4.79,0.23,0.335,10.54,0.40,0.27,21.25,2
Chad Kuhl,$4.7K,R,PIT,SP,@ MIL,12,14.57,4.00%,2.340,-1600,2,9.5,109,4.59,0.04,4,0.389,,0.217,6.91,5,0.298,,0.121,7.07,28,4.30,4.75,0.12,0.338,7.00,0.36,0.26,9.36,1.99
German Marquez,$6.0K,R,COL,SP,ARI, , ,0.25%, ,-400,-9,11.0,-121,5.71,0.14,4,0.352,,0.172,9.69,5,0.352,,0.218,7.36,16,3.90,4.61,0.12,0.352,8.40,0.36,0.28,10.72,1.79
