Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Edward Lively,$5.0K,R,PHI,SP,@ ATL, , ,1.00%,13.880,-900,1,9.5,108,4.6,-0.21,4,0.323,,0.000,0.00,5,0.176,,0.000,0.00,1,6.97,5.80,0.00,0.241,0.00,0.45,0.18,13.88,2.78
Clayton Richard,$5.6K,L,SDP,SP,@ ARI, , , , ,-1700,4,9.5,123,4.44,-0.02,4,0.294,,0.021,8.23,5,0.375,,0.148,5.74,38,3.99,4.79,0.16,0.339,6.85,0.49,0.16,15.24,2.72
Christian Bergman,$5.8K,R,SEA,SP,MIN, , ,3.00%,5.257,-1700,4,9.0,-110,4.56,-0.16,6,0.387,,0.277,9.72,3,0.429,,0.262,6.00,20,4.49,6.62,0.22,0.401,8.48,0.27,0.32,15.77,2.72
Paolo Espino,$4.8K,R,MIL,SP,SFG,9,10.83, , ,-700,-1,8.5,107,4.13,0.2,4,0.308,,0.143,10.80,5,0.148,,0.000,5.40,1,3.67,2.30,0.00,0.219,7.80,0.20,0.13,12.46,2.6
Derek Holland,$6.6K,L,CHW,SP,@ TBR, , ,7.50%,2.164,-900,1,8.0,160,3.44,-0.38,3,0.249,,0.035,8.48,6,0.372,,0.225,6.86,33,4.59,5.65,0.17,0.331,7.40,0.32,0.28,16.23,2.46
Michael Fulmer,$9.2K,R,DET,SP,LAA,5,6.00, , ,-300,2,8.5,-174,4.88,0.29,4,0.255,,0.083,7.71,5,0.300,,0.144,8.00,37,3.67,4.19,0.13,0.280,7.87,0.42,0.23,22.45,2.44
Jon Lester,$9.7K,L,CHC,SP,COL,3,5.17,35.00%,0.663,200,0,9.0,-182,5.23,5.23,3,0.236,,0.098,9.67,6,0.293,,0.143,8.76,48,3.33,4.11,0.17,0.274,9.06,0.39,0.23,23.21,2.39
Mike Leake,$8.0K,R,STL,SP,@ CIN, , , , ,-200,2,9.5,-113,4.84,0.01,5,0.302,,0.152,6.49,4,0.307,,0.135,7.08,42,3.63,4.42,0.16,0.304,6.75,0.43,0.22,19.02,2.38
Gerrit Cole,$8.5K,R,PIT,SP,MIA,7,6.83,22.50%,0.881,0,1,8.5,-144,4.63,0.1,4,0.367,,0.200,9.55,5,0.302,,0.117,6.85,33,3.76,4.63,0.17,0.331,8.05,0.39,0.22,19.82,2.33
Scott Feldman,$6.2K,R,CIN,SP,STL,11,11.33, , ,-1100,0,9.5,103,4.66,-0.01,2,0.358,,0.188,6.81,7,0.323,,0.159,7.47,52,4.07,5.07,0.16,0.331,7.32,0.40,0.24,14.38,2.32
