Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Matt Moore,$5.0K,L,SFG,SP,CHC, , ,7.50%,2.116,-1600,0,8.0,163,3.42,0.07,3,0.361,,0.175,8.30,6,0.310,,0.162,8.46,56,4.16,5.01,0.15,0.327,8.41,0.31,0.30,15.87,3.17
Tim Adleman,$4.6K,R,CIN,SP,SDP,6,6.67,25.00%,0.538,-1600,1,9.5,-128,5.01,0.01,2,0.385,,0.289,7.12,7,0.351,,0.213,8.38,33,4.42,6.34,0.21,0.359,8.10,0.30,0.34,13.44,2.92
Max Scherzer,$12.8K,R,WAS,SP,MIA,1,1.00,55.00%,0.604,1700,0,8.5,-310,5.63,1.63,5,0.333,,0.213,10.08,4,0.200,,0.121,13.48,58,2.55,3.79,0.18,0.274,11.59,0.30,0.30,33.24,2.6
J.C. Ramirez,$7.5K,R,LAA,SP,BAL,5,6.50,7.50%,2.475,-400,0,9.0,-129,4.75,0.04,2,0.319,,0.196,8.13,7,0.303,,0.113,7.29,94,3.96,5.35,0.22,0.307,7.48,0.43,0.21,18.56,2.47
Carlos Martinez,$8.2K,R,STL,SP,@ KCR,3,3.83,37.50%,0.526,-700,0,9.0,-119,4.65,0.45,5,0.348,,0.163,8.47,4,0.242,,0.083,9.77,51,3.47,4.29,0.16,0.301,9.05,0.44,0.21,19.72,2.4
Dylan Bundy,$7.4K,R,BAL,SP,@ LAA, , ,3.00%,5.717,-200,0,9.0,119,4.25,-0.04,3,0.365,,0.216,6.11,6,0.320,,0.183,9.36,57,4.29,5.63,0.18,0.335,8.28,0.29,0.32,17.15,2.32
Trevor Williams,$6.2K,R,PIT,SP,DET,8,8.17,5.00%,2.748,-800,1,9.0,-162,5.06,0.2,1,0.349,,0.153,6.15,8,0.323,,0.167,7.97,29,4.11,4.87,0.18,0.326,7.77,0.37,0.20,13.74,2.22
Ian Kennedy,$6.8K,R,KCR,SP,STL,7,7.17,5.00%,3.000,-400,0,9.0,109,4.35,0.05,4,0.318,,0.188,9.17,5,0.314,,0.174,9.08,53,4.16,5.50,0.17,0.316,9.12,0.28,0.35,15,2.21
Brent Suter,$6.4K,L,MIL,SP,@ MIN,9,8.67,4.00%,3.500,-900,2,9.0,-117,4.37,0.07,3,0.341,,0.157,6.52,6,0.319,,0.122,9.76,22,3.68,4.25,0.17,0.326,8.68,0.35,0.18,14,2.19
Ervin Santana,$9.5K,R,MIN,SP,MIL,4,6.00,12.50%,1.647,200,0,9.0,107,4.63,-0.07,2,0.283,,0.126,6.25,7,0.310,,0.170,8.63,52,4.09,4.96,0.16,0.304,8.10,0.35,0.28,20.59,2.17
Jake Arrieta,$11.6K,R,CHC,SP,@ SFG,2,3.00,27.50%,0.904,1800,0,8.0,-173,4.58,-0.07,8,0.289,,0.148,9.40,1,0.259,,0.122,8.83,56,3.49,4.41,0.17,0.286,9.34,0.42,0.23,24.87,2.14
Chris O'Grady,$4.8K,L,MIA,SP,@ WAS, , ,1.00%,9.810,-1000,-1,8.5,275,2.87,-1.13,3,0.249,,0.086,10.61,6,0.493,,0.396,8.44,5,4.58,5.74,0.16,0.412,9.16,0.28,0.34,9.81,2.04
Jordan Zimmermann,$6.9K,R,DET,SP,@ PIT, , ,2.00%,6.570,0,-3,9.0,152,3.94,-0.2,2,0.339,,0.182,6.30,7,0.369,,0.208,6.12,40,4.53,5.60,0.17,0.362,6.16,0.32,0.29,13.14,1.9
Jhoulys Chacin,$8.1K,R,SDP,SP,@ CIN, , ,7.50%,1.812,-300,0,9.5,118,4.49,-0.01,5,0.329,,0.162,5.79,4,0.298,,0.107,9.33,56,3.96,4.76,0.17,0.315,7.36,0.41,0.20,13.59,1.68
