Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jesse Chavez,$5.3K,R,LAA,SP,SEA, , , , ,-2000,6,8.5,141,3.81,-0.16,4,0.359,,0.202,7.25,5,0.359,,0.241,8.07,76,3.98,5.75,0.21,0.359,7.71,0.35,0.31,18.16,3.43
Joseph Biagini,$5.3K,R,TOR,SP,BOS, , ,2.00%,7.615,-1800,4,9.0,-118,4.64,0.08,4,0.334,,0.143,10.02,5,0.276,,0.104,6.75,87,3.57,3.75,0.09,0.302,8.20,0.44,0.20,15.23,2.87
Taijuan Walker,$6.2K,R,ARI,SP,COL,13,13.60, , ,-1700,8,9.5,-118,4.9,-0.13,2,0.304,,0.212,9.18,7,0.334,,0.171,7.69,36,3.88,5.18,0.18,0.327,8.02,0.35,0.28,17.56,2.83
Jake Arrieta,$7.5K,R,CHC,SP,@ CIN,4,7.60,22.50%,0.915,-1900,11,9.5,-144,5.17,0.13,4,0.294,,0.149,9.36,5,0.268,,0.125,9.18,50,3.47,4.39,0.17,0.280,9.26,0.42,0.23,20.58,2.74
Justin Verlander,$8.7K,R,DET,SP,CLE, , ,17.50%,1.338,-500,3,9.5,110,4.58,-0.25,7,0.256,,0.145,10.74,2,0.302,,0.147,8.88,51,3.47,4.33,0.15,0.266,10.33,0.28,0.32,23.41,2.69
Hector Santiago,$4.6K,L,MIN,SP,@ KCR, , ,0.50%, ,-1300,0,10.5,104,5.13,0.5,3,0.405,,0.231,7.57,6,0.336,,0.211,7.41,47,4.90,6.26,0.19,0.359,7.46,0.29,0.33,12.13,2.64
Sean Manaea,$8.0K,L,OAK,SP,ATL,6,9.20, , ,-600,1,8.5,-176,4.89,0.15,3,0.215,,0.100,8.08,6,0.344,,0.173,8.80,38,3.63,4.55,0.16,0.301,8.56,0.35,0.26,20.91,2.61
Kenta Maeda,$9.2K,R,LAD,SP,@ SDP,2,5.40, , ,100,0,8.0,-218,4.86,0.23,4,0.313,,0.151,8.24,5,0.277,,0.137,10.91,49,3.33,4.36,0.18,0.293,9.72,0.37,0.24,23.63,2.57
Travis Wood,$4.5K,L,KCR,SP,MIN, , ,0.50%, ,-1000,0,10.5,-114,5.37, ,3,0.231,,0.125,7.05,6,0.382,,0.212,7.39,75,4.75,5.19,0.14,0.332,7.28,0.28,0.28,11.56,2.57
Jeff Samardzija,$9.6K,R,SFG,SP,@ PIT,4,7.60,45.00%,0.533,700,-2,8.5,-159,4.76,0.3,5,0.336,,0.201,8.77,4,0.294,,0.143,8.46,49,3.39,4.37,0.17,0.317,8.63,0.38,0.25,23.97,2.5
Trevor Williams,$6.3K,R,PIT,SP,SFG, , ,2.00%,7.835,-1400,5,8.5,149,3.74,-0.3,4,0.346,,0.161,7.16,5,0.336,,0.180,7.71,23,4.10,5.15,0.21,0.340,7.47,0.34,0.20,15.67,2.49
Julio Teheran,$7.4K,R,ATL,SP,@ OAK, , , , ,-700,0,8.5,166,3.61,-0.15,6,0.376,,0.266,5.96,3,0.272,,0.124,9.23,46,3.96,5.05,0.16,0.341,7.05,0.34,0.31,18.33,2.48
James Paxton,$8.7K,L,SEA,SP,@ LAA,7,9.40, , ,-200,1,8.5,-151,4.69,0.16,3,0.286,,0.089,6.51,6,0.324,,0.149,10.31,32,3.32,3.49,0.10,0.311,9.04,0.33,0.24,21.33,2.45
