Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Brandon Woodruff,$5.9K,R,MIL,SP,MIN,14,14.00,5.00%,3.208,-700,1,9.5,-149,5.22,-0.29,4,0.401,,0.000,10.13,5,0.132,,0.000,8.10,1,3.73,2.80,0.00,0.252,9.00,0.26,0.16,16.04,2.72
Trevor Cahill,$5.6K,R,KCR,SP,@ STL,12,13.50,12.50%,1.176,-900,2,8.5,124,3.96,0.02,3,0.304,,0.114,8.23,6,0.319,,0.151,10.87,60,3.52,4.92,0.23,0.314,9.99,0.49,0.20,14.7,2.63
Masahiro Tanaka,$9.4K,R,NYY,SP,@ TOR,2,3.83,50.00%,0.483,100,3,9.0,-188,5.27,0.36,4,0.318,,0.220,9.06,5,0.310,,0.157,8.68,53,3.32,4.60,0.20,0.314,8.85,0.40,0.25,24.15,2.57
Collin McHugh,$8.8K,R,HOU,SP,@ CHW,3,4.50,25.00%,0.890,200,0,10.0,-210,6.02,0.04,5,0.346,,0.164,9.48,4,0.343,,0.196,8.55,37,3.71,4.74,0.15,0.345,9.07,0.36,0.31,22.26,2.53
Rafael Montero,$5.4K,R,NYM,SP,TEX, , , , ,-1000,4,9.5,-122,4.94,0.06,6,0.374,,0.126,8.53,3,0.389,,0.223,10.80,30,4.35,5.54,0.20,0.379,9.29,0.33,0.24,13.56,2.51
Travis Wood,$5.1K,L,SDP,SP,@ CIN, , ,3.00%,4.163,-800,2,9.0,114,4.3,-0.27,1,0.228,,0.117,7.04,8,0.386,,0.209,7.41,80,4.53,5.06,0.14,0.368,7.37,0.29,0.28,12.49,2.45
Mike Leake,$6.3K,R,STL,SP,KCR,15,15.17,7.50%,2.039,-1100,5,8.5,-134,4.54,-0.02,3,0.320,,0.150,5.89,6,0.313,,0.137,7.29,53,3.73,4.53,0.16,0.315,6.82,0.43,0.21,15.29,2.43
Jake Odorizzi,$6.5K,R,TBR,SP,BOS, , ,7.50%,2.057,-800,2,8.5,100,4.2,-0.15,5,0.289,,0.184,9.21,4,0.345,,0.221,7.66,51,4.11,5.51,0.19,0.314,8.52,0.27,0.32,15.43,2.37
Adam Conley,$4.9K,L,MIA,SP,@ WAS, , ,4.00%,2.873,-2500,14,9.5,152,4.16,0.04,3,0.342,,0.128,5.95,6,0.328,,0.183,8.79,36,4.48,5.07,0.13,0.333,7.84,0.28,0.28,11.49,2.34
Trevor Bauer,$8.7K,R,CLE,SP,COL,4,8.00, , ,200,0,9.0,-184,5.24,-0.13,5,0.334,,0.155,9.13,4,0.328,,0.151,8.79,59,3.74,4.68,0.17,0.331,8.98,0.39,0.23,19.99,2.3
