Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Drew Pomeranz,$7.3K,L,BOS,SP,BAL,5,8.86,22.50%,0.812,-500,4,9.0,-117,4.63,-0.3,1,0.289,,0.087,9.14,8,0.316,,0.192,11.27,33,3.43,4.50,0.17,0.313,11.03,0.37,0.29,18.26,2.5
Ariel Miranda,$6.1K,L,SEA,SP,HOU, , ,0.25%, ,-400,1,8.5,115,4.05,-0.04,2,0.396,,0.156,8.10,7,0.297,,0.225,6.59,13,4.68,6.30,0.22,0.319,6.93,0.22,0.34,15.07,2.47
Jameson Taillon,$8.4K,R,PIT,SP,CIN,1,2.14,10.00%,2.063,400,-2,8.0,-180,4.63, ,5,0.314,,0.115,7.17,4,0.298,,0.163,8.71,19,3.33,4.34,0.18,0.307,7.85,0.46,0.22,20.63,2.46
Dylan Bundy,$6.8K,R,BAL,SP,@ BOS,13,15.00,10.00%,1.665,-400,2,9.0,107,4.37,-0.2,3,0.353,,0.199,6.53,6,0.328,,0.172,9.78,37,3.92,5.41,0.20,0.336,8.70,0.34,0.29,16.65,2.45
William Davis,$4.7K,R,CIN,SP,@ PIT, , ,1.00%,11.290,-200,-1,8.0,170,3.37, ,2,0.360,,0.167,6.75,7,0.000,,0.000,9.00,1,4.54,11.80,0.50,0.080,8.50,0.20,0.40,11.29,2.4
Gio Gonzalez,$8.1K,L,WAS,SP,STL,6,9.57,15.00%,1.289,-800,4,8.5,-134,4.54, ,0,0.288,,0.087,7.53,9,0.325,,0.140,10.72,33,3.54,4.42,0.16,0.325,10.72,0.38,0.24,19.34,2.39
Lance Lynn,$6.3K,R,STL,SP,@ WAS,16,16.57,2.00%,7.380,-600,1,8.5,124,3.96, ,7,0.311,,0.091,6.75,2,0.254,,0.000,10.80,1,3.82,2.86,0.00,0.298,7.65,0.35,0.29,14.76,2.34
J.A. Happ,$8.0K,L,TOR,SP,MIL,3,5.86,25.00%,0.740,-500,2,8.5,-158,4.75,-0.5,1,0.288,,0.110,7.23,8,0.298,,0.154,8.15,36,3.81,4.60,0.15,0.297,8.05,0.37,0.26,18.49,2.31
Carlos Carrasco,$9.8K,R,CLE,SP,CHW,14,15.71, , ,-100,1,8.5,-284,5.51,0.29,3,0.353,,0.250,9.80,6,0.293,,0.162,9.52,26,3.13,4.41,0.19,0.313,9.61,0.37,0.27,21.55,2.2
Tyler Skaggs,$7.8K,L,LAA,SP,TEX,7,10.14,12.50%,1.342,700,-7,8.0,-116,4.11,0.04,4,0.387,,0.128,9.00,5,0.371,,0.196,10.16,11,3.96,4.84,0.14,0.378,9.64,0.38,0.28,16.77,2.15
Wily Peralta,$5.8K,R,MIL,SP,@ TOR, , ,2.50%,4.952,-600,1,8.5,148,3.75, ,3,0.376,,0.202,6.11,6,0.358,,0.171,8.42,24,4.06,5.38,0.22,0.364,7.65,0.42,0.20,12.38,2.13
Clay Buchholz,$5.5K,R,PHI,SP,NYM, , ,2.00%,5.815,-700,1,8.5,132,3.89,0.13,6,0.354,,0.151,6.17,3,0.314,,0.197,6.30,39,4.80,5.67,0.16,0.341,6.21,0.34,0.29,11.63,2.11
Matt Boyd,$6.8K,L,DET,SP,MIN,16,16.57, , ,1400,-9,9.5,-138,5.11,0.19,2,0.276,,0.156,5.50,7,0.338,,0.189,8.15,22,4.27,5.57,0.20,0.324,7.56,0.29,0.28,14.33,2.11
Bartolo Colon,$6.6K,R,ATL,SP,@ MIA,15,16.43,2.50%,5.476,-1000,7,8.5,124,3.96,-0.05,5,0.376,,0.251,6.62,4,0.294,,0.100,6.40,35,4.10,4.76,0.15,0.340,6.52,0.35,0.26,13.69,2.07
Dan Straily,$7.5K,R,MIA,SP,ATL,11,14.86,7.50%,2.048,100,0,8.5,-134,4.54,0.05,4,0.307,,0.137,6.92,5,0.334,,0.225,8.09,35,4.48,5.69,0.18,0.322,7.57,0.26,0.32,15.36,2.05
Matt Harvey,$8.3K,R,NYM,SP,@ PHI,8,11.43,12.50%,1.336,-400,2,8.5,-142,4.61,0.37,4,0.369,,0.194,8.22,5,0.324,,0.150,7.40,18,3.95,4.34,0.12,0.344,7.76,0.35,0.26,16.7,2.01
Joseph Musgrove,$7.7K,R,HOU,SP,@ SEA,10,13.71,2.00%,7.725,500,-2,8.5,-125,4.45,0.04,4,0.383,,0.228,6.38,5,0.320,,0.205,8.44,12,3.89,5.08,0.15,0.348,7.52,0.38,0.34,15.45,2.01
Cole Hamels,$10.0K,L,TEX,SP,@ LAA,2,5.00,15.00%,1.295,500,-1,8.0,106,3.89,-0.04,1,0.276,,0.106,8.01,8,0.331,,0.163,10.27,34,3.71,4.81,0.19,0.325,10.02,0.40,0.23,19.42,1.94
Jeff Samardzija,$8.9K,R,SFG,SP,ARI,4,8.00,30.00%,0.569,300,-1,7.5,-112,3.81,-0.09,3,0.336,,0.191,7.61,6,0.289,,0.142,8.04,34,3.76,4.65,0.17,0.305,7.90,0.38,0.26,17.06,1.92
