Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Jameson Taillon,$6.6K,R,PIT,SP,MIL, , ,25.00%,0.704,-700,2,8.0,-116,4.09,-0.36,5,0.279,,0.167,1.40,4,0.146,,0.000,7.30,1,2.38,2.69,0.00,0.220,4.00,0.00,0.00,17.59,2.67,5,0.320,,0.108,2.60,4,0.300,,0.174,6.10,2,3.65,3.29,0.33,0.311,4.10,0.00,0.00,5,0.261,,0.079,3.80,4,0.363,,0.234,5.50,4,3.55,3.56,0.18,0.306,4.50,0.00,0.00,5,0.377,,0.208,3.50,4,0.280,,0.140,6.00,13,3.59,3.91,0.20,0.334,4.60,0.00,0.00,5,0.345,,0.156,3.20,4,0.303,,0.149,5.80,40,3.69,3.85,0.17,0.326,4.40,0.00,0.00
Steven Matz,$6.1K,L,NYM,SP,WAS, , ,20.00%,0.736,-1700,7,7.0,189,2.78,-0.03,3,0.326,,0.000,3.00,6,0.304,,0.210,4.40,1,4.67,4.88,0.00,0.311,3.90,0.00,0.00,14.71,2.41,3,0.228,,0.000,2.40,6,0.262,,0.135,6.40,2,4.08,4.39,0.00,0.251,5.10,0.00,0.00,3,0.285,,0.100,2.10,6,0.296,,0.154,5.80,5,4.02,4.07,0.12,0.292,4.60,0.00,0.00,3,0.293,,0.094,1.80,6,0.313,,0.168,6.10,12,4.33,4.65,0.16,0.306,4.70,0.00,0.00,3,0.311,,0.086,1.50,6,0.343,,0.213,6.20,29,4.20,4.50,0.23,0.332,4.70,0.00,0.00
Wade Miley,$5.4K,L,MIL,SP,@ PIT, , ,5.00%,2.372,-600,-1,8.0,102,3.91,-0.14,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.86,2.2,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00
Ross Stripling,$10.0K,R,LAD,SP,@ SDP, , ,35.00%,0.624,800,1,7.5,-200,4.41,0.04,4,0.000,,0.000,7.50,5,0.283,,0.200,3.00,1,1.84,2.81,0.25,0.157,5.00,0.00,0.00,21.85,2.19,4,0.217,,0.062,5.20,5,0.343,,0.219,5.20,2,2.89,2.51,0.40,0.287,5.20,0.00,0.00,4,0.280,,0.161,7.40,5,0.353,,0.217,4.70,4,2.89,2.93,0.25,0.321,5.90,0.00,0.00,4,0.258,,0.124,7.50,5,0.290,,0.159,5.40,13,2.44,2.68,0.22,0.276,6.30,0.00,0.00,4,0.251,,0.108,5.60,5,0.316,,0.177,6.00,67,2.90,3.09,0.23,0.287,5.80,0.00,0.00
David Price,$9.0K,L,BOS,SP,TOR, , ,12.50%,1.577,700,2,9.0,-165,5.06,-0.3,0,0.545,,0.500,6.40,9,0.354,,0.154,12.90,1,1.33,3.40,0.33,0.354,12.90,0.00,0.00,19.71,2.19,0,0.464,,0.334,4.90,9,0.609,,0.654,9.90,2,2.29,4.33,0.60,0.609,9.90,0.00,0.00,0,0.457,,0.334,2.70,9,0.367,,0.289,7.20,4,2.82,4.29,0.32,0.367,7.20,0.00,0.00,0,0.368,,0.277,1.90,9,0.337,,0.203,8.90,12,3.32,4.21,0.26,0.337,8.90,0.00,0.00,0,0.277,,0.105,1.70,9,0.311,,0.174,8.60,29,3.41,4.23,0.17,0.311,8.60,0.00,0.00
Kevin Gausman,$7.4K,R,BAL,SP,PHI, , ,0.00%, ,500,-1,9.0,-107,4.42,-0.14,4,0.359,,0.283,5.40,5,0.176,,0.000,3.60,1,3.24,2.85,0.33,0.257,4.40,0.00,0.00,15.92,2.15,4,0.393,,0.375,2.10,5,0.163,,0.000,2.80,2,3.96,4.20,0.18,0.265,2.50,0.00,0.00,4,0.307,,0.244,3.00,5,0.293,,0.155,3.30,5,4.17,4.49,0.18,0.299,3.10,0.00,0.00,4,0.300,,0.166,4.90,5,0.339,,0.187,4.60,12,3.69,3.84,0.23,0.322,4.70,0.00,0.00,4,0.341,,0.178,4.00,5,0.347,,0.188,5.20,49,3.75,4.20,0.25,0.344,4.70,0.00,0.00
Max Scherzer,$14.3K,R,WAS,SP,@ NYM, , ,30.00%,1.006,2300, ,7.0,-220,4.22,0.03,6,0.246,,0.200,2.60,3,0.515,,0.562,1.30,1,5.20,5.96,0.60,0.336,2.10,0.00,0.00,30.18,2.11,6,0.233,,0.100,6.20,3,0.442,,0.435,2.10,2,3.46,5.59,0.30,0.303,4.80,0.00,0.00,6,0.245,,0.114,4.90,3,0.327,,0.270,4.60,5,2.91,4.51,0.26,0.272,4.80,0.00,0.00,6,0.288,,0.189,5.90,3,0.243,,0.151,7.50,14,1.84,3.28,0.21,0.273,6.40,0.00,0.00,6,0.289,,0.178,5.70,3,0.205,,0.112,7.50,47,1.92,3.27,0.17,0.261,6.30,0.00,0.00
Tyson Ross,$7.5K,R,SDP,SP,LAD, , ,2.50%,6.176,1200,-3,7.5,172,3.09,-0.04,6,0.620,,0.333,9.00,3,0.722,,1.000,0.00,1,5.48,6.83,0.33,0.654,6.00,0.00,0.00,15.44,2.06,6,0.603,,0.500,2.60,3,0.519,,0.538,0.00,2,6.60,7.27,0.40,0.575,1.70,0.00,0.00,6,0.417,,0.307,3.80,3,0.325,,0.270,1.00,5,5.24,5.87,0.32,0.386,2.90,0.00,0.00,6,0.369,,0.217,4.00,3,0.270,,0.157,4.40,15,3.92,4.40,0.20,0.336,4.10,0.00,0.00,6,0.365,,0.189,3.70,3,0.311,,0.166,4.10,30,4.40,4.91,0.20,0.347,3.80,0.00,0.00
Corey Kluber,$11.8K,R,CLE,SP,NYY, , ,17.50%,1.337,600,3,7.0,108,3.37,-0.44,5,0.195,,0.000,1.30,4,0.243,,0.062,2.60,1,5.52,5.96,0.00,0.216,1.90,0.00,0.00,23.39,1.98,5,0.207,,0.044,3.50,4,0.313,,0.148,2.10,2,4.15,4.58,0.08,0.254,2.80,0.00,0.00,5,0.288,,0.160,4.70,4,0.294,,0.205,3.80,4,3.73,4.36,0.21,0.291,4.30,0.00,0.00,5,0.259,,0.155,4.40,4,0.271,,0.151,4.60,14,2.96,3.17,0.25,0.264,4.50,0.00,0.00,5,0.258,,0.141,5.30,4,0.244,,0.138,6.30,45,2.29,2.73,0.24,0.252,5.70,0.00,0.00
Nick Pivetta,$8.4K,R,PHI,SP,@ BAL, , ,0.00%, ,1200,-3,9.0,-107,4.58,-0.36,3,0.486,,0.125,4.10,6,0.371,,0.000,4.10,1,6.26,5.42,0.00,0.409,4.10,0.00,0.00,16.45,1.96,3,0.514,,0.235,6.10,6,0.605,,0.636,4.10,3,5.57,6.77,0.60,0.575,4.80,0.00,0.00,3,0.559,,0.281,4.40,6,0.318,,0.289,9.30,5,3.21,3.56,0.50,0.398,7.60,0.00,0.00,3,0.379,,0.217,4.70,6,0.325,,0.180,6.80,15,3.06,3.74,0.29,0.343,6.10,0.00,0.00,3,0.328,,0.138,4.90,6,0.364,,0.235,5.50,44,3.44,4.01,0.27,0.352,5.30,0.00,0.00
