Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Michael Bolsinger,$4.9K,R,TOR,SP,CIN, , , , ,-800,0,9.5,-120,4.92,-0.5,5,0.370,,0.156,8.62,4,0.447,,0.257,7.03,11,4.79,6.56,0.27,0.404,7.91,0.28,0.21,14.65,2.99
Jesse Chavez,$6.9K,R,LAA,SP,ATL,9,11.71,10.00%,1.876,100,-5,7.5,-120,3.89,-0.28,4,0.375,,0.224,7.60,5,0.350,,0.235,8.35,70,3.82,5.68,0.21,0.361,8.02,0.36,0.30,18.76,2.72
James Paxton,$8.2K,L,SEA,SP,COL,8,10.29,20.00%,1.105,-600,3,8.0,-181,4.64,0.1,3,0.279,,0.095,7.23,6,0.308,,0.132,9.86,26,3.25,3.18,0.08,0.298,8.98,0.33,0.25,22.1,2.7
Austin Bibens-Dirkx,$4.3K,R,TEX,SP,TBR,12,15.86,2.00%,5.710,-1300,1,9.5,125,4.42,0.03,4,0.225,,0.000,6.75,5,0.216,,0.035,7.88,4,4.07,5.62,0.22,0.220,7.38,0.27,0.27,11.42,2.66
David Paulino,$4.0K,R,HOU,SP,@ MIN, , , , ,-1500,0,10.0,-138,5.38,0.37,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,10.61,2.65
Junior Guerra,$5.9K,R,MIL,SP,@ NYM,12,15.86,12.50%,1.230,-2200,13,7.5,183,3.06,-0.11,6,0.246,,0.119,8.54,3,0.289,,0.132,7.90,22,4.02,4.53,0.12,0.260,8.33,0.40,0.27,15.38,2.61
Ian Kennedy,$6.6K,R,KCR,SP,DET,15,16.14,7.50%,2.285,-1000,3,9.0,-112,4.58,-0.44,4,0.312,,0.175,9.13,5,0.320,,0.184,9.45,41,4.14,5.52,0.17,0.316,9.31,0.28,0.35,17.14,2.6
Jake Arrieta,$9.9K,R,CHC,SP,@ SDP,6,8.00, , ,-400,1,7.5,-215,4.54,0.29,5,0.296,,0.148,9.34,4,0.260,,0.125,9.39,44,3.39,4.34,0.17,0.280,9.36,0.43,0.23,25.57,2.58
Masahiro Tanaka,$8.1K,R,NYY,SP,@ BAL,11,15.00,12.50%,1.668,-400,3,8.5,104,4.16,-0.14,2,0.306,,0.201,8.06,7,0.316,,0.156,8.24,41,3.52,4.58,0.19,0.314,8.20,0.39,0.24,20.85,2.57
Hector Santiago,$5.4K,L,MIN,SP,HOU, , , , ,-1400,4,10.0,128,4.62,0.13,1,0.400,,0.220,7.50,8,0.329,,0.201,7.41,44,4.84,6.05,0.18,0.337,7.42,0.30,0.33,13.78,2.55
Drew Pomeranz,$8.6K,L,BOS,SP,@ CHW,16,16.29,10.00%,2.173,300,0,9.5,-135,5.08,-0.2,0,0.321,,0.117,10.25,9,0.311,,0.192,11.25,42,3.38,4.56,0.19,0.311,11.25,0.35,0.28,21.73,2.53
Luis Perdomo,$6.2K,R,SDP,SP,CHC, , , , ,-500,-3,7.5,199,2.96,-1.29,5,0.375,,0.189,6.28,4,0.349,,0.149,8.15,43,3.71,5.31,0.24,0.363,7.11,0.47,0.18,15.71,2.53
Jaime Garcia,$7.6K,L,ATL,SP,@ LAA,10,14.86,10.00%,1.747,-400,2,7.5,110,3.61,-0.22,1,0.288,,0.135,8.60,8,0.336,,0.184,7.84,40,3.80,5.28,0.22,0.331,7.92,0.48,0.21,17.47,2.3
Aaron Nola,$8.0K,R,PHI,SP,@ MIA,14,16.00, , ,100,-2,7.5,106,3.65,-0.44,6,0.308,,0.150,8.24,3,0.311,,0.109,10.72,25,3.02,3.84,0.16,0.309,9.07,0.47,0.19,18.26,2.28
Dan Straily,$9.0K,R,MIA,SP,PHI,4,7.71, , ,800,-3,7.5,-116,3.85,-0.56,4,0.280,,0.129,7.51,5,0.330,,0.229,8.39,44,4.35,5.47,0.17,0.308,8.00,0.26,0.33,20.4,2.27
Chad Kuhl,$4.8K,R,PIT,SP,ARI,17,16.57, , ,-1400,3,9.0,-108,4.56,-0.01,4,0.390,,0.223,6.33,5,0.306,,0.125,7.34,25,4.28,4.73,0.11,0.343,6.89,0.35,0.27,10.86,2.26
Matt Boyd,$6.1K,L,DET,SP,@ KCR, , ,5.00%,2.744,-100,-4,9.0,102,4.42,-0.06,2,0.274,,0.144,5.04,7,0.364,,0.195,8.31,31,4.31,5.41,0.18,0.344,7.58,0.33,0.27,13.72,2.25
Michael Clevinger,$7.7K,R,CLE,SP,OAK, , , , ,-400,3,9.0,-155,5,0.09,4,0.314,,0.177,10.45,5,0.354,,0.207,9.30,24,4.33,5.17,0.18,0.336,9.81,0.34,0.27,17.14,2.23
Jacob deGrom,$12.0K,R,NYM,SP,MIL,1,2.86,25.00%,1.048,800,0,7.5,-197,4.44,0.11,3,0.288,,0.102,10.13,6,0.325,,0.160,10.93,33,3.15,4.03,0.17,0.313,10.66,0.38,0.24,26.19,2.18
Carlos Martinez,$10.9K,R,STL,SP,LAD,7,9.71,15.00%,1.568,1500,-1,8.0,-120,4.14,-0.1,6,0.335,,0.153,8.21,3,0.245,,0.077,9.45,39,3.50,4.23,0.15,0.305,8.62,0.46,0.21,23.52,2.16
Hyun-Jin Ryu,$6.7K,L,LAD,SP,@ STL, , ,7.50%,1.881,-200,-2,8.0,110,3.86,0.1,1,0.437,,0.255,8.25,8,0.361,,0.246,8.89,9,3.93,6.13,0.30,0.369,8.82,0.37,0.21,14.11,2.11
Zachary Godley,$8.7K,R,ARI,SP,@ PIT,4,7.71, , ,1000,-7,9.0,-102,4.44,0.01,2,0.386,,0.258,7.91,7,0.319,,0.144,7.04,32,3.65,5.21,0.23,0.334,7.23,0.50,0.19,18.39,2.11
