Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Kenta Maeda,$8.3K,R,LAD,SP,SDP,3,3.00, , ,-600,4,8.5,-284,5.51,0.03,2,0.308,,0.142,8.10,7,0.282,,0.142,10.90,55,3.38,4.35,0.18,0.288,10.28,0.37,0.24,23.96,2.89
Kendall Graveman,$5.7K,R,OAK,SP,BAL, , , , ,-500,0,9.5,-101,4.69,0.11,2,0.349,,0.163,6.42,7,0.313,,0.138,5.37,42,4.24,5.12,0.16,0.321,5.60,0.44,0.22,14.73,2.58
German Marquez,$7.4K,R,COL,SP,@ MIA,6,6.67,22.50%,0.848,100,0,8.5,-105,4.3,-0.03,3,0.331,,0.136,8.93,6,0.338,,0.211,8.71,25,3.79,4.43,0.12,0.336,8.78,0.35,0.27,19.07,2.58
Corey Kluber,$13.5K,R,CLE,SP,@ TBR,1,1.00,57.50%,0.595,1700,2,7.5,-176,4.32,-0.11,5,0.276,,0.114,10.62,4,0.261,,0.146,11.63,55,2.70,3.53,0.16,0.269,11.07,0.37,0.25,34.21,2.53
Ariel Miranda,$6.1K,L,SEA,SP,LAA, , , , ,-1200,9,9.0,-128,4.74,0.02,1,0.327,,0.186,7.46,8,0.307,,0.232,7.50,35,4.41,6.07,0.22,0.309,7.50,0.25,0.33,15.13,2.48
A.J. Cole,$6.5K,R,WAS,SP,SFG,7,8.00,3.00%,5.330,-200,1,8.0,-248,5.02,-0.63,12,0.362,,0.291,8.10,6,0.310,,0.183,8.89,11,4.53,6.06,0.22,0.689,16.73,0.22,0.31,15.99,2.46
Jason Vargas,$7.8K,L,KCR,SP,@ CHW, , ,7.50%,2.445,600,-3,10.0,-133,5.33,-0.23,1,0.348,,0.174,5.19,8,0.309,,0.155,8.31,25,4.19,4.88,0.15,0.313,7.96,0.31,0.28,18.34,2.35
Salvatore Romano,$5.2K,R,CIN,SP,@ MIL, , ,5.00%,2.388,-300,-2,10.0,102,4.91,0.2,4,0.309,,0.146,10.66,5,0.410,,0.250,5.89,7,4.84,5.51,0.13,0.365,8.01,0.30,0.28,11.94,2.3
Chris Sale,$14.2K,L,BOS,SP,@ NYY,2,2.67, , ,2900,-2,7.5,-158,4.19,-0.44,2,0.253,,0.133,10.83,7,0.266,,0.145,11.20,55,2.62,3.48,0.14,0.263,11.12,0.32,0.30,31.85,2.24
Derek Holland,$5.4K,L,CHW,SP,KCR, , ,1.00%,11.940,-200,-2,10.0,123,4.67,-0.27,2,0.281,,0.086,7.01,7,0.385,,0.235,6.98,44,4.81,6.27,0.20,0.362,6.99,0.32,0.28,11.94,2.21
Michael Wacha,$9.3K,R,STL,SP,ATL,4,3.67,32.50%,0.631,1000,-1,8.5,-186,4.96,0.04,5,0.318,,0.149,7.89,4,0.348,,0.158,9.00,48,3.72,4.35,0.14,0.331,8.38,0.40,0.24,20.51,2.21
Zachary Godley,$8.7K,R,ARI,SP,CHC,5,5.00, , ,-100,1,9.0,-106,4.44,-0.13,6,0.330,,0.198,9.05,3,0.300,,0.141,8.18,43,3.40,4.64,0.19,0.320,8.76,0.49,0.22,19.26,2.21
Christopher Stratton,$4.6K,R,SFG,SP,@ WAS, , ,0.50%, ,-900,-1,8.0,227,2.98,-1.37,9,0.375,,0.171,4.15,9,0.311,,0.121,7.16,12,5.46,5.47,0.11,0.686,11.31,0.33,0.20,10.09,2.19
Max Scherzer,$13.7K,R,WAS,SP,SFG, , , , ,2200,0,8.0,-248,5.02,-0.63,12,0.333,,0.211,10.24,6,0.200,,0.124,13.39,59,2.55,3.80,0.18,0.577,22.58,0.30,0.31,29.68,2.17
Christopher Stratton,$4.6K,R,SFG,SP,@ WAS, , ,0.50%, ,-900,-1,8.0,227,2.98,-1.37,9,0.375,,0.171,4.15,9,0.311,,0.121,7.16,12,5.46,5.47,0.11,0.686,11.31,0.33,0.20,9.93,2.16
Matt Garza,$6.6K,R,MIL,SP,CIN, , ,2.00%,7.080,100,-6,10.0,-112,5.09,-0.2,5,0.359,,0.175,5.81,4,0.310,,0.147,8.08,36,4.42,5.20,0.17,0.337,6.82,0.36,0.24,14.16,2.15
J.A. Happ,$8.0K,L,TOR,SP,PIT,8,10.33,10.00%,1.717,0,1,9.0,-130,4.76, ,1,0.276,,0.123,6.60,8,0.314,,0.169,8.50,51,3.82,4.72,0.16,0.310,8.29,0.38,0.26,17.17,2.15
Edwin Jackson,$7.3K,R,WAS,SP,SFG, , , , ,600,-4,8.0,-248,5.02,-0.63,12,0.353,,0.196,7.33,6,0.391,,0.257,6.67,29,4.82,6.32,0.21,0.731,14.22,0.31,0.29,15.58,2.13
Jake Arrieta,$10.9K,R,CHC,SP,@ ARI, , , , ,1300,0,9.0,-104,4.56,0.13,5,0.296,,0.154,9.46,4,0.258,,0.121,8.77,57,3.49,4.42,0.16,0.279,9.15,0.42,0.24,22.64,2.08
Matt Boyd,$6.3K,L,DET,SP,MIN, , ,3.00%,4.197,-300,0,9.5,110,4.58,-0.29,1,0.302,,0.129,6.23,8,0.361,,0.187,8.16,37,4.31,5.23,0.17,0.354,7.95,0.31,0.27,12.59,2
Luis Perdomo,$5.6K,R,SDP,SP,@ LAD, , , , ,-1100,8,8.5,254,2.99,-0.03,5,0.372,,0.174,6.07,4,0.351,,0.149,8.33,55,3.88,5.27,0.22,0.363,7.07,0.47,0.18,11.06,1.98
Austin Pruitt,$6.4K,R,TBR,SP,CLE, , ,7.50%,1.644,500,-8,7.5,166,3.18,0.11,5,0.306,,0.119,5.52,4,0.398,,0.189,9.00,22,3.86,4.43,0.14,0.347,7.07,0.35,0.22,12.33,1.93
Ervin Santana,$9.5K,R,MIN,SP,@ DET,10,10.67,5.00%,3.646,600,1,9.5,-120,4.92,-0.21,3,0.283,,0.124,6.26,6,0.311,,0.173,8.68,53,4.08,4.96,0.16,0.302,7.87,0.35,0.28,18.23,1.92
Parker Bridwell,$6.7K,R,LAA,SP,@ SEA, , , , ,-800,6,9.0,118,4.26,-0.02,5,0.386,,0.238,5.31,4,0.283,,0.148,6.94,13,4.37,5.71,0.20,0.340,6.03,0.32,0.28,12.72,1.9
Vance Worley,$5.8K,R,MIA,SP,COL, , ,0.50%, ,-200,-3,8.5,-105,4.2,0.03,4,0.351,,0.188,5.65,5,0.324,,0.158,6.72,50,4.48,5.10,0.13,0.336,6.24,0.41,0.25,10.99,1.89
Jeremy Hellickson,$8.1K,R,BAL,SP,@ OAK, , , , ,700,-2,9.5,-109,4.81,-0.11,5,0.320,,0.185,6.77,4,0.309,,0.193,7.07,54,4.08,5.14,0.18,0.315,6.90,0.35,0.26,15.28,1.89
Chad Kuhl,$7.1K,R,PIT,SP,@ TOR,10,10.67,10.00%,1.335,500,-6,9.0,120,4.24, ,5,0.374,,0.192,7.21,4,0.298,,0.113,7.10,38,4.18,4.51,0.11,0.340,7.16,0.36,0.24,13.35,1.88
R.A. Dickey,$6.0K,R,ATL,SP,@ STL, , ,7.50%,1.505,-1000,7,8.5,175,3.54,-0.04,3,0.353,,0.206,6.28,6,0.350,,0.196,7.10,53,4.48,5.74,0.20,0.351,6.83,0.39,0.25,11.29,1.88
Jordan Montgomery,$6.8K,L,NYY,SP,BOS, , , , ,-100,-1,7.5,148,3.31,-0.06,3,0.280,,0.189,5.75,6,0.309,,0.139,9.60,21,3.71,4.64,0.15,0.299,8.32,0.32,0.32,12.46,1.83
Dallas Keuchel,$9.7K,L,HOU,SP,@ TEX, , ,10.00%,1.774,1400,-3,11.0,-135,5.88,-0.06,3,0.243,,0.095,9.00,6,0.340,,0.183,8.14,40,3.46,4.51,0.19,0.308,8.43,0.47,0.21,17.74,1.83
Andrew Cashner,$5.6K,R,TEX,SP,HOU, , ,2.00%,5.110,-1000,5,11.0,125,5.12,0.06,5,0.334,,0.172,7.33,4,0.334,,0.144,6.25,43,4.75,5.36,0.14,0.334,6.85,0.35,0.25,10.22,1.83
Zach Eflin,$0.0,R,PHI,SP,NYM, , ,1.00%,11.790,-6200,7,10.0,102,5.09,-0.01,6,0.418,,0.309,3.97,3,0.330,,0.177,5.17,20,4.91,6.45,0.20,0.389,4.37,0.32,0.29,11.79,0
Chris Flexen,$0.0,R,NYM,SP,@ PHI,8,10.33,12.50%,0.655,-5700,3,10.0,-112,4.91,0.01,5,0.487,,0.500,2.25,4,0.503,,0.282,9.95,3,5.49,10.19,0.31,0.494,5.67,0.45,0.33,8.19,0
