Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Amir Garrett,$6.7K,L,CIN,SP,@ MIL, , ,35.00%,0.621,-1000,5,8.5,-109,4.3, ,1,0.089,,0.000,15.00,8,0.269,,0.092,10.29,3,2.59,2.89,0.10,0.249,10.81,0.37,0.20,21.72,3.24
Zack Greinke,$9.4K,R,ARI,SP,SDP, , ,30.00%,0.811,-600,3,9.0,-144,4.9,-0.23,3,0.315,,0.194,8.23,6,0.327,,0.153,7.35,30,3.77,4.70,0.17,0.323,7.64,0.39,0.25,24.32,2.59
Jason Vargas,$8.0K,L,KCR,SP,@ CHW, , ,37.50%,0.540,-500,2,7.5,-109,3.8,-0.02,0,0.287,,0.191,5.06,9,0.180,,0.041,11.70,6,2.68,2.51,0.05,0.180,11.70,0.38,0.26,20.26,2.53
Jesse Chavez,$6.7K,R,LAA,SP,TOR, , ,25.00%,0.663,800,-6,7.5,-132,3.99,-0.17,5,0.362,,0.175,8.74,4,0.344,,0.212,8.88,63,3.63,5.18,0.21,0.354,8.80,0.36,0.28,16.58,2.47
Matt Cain,$6.1K,R,SFG,SP,LAD, , ,1.00%,14.070,-900,4,8.0,136,3.63,-0.06,6,0.363,,0.182,8.41,3,0.367,,0.246,7.46,24,4.51,6.05,0.21,0.364,8.09,0.32,0.28,14.07,2.31
Brett Anderson,$7.3K,L,CHC,SP,@ PIT, , ,17.50%,0.949,-200,1,8.0,-144,4.36,-0.02,1,0.578,,0.235,1.80,8,0.406,,0.282,5.75,8,4.84,6.80,0.24,0.425,5.31,0.40,0.23,16.61,2.28
Matt Garza,$5.6K,R,MIL,SP,CIN, , ,0.50%, ,-1100,2,8.5,-101,4.2, ,4,0.362,,0.157,6.16,5,0.317,,0.135,8.21,19,4.35,5.14,0.17,0.337,7.30,0.37,0.20,12.77,2.28
Chris Archer,$10.1K,R,TBR,SP,@ BAL, , ,15.00%,1.442,600,0,7.5,-122,3.9,-0.5,3,0.301,,0.174,11.04,6,0.315,,0.154,10.61,36,3.27,4.33,0.17,0.310,10.75,0.36,0.28,21.63,2.14
Ubaldo Jimenez,$6.8K,R,BAL,SP,TBR, , ,7.50%,1.903,-100,-1,7.5,112,3.6,-0.5,5,0.378,,0.228,10.96,4,0.326,,0.124,6.91,33,4.42,5.38,0.17,0.355,9.16,0.43,0.23,14.27,2.1
Miguel Gonzalez,$7.5K,R,CHW,SP,KCR, , ,5.00%,3.130,100,-1,7.5,-101,3.7,0.02,4,0.335,,0.175,6.89,5,0.306,,0.115,6.88,27,4.25,4.43,0.09,0.319,6.88,0.36,0.28,15.65,2.09
Phil Hughes,$5.5K,R,MIN,SP,@ TEX, , ,0.25%, ,-600,1,9.5,130,4.37,-0.08,5,0.469,,0.167,6.39,4,0.336,,0.220,5.18,15,4.73,5.77,0.17,0.410,5.85,0.27,0.32,11.26,2.05
Jhoulys Chacin,$5.7K,R,SDP,SP,@ ARI, , ,2.50%,4.356,-1100,2,9.0,134,4.1,0.23,3,0.329,,0.148,5.26,6,0.314,,0.106,9.61,38,4.09,4.68,0.15,0.319,8.16,0.40,0.20,10.89,1.91
Francisco Liriano,$9.7K,L,TOR,SP,@ LAA, , ,7.50%,2.404,1300,-1,7.5,122,3.51,-0.33,1,0.301,,0.142,10.51,8,0.358,,0.189,9.79,36,3.94,5.31,0.22,0.352,9.87,0.39,0.23,18.03,1.86
Chad Kuhl,$7.0K,R,PIT,SP,CHC, , ,1.00%,12.010,100,-2,8.0,134,3.64,-0.48,6,0.388,,0.218,6.00,3,0.283,,0.116,7.33,18,4.22,4.46,0.09,0.353,6.44,0.36,0.26,12.01,1.72
Martin Perez,$6.3K,L,TEX,SP,MIN, , ,1.00%,10.230,-300,-2,9.5,-140,5.13,0.08,2,0.266,,0.094,7.55,7,0.343,,0.136,4.73,37,4.95,5.26,0.12,0.326,5.36,0.38,0.22,10.23,1.62
Tyler Anderson,$5.4K,L,COL,SP,WAS, , ,2.50%,3.220,-100,0,11.5,-153,6.37,1,2,0.309,,0.115,6.83,7,0.344,,0.192,8.76,23,3.60,4.63,0.19,0.336,8.33,0.41,0.22,8.05,1.49
Hyun-Jin Ryu,$10.2K,L,LAD,SP,@ SFG, , ,7.50%,1.963,3000,-7,8.0,-146,4.37,0.06,3,0.403,,0.200,8.53,6,0.465,,0.423,10.03,4,3.61,7.82,0.44,0.444,9.53,0.37,0.25,14.72,1.44
Jacob Turner,$0.0,R,WAS,SP,@ COL, , ,0.25%, ,0,0,11.5,143,5.13,-0.5,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,8.66,0
