Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Shohei Ohtani,$4.0K,R,LAA,OF,@ DET, , ,17.50%,1.104,-1500,-27,8.5,-236,5.23,-0.1,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,19.32,4.83,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,4,0.337,,0.031,4.00,5,0.253,,0.150,5.00,2,3.81,0.00,0.00,0.290,4.60,0.00,0.00,4,0.251,,0.047,4.50,5,0.287,,0.178,6.90,9,2.68,0.00,0.18,0.271,5.80,0.00,0.00,4,0.251,,0.047,4.50,5,0.287,,0.178,6.90,9,2.68,0.00,0.18,0.271,5.80,0.00,0.00
Kyle Hendricks,$6.4K,R,CHC,SP,@ PIT, , ,12.50%,1.422,-1000,6,8.0,-141,4.31,0.14,5,0.226,,0.000,3.50,4,0.316,,0.000,5.20,1,5.21,0.00,0.00,0.266,4.20,0.00,0.00,17.77,2.78,5,0.184,,0.000,3.30,4,0.418,,0.187,3.30,3,5.05,0.00,0.15,0.288,3.30,0.00,0.00,5,0.250,,0.115,2.80,4,0.405,,0.176,3.40,5,4.93,0.00,0.22,0.319,3.10,0.00,0.00,5,0.291,,0.210,3.60,4,0.307,,0.164,3.80,13,3.98,0.00,0.25,0.298,3.70,0.00,0.00,5,0.308,,0.174,4.30,4,0.290,,0.138,4.50,37,3.86,0.00,0.25,0.300,4.40,0.00,0.00
Matt Moore,$4.6K,L,TEX,SP,@ SEA, , ,2.50%,4.628,-900,-2,7.5,228,2.77,-0.31,2,0.176,,0.000,4.30,7,0.501,,0.167,8.60,1,2.22,0.00,0.00,0.429,7.60,0.00,0.00,11.57,2.52,2,0.131,,0.000,1.10,7,0.581,,0.408,5.60,3,4.36,0.00,0.22,0.481,4.60,0.00,0.00,2,0.302,,0.050,1.40,7,0.439,,0.299,5.20,5,4.51,0.00,0.15,0.409,4.30,0.00,0.00,2,0.429,,0.195,1.00,7,0.404,,0.206,5.70,14,4.88,0.00,0.14,0.410,4.60,0.00,0.00,2,0.438,,0.239,1.60,7,0.352,,0.196,5.90,46,4.34,0.00,0.18,0.371,5.00,0.00,0.00
Jason Vargas,$4.2K,L,NYM,SP,@ ATL, , ,7.50%,1.345,-1400,2,9.0,131,4.11,-0.09,3,0.440,,0.000,0.00,6,0.895,,0.909,0.00,1,6.05,0.00,1.00,0.743,0.00,0.00,0.00,10.09,2.4,3,0.483,,0.250,2.50,6,0.654,,0.650,3.80,2,4.55,0.00,0.83,0.597,3.40,0.00,0.00,3,0.357,,0.150,1.60,6,0.398,,0.298,4.20,4,4.29,0.00,0.29,0.384,3.30,0.00,0.00,3,0.433,,0.255,1.70,6,0.427,,0.277,6.20,9,4.19,0.00,0.31,0.429,4.70,0.00,0.00,3,0.378,,0.195,1.20,6,0.340,,0.198,6.10,39,4.15,0.00,0.23,0.353,4.50,0.00,0.00
Brad Keller,$4.9K,R,KCR,SP,MIN, , ,2.50%,4.576,-600,-3,9.0,125,4.16,-0.05,5,0.369,,0.000,1.50,4,0.369,,0.000,0.00,1,6.82,0.00,0.00,0.369,0.80,0.00,0.00,11.44,2.33,5,0.315,,0.000,1.60,4,0.374,,0.032,2.40,2,6.13,0.00,0.00,0.341,2.00,0.00,0.00,5,0.262,,0.000,1.50,4,0.357,,0.039,4.00,4,5.38,0.00,0.00,0.304,2.60,0.00,0.00,5,0.258,,0.032,1.90,4,0.309,,0.079,4.30,21,5.20,0.00,0.06,0.281,3.00,0.00,0.00,5,0.253,,0.031,1.80,4,0.303,,0.077,4.50,22,5.15,0.00,0.06,0.275,3.00,0.00,0.00
Corey Kluber,$12.6K,R,CLE,SP,CHW, , ,0.00%, ,500, ,9.0,-268,5.73,0.17,5,0.120,,0.000,6.40,4,0.000,,0.000,2.60,1,2.19,0.00,0.00,0.067,4.70,0.00,0.00,29.36,2.33,5,0.240,,0.189,6.60,4,0.163,,0.129,4.20,2,2.87,0.00,0.23,0.206,5.50,0.00,0.00,5,0.204,,0.115,5.80,4,0.205,,0.111,5.50,4,2.29,0.00,0.18,0.204,5.60,0.00,0.00,5,0.239,,0.148,5.20,4,0.229,,0.116,5.30,13,2.66,0.00,0.23,0.235,5.30,0.00,0.00,5,0.255,,0.141,5.40,4,0.238,,0.135,6.50,42,2.22,0.00,0.25,0.247,5.90,0.00,0.00
Sal Romano,$4.5K,R,CIN,SP,@ ARI, , ,0.00%, ,-1700,5,8.0,168,3.36,-0.13,6,0.361,,0.027,2.60,3,0.112,,0.000,5.10,1,4.29,0.00,0.00,0.278,3.40,0.00,0.00,10.39,2.31,6,0.207,,0.006,3.90,3,0.208,,0.104,6.40,1,4.82,0.00,0.14,0.207,4.70,0.00,0.00,6,0.246,,0.048,4.20,3,0.336,,0.313,4.80,3,4.08,0.00,0.23,0.276,4.40,0.00,0.00,6,0.368,,0.186,3.10,3,0.304,,0.217,4.10,14,4.62,0.00,0.22,0.347,3.40,0.00,0.00,6,0.353,,0.178,3.60,3,0.325,,0.201,4.00,29,4.45,0.00,0.21,0.344,3.80,0.00,0.00
James Paxton,$10.7K,L,SEA,SP,TEX, , ,40.00%,0.617,1000,1,7.5,-256,4.73,-0.19,4,0.261,,0.000,5.40,5,0.492,,0.412,10.80,1,2.62,0.00,0.67,0.389,8.40,0.00,0.00,24.66,2.3,4,0.317,,0.052,5.10,5,0.391,,0.341,9.60,3,2.24,0.00,0.50,0.358,7.60,0.00,0.00,4,0.293,,0.035,4.10,5,0.366,,0.244,7.50,5,2.91,0.00,0.23,0.334,6.00,0.00,0.00,4,0.365,,0.169,2.40,5,0.248,,0.138,9.50,15,2.22,0.00,0.17,0.300,6.30,0.00,0.00,4,0.301,,0.108,2.00,5,0.264,,0.128,9.60,38,2.58,0.00,0.15,0.280,6.20,0.00,0.00
Alex Reyes,$6.7K,R,STL,SP,@ MIL, , ,0.00%, ,600,-5,8.5,-113,4.32,-0.33,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,15.07,2.25,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,4,0.322,,0.000,0.00,5,0.309,,0.000,4.50,1,5.49,0.00,0.00,0.315,2.50,0.00,0.00,4,0.322,,0.000,0.00,5,0.309,,0.000,4.50,1,5.49,0.00,0.00,0.315,2.50,0.00,0.00,4,0.322,,0.000,0.00,5,0.309,,0.000,4.50,1,5.49,0.00,0.00,0.315,2.50,0.00,0.00
Ross Stripling,$9.7K,R,LAD,SP,PHI, , ,22.50%,0.948,300,1,7.5,-185,4.35,0.07,5,0.389,,0.307,6.00,4,0.387,,0.181,4.50,1,2.04,0.00,0.20,0.388,5.30,0.00,0.00,21.33,2.2,5,0.346,,0.341,8.80,4,0.201,,0.067,5.20,2,2.28,0.00,0.23,0.282,7.20,0.00,0.00,5,0.318,,0.258,7.80,4,0.177,,0.061,5.20,4,2.08,0.00,0.21,0.255,6.70,0.00,0.00,5,0.271,,0.142,8.00,4,0.254,,0.105,6.20,16,2.27,0.00,0.17,0.263,7.20,0.00,0.00,5,0.254,,0.117,5.70,4,0.304,,0.162,6.20,64,2.85,0.00,0.22,0.276,5.90,0.00,0.00
