Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Mike Montgomery,$4.0K,L,CHC,SP,@ NYM, , ,2.50%,6.352,-2900,5,7.0,100,3.44,-0.23,3,0.175,,0.000,1.70,6,0.067,,0.000,6.90,1,2.21,0.00,0.00,0.103,5.20,0.00,0.00,15.88,3.97,3,0.380,,0.091,2.20,6,0.204,,0.088,7.60,3,2.52,0.00,0.00,0.263,5.80,0.00,0.00,3,0.217,,0.050,2.10,6,0.217,,0.106,5.70,10,3.49,0.00,0.11,0.217,4.50,0.00,0.00,3,0.276,,0.028,2.30,6,0.291,,0.126,4.30,18,4.79,0.00,0.13,0.286,3.70,0.00,0.00,3,0.284,,0.094,2.10,6,0.299,,0.131,5.60,60,4.60,0.00,0.18,0.294,4.40,0.00,0.00
Garrett Richards,$6.0K,R,LAA,SP,TEX, , ,17.50%,1.078,-2000,9,8.5,-166,4.79,0.33,6,0.392,,0.000,4.30,3,0.369,,0.000,8.60,1,6.04,0.00,0.00,0.384,5.70,0.00,0.00,18.87,3.15,6,0.473,,0.230,2.50,3,0.304,,0.105,6.30,2,5.08,0.00,0.20,0.417,3.80,0.00,0.00,6,0.276,,0.089,2.30,3,0.316,,0.205,4.70,4,4.24,0.00,0.30,0.289,3.10,0.00,0.00,6,0.284,,0.145,6.40,3,0.306,,0.141,4.90,10,3.67,0.00,0.35,0.291,5.90,0.00,0.00,6,0.264,,0.136,6.00,3,0.278,,0.108,5.10,15,3.63,0.00,0.27,0.269,5.70,0.00,0.00
Chris Archer,$6.7K,R,TBR,SP,@ SEA, , ,17.50%,1.191,-2100,12,7.5,105,3.64,0.01,3,0.255,,0.100,7.50,6,0.222,,0.000,3.00,1,2.68,0.00,0.00,0.233,4.50,0.00,0.00,20.84,3.11,3,0.301,,0.133,4.50,6,0.222,,0.000,5.20,2,3.16,0.00,0.00,0.248,5.00,0.00,0.00,3,0.213,,0.074,2.50,6,0.285,,0.147,5.30,5,3.69,0.00,0.14,0.261,4.40,0.00,0.00,3,0.352,,0.190,3.20,6,0.284,,0.143,6.60,11,3.40,0.00,0.19,0.307,5.40,0.00,0.00,3,0.330,,0.174,5.00,6,0.286,,0.149,6.20,44,2.85,0.00,0.21,0.301,5.80,0.00,0.00
Marco Gonzales,$6.1K,L,SEA,SP,TBR, , ,12.50%,1.494,-1700,6,7.5,-119,3.86,-0.01,0,0.332,,0.000,1.40,9,0.211,,0.000,4.30,1,5.39,0.00,0.00,0.211,4.30,0.00,0.00,18.67,3.06,0,0.256,,0.000,1.40,9,0.169,,0.000,5.50,2,4.57,0.00,0.00,0.169,5.50,0.00,0.00,0,0.256,,0.000,0.60,9,0.307,,0.125,5.90,5,4.43,0.00,0.10,0.307,5.90,0.00,0.00,0,0.283,,0.122,0.30,9,0.316,,0.123,8.20,10,3.68,0.00,0.15,0.316,8.20,0.00,0.00,0,0.327,,0.132,1.30,9,0.349,,0.160,7.20,20,3.88,0.00,0.21,0.349,7.20,0.00,0.00
Lance Lynn,$4.5K,R,MIN,SP,CLE, , ,0.00%, ,-2700,6,8.5,128,3.91,-0.15,7,0.454,,0.250,3.00,2,0.197,,0.000,4.50,1,4.52,0.00,0.00,0.397,3.30,0.00,0.00,11.84,2.63,7,0.260,,0.143,3.00,2,0.285,,0.037,3.70,2,4.71,0.00,0.00,0.266,3.10,0.00,0.00,7,0.316,,0.137,3.40,2,0.346,,0.097,6.80,4,4.01,0.00,0.06,0.323,4.20,0.00,0.00,7,0.398,,0.226,3.20,2,0.343,,0.130,8.20,8,4.35,0.00,0.19,0.386,4.30,0.00,0.00,7,0.354,,0.218,3.00,2,0.286,,0.133,5.40,39,4.19,0.00,0.21,0.339,3.50,0.00,0.00
Jason Hammel,$4.6K,R,KCR,SP,OAK, , ,0.00%, ,-3000,9,9.0,136,4.05,-0.06,5,0.338,,0.167,8.80,4,0.154,,0.125,8.80,1,1.04,0.00,0.00,0.256,8.80,0.00,0.00,11.47,2.49,5,0.189,,0.087,5.20,4,0.394,,0.041,6.70,2,2.07,0.00,0.00,0.280,5.90,0.00,0.00,5,0.353,,0.250,4.10,4,0.405,,0.150,4.80,4,3.78,0.00,0.14,0.376,4.40,0.00,0.00,5,0.316,,0.185,4.10,4,0.338,,0.143,3.50,9,4.35,0.00,0.11,0.326,3.80,0.00,0.00,5,0.325,,0.169,3.90,4,0.334,,0.149,3.50,39,4.14,0.00,0.14,0.329,3.70,0.00,0.00
Caleb Smith,$6.4K,L,MIA,SP,@ ARI, , ,10.00%,1.573,-1700,7,7.0,149,3.07,-0.3,2,0.439,,0.000,0.00,7,0.177,,0.191,5.10,1,5.13,0.00,0.20,0.235,4.00,0.00,0.00,15.73,2.46,2,0.219,,0.000,3.40,7,0.195,,0.147,4.80,2,3.42,0.00,0.11,0.200,4.50,0.00,0.00,2,0.345,,0.051,2.40,7,0.189,,0.105,7.10,5,3.28,0.00,0.07,0.224,6.10,0.00,0.00,2,0.301,,0.076,3.60,7,0.243,,0.146,8.90,10,2.89,0.00,0.14,0.256,7.70,0.00,0.00,2,0.325,,0.089,3.50,7,0.269,,0.176,8.20,19,3.23,0.00,0.17,0.281,7.10,0.00,0.00
Trevor Cahill,$6.9K,R,OAK,SP,@ KCR, , ,0.00%, ,-1500,6,9.0,-152,4.95,0.06,5,0.352,,0.285,0.00,4,0.084,,0.000,6.80,1,3.65,0.00,0.00,0.233,3.00,0.00,0.00,15.26,2.21,5,0.289,,0.125,0.60,4,0.159,,0.083,4.80,2,4.56,0.00,0.14,0.231,2.50,0.00,0.00,5,0.263,,0.082,2.80,4,0.203,,0.118,4.80,4,4.10,0.00,0.25,0.236,3.70,0.00,0.00,5,0.220,,0.063,3.70,4,0.256,,0.160,4.70,7,3.69,0.00,0.22,0.236,4.10,0.00,0.00,5,0.298,,0.129,4.50,4,0.362,,0.231,5.10,27,4.05,0.00,0.34,0.326,4.70,0.00,0.00
Eric Lauer,$5.6K,L,SDP,SP,CIN, , ,7.50%,1.644,100,-5,8.5,-105,4.31,0.13,3,0.616,,0.500,0.00,6,0.526,,0.122,12.90,1,4.65,0.00,0.00,0.556,8.60,0.00,0.00,12.33,2.2,3,0.706,,0.572,0.00,6,0.303,,0.055,11.10,2,3.31,0.00,0.14,0.437,7.40,0.00,0.00,3,0.456,,0.264,1.00,6,0.400,,0.209,7.90,4,4.31,0.00,0.25,0.419,5.60,0.00,0.00,3,0.393,,0.186,1.40,6,0.420,,0.210,8.20,6,4.28,0.00,0.20,0.411,5.90,0.00,0.00,3,0.393,,0.186,1.40,6,0.420,,0.210,8.20,6,4.28,0.00,0.20,0.411,5.90,0.00,0.00
James Shields,$5.3K,R,CHW,SP,MIL, , ,0.00%, ,-1000,-1,9.0,133,4.08,-0.05,4,0.139,,0.000,3.90,5,0.302,,0.059,1.30,1,5.50,0.00,0.00,0.230,2.40,0.00,0.00,11.45,2.16,4,0.152,,0.000,4.50,5,0.319,,0.094,1.30,2,4.39,0.00,0.00,0.245,2.70,0.00,0.00,4,0.170,,0.050,4.60,5,0.305,,0.082,2.40,5,4.17,0.00,0.03,0.245,3.40,0.00,0.00,4,0.242,,0.064,3.60,5,0.311,,0.123,2.40,12,4.74,0.00,0.07,0.280,2.90,0.00,0.00,4,0.334,,0.202,3.50,5,0.309,,0.172,3.90,33,4.34,0.00,0.19,0.320,3.70,0.00,0.00
