Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Daniel Norris,$8.4K,L,DET,SP,@ LAA, , ,7.50%,2.043,1500,-4,8.5,125,3.95,-0.11,1,0.324,,0.169,11.84,8,0.372,,0.181,9.00,20,3.95,4.58,0.13,0.367,9.32,0.34,0.29,15.32,1.82
Tyler Anderson,$6.3K,L,COL,SP,LAD,9,11.75,10.00%,1.140,100,-2,10.5,109,5.07,-0.26,3,0.312,,0.139,7.87,6,0.352,,0.199,8.70,26,3.59,4.79,0.20,0.339,8.42,0.41,0.23,11.4,1.81
Michael Clevinger,$7.5K,R,CLE,SP,MIN,10,13.25, , ,1001,-6,9.0,-152,4.97,0.06,6,0.285,,0.117,10.47,3,0.377,,0.252,8.44,20,4.55,5.36,0.18,0.316,9.79,0.34,0.25,13.23,1.76
Edinson Volquez,$7.5K,R,MIA,SP,ATL, , ,5.00%,2.556,800,-3,9.0,-126,4.72,0.4,4,0.392,,0.184,7.54,5,0.343,,0.143,7.42,40,4.41,5.35,0.17,0.365,7.47,0.41,0.22,12.78,1.7
Lisalverto Bonilla,$5.3K,R,CIN,SP,@ SFG, , , , ,-200,-2,8.0,108,3.87,-0.13,5,0.594,,0.667,0.00,4,0.216,,0.167,14.73,1,4.58,6.40,0.17,0.426,6.55,0.17,0.50,8.88,1.68
Alex Wood,$6.8K,L,LAD,SP,@ COL,10,13.25,5.00%,2.248,400,-3,10.5,-119,5.43,-0.24,3,0.311,,0.095,10.18,6,0.286,,0.097,9.98,21,3.08,3.51,0.13,0.294,10.05,0.43,0.18,11.24,1.65
Sonny Gray,$7.4K,R,OAK,SP,@ TEX,15,14.25,7.50%,1.595,200,6,9.5,-109,4.69,-0.25,4,0.351,,0.156,6.30,5,0.388,,0.251,7.07,23,4.03,5.55,0.25,0.372,6.73,0.45,0.19,11.96,1.62
Nick Martinez,$6.7K,R,TEX,SP,OAK, , ,5.00%,2.082,200,1,9.5,-101,4.81,-0.25,4,0.376,,0.211,3.50,5,0.363,,0.194,5.06,15,5.35,7.09,0.22,0.369,4.37,0.37,0.27,10.41,1.55
Chris Tillman,$9.9K,R,BAL,SP,@ KCR,5,10.50,10.00%,1.373,1600,-2,9.0,111,4.33,0.03,3,0.332,,0.162,9.22,6,0.321,,0.176,6.75,32,4.34,5.09,0.14,0.325,7.57,0.36,0.29,13.73,1.39
Dylan Covey,$5.3K,R,CHW,SP,SDP, , ,0.50%, ,-300,-1,9.0,131,4.13,-0.08,3,0.302,,0.171,6.17,6,0.543,,0.346,2.70,5,5.79,8.37,0.20,0.463,3.86,0.33,0.36,6.89,1.3
Ryan Weber,$0.0,R,SEA,SP,@ TOR, , , , ,0,-1,8.5,140,3.82,-0.03,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.11,0
