Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Patrick Corbin,$6.5K,L,ARI,SP,CIN, , , , ,-900,2,10.0,-157,5.58,-0.32,3,0.311,,0.182,11.48,6,0.376,,0.199,6.91,51,4.00,5.44,0.22,0.354,8.43,0.40,0.23,19.68,3.03
Felix Hernandez,$7.4K,R,SEA,SP,OAK,10,11.50, , ,-1100,4,9.5,-158,5.31,0.01,5,0.289,,0.130,6.98,4,0.334,,0.186,8.20,32,4.10,5.46,0.20,0.309,7.52,0.42,0.25,21.61,2.92
Lance Lynn,$6.6K,R,STL,SP,NYM, , ,7.50%,2.481,-600,-2,9.0,-130,4.76,0.19,5,0.392,,0.256,7.44,4,0.270,,0.187,9.79,17,3.85,6.01,0.25,0.338,8.48,0.34,0.30,18.61,2.82
Daniel Gossett,$5.4K,R,OAK,SP,@ SEA, , , , ,-1200,4,9.5,148,4.19,-0.01,4,0.301,,0.062,7.36,5,0.370,,0.319,5.60,5,4.08,6.42,0.33,0.339,6.38,0.34,0.22,15.04,2.79
Jerad Eickhoff,$6.0K,R,PHI,SP,SDP,8,10.17,17.50%,0.932,-600,-2,8.5,103,4.17,-0.27,3,0.381,,0.238,7.59,6,0.282,,0.149,8.54,46,3.91,4.94,0.17,0.315,8.22,0.32,0.27,16.31,2.72
J.C. Ramirez,$5.6K,R,LAA,SP,@ TEX, , ,2.00%,7.540,-1000,2,9.0,185,3.65,-0.37,5,0.324,,0.205,7.84,4,0.309,,0.122,7.86,89,3.81,5.40,0.24,0.317,7.85,0.42,0.22,15.08,2.69
Clayton Kershaw,$13.0K,L,LAD,SP,KCR,1,1.83, , ,500,0,7.5,-300,4.93,0.04,2,0.237,,0.126,10.40,7,0.238,,0.105,10.84,44,2.34,3.04,0.15,0.238,10.74,0.39,0.24,34.84,2.68
Joseph Ross,$7.8K,R,WAS,SP,ATL, , ,5.00%,4.054,-800,2,9.5,-129,5.02,-0.74,6,0.379,,0.166,8.54,3,0.308,,0.154,8.61,32,3.68,4.78,0.19,0.355,8.56,0.34,0.24,20.27,2.6
J.A. Happ,$7.0K,L,TOR,SP,HOU, , ,4.00%,4.490,-1000,1,9.5,105,4.63,-0.25,0,0.284,,0.123,7.05,9,0.304,,0.160,8.57,45,3.73,4.55,0.15,0.304,8.57,0.37,0.26,17.96,2.57
Jon Lester,$9.0K,L,CHC,SP,PIT,10,11.50,12.50%,1.803,-1400,7,9.0,-154,4.99,4.99,0,0.228,,0.093,10.29,9,0.296,,0.148,8.68,54,3.29,4.11,0.17,0.296,8.68,0.39,0.22,22.54,2.5
