Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Robert Stephenson,$6.7K,R,CIN,SP,NYM,7,7.50, , ,200,-3,8.5,127,3.94,-0.31,4,0.374,,0.245,7.76,5,0.367,,0.206,9.68,27,4.67,6.69,0.22,0.370,8.83,0.33,0.32,15.33,2.29
Marco Estrada,$6.6K,R,TOR,SP,@ BAL, , ,17.50%,0.845,-1200,5,10.0,138,4.51,-0.2,2,0.278,,0.165,8.71,7,0.330,,0.189,9.22,59,4.09,4.91,0.15,0.318,9.11,0.28,0.33,14.79,2.24
Edward Lively,$5.8K,R,PHI,SP,@ MIA, , ,2.00%,6.075,-300,1,9.0,164,3.84,-0.36,3,0.369,,0.206,4.84,6,0.336,,0.194,5.76,9,5.04,5.90,0.15,0.347,5.45,0.34,0.31,12.15,2.09
Odrisamer Despaigne,$6.3K,R,MIA,SP,PHI, , ,3.00%,4.337,800,-4,9.0,-174,5.16,-0.14,5,0.351,,0.172,5.87,4,0.341,,0.153,6.39,28,5.66,5.50,0.07,0.347,6.10,0.30,0.30,13.01,2.07
Sean Newcomb,$6.0K,L,ATL,SP,@ CHC,9,10.00,5.00%,2.486,-1300,6,7.0,207,2.71,2.71,2,0.332,,0.136,10.88,7,0.349,,0.218,9.07,14,4.17,5.37,0.18,0.345,9.47,0.37,0.26,12.43,2.07
Jeremy Hellickson,$6.2K,R,BAL,SP,TOR, , ,4.00%,3.178,-600,3,10.0,-148,5.49,0.2,4,0.318,,0.187,6.67,5,0.317,,0.208,6.96,57,4.12,5.32,0.19,0.317,6.83,0.34,0.27,12.71,2.05
Collin McHugh,$8.4K,R,HOU,SP,TEX,6,7.17, , ,200,1,9.5,-181,5.51,1.01,6,0.349,,0.160,9.12,3,0.339,,0.194,8.82,41,3.69,4.63,0.14,0.346,9.02,0.37,0.31,17.2,2.05
Jacob deGrom,$12.3K,R,NYM,SP,@ CIN,2,3.33, , ,2000,0,8.5,-137,4.56,-0.19,4,0.308,,0.120,9.75,5,0.304,,0.164,10.86,49,3.08,4.12,0.19,0.306,10.37,0.38,0.24,24.88,2.02
Zack Greinke,$10.6K,R,ARI,SP,LAD,1,3.00, , ,1200,2,8.5,107,4.13,-0.53,4,0.304,,0.173,9.39,5,0.309,,0.166,9.04,52,3.27,4.32,0.19,0.307,9.20,0.41,0.25,21.36,2.02
Gio Gonzalez,$11.9K,L,WAS,SP,@ MIL,9,10.00,20.00%,1.188,2600,-1,9.0,107,4.37,-0.02,1,0.247,,0.066,7.80,8,0.311,,0.149,9.75,58,3.71,4.50,0.15,0.304,9.53,0.37,0.24,23.76,2
CC Sabathia,$7.3K,L,NYY,SP,BOS, , ,3.00%,4.837,600,-4,9.0,-134,4.8,0.16,2,0.296,,0.104,9.46,7,0.317,,0.149,7.28,50,4.03,4.99,0.19,0.312,7.76,0.41,0.21,14.51,1.99
Zach Davies,$8.5K,R,MIL,SP,WAS, , ,4.00%,4.152,500,-1,9.0,-117,4.63,0.52,4,0.345,,0.184,6.81,5,0.312,,0.132,6.96,55,3.95,4.76,0.17,0.327,6.89,0.39,0.22,16.61,1.95
Kyle Hendricks,$10.8K,R,CHC,SP,ATL,4,5.33,32.50%,0.643,2300,-2,7.0,-225,4.29,4.29,6,0.288,,0.136,7.87,3,0.261,,0.112,7.87,51,3.47,4.14,0.15,0.279,7.87,0.42,0.21,20.89,1.93
Bartolo Colon,$6.4K,R,MIN,SP,CHW, , , , ,200,-2,9.5,-156,5.29,-0.27,4,0.381,,0.243,5.93,5,0.333,,0.148,6.10,55,4.38,5.25,0.16,0.354,6.02,0.34,0.27,12.03,1.88
Matt Cain,$5.3K,R,SFG,SP,STL, , , , ,-200,0,8.5,159,3.66,-0.23,3,0.355,,0.159,7.36,6,0.372,,0.205,6.31,46,4.69,5.88,0.19,0.366,6.66,0.33,0.25,9.97,1.88
Eduardo Rodriguez,$7.6K,L,BOS,SP,@ NYY,8,8.00,30.00%,0.474,200,-1,9.0,124,4.2,-0.16,3,0.348,,0.136,10.94,6,0.314,,0.209,9.55,39,3.88,4.81,0.15,0.325,10.01,0.28,0.34,14.23,1.87
Nick Martinez,$4.6K,R,TEX,SP,@ HOU, , , , ,-1300,2,9.5,171,3.99,-0.01,4,0.403,,0.241,4.46,5,0.346,,0.218,4.85,28,5.20,7.03,0.23,0.371,4.68,0.33,0.28,8.45,1.84
Michael Wacha,$7.4K,R,STL,SP,@ SFG,5,5.83,45.00%,0.298,500,-3,8.5,-169,4.84,1.23,6,0.330,,0.155,7.96,3,0.356,,0.167,8.85,51,3.76,4.50,0.16,0.339,8.26,0.39,0.23,13.41,1.81
Kenta Maeda,$9.3K,R,LAD,SP,@ ARI, , , , ,700,1,8.5,-117,4.37,0.03,4,0.311,,0.153,8.10,5,0.277,,0.144,11.18,58,3.33,4.38,0.19,0.292,9.81,0.36,0.24,15.8,1.7
Miguel Gonzalez,$6.8K,R,CHW,SP,@ MIN, , , , ,-600,2,9.5,146,4.21,-0.23,7,0.352,,0.199,6.78,2,0.314,,0.132,6.26,45,4.53,4.84,0.11,0.344,6.66,0.34,0.29,11.41,1.68
