Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Eric Lauer,$4.5K,L,SDP,SP,OAK, , ,2.50%,4.988,-1100,2,8.5,-107,4.32,0.27,1,0.000,,0.000,0.00,8,0.373,,0.136,3.50,1,4.75,0.00,0.20,0.332,3.10,0.00,0.00,12.47,2.77,1,0.376,,-0.083,0.00,8,0.357,,0.133,7.10,2,4.98,0.00,0.17,0.359,6.30,0.00,0.00,1,0.531,,0.278,0.00,8,0.335,,0.129,8.50,5,4.23,0.00,0.16,0.357,7.60,0.00,0.00,1,0.399,,0.158,0.90,8,0.400,,0.197,7.80,9,4.44,0.00,0.19,0.400,7.00,0.00,0.00,1,0.399,,0.158,0.90,8,0.400,,0.197,7.80,9,4.44,0.00,0.19,0.400,7.00,0.00,0.00
Felix Pena,$4.4K,R,LAA,SP,ARI, , ,2.50%,4.472,-1100,2,9.0,-144,4.88,-0.07,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.18,2.54,5,0.177,,0.091,7.20,4,0.354,,0.297,7.20,1,4.24,0.00,0.20,0.256,7.20,0.00,0.00,5,0.298,,0.065,4.20,4,0.391,,0.422,5.40,3,4.23,0.00,0.26,0.339,4.70,0.00,0.00,5,0.368,,0.197,3.10,4,0.321,,0.236,4.00,13,4.66,0.00,0.22,0.347,3.50,0.00,0.00,5,0.353,,0.184,3.70,4,0.334,,0.208,4.00,28,4.46,0.00,0.21,0.345,3.80,0.00,0.00
Rich Hill,$6.6K,L,LAD,SP,@ CHC, , ,5.00%,3.214,-300,4,8.0,115,3.79,3.79,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,16.07,2.43,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,6,0.634,,0.500,0.00,3,0.418,,0.428,8.20,2,3.92,0.00,0.40,0.562,2.70,0.00,0.00,6,0.366,,0.218,5.40,3,0.392,,0.312,6.30,24,3.80,0.00,0.29,0.375,5.70,0.00,0.00
Domingo German,$7.3K,R,NYY,SP,SEA, , ,12.50%,1.335,-300,3,9.5,-162,5.32,0.28,3,0.196,,0.000,4.50,6,0.336,,0.200,10.50,1,1.85,0.00,0.33,0.289,8.50,0.00,0.00,16.69,2.29,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,3,0.304,,0.065,1.90,6,0.426,,0.325,7.80,6,3.71,0.00,0.32,0.385,5.80,0.00,0.00,3,0.346,,0.143,2.20,6,0.285,,0.178,9.80,30,2.86,0.00,0.21,0.305,7.30,0.00,0.00
Dan Straily,$6.4K,R,MIA,SP,@ SFG, , ,2.50%,5.536,200,-2,8.0,138,3.59,0.31,4,0.000,,0.000,5.40,5,0.531,,0.567,7.20,1,1.53,0.00,0.50,0.295,6.40,0.00,0.00,13.84,2.16,3,0.269,,0.250,5.20,6,0.367,,0.280,9.00,2,1.10,0.00,0.33,0.334,7.80,0.00,0.00,3,0.338,,0.334,5.30,6,0.344,,0.213,8.80,4,2.24,0.00,0.50,0.342,7.60,0.00,0.00,3,0.268,,0.214,4.80,6,0.348,,0.158,7.20,11,2.71,0.00,0.27,0.321,6.40,0.00,0.00,3,0.275,,0.183,5.00,6,0.338,,0.158,7.30,17,2.90,0.00,0.27,0.317,6.50,0.00,0.00
David Hess,$4.7K,R,BAL,SP,@ WAS, , ,0.50%, ,-1200,3,9.0,156,3.88,0.11,5,0.577,,0.667,5.80,4,0.428,,0.000,0.00,1,8.34,0.00,0.33,0.511,3.20,0.00,0.00,10.03,2.13,4,0.349,,0.235,5.50,5,0.495,,0.310,6.60,2,2.06,0.00,0.38,0.430,6.10,0.00,0.00,4,0.337,,0.167,5.40,5,0.355,,0.218,3.50,5,3.79,0.00,0.39,0.347,4.30,0.00,0.00,4,0.375,,0.207,4.90,5,0.294,,0.214,3.70,8,4.41,0.00,0.32,0.330,4.30,0.00,0.00,4,0.333,,0.193,4.50,5,0.334,,0.228,4.20,40,3.73,0.00,0.23,0.334,4.30,0.00,0.00
Jaime Garcia,$5.4K,L,TOR,SP,ATL, , ,5.00%,2.222,-700,1,9.0,-108,4.58,0.15,3,0.313,,0.000,1.80,6,0.346,,0.267,5.40,1,5.36,0.00,0.33,0.335,4.20,0.00,0.00,11.11,2.06,5,0.441,,0.428,5.00,4,0.368,,0.066,1.00,2,5.90,0.00,0.23,0.409,3.20,0.00,0.00,5,0.401,,0.342,3.40,4,0.248,,0.043,1.30,4,5.62,0.00,0.19,0.333,2.40,0.00,0.00,5,0.401,,0.295,3.40,4,0.297,,0.185,1.70,6,5.07,0.00,0.23,0.355,2.70,0.00,0.00,5,0.401,,0.295,3.40,4,0.297,,0.185,1.70,6,5.07,0.00,0.23,0.355,2.70,0.00,0.00
Matt Boyd,$7.6K,L,DET,SP,@ CIN, , ,2.00%,7.695,600,-1,9.0,111,4.31,0.03,3,0.426,,0.200,0.00,6,0.186,,0.000,9.00,1,3.64,0.00,0.00,0.266,6.00,0.00,0.00,15.39,2.03,3,0.196,,0.000,3.30,6,0.295,,0.164,4.90,2,4.22,0.00,0.25,0.262,4.40,0.00,0.00,3,0.131,,0.000,1.90,6,0.337,,0.176,5.60,4,4.10,0.00,0.18,0.268,4.40,0.00,0.00,3,0.359,,0.290,2.40,6,0.372,,0.211,6.70,11,3.95,0.00,0.21,0.368,5.30,0.00,0.00,3,0.307,,0.182,2.40,6,0.343,,0.186,5.80,38,4.20,0.00,0.21,0.331,4.60,0.00,0.00
Jason Hammel,$5.0K,R,KCR,SP,TEX, , ,1.00%,9.960,-2400,14,9.0,122,4.2,-0.03,4,0.188,,0.062,1.30,5,0.299,,0.077,2.50,1,4.51,0.00,0.00,0.250,2.00,0.00,0.00,9.96,1.99,3,0.450,,0.357,2.40,6,0.211,,0.038,6.50,2,4.06,0.00,0.20,0.291,5.10,0.00,0.00,3,0.393,,0.263,1.70,6,0.256,,0.118,4.30,5,5.26,0.00,0.14,0.302,3.40,0.00,0.00,3,0.248,,0.133,2.00,6,0.276,,0.110,5.90,12,4.28,0.00,0.10,0.267,4.60,0.00,0.00,3,0.295,,0.110,1.50,6,0.330,,0.170,6.50,37,4.18,0.00,0.15,0.318,4.80,0.00,0.00
Jefry Rodriguez,$5.9K,R,WAS,SP,BAL, , ,5.00%,2.340,400,-8,9.0,-172,5.12,-0.11,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.7,1.98,4,0.205,,0.148,2.10,5,0.372,,0.071,4.10,2,3.87,0.00,0.07,0.298,3.20,0.00,0.00,4,0.233,,0.141,3.50,5,0.386,,0.081,4.60,5,3.36,0.00,0.08,0.318,4.10,0.00,0.00,4,0.304,,0.181,3.60,5,0.351,,0.138,3.50,12,4.33,0.00,0.11,0.330,3.50,0.00,0.00,4,0.323,,0.169,3.90,5,0.338,,0.148,3.60,43,4.08,0.00,0.14,0.331,3.70,0.00,0.00
Chris Sale,$12.7K,L,BOS,SP,@ MIN, , ,32.50%,0.775,1300, ,7.0,-175,4.01,-0.2,2,0.344,,0.000,0.00,7,0.197,,0.000,13.50,1,3.05,0.00,0.00,0.230,10.50,0.00,0.00,25.18,1.98,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,1,0.380,,0.167,0.00,8,0.000,,0.000,6.40,1,4.67,0.00,0.00,0.042,5.70,0.00,0.00,1,0.380,,0.167,0.00,8,0.000,,0.000,6.40,1,4.67,0.00,0.00,0.042,5.70,0.00,0.00,1,0.380,,0.167,0.00,8,0.000,,0.000,6.40,1,4.67,0.00,0.00,0.042,5.70,0.00,0.00
Luke Weaver,$8.0K,R,STL,SP,@ PHI, , ,4.00%,3.960,1500,-8,8.5,101,4.17,0.09,4,0.340,,0.072,1.80,5,0.480,,0.300,5.30,1,4.61,0.00,0.00,0.418,3.70,0.00,0.00,15.84,1.98,2,0.196,,0.000,1.90,7,0.208,,0.019,10.30,2,3.11,0.00,0.00,0.205,8.40,0.00,0.00,2,0.264,,0.126,1.10,7,0.261,,0.107,10.90,5,2.60,0.00,0.21,0.262,8.80,0.00,0.00,2,0.255,,0.055,2.20,7,0.259,,0.145,12.50,13,2.13,0.00,0.19,0.258,10.20,0.00,0.00,2,0.243,,0.070,1.90,7,0.270,,0.160,12.00,45,1.78,0.00,0.20,0.264,9.70,0.00,0.00
Matt Koch,$5.6K,R,ARI,SP,@ LAA, , ,0.25%, ,-400,-1,9.0,129,4.12,0.07,1,0.435,,0.500,6.00,8,0.000,,0.000,1.50,1,3.20,0.00,0.33,0.048,2.00,0.00,0.00,11.04,1.97,4,0.352,,0.069,2.70,5,0.455,,0.188,3.60,2,5.36,0.00,0.00,0.409,3.20,0.00,0.00,4,0.363,,0.203,3.50,5,0.373,,0.174,3.80,5,4.25,0.00,0.23,0.369,3.60,0.00,0.00,4,0.348,,0.128,3.30,5,0.281,,0.120,5.10,13,4.05,0.00,0.15,0.311,4.30,0.00,0.00,4,0.308,,0.110,4.10,5,0.309,,0.146,5.90,25,3.53,0.00,0.19,0.309,5.10,0.00,0.00
Justin Verlander,$13.3K,R,HOU,SP,TBR, , ,22.50%,1.151,1800, ,7.0,-218,4.25,-0.18,4,0.227,,0.333,2.60,5,0.341,,0.294,6.40,1,2.50,0.00,0.40,0.290,4.70,0.00,0.00,25.89,1.95,1,0.297,,0.300,4.90,8,0.466,,0.455,0.80,2,4.21,0.00,0.42,0.447,1.30,0.00,0.00,1,0.253,,0.146,3.50,8,0.396,,0.228,2.20,5,4.26,0.00,0.21,0.380,2.40,0.00,0.00,1,0.271,,0.193,3.60,8,0.403,,0.282,2.40,11,4.39,0.00,0.25,0.388,2.50,0.00,0.00,1,0.281,,0.200,3.60,8,0.407,,0.280,2.40,12,4.45,0.00,0.25,0.393,2.50,0.00,0.00
Dereck Rodriguez,$6.7K,R,SFG,SP,MIA, , ,5.00%,2.582,400,-3,8.0,-153,4.41,0.19,3,0.379,,0.417,2.90,6,0.251,,0.000,2.90,1,3.78,0.00,0.20,0.294,2.90,0.00,0.00,12.91,1.93,4,0.339,,0.292,4.20,5,0.284,,0.240,6.90,2,2.44,0.00,0.27,0.308,5.70,0.00,0.00,4,0.266,,0.185,3.80,5,0.239,,0.144,6.60,5,2.42,0.00,0.14,0.251,5.30,0.00,0.00,4,0.209,,0.110,6.20,5,0.225,,0.127,6.20,13,2.11,0.00,0.10,0.218,6.20,0.00,0.00,4,0.286,,0.169,6.00,5,0.248,,0.115,5.60,45,2.82,0.00,0.15,0.265,5.80,0.00,0.00
Vincent Velasquez,$8.6K,R,PHI,SP,STL, , ,15.00%,1.073,-200,2,8.5,-115,4.33,-0.09,3,0.115,,0.000,5.80,6,0.125,,0.100,2.90,1,3.12,0.00,0.00,0.122,3.90,0.00,0.00,16.1,1.87,3,0.407,,0.314,3.20,6,0.358,,0.000,2.10,2,4.81,0.00,0.20,0.374,2.50,0.00,0.00,3,0.352,,0.207,3.60,6,0.346,,0.128,4.10,4,4.10,0.00,0.17,0.348,3.90,0.00,0.00,3,0.352,,0.207,3.60,6,0.346,,0.128,4.10,4,4.10,0.00,0.17,0.348,3.90,0.00,0.00,3,0.352,,0.207,3.60,6,0.346,,0.128,4.10,4,4.10,0.00,0.17,0.348,3.90,0.00,0.00
Paul Blackburn,$5.3K,R,OAK,SP,@ SDP, , ,5.00%,1.972,-200,-4,8.5,-106,4.18,0.23,6,0.586,,0.000,0.00,3,0.702,,0.375,0.00,1,7.66,0.00,0.00,0.625,0.00,0.00,0.00,9.86,1.86,3,0.209,,0.058,5.70,6,0.471,,0.333,3.80,2,3.87,0.00,0.14,0.384,4.50,0.00,0.00,3,0.270,,0.144,6.20,6,0.345,,0.160,5.80,5,3.03,0.00,0.17,0.320,5.90,0.00,0.00,3,0.362,,0.266,5.50,6,0.271,,0.090,5.60,14,2.91,0.00,0.20,0.301,5.60,0.00,0.00,3,0.369,,0.238,4.80,6,0.316,,0.176,5.10,29,3.43,0.00,0.26,0.334,5.00,0.00,0.00
Jameson Taillon,$8.4K,R,PIT,SP,MIL, , ,7.50%,2.040,700, ,7.5,-120,3.87,-0.25,3,0.264,,0.188,1.30,6,0.302,,0.000,3.90,1,4.71,0.00,0.17,0.289,3.00,0.00,0.00,15.3,1.82,6,0.334,,0.111,0.00,3,0.426,,0.272,3.80,2,5.97,0.00,0.25,0.365,1.30,0.00,0.00,6,0.334,,0.111,0.00,3,0.426,,0.272,3.80,2,5.97,0.00,0.25,0.365,1.30,0.00,0.00,6,0.334,,0.111,0.00,3,0.426,,0.272,3.80,2,5.97,0.00,0.25,0.365,1.30,0.00,0.00,6,0.271,,0.069,1.40,3,0.350,,0.170,2.10,12,5.59,0.00,0.19,0.297,1.60,0.00,0.00
