Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Homer Bailey,$4.4K,R,CIN,SP,@ WAS, , , , ,-2100,5,10.0,134,4.56,0.15,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,16.6,3.77
Sam Gaviglio,$5.0K,R,SEA,SP,HOU, , ,3.00%,4.990,-2000,2,9.5,143,4.24,0.27,3,0.254,,0.182,6.17,6,0.374,,0.259,5.95,8,4.11,6.61,0.30,0.334,6.02,0.46,0.25,14.97,2.99
Joseph Ross,$5.9K,R,WAS,SP,CIN, , , , ,-2000,4,10.0,-144,5.44,0.35,5,0.394,,0.183,8.65,4,0.308,,0.150,8.75,29,3.64,4.69,0.19,0.356,8.69,0.36,0.23,17.29,2.93
J.C. Ramirez,$5.5K,R,LAA,SP,@ BOS, , ,2.00%,7.860,-1700,1,10.0,150,4.4,-0.6,3,0.307,,0.178,8.05,6,0.307,,0.121,7.88,86,3.83,5.29,0.23,0.307,7.94,0.42,0.22,15.72,2.86
R.A. Dickey,$5.3K,R,ATL,SP,MIL, , , , ,-1900,3,9.5,-107,4.81, ,2,0.366,,0.224,5.67,7,0.355,,0.207,6.90,45,4.58,5.98,0.21,0.357,6.63,0.39,0.25,15.03,2.84
Luis Cessa,$4.6K,R,NYY,SP,TEX, , , , ,-1400,0,11.0,-156,6.12,0.14,2,0.294,,0.168,7.40,7,0.330,,0.218,6.17,19,4.15,6.37,0.25,0.322,6.44,0.39,0.29,11.95,2.6
Kyle Gibson,$4.7K,R,MIN,SP,@ CLE, , , , ,-1400,1,9.5,245,3.41,-0.03,6,0.387,,0.183,6.08,3,0.353,,0.171,7.33,37,4.58,5.70,0.18,0.376,6.50,0.38,0.23,11.84,2.52
Daniel Gossett,$5.4K,R,OAK,SP,@ CHW, , , , ,-1000,-4,10.5,-113,5.35,0.5,3,0.161,,0.000,6.00,6,0.484,,0.480,6.35,2,3.72,6.51,0.50,0.376,6.23,0.33,0.17,13.59,2.52
David Price,$7.7K,L,BOS,SP,LAA,4,5.25,15.00%,1.267,-1500,5,10.0,-160,5.6,0.6,2,0.326,,0.165,7.57,7,0.331,,0.187,9.96,41,3.49,4.65,0.17,0.330,9.43,0.34,0.30,19,2.47
James Shields,$6.2K,R,CHW,SP,OAK, , , , ,-1100,-2,10.5,103,5.15, ,5,0.396,,0.225,7.29,4,0.385,,0.263,7.89,36,4.77,6.83,0.21,0.391,7.56,0.33,0.33,15.16,2.45
Justin Nicolino,$4.9K,L,MIA,SP,CHC, , , , ,-1200,-1,9.0,140,4.04,-0.03,2,0.324,,0.149,4.97,7,0.375,,0.176,4.91,22,4.83,5.44,0.14,0.364,4.92,0.36,0.24,11.99,2.45
Lance Lynn,$7.1K,R,STL,SP,PIT, , ,10.00%,1.709,-300,-4,8.5,-117,4.37,-0.03,3,0.416,,0.259,7.56,6,0.248,,0.161,9.86,14,3.96,6.04,0.24,0.304,9.09,0.33,0.31,17.09,2.41
Johnny Cueto,$8.6K,R,SFG,SP,NYM, , ,20.00%,1.026,-500,0,7.5,-104,3.7,-0.1,5,0.313,,0.161,8.63,4,0.287,,0.129,8.37,48,3.28,4.04,0.16,0.301,8.51,0.42,0.22,20.53,2.39
Dylan Bundy,$6.6K,R,BAL,SP,@ TBR, , , , ,-1000,1,9.0,144,4.01,0.15,4,0.351,,0.195,6.16,5,0.332,,0.187,9.15,51,4.32,5.55,0.17,0.340,7.82,0.30,0.32,15.76,2.39
Dinelson Lamet,$6.8K,R,SDP,SP,DET,2,2.50,17.50%,0.907,-800,0,8.5,-115,4.35,0.05,2,0.531,,0.523,15.43,7,0.255,,0.190,15.88,5,2.80,6.50,0.31,0.316,15.78,0.24,0.44,15.88,2.34
Clayton Kershaw,$12.5K,L,LAD,SP,COL,1,2.25,45.00%,0.640,200,1,7.0,-250,4.41,0.04,2,0.246,,0.135,10.38,7,0.239,,0.109,10.58,41,2.39,3.16,0.16,0.241,10.54,0.39,0.24,28.82,2.31
Gerrit Cole,$8.0K,R,PIT,SP,@ STL, , ,15.00%,1.194,-400,-1,8.5,107,4.13,0.03,3,0.370,,0.203,9.41,6,0.293,,0.108,6.71,36,3.78,4.58,0.16,0.319,7.61,0.40,0.22,17.91,2.24
Edward Lively,$5.1K,R,PHI,SP,@ ARI, , ,1.00%,11.290,-1500,0,9.5,206,3.69,-1.06,6,0.326,,0.116,3.27,3,0.374,,0.224,4.72,4,5.23,5.61,0.11,0.342,3.75,0.40,0.30,11.29,2.21
Corey Kluber,$12.6K,R,CLE,SP,MIN,3,2.75, , ,1800,-1,9.5,-270,6.09,0.53,6,0.292,,0.117,10.29,3,0.268,,0.144,10.86,46,3.00,3.77,0.15,0.284,10.48,0.38,0.26,27.68,2.2
Jon Lester,$10.2K,L,CHC,SP,@ MIA, , , , ,300,1,9.0,-150,4.96,-0.47,4,0.233,,0.098,10.10,5,0.292,,0.145,8.79,51,3.29,4.11,0.17,0.266,9.37,0.39,0.23,22.34,2.19
Austin Bibens-Dirkx,$4.8K,R,TEX,SP,@ NYY, , , , ,-1100,-3,11.0,146,4.88,-0.14,3,0.238,,0.125,3.00,6,0.274,,0.143,7.56,8,4.59,6.18,0.22,0.262,6.04,0.34,0.29,10.27,2.14
Matt Garza,$5.7K,R,MIL,SP,@ ATL, , , , ,-1800,2,9.5,-103,4.69, ,5,0.352,,0.162,5.89,4,0.316,,0.153,8.38,29,4.31,5.05,0.17,0.336,7.00,0.37,0.21,11.83,2.08
