Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Joseph Biagini,$4.9K,R,TOR,SP,SEA,9,10.43,1.00%,14.260,0,0,8.5,-136,4.56,0.14,3,0.315,,0.108,10.60,6,0.279,,0.099,7.17,78,3.37,3.43,0.08,0.291,8.31,0.44,0.18,14.26,2.91
Dylan Bundy,$7.5K,R,BAL,SP,@ KCR,2,4.57,22.50%,0.947,-500,3,8.0,-105,3.95,-0.25,4,0.346,,0.181,5.68,5,0.321,,0.163,8.96,43,4.16,5.27,0.18,0.332,7.50,0.32,0.29,21.31,2.84
Clayton Kershaw,$11.3K,L,LAD,SP,@ COL,5,5.71,30.00%,0.937,1500,1,10.0,-205,5.98,0.7,2,0.218,,0.108,10.71,7,0.231,,0.097,10.54,33,2.35,2.84,0.12,0.228,10.58,0.39,0.25,28.1,2.49
Rick Porcello,$9.7K,R,BOS,SP,TBR,4,5.57,17.50%,1.363,200,0,8.5,-156,4.73,-0.34,5,0.289,,0.140,8.62,4,0.306,,0.167,8.43,41,3.41,4.27,0.14,0.297,8.54,0.34,0.31,23.85,2.46
Christian Bergman,$5.4K,R,SEA,SP,@ TOR, , ,1.00%,13.150,-100,0,8.5,126,3.94,-0.14,3,0.492,,0.394,12.15,6,0.389,,0.223,6.52,15,4.09,6.22,0.22,0.423,8.40,0.29,0.31,13.15,2.44
Matt Harvey,$6.9K,R,NYM,SP,@ MIL,12,13.14,7.50%,2.205,-1300,11,9.0,-120,4.66,0.22,4,0.358,,0.187,7.97,5,0.327,,0.146,6.48,23,4.17,4.84,0.14,0.341,7.14,0.37,0.25,16.54,2.4
Miguel Gonzalez,$8.0K,R,CHW,SP,SDP,8,9.86,7.50%,2.424,600,-7,8.0,-115,4.1,-0.35,4,0.344,,0.174,7.07,5,0.298,,0.113,6.31,30,4.29,4.43,0.09,0.318,6.65,0.36,0.29,18.18,2.27
Danny Duffy,$8.6K,L,KCR,SP,BAL,6,7.86,17.50%,1.108,-100,-1,8.0,-105,4.05,-0.25,0,0.222,,0.065,10.85,9,0.319,,0.167,9.41,47,3.54,4.48,0.14,0.319,9.41,0.30,0.33,19.39,2.25
Jose Urena,$6.7K,R,MIA,SP,ATL, , ,0.50%, ,500,-4,9.0,-129,4.75,0.28,3,0.341,,0.187,4.70,6,0.337,,0.172,8.12,33,4.54,5.35,0.14,0.338,6.98,0.38,0.26,14.96,2.23
Mike Leake,$7.3K,R,STL,SP,CHC,14,13.43,5.00%,3.248,-1300,8,8.5,-142,4.61,0.16,4,0.289,,0.127,6.81,5,0.309,,0.126,6.85,37,3.67,4.23,0.13,0.300,6.83,0.42,0.22,16.24,2.22
Lance McCullers,$9.5K,R,HOU,SP,@ NYY,3,5.00,22.50%,0.932,700,-1,8.0,-123,4.17,-0.02,5,0.372,,0.147,12.91,4,0.317,,0.147,11.29,22,3.12,3.82,0.16,0.348,12.19,0.43,0.22,20.96,2.21
Matt Shoemaker,$7.9K,R,LAA,SP,DET, , ,7.50%,2.295,400,-4,8.5,-138,4.57,0.01,3,0.298,,0.153,7.96,6,0.331,,0.172,9.56,33,3.64,4.63,0.15,0.320,9.03,0.33,0.29,17.21,2.18
Eddie Butler,$5.2K,R,CHC,SP,@ STL, , ,0.50%, ,-300,1,8.5,132,3.89,-0.16,3,0.367,,0.198,7.23,6,0.427,,0.257,7.22,17,4.40,6.24,0.22,0.407,7.22,0.34,0.26,11.29,2.17
Jordan Montgomery,$7.1K,L,NYY,SP,HOU,7,9.71,4.00%,3.800,-200,0,8.0,113,3.83,0.02,1,0.223,,0.071,11.25,8,0.303,,0.088,8.55,5,4.35,4.53,0.09,0.294,8.85,0.35,0.29,15.2,2.14
Patrick Corbin,$8.1K,L,ARI,SP,PIT,10,10.86,5.00%,3.394,500,-5,10.0,-138,5.38,0.3,1,0.300,,0.160,11.22,8,0.379,,0.204,6.66,41,4.13,5.46,0.21,0.370,7.17,0.39,0.22,16.97,2.1
Tyler Glasnow,$6.4K,R,PIT,SP,@ ARI, , ,5.00%,2.670,0,0,10.0,128,4.62,0.2,3,0.391,,0.194,11.49,6,0.361,,0.203,9.30,14,4.49,5.31,0.16,0.371,10.03,0.32,0.23,13.35,2.09
